,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,6,40.20,,,,,,,,,,,,,,1,45.62,6,66.25,,,,,,,,,,,2,46.14,,,,,4,53.12,1,32.86,,,,,,,,,,,,,,,1,45.62,,,,,,,,,2,32.39,1,85.03,5,41.90,,,,,,,,,,,,,,,,
,,,,45~49,5,78.48,,,,,,,,,,,,,,,,5,73.64,,,1,127.06,,,,,,,3,58.63,,,,,1,61.35,3,56.90,,,,,,,,,,,,,,,2,35.49,1,127.06,,,,,,,1,64.56,1,34.63,3,40.69,,,,,1,37.04,,,,,,,,,,
,,,,50~54,10,112.97,,,1,67.43,2,55.46,2,79.78,1,,,,67.43,,,8,91.69,,,,,,,,,2,63.63,2,39.70,1,43.57,,,4,51.59,1,90.99,,,,,,,,,,,,,1,39.51,,,,,1,54.98,,,1,43.57,,,,,6,91.79,1,43.57,,,,,,,,,,,,,,
,,,,55~59,12,111.80,,,,,,,,,1,,,,54.11,2,64.79,12,123.08,,,,,1,81.90,,,1,73.26,7,70.83,1,45.37,,,6,77.37,3,83.47,,,,,,,,,,,1,73.26,,,2,81.17,,,1,73.26,,,,,,,,,,,1,45.37,2,46.38,,,,,,,,,,,,
,,,,60~64,1,39.73,1,207.47,,,,,3,50.69,1,,,,68.49,1,68.49,15,128.08,,,,,1,43.65,1,68.49,5,73.86,13,113.69,,,,,6,118.41,,,,,,,1,32.00,,,,,3,80.17,3,63.56,3,83.17,,,2,55.45,1,43.65,,,,,1,58.82,2,66.69,1,32.00,,,2,41.45,,,,,,,,,,
,,,,65~69,4,99.85,,,,,,,,,1,,,,49.16,1,49.16,12,127.35,,,1,49.16,1,76.92,,,3,56.59,11,148.63,1,43.94,,,4,62.90,3,53.52,,,1,43.94,,,,,,,1,101.32,,,8,115.86,,,,,,,,,,,4,66.23,,,,,1,43.94,5,73.16,,,,,,,,,,
,,,,70~74,1,90.09,1,213.22,1,110.99,,,,,,,,,,,,5,141.16,,,,,1,213.22,,,2,118.34,23,407.66,1,81.90,,,5,164.80,3,164.74,,,,,,,1,204.92,,,,,1,90.09,1,204.92,,,,,,,,,,,3,206.47,1,134.77,,,,,2,137.46,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,158.73,3,225.23,,,,,,,,,2,285.71,10,470.37,,,,,4,332.50,1,369.00,1,751.88,,,,,,,,,,,,,5,237.64,,,,,,,,,,,2,495.05,,,,,,,3,225.23,,,,,,,,,,
,,,,80~84,,,,,1,406.50,,,,,,,,,,,,3,530.97,,,,,,,,,,,,,,,,,1,854.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5555.56,1,2777.78,,,,,1,5555.56,,,,,,,,,,,,,,,,,1,1818.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,4,,,,25.68,,,,,,,2,16.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,2,,,,21.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,14.06,,,1,12.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16.58,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,34.04,,,1,14.56,,,,,,,,,,,,,,,,,1,19.04,,,,,,,,,1,19.04,,,,,,,1,19.04,,,,,,,,,,,1,19.04,,,,,1,14.56,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.63,,,,,,,,,,,,,,,,,,,,,,,1,19.66,,,,,1,30.22,,,,,1,19.66,1,14.93,,,3,18.04,,,,,,,,,,,,
,,,,25~29,,,,,1,22.33,,,,,,,,,,,,,,2,14.91,,,,,,,1,13.74,,,1,19.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,22.36,2,19.25,,,2,38.32,,,,,,,,,,,,
,,,,30~34,1,30.62,,,,,,,,,,,,,,2,14.50,1,17.04,2,15.69,,,,,,,1,17.04,1,30.62,1,12.61,,,,,,,,,,,,,,,2,13.50,1,30.62,,,,,1,29.33,,,,,1,87.41,,,,,1,17.04,,,7,26.39,,,,,,,,,,,,
,,,,35~39,4,24.51,,,,,,,1,13.62,2,,,,20.06,,,,,6,26.11,,,,,,,,,,,,,2,20.62,,,,,2,15.73,1,30.98,1,13.62,,,,,,,,,,,,,2,19.41,1,21.36,,,,,1,30.98,,,,,7,37.31,,,,,,,,,,,,
,,,,40~44,5,44.94,,,1,20.44,,,,,1,,,,41.34,,,,,4,42.80,,,,,,,1,41.34,,,1,41.34,,,,,,,2,38.97,,,,,,,,,,,,,1,40.13,,,,,,,,,,,,,,,,,3,34.46,,,1,19.96,,,,,,,,
,,,,45~49,6,50.40,,,,,,,1,34.61,,,,,,,,,,4,73.45,,,,,,,,,,,1,65.57,3,36.17,1,67.29,,,2,34.14,,,,,3,76.51,,,,,1,67.29,,,,,3,50.16,,,,,,,,,,,,,2,56.40,,,,,,,,,,,,
,,,,50~54,6,109.19,,,,,,,,,,,,,,,,,,8,67.01,,,,,,,,,,,4,60.09,2,68.05,,,,,5,79.03,1,38.11,,,,,,,,,,,,,,,1,38.73,,,,,,,,,1,55.01,2,53.40,3,73.17,,,,,,,,,,,,
,,,,55~59,2,49.29,,,1,42.79,,,1,58.11,,,,,,1,82.99,,,12,106.97,,,,,,,,,,,6,66.71,4,75.51,,,,,4,70.85,2,44.63,,,1,101.63,,,,,,,2,51.75,3,59.50,8,122.42,,,2,68.35,1,42.79,,,,,3,84.70,1,80.71,1,80.71,1,58.11,1,80.71,,,,,,
,,,,60~64,4,78.26,1,92.42,,,,,1,71.07,,,,,,1,62.50,,,16,117.26,,,,,,,,,,,5,67.10,25,183.22,1,92.42,,,7,68.08,6,65.78,,,2,55.04,,,,,,,,,3,43.86,3,43.86,,,1,229.89,1,92.42,,,1,46.21,2,69.35,3,120.53,,,1,229.89,4,76.32,,,,,,
,,,,65~69,4,71.01,1,55.10,,,1,55.10,,,,,,,,3,153.77,,,10,103.82,,,2,75.67,,,,,1,55.10,4,68.32,13,130.44,3,51.14,,,9,88.53,,,,,1,39.90,,,,,,,2,63.29,1,55.10,6,88.67,,,,,,,,,1,55.10,2,93.46,2,55.11,1,89.05,,,3,89.98,,,,,,
,,,,70~74,,,,,2,268.10,,,,,,,,,,1,76.86,,,10,187.02,,,,,,,,,1,80.26,2,107.58,8,227.27,,,,,5,140.65,3,129.70,,,1,179.21,,,,,,,,,1,179.21,7,170.69,1,421.94,2,94.38,,,,,,,3,145.35,,,2,149.37,5,200.72,4,185.44,,,,,,
,,,,75~79,1,224.22,,,,,,,,,,,,,,4,210.08,1,139.66,8,328.27,,,,,2,272.11,,,,,3,159.15,8,432.67,,,,,7,272.59,3,237.15,,,1,224.22,,,1,139.66,1,380.23,,,,,5,393.08,,,1,138.31,,,1,800.00,,,2,230.95,1,380.23,,,,,4,218.94,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,523.56,,,1,395.26,,,,,,,,,,,,,,,,,,,1,390.63,,,,,,,,,,,1,395.26,,,,,,,1,578.03,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1818.18,,,,,1,6666.67,1,1818.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1030.93,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,呼吸系統與胸內器官之其他分界不明部位,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,0~4,,,,,,,,,,,1,,,,32.25,,,,,,,,,,,,,,,,,1,17.42,,,,,,,,,,,1,22.49,,,,,,,,,,,,,,,,,,,,,,,,,1,16.56,1,16.56,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,29.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.55,,,,,,,,,,,1,15.55,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,22.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,18.54,,,,,,,,,,,,,,,1,30.27,,,,,,,,,,,,,,,,,,,,,1,16.76,,,,,,,,,,,,,,,1,13.84,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,18.00,,,,,,,,,,,,,,,,,,,,,,,,1,23.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.00,,,,,,,,,,,,
,,,,25~29,,,,,,,1,22.75,,,,,,,,,,,,,,3,39.03,,,,,,,,,,,,,,,,,,,,,1,30.13,,,,,,,1,13.43,,,,,,,,,1,16.82,1,13.43,,,,,,,2,15.82,,,1,24.67,,,,,,,,
,,,,30~34,4,20.93,,,,,,,,,,,,,,2,15.52,,,,,3,48.19,1,14.51,,,,,,,1,29.79,,,1,20.67,,,,,1,14.51,2,29.02,,,,,,,,,,,,,,,,,,,,,,,1,12.42,,,1,14.51,,,1,16.06,,,,,,,,
,,,,35~39,2,22.96,,,,,,,1,13.37,,,,,,,,1,29.57,,,8,26.81,,,,,1,13.37,,,1,13.37,,,1,20.53,2,33.97,,,,,,,,,,,1,14.68,,,1,20.53,,,,,,,2,26.75,,,,,,,,,,,,,6,38.21,,,,,,,,
,,,,40~44,12,46.52,,,,,,,2,46.69,1,,,,23.34,1,82.71,,,1,37.66,8,34.86,,,1,18.47,,,,,,,,,,,1,39.34,1,18.47,,,2,36.90,1,23.75,,,,,,,1,18.47,,,,,1,23.75,,,,,,,,,,,,,,,5,28.21,,,1,82.71,2,29.13,,
,,,,45~49,7,76.24,1,31.45,,,,,,,,,,,,3,81.26,,,,,5,52.76,,,,,,,1,41.05,,,,,2,37.66,2,35.61,,,1,34.79,,,1,43.42,,,,,,,,,,,,,,,2,46.92,1,34.79,1,43.42,,,,,3,53.42,,,5,47.81,,,2,49.53,,,,
,,,,50~54,4,75.57,1,38.54,,,,,2,72.81,,,,,,,,,,,,12,101.70,,,1,35.45,,,1,84.60,1,38.54,,,1,38.54,3,61.55,,,,,3,47.76,1,38.54,,,,,,,,,,,,,1,35.45,4,64.65,,,,,,,,,,,1,35.45,6,74.56,,,,,1,43.88,,
,,,,55~59,2,133.60,,,1,209.64,,,,,,,,,,1,41.84,,,,,21,178.09,,,,,,,,,,,,,5,86.60,9,112.22,2,95.10,1,47.55,8,141.87,2,72.23,,,,,,,1,41.84,1,63.29,1,78.06,2,66.01,3,99.01,1,47.55,3,78.82,,,,,1,63.29,2,69.91,9,108.45,,,1,41.84,1,78.06,,
,,,,60~64,10,124.61,,,,,,,,,,,,,,4,61.12,,,,,18,154.72,1,43.73,,,1,76.80,,,2,102.25,1,51.12,4,64.46,27,227.50,2,67.68,,,7,68.99,7,230.57,,,1,33.84,,,,,,,,,2,70.18,13,127.09,,,,,,,,,,,9,90.80,2,102.25,,,1,33.84,5,101.81,,
,,,,65~69,5,67.81,2,109.11,,,1,38.57,1,90.33,1,,,,76.80,4,96.90,,,,,19,177.94,1,274.73,1,76.80,,,,,,,,,8,102.59,28,241.59,1,90.33,,,11,124.76,4,78.69,1,54.56,4,72.29,1,109.65,,,1,38.57,2,549.45,3,49.41,8,117.65,,,3,69.88,1,38.57,,,4,145.72,3,49.41,2,62.44,1,54.56,,,3,59.57,,
,,,,70~74,2,71.56,1,73.31,,,,,,,1,,,,73.31,1,108.81,,,,,12,199.80,,,,,,,1,168.07,,,,,8,178.09,7,147.71,2,336.13,,,10,192.05,2,85.95,,,,,,,1,108.81,,,2,88.42,3,81.23,2,137.74,,,,,1,73.31,,,,,4,155.40,1,111.61,,,,,10,192.05,,
,,,,75~79,4,203.36,,,,,1,215.52,,,,,,,,2,345.42,,,,,10,335.35,,,1,130.04,1,136.24,,,1,724.64,,,5,224.72,20,645.79,,,,,7,212.70,1,136.24,,,,,,,,,,,,,,,3,296.15,,,,,1,226.76,,,1,215.52,3,154.32,1,226.76,1,226.76,,,3,330.76,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,2,438.60,,,,,,,,,,,,,,,4,465.12,1,1754.39,,,1,319.49,,,,,,,,,,,,,,,,,2,540.54,,,,,,,,,,,,,1,537.63,,,,,1,1754.39,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,2083.33,,,,,,,,,,,,,1,952.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,30.52,,,,,,,,,,1,30.52,,,,,,,,,,,,,,,,,,,,,,,1,17.54,1,13.26,,,,,,,,,,,1,30.52,1,16.96,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,1,12.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,1,11.46,1,38.79,,,,,,,,,,,,,,,,,,,,,1,11.46,,,,,,,,,2,28.18,,,,,,,2,51.22,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,2,28.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.73,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,2,29.65,,,,,1,13.13,1,17.33,,,,,,,,1,30.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,102.56,,,,,,,,,,,,,2,26.20,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,15.25,,,1,95.79,1,29.33,,,,,,,,1,19.20,4,18.41,,,,,1,11.61,1,20.97,1,11.61,2,23.22,,,1,15.42,,,,,1,15.08,1,29.33,,,,,,,2,19.92,,,,,,,,,,,,,5,23.42,,,,,,,,,,,,,,,,,,,,
,,,,35~39,4,25.44,,,,,2,13.72,,,1,,,,16.48,,,6,25.84,,,,,1,20.87,2,18.41,4,31.76,,,,,2,27.65,,,,,,,1,15.33,,,,,,,3,28.30,1,15.33,,,,,1,16.48,1,20.87,1,12.42,6,30.98,,,,,,,,,,,,,,,,,,,,
,,,,40~44,8,60.13,,,,,,,1,36.58,1,,,,17.63,,,9,54.30,,,,,1,15.62,4,27.18,1,36.58,1,22.99,,,2,26.89,1,17.63,,,,,,,,,1,17.63,1,36.58,1,36.58,1,22.99,,,1,32.37,1,15.62,1,15.62,2,23.79,5,26.10,1,17.63,,,,,,,,,,,,,,,,,,
,,,,45~49,12,80.09,,,,,,,,,,,,,,,,12,80.09,,,,,1,40.97,1,40.97,1,38.01,,,,,2,40.14,2,47.43,,,1,59.07,,,,,,,,,2,41.49,,,,,1,146.84,,,,,3,46.05,4,40.43,,,,,,,,,,,,,,,,,,,,
,,,,50~54,12,80.76,,,,,,,,,,,,,,,,15,118.08,,,,,,,1,37.81,3,61.54,,,,,5,73.64,1,37.81,1,167.79,,,,,,,,,2,71.79,2,69.28,,,,,,,,,,,1,64.10,3,68.42,,,,,,,,,,,,,,,,,,,,
,,,,55~59,6,92.71,,,,,1,61.80,,,,,,,,,,16,140.44,,,,,1,55.99,5,92.37,6,129.45,,,1,43.67,3,49.94,5,87.81,1,43.67,2,56.27,,,,,1,55.99,2,65.57,5,67.21,,,,,,,,,2,56.80,1,79.11,5,100.20,1,81.23,,,2,69.40,,,,,,,,,,,,,,
,,,,60~64,10,147.95,1,93.72,1,65.62,1,54.70,,,1,,,,77.28,,,17,143.03,,,,,1,35.35,10,104.99,20,168.27,2,58.70,,,9,125.31,2,59.81,1,47.33,2,70.97,,,,,1,47.33,,,9,84.47,,,,,1,65.62,,,1,35.35,3,64.57,1,65.62,,,1,35.35,7,87.49,,,,,,,,,,,,,,
,,,,65~69,5,66.95,,,5,96.25,,,2,69.74,5,,,,87.50,,,21,172.36,1,70.97,1,34.87,3,71.96,10,91.68,25,222.14,2,48.27,,,13,123.07,1,52.19,2,73.80,,,,,,,2,141.94,2,69.74,12,110.01,1,70.97,,,2,41.81,,,2,39.94,4,112.26,1,76.86,,,1,78.43,18,159.94,,,,,,,,,,,,,,
,,,,70~74,3,134.29,,,1,60.72,,,,,5,,,,122.64,,,15,214.84,,,,,,,6,179.69,18,237.81,1,105.82,,,8,142.63,1,60.72,4,180.10,,,,,,,1,60.72,2,135.32,10,158.91,,,2,163.93,2,96.85,1,60.72,,,8,157.54,3,123.81,,,1,60.72,5,138.62,,,,,,,,,,,,,,
,,,,75~79,1,124.22,,,,,,,,,2,,,,126.34,,,9,329.67,1,188.32,,,,,2,149.70,10,514.93,,,1,188.32,5,228.41,1,188.32,1,128.53,,,,,,,,,1,188.32,2,197.82,1,666.67,1,128.53,,,,,2,149.70,2,152.79,1,666.67,,,,,7,269.23,,,,,,,,,,,,,,
,,,,80~84,1,751.88,,,,,,,,,,,,,,,,,,,,,,,,,,3,386.60,1,438.60,,,2,345.42,,,,,,,,,,,1,438.60,1,751.88,,,,,,,1,253.16,,,1,270.27,1,1639.34,,,,,,,5,584.80,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,862.07,,,1,1694.92,,,,,,,1,1408.45,2,1538.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10526.32,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,1,16.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.82,1,16.35,,,,,,,,,,,1,16.35,1,17.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21.40,,,,,,,,,1,15.23,,,,,,
,,,,10~14,,,,,,,,,,,2,,,,12.18,,,,,,,,,1,13.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
