,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,17.15,,,,,,,,,,,,,,1,17.15,,,,,,,,,,,,,,,,,,1,17.15,,,,,,,,,1,17.15,,,1,17.15,,,,,,,,,,,,,,
,,,,35~39,2,39.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,39.25,,,,,1,19.63,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,36.67,,,,,,,,,,,,,,1,36.67,1,36.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.67,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.78,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,117.72,,,,,,,,1,58.86,,,1,,58.86,1,58.86,,,,,,,,,,,,,,,2,117.72,,,1,58.86,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,54.95,,,,,,,,,,2,109.89,,,1,,54.95,1,54.95,,,,,,,1,54.95,,,,,,,,,,,,,1,54.95,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,3,205.62,1,,,,68.54,,,2,137.08,,,5,,342.70,,,1,68.54,,,,,,,,,1,68.54,2,137.08,,,,,1,68.54,1,68.54,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,110.01,,,,,,,,1,110.01,1,110.01,,,,,,,,1,110.01,,,,,,,,,,,,,,,,,,,,,1,110.01,,,,,,,,,,,,
,,,,70~74,,,1,179.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,,335.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,925.93,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1988年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,直腸與肛門,,,,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,1,18.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,17.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,36.40,,,,,,,,,,,,,,,,,1,18.20,,,1,18.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,33.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,3,120.87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,80.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,56.15,,,,,,,,,,,,2,112.30,,,,1,56.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,113.12,,,1,56.56,1,56.56,,,,,,,,,,,,2,113.12,2,,113.12,,,,,,,,,,,1,56.56,1,56.56,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,64.98,,,,,2,129.95,,,1,,,,64.98,1,64.98,,,1,64.98,,,,,,1,64.98,,,,,,,1,64.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,210.08,,,,,,,,3,315.13,,,,,1,,105.04,,,,,,,,,2,210.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,180.51,,,1,180.51,1,,,,180.51,,,,,1,180.51,1,,180.51,1,180.51,,,,,,,,,,,,,1,180.51,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,308.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,308.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,943.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,,,食道,,造血系統及網狀內皮系統,,結直腸癌,,腎盂及其他泌尿系統,,,睪丸,,腦,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,16.37,1,16.37,,,,,,,,,,,,,,,,,,,,,1,16.37,,,1,16.37,1,16.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,2,33.18,,,1,16.59,,,,,,,,,,,,,,,,,,,,,,,3,49.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,29.59,3,88.76,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,37.61,,,,,,,,,,,,,,1,37.61,1,37.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,51.84,1,51.84,,,,,,,2,,,,103.68,,,,,,,1,,51.84,,,,,,,1,51.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,56.63,,,2,113.25,,,,,,,,,,,,,,,,,,,1,56.63,,,1,56.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,2,121.07,,,3,181.60,1,60.53,1,,,,60.53,,,,,1,60.53,,,,,,,,,,1,60.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,91.83,,,2,183.65,,,2,,,,183.65,,,,,,,1,,91.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,169.78,1,169.78,1,169.78,,,1,,,,169.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,298.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,,食道,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,16.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,3,49.64,,,1,16.55,,,,,1,,,,16.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,25.61,1,,,,25.61,,,,,,,,,,,,,,,,1,25.61,,,,,,,3,76.82,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,37.17,1,37.17,,,,,,,1,,,,37.17,1,37.17,,,,,,,,,,,,,,,,,,,,,,2,74.35,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,48.47,,,,,,,,,,,,,,,,,,1,,48.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,58.82,,,3,,,,176.47,,,1,58.82,3,176.47,,,,,,,,,,,,,,,,1,58.82,,,1,58.82,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,118.13,,,,,,,,,5,,,,295.33,,,,,5,295.33,,,,,,,,,,,,1,59.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,3,,,,264.32,,,,,2,176.21,2,,176.21,,,1,88.11,,,,,1,88.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,152.44,,,,,,,1,,152.44,1,152.44,,,,,,,,,,,1,152.44,,,1,152.44,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,294.99,,,,,,,,,,,,,,,,1,,294.99,,,,,1,294.99,,,,,,,1,294.99,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,1,2000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,,造血系統及網狀內皮系統,,喉,,結直腸癌,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,2,31.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,33.39,,,,,,,,,,,,,,,,1,16.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,16.03,1,16.03,,,1,16.03,,,,,,,,,,,,1,16.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,42.49,,,,,,,1,21.24,1,,,,21.24,1,21.24,,,1,21.24,,,,,,,,,,1,21.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,37.13,,,,,,,,,1,,,,37.13,1,37.13,,,,,,,,,,,,,,,,1,37.13,,,2,74.27,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,45.31,,,,,,,,,,,,,,,,,,,,1,,45.31,,,,,1,45.31,,,1,45.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,3,,,,182.70,,,1,60.90,1,60.90,,,,,,1,60.90,1,60.90,,,,,1,60.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,57.80,,,,,,,,,,,,,,,,1,57.80,1,57.80,,,,1,57.80,,,,,,,1,57.80,,,,,1,57.80,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,82.17,1,82.17,,,,,1,82.17,,,,,,,,2,164.34,2,164.34,1,,82.17,,,1,82.17,,,,,,,,,1,82.17,1,82.17,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,135.14,,,1,135.14,,,,,,,,,,1,135.14,1,135.14,,,,,,,,,,1,135.14,,,,,,,1,135.14,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,259.07,,,,,,,,,,2,518.13,2,518.13,,,,,,,,1,259.07,1,259.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,632.91,,,,,,,,,,,,,,,,1,632.91,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,胸膜,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,18.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,18.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,18.14,1,18.14,,,,,,,,,,,,,,,,,1,18.14,,,,,,,,,,,,,1,18.14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,33.04,,,,,,,,,1,,,,16.52,,,,,,,,,,,,,,,,,,1,16.52,,,1,16.52,,,,,,,1,16.52,,,1,16.52,,,,,,,,,,,,,,
,,,,35~39,2,31.44,,,1,15.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,38.20,,,,,,,,,2,,,,38.20,,,,,,,,,,,,,,,,,,1,19.10,,,,,,,1,19.10,,,2,38.20,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,3,,,,105.97,,,,,,,,,,,,,,1,35.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,43.27,,,,,,,,,2,,,,86.54,,,,,1,43.27,1,,43.27,,,,,,,,,,,1,43.27,,,,,,,,,,,1,43.27,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,3,,,,178.78,,,,,2,119.19,,,,,,,,,,,,,,,,,,,,,,,,1,59.59,,,,,,,,,,,,,,,,,,
,,,,60~64,3,178.78,,,,,,,,,2,,,,119.19,,,1,59.59,,,,,,2,119.19,2,119.19,1,59.59,,,,,,,,,,,1,59.59,1,59.59,,,1,59.59,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,77.82,,,3,,,,233.46,,,,,1,77.82,,,,2,155.64,,,,,1,77.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,127.88,,,,,,,2,,,,255.75,1,127.88,,,3,383.63,,,,1,127.88,,,1,127.88,,,1,127.88,,,,,,,,,2,255.75,,,,,1,127.88,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,500.00,,,,,2,500.00,,,,,,,,,,,,,,,,,,,,,,1,250.00,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,549.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,17.69,,,,,,,,,,,,,,,,,,,,,,,,,1,17.69,,,,,,,1,17.69,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,16.41,,,,,,,,,1,,,,16.41,1,16.41,,,1,16.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,15.86,1,15.86,1,15.86,1,15.86,,,,,,,,1,15.86,,,,,,,,,,,,,,,,1,15.86,,,,,,,1,15.86,1,15.86,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,35.43,,,,,1,17.71,,,2,,,,35.43,5,88.57,,,1,17.71,2,,35.43,,,,,,,,,1,17.71,,,,,1,17.71,1,17.71,3,53.14,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,32.79,,,,,,,,,,,,,,4,131.15,,,,,,,,,,2,65.57,,,,,,,1,32.79,1,32.79,,,,,1,32.79,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,121.31,,,,,,,1,40.44,,,,,,1,40.44,,,2,80.87,1,,40.44,,,1,40.44,,,,,,,,,,,,,,,1,40.44,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,3,169.97,,,,,1,,56.66,,,1,56.66,,,,,,,1,56.66,1,56.66,1,56.66,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,122.25,,,,,,,,,,2,122.25,,,,,1,,61.12,,,,,,,,,,,2,122.25,,,,,1,61.12,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,71.58,1,71.58,1,71.58,,,,,3,,,,214.75,1,71.58,2,143.16,,,3,,214.75,1,71.58,2,143.16,,,1,71.58,,,,,,,,,1,71.58,,,1,71.58,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,121.80,,,,,,,,1,121.80,,,,,2,,243.61,,,2,243.61,1,121.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,245.70,,,2,491.40,,,,,,1,245.70,1,245.70,,,,,2,491.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,495.05,,,,,,,,,,,,,,,,,,,,,,,,,,1,495.05,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其他神經系統,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,1,17.83,,,,,1,,,,17.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,2,27.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,2,,26.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,17.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.10,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,15.39,,,,,,,,,,,,,,,,1,15.39,,,1,,15.39,,,,,,,,,1,15.39,,,,,,,,,1,15.39,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,67.32,,,1,16.83,,,4,67.32,,,,,,,,,,,,,,,1,16.83,,,,,,,,,,,,,,,1,16.83,1,16.83,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,59.81,,,,,,,1,29.90,,,,,,,,,,,,,,,,,,,,,,,,,1,29.90,,,,,1,29.90,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,2,76.51,1,38.26,5,191.28,,,,,,,,,,2,76.51,,,,,,,,,,,,,,,,,,1,38.26,1,38.26,1,38.26,,,,,,,,,,,,,,,,,,,,
