,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,2,22.17,,,,,,1,17.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,94.07,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,14.25,,,,,,,,,,,,,,,,,,,,,1,13.41,,,,,,,,,,,,,,,1,13.41,,,,,,,1,95.60,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,16.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.39,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,2,15.69,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.54,1,15.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,13.67,1,15.16,,,,,,,,1,13.67,,,,,,2,14.38,,,,,,,,,,,,,,,,,,,,,1,48.92,,,,,,,1,73.69,,,2,14.38,,,,,,,,,,,,,,,,,,
,,,,35~39,2,23.11,1,14.39,,,,,,,1,,,,14.39,,,6,41.17,,,2,,14.88,,,2,28.78,1,14.39,,,1,42.92,,,1,15.41,,,,,,,,,,,,,,,1,14.39,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,18.42,,,,,2,65.34,,,2,,,,27.14,,,7,46.66,,,,,,,,1,114.55,3,23.41,,,,,,,,,,,,,1,114.55,,,,,,,,,,,,,1,18.48,5,38.33,,,,,,,,,,,,,,,,,,
,,,,45~49,1,31.26,,,,,,,,,,,,,,,,6,97.99,,,,,,1,31.26,,,2,48.27,1,34.20,,,,,3,64.27,,,1,78.43,,,1,31.26,,,,,,,,,,,,,4,136.80,,,,,,,,,,,,,,,,,,
,,,,50~54,5,119.96,1,78.99,,,,,1,38.73,1,,,,38.73,,,11,128.87,,,,,,,,3,167.97,6,74.85,1,89.13,2,35.54,,,,,,,,,,,2,65.66,,,,,1,32.83,,,,,,,4,65.06,,,,,,,,,,,,,,,,,,
,,,,55~59,3,73.39,,,2,55.19,,,,,1,,,,40.36,,,15,205.09,1,46.43,,,,1,46.43,3,92.99,8,138.46,,,3,64.77,1,46.43,,,1,93.28,,,,,5,87.66,,,1,93.28,2,62.00,,,,,3,73.39,2,55.19,,,,,,,,,,,,,,,,,,
,,,,60~64,3,71.24,,,2,100.86,1,92.85,1,44.80,2,,,,60.44,,,8,156.34,,,1,,92.85,,,4,120.88,16,242.68,1,110.38,8,156.34,2,69.32,,,,,,,1,50.53,6,142.35,2,65.45,1,44.80,2,84.10,,,,,7,136.80,2,220.75,,,1,44.80,1,92.85,,,,,,,,,,,,
,,,,65~69,2,326.80,,,,,,,,,1,,,,115.87,,,13,239.41,,,,,,1,72.52,6,110.50,7,168.47,1,72.52,5,103.78,1,46.21,1,46.21,,,,,2,100.45,3,158.98,,,,,2,66.07,,,,,2,89.21,1,242.72,,,,,2,111.67,,,,,,,,,,,,
,,,,70~74,,,,,3,156.66,,,1,403.23,1,,,,122.40,,,7,225.52,,,,,,,,5,202.02,7,225.52,1,403.23,2,98.09,2,110.31,2,98.09,,,,,1,72.62,3,145.56,,,,,1,122.40,1,151.06,,,,,,,,,1,72.62,3,121.21,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,190.48,,,3,214.59,,,,,,,,2,227.27,7,344.66,,,2,183.82,,,1,136.43,,,,,,,4,247.99,1,714.29,,,1,281.69,,,,,2,183.82,,,1,190.48,1,190.48,1,136.43,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,313.48,,,2,302.57,,,,,,,,1,292.40,,,,,1,292.40,,,,,,,,,,,3,512.82,,,,,,,,,,,,,,,,,,,3,384.12,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,2500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,1,,,,20.16,,,,,,,1,,20.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82.99,1,13.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,16.25,,,,,,,,,,,,,,1,16.25,,,,,1,,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.25,,,,,,,,,,
,,,,25~29,,,,,1,15.31,,,,,1,,,,56.56,,,,,,,,,,,,,,,,,,,,1,15.79,1,15.31,,,,,1,15.31,1,15.79,,,,,,,,,,,1,15.79,,,1,15.79,,,,,,,,,,,,,,,,
,,,,30~34,1,13.63,,,,,,,2,23.70,1,,,,13.63,1,15.28,,,,,2,,14.41,,,,,,,,,2,21.67,,,,,1,15.28,,,,,,,,,,,,,,,1,15.28,1,15.28,,,,,1,13.63,,,4,28.81,,,,,,,,,,
,,,,35~39,2,14.40,,,,,1,13.80,,,,,,,,,,,,,,8,,57.60,,,,,,,1,13.80,2,22.52,2,30.11,,,,,,,,,,,,,,,,,2,30.11,1,15.05,,,,,,,,,,,2,23.30,,,,,,,,,,
,,,,40~44,1,17.09,,,,,,,1,51.05,,,,,,1,17.09,,,,,11,,65.50,,,,,,,,,2,25.85,1,51.05,,,3,25.80,1,17.09,,,,,,,,,1,95.42,1,46.38,,,1,17.09,1,46.38,,,,,3,25.80,1,17.30,,,,,,,,,,
,,,,45~49,5,67.84,,,1,77.76,,,,,,,,,,,,,,,,10,,135.69,,,,,1,31.14,,,2,41.45,,,,,1,28.26,,,,,1,31.14,,,,,1,73.42,,,,,,,1,28.26,,,,,6,133.42,2,29.63,,,,,,,,,,
,,,,50~54,2,52.66,,,,,,,,,,,,,,,,,,1,38.28,8,,93.64,,,1,32.49,,,1,32.49,4,63.77,,,,,2,76.57,2,62.60,,,1,38.28,,,,,,,2,64.98,,,,,2,52.66,,,,,3,70.36,2,52.66,,,,,,,,,,
,,,,55~59,5,79.62,,,3,136.12,1,39.70,,,1,,,,45.37,1,39.70,,,,,18,,242.07,,,,,,,4,112.23,7,148.21,1,39.70,,,1,45.37,1,86.51,,,,,1,86.51,,,1,45.37,3,110.46,,,,,2,59.52,,,1,39.70,5,85.05,2,54.42,1,45.37,,,,,,,,
,,,,60~64,3,72.48,,,4,204.81,1,45.75,,,,,,,,,,,,,,11,,180.98,1,110.50,,,,,6,92.22,9,178.43,,,,,3,72.48,1,96.71,1,110.50,2,84.00,,,,,1,110.50,6,175.70,,,,,1,51.20,,,,,4,96.97,1,45.75,1,51.20,,,3,82.24,,,,
,,,,65~69,,,1,47.85,1,47.85,,,,,1,,,,68.21,1,149.48,,,,,13,,279.45,,,,,1,68.21,4,112.49,14,314.89,1,112.36,,,7,278.11,2,56.24,2,95.69,,,,,1,149.48,,,5,90.22,,,2,182.48,1,68.21,,,,,5,122.67,1,234.19,,,,,1,112.36,,,,
,,,,70~74,3,191.57,,,1,64.31,,,,,2,,,,222.97,3,104.42,,,,,5,,141.16,,,,,,,3,96.12,4,128.16,1,111.48,,,6,177.46,3,191.57,1,64.31,,,,,,,1,149.48,2,127.71,,,,,,,,,,,2,110.19,1,149.48,,,1,149.48,3,134.17,,,,
,,,,75~79,,,,,2,169.20,,,,,,,,,,1,123.00,,,,,1,,191.57,,,,,1,123.00,2,149.81,5,279.33,,,,,3,574.71,1,123.00,,,,,,,1,271.00,1,191.57,4,244.95,,,,,,,,,,,2,149.81,,,,,1,191.57,4,270.27,,,,
,,,,80~84,1,250.63,,,,,,,,,1,,,,315.46,,,1,552.49,,,,,,,,,,,,3,484.65,3,418.99,,,,,4,477.90,1,315.46,1,315.46,,,,,,,,,1,552.49,,,,,,,,,,,1,826.45,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1204.82,,,,,3,1052.63,1,2272.73,,,1,840.34,1,2272.73,,,,,,,,,,,1,840.34,,,,,2,990.10,,,,,1,1204.82,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,2,18.93,,,,,,,,,,1,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,1,14.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,12.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,12.05,,,,,,,,,,,,,,,,,,,,2,24.11,,,1,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,2,31.28,,,,,,1,15.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.64,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,16.21,,,,,,,,,,,,,,,,,1,63.21,,,,,,,,,,,,,1,16.21,,,,,1,16.21,,,,,,,,,,,1,15.37,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,13.76,,,,,,,,,,,,,,4,30.80,,,,,,,,1,13.76,,,,,,,,,,,,,,,,,,,1,13.76,,,,,,,,,,,1,13.76,,,,,,,,,,,,,,,,,,,,
,,,,35~39,5,44.92,1,13.45,,,,,,,1,,,,48.47,3,18.75,1,15.64,,,,,,1,13.45,,,,,,,,,,,1,15.64,,,,,,,1,13.45,,,,,1,13.45,,,1,15.64,2,26.90,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,28.14,,,,,2,31.94,,,1,,,,15.97,13,74.08,,,,,4,,63.88,2,33.66,,,,,4,32.78,1,16.83,,,1,49.68,,,,,2,31.94,1,16.83,,,1,15.97,2,31.94,,,1,16.83,1,15.97,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,44.35,,,1,27.18,,,,,2,,,,50.21,8,88.70,,,,,,,,4,58.51,,,1,66.84,1,73.69,,,,,,,,,,,,,2,42.11,1,66.84,2,36.50,,,,,2,70.10,,,,,1,73.69,,,,,,,,,,,,,,,,
,,,,50~54,3,115.03,,,1,38.34,,,,,1,,,,38.34,11,132.85,,,,,1,,98.04,6,97.55,1,33.85,,,3,53.94,1,90.17,,,,,,,,,,,,,,,,,,,,,,,2,35.96,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,86.96,,,,,1,43.20,1,38.20,,,,,,12,157.94,,,,,3,,129.59,5,82.40,1,38.20,,,2,86.39,1,194.55,1,98.43,,,,,,,,,5,82.40,,,,,3,75.68,,,2,121.29,1,38.20,,,1,43.20,2,86.39,,,,,,,,,,,,,,
,,,,60~64,2,67.70,,,,,,,,,,,,,,10,164.39,,,1,52.03,2,,92.68,10,164.39,,,1,46.34,3,139.02,2,69.13,1,102.99,1,52.03,,,2,63.92,,,7,136.93,,,,,,,1,102.99,2,104.06,,,1,96.90,,,1,102.99,,,,,,,,,,,,,,
,,,,65~69,2,53.98,,,,,,,1,62.54,3,,,,72.32,8,291.33,,,,,4,,159.81,8,215.92,1,47.48,,,6,118.76,1,47.48,,,,,,,1,62.54,,,8,158.35,,,,,3,186.57,,,4,142.35,1,110.62,,,1,110.62,5,108.48,,,,,,,,,,,,,,
,,,,70~74,,,,,4,157.92,,,,,2,,,,126.34,8,337.98,1,105.26,,,2,,78.96,12,303.80,2,100.15,,,4,135.73,2,210.53,,,,,,,1,142.86,1,63.17,5,176.30,,,1,63.17,1,105.26,,,1,63.17,,,,,1,241.55,3,131.41,,,,,,,,,,,,,,
,,,,75~79,1,110.50,,,,,,,,,1,,,,649.35,2,369.00,,,1,110.50,1,,184.50,3,207.33,,,,,4,377.71,2,1298.70,,,,,,,,,,,1,324.68,,,2,164.88,,,,,1,110.50,1,324.68,,,2,235.29,5,530.79,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,2,346.02,,,,,2,,346.02,4,437.64,,,,,4,437.64,,,1,297.62,,,,,,,,,3,581.40,,,,,,,,,4,775.19,,,,,,,2,387.60,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,,2173.91,,,,,,,1,3030.30,1,775.19,,,,,,,,,,,,,1,746.27,,,,,,,1,775.19,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,16.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,2,,,,25.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,1,,13.40,,,,,,,,,,,,,,,,,1,16.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,11.72,1,11.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.72,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,2,,,,28.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,16.67,,,,,,1,49.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.67,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,48.88,,,4,26.27,,,,,,,,,,1,13.89,,,,,,,,,,,,,,,1,48.88,,,,,,,,,,,,,3,33.88,,,,,,,,,,,,,,,,,,
,,,,35~39,4,28.96,,,,,,,1,15.94,1,,,,50.84,,,2,26.53,,,,,,1,15.94,,,,,,,,,,,1,13.26,,,,,,,1,59.99,1,15.94,,,,,1,15.94,,,,,4,28.96,1,50.84,,,,,,,,,,,,,,,,
,,,,40~44,7,50.93,,,,,,,,,2,,,,30.84,1,17.03,15,84.79,,,,,,,,1,15.42,2,16.18,1,15.42,,,1,17.03,1,15.42,,,,,,,1,51.02,,,1,17.03,,,1,15.42,,,,,5,34.92,,,,,,,,,,,,,,,,,,
,,,,45~49,1,65.57,,,1,21.98,,,2,22.07,,,,,,,,5,47.23,,,,,,,,,,5,46.84,1,22.16,,,,,,,,,2,123.99,,,,,2,32.45,,,1,62.00,,,1,22.16,,,4,44.14,,,,,,,,,,,,,,,,,,
,,,,50~54,4,73.64,,,,,1,95.15,2,51.31,,,,,,,,13,160.93,,,,,,,,3,66.28,5,140.77,1,103.41,2,77.37,1,95.15,,,,,,,,,,,2,70.25,,,,,,,,,1,35.12,4,73.64,,,,,1,38.68,,,,,,,,,,,,
,,,,55~59,8,142.45,,,1,37.38,1,41.67,1,37.38,1,,,,91.58,,,10,151.58,,,,,,1,91.58,2,183.15,5,81.08,,,2,57.27,1,41.67,,,,,1,184.84,,,1,41.67,6,119.66,,,2,54.70,1,41.67,,,4,114.55,2,68.00,,,,,2,39.41,,,,,,,,,,,,
,,,,60~64,5,98.41,,,,,,,2,48.65,,,,,,2,48.65,10,164.42,,,,,,,,4,78.72,5,156.94,2,63.39,3,82.17,1,99.90,4,71.33,,,,,,,1,45.77,8,131.54,,,1,201.61,1,99.90,,,3,76.98,1,51.92,,,2,103.84,1,51.92,,,,,,,,,,,,
,,,,65~69,1,49.02,,,,,,,2,77.46,,,,,,3,80.52,5,93.46,,,,,,1,49.02,3,80.52,12,224.30,,,7,157.16,,,,,2,72.25,,,,,1,137.36,3,81.88,,,1,49.02,3,80.52,1,59.31,6,134.71,1,49.02,,,2,150.94,3,81.88,,,,,,,,,,,,
,,,,70~74,3,143.68,1,143.06,,,,,1,143.06,2,,,,85.11,2,95.79,5,131.51,,,,,,1,98.52,5,179.40,8,237.74,3,100.13,5,148.59,1,98.52,3,112.53,,,,,,,1,60.57,7,184.11,,,1,143.06,2,116.69,,,6,225.06,,,,,,,5,148.59,,,,,,,,,,,,
,,,,75~79,1,227.79,,,,,,,2,133.87,1,,,,227.79,2,145.99,6,248.96,1,107.41,,,,,,4,291.97,4,222.59,2,230.95,3,200.80,1,177.62,1,177.62,,,,,1,330.03,,,2,133.87,,,,,1,177.62,,,,,,,,,1,177.62,4,178.89,,,,,,,,,,,,
,,,,80~84,1,549.45,,,2,606.06,,,,,1,,,,223.71,,,3,909.09,,,,,,,,,,3,470.96,,,2,606.06,1,223.71,1,549.45,,,,,,,,,,,,,,,,,,,1,303.03,,,,,1,223.71,4,635.93,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1075.27,,,,,,,,,,,,,,,,,,,,,,,1,813.01,,,,,,,,,,,,,1,1075.27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,男性乳房,,肝及肝內膽管,,其他神經系統,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,19.76,,,,,,,,,,,,,,1,15.09,1,47.73,,,,,,,,,,,,,,,,,,,1,15.09,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,17.76,,,,,,,1,,17.76,,,,,,,,,,,,,,,,,,,1,81.97,,,,,,,,,,,,,,,1,42.81,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,47.57,1,,,,63.29,,,,,1,47.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.16,,,,,,,,,,,,,1,47.57,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,15.78,,,,,,1,59.35,,,,,,,,,,,,,,1,13.53,,,,,,,,,,,,,,,,,,,1,15.78,,,,,,,,,,,1,59.35,,,,,,,,,,,,,,
,,,,25~29,1,17.32,,,,,,,,,,,,,,,,,,2,27.31,,,,,,,,,,,,1,17.32,,,,,,,,,,,1,17.32,,,1,17.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,3,42.94,,,,,,,,1,49.21,,,1,17.62,,,,,,,2,35.24,,,,,,,,,,,,,,,1,17.62,,,,,,,1,14.31,,,,,,,,,,,,
,,,,35~39,7,40.00,1,13.16,,,,,,,1,,,,16.53,1,13.16,,,5,28.47,,,,2,24.74,3,31.64,,,,,,,,,,,,,,,,,,,,,1,16.53,,,,,,,,,1,13.16,1,13.16,2,33.06,,,,,,,,,,,,,,
,,,,40~44,9,49.45,,,,,,,1,62.74,1,,,,53.28,2,29.33,,,10,60.22,,,,,,3,23.54,2,15.70,,,,,,,,,,,1,16.88,,,,,,,1,53.28,,,2,25.64,1,50.33,,,,,1,53.28,6,69.00,,,1,53.28,1,50.33,,,,,,,,
,,,,45~49,4,36.04,1,19.68,1,19.68,,,,,1,,,,59.88,1,59.56,,,15,117.46,,,,,,3,38.97,,,,,2,20.09,1,19.68,1,59.56,,,,,,,1,59.88,,,1,19.68,,,,,,,,,1,19.68,4,59.25,6,51.57,1,59.88,1,59.56,,,,,,,,,,
