,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,320.51,,,,,,1,320.51,1,320.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,肺、支氣管及氣管,,胃,,食道,,胰,,骨、關節及關節軟骨,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,78.34,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.59,,,,,,,,,,,,,1,34.59,,,,,,,,,,,,
,,,,40~44,,,,,,,1,54.95,,,1,,,,54.95,,,,,,,,,,,,,1,54.95,,,,,,,,,2,109.89,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,75.13,,,1,636.94,,,,,,,,,1,75.13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,87.18,,,,,,,,,1,87.18,,,,,,,,,,,1,87.18,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,93.63,,,1,93.63,,,,,,,,,,,,,,,,,,,1,93.63,1,387.60,,,,,,,,,,,,
,,,,60~64,,,1,85.62,,,,,,,3,,,,256.85,,,,,,,,,,,,,,,1,85.62,1,85.62,1,85.62,,,1,85.62,,,,,,,,,,,,,,
,,,,65~69,1,114.55,,,1,114.55,,,,,,,,,,,,3,343.64,1,114.55,1,114.55,,,,,,,,,,,,,,,,,1,114.55,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,173.31,1,173.31,2,346.62,1,173.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,2531.65,1,,,,303.95,,,,,1,1265.82,,,,,,,2,490.20,,,,,,,,,,,,,2,607.90,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,男性乳房,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,40.70,,,,,,,,,,,,,,,,,1,40.70,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,33.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,1,38.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,2,73.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,34.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,73.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,5,246.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,77.10,,,,,,,3,231.30,,,,,,,,,,,,,,,,,,2,154.20,1,77.10,1,77.10,1,77.10,,,1,77.10,,,,,,,,,,,,,,
,,,,50~54,,,1,436.68,,,,,3,263.39,,,,,,,,,,,,1,436.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,192.12,,,,,,,,,,,,1,390.63,,,1,96.06,,,1,96.06,,,,,,,3,288.18,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,2,168.49,1,,,,84.25,2,168.49,,,2,168.49,1,84.25,1,84.25,,,,,,,,,,,2,888.89,,,1,84.25,,,,,,,,,,,,
,,,,65~69,,,1,99.01,,,,,4,396.04,2,,,,198.02,2,198.02,,,2,198.02,1,99.01,,,,,,,5,495.05,,,,,,,1,99.01,,,1,99.01,,,,,,,,,,
,,,,70~74,,,,,,,,,1,153.37,,,,,,1,153.37,,,2,306.75,,,,,,,,,1,153.37,,,,,,,1,153.37,,,2,2000.00,,,,,,,,,,
,,,,75~79,,,1,310.56,,,1,310.56,1,310.56,,,,,,1,310.56,,,3,931.68,,,,,,,,,,,,,,,,,1,310.56,,,2,621.12,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,3333.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,62.46,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,33.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.48,,,,,,,,,,,,,,,,,,
,,,,35~39,1,36.31,,,,,,,1,36.31,,,,,,3,108.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,1,44.39,,,,,1,44.39,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,74.35,1,74.35,1,,,,74.35,2,134.95,,,,,,,,,1,74.35,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,82.64,,,,,,,,,1,,,,82.64,,,,,,,,,,,,,,,,,,,1,82.64,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,94.88,,,,,,,,1,94.88,4,379.51,,,,,1,94.88,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,87.34,1,87.34,,,,,1,87.34,1,,,,87.34,2,174.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,5,534.76,,,,,,2,213.90,,,,,,,,,,,,,,,2,213.90,,,1,106.95,2,213.90,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,145.14,1,,,,145.14,1,145.14,,,2,290.28,1,145.14,,,,,1,145.14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,303.95,1,,,,303.95,2,607.90,,,,,,,,,1,303.95,,,1,303.95,,,,,,,1,1298.70,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,1,2083.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1724.14,,,,,,,,1,1724.14,,,2,2298.85,,,,,,,,,,,1,1724.14,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,胰,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,42.84,,,,,,,,,,,,,1,42.84,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,41.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,67.61,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,1,36.90,,,,,,,,,,,,,1,36.90,1,36.90,,,,,,,,,,,,,,
,,,,40~44,1,44.05,1,44.05,,,,,,,,,,,,,,,,1,44.05,,,,,,,,,,,,,1,44.05,,,1,44.05,,,,,,,,,,,,,,
,,,,45~49,,,,,1,72.05,,,2,130.72,,,,,,1,72.05,1,72.05,,,,,,,,,1,72.05,,,,,,,,,,,1,72.05,,,,,,,,,,,,
,,,,50~54,1,84.39,,,,,,,2,144.72,,,,,,,,1,84.39,,,,,,,,,,,,,,,,,,,1,84.39,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,1,98.04,,,,,1,98.04,,,,,,,3,236.78,,,,,1,98.04,,,,,,,,,,
,,,,60~64,,,,,,,,,1,82.78,,,,,,,,3,248.34,,,1,82.78,,,,,1,82.78,1,82.78,,,,,1,82.78,,,,,1,403.23,,,,,,,,,,
,,,,65~69,2,159.36,,,,,,,2,159.36,,,,,,,,1,79.68,,,2,159.36,,,1,79.68,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,233.37,,,,,,,,,,1,116.69,,,2,207.25,,,,,,,1,116.69,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,237.53,,,2,401.61,,,,,,,,,,,,,,,,,,,,,,,1,237.53,,,,,,,,,,
,,,,80~84,,,,,,,1,1960.78,,,,,,,,,,,,1,1960.78,,,,,,,,,1,564.97,,,,,,,,,,,,,1,1960.78,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,2000.00,1,2000.00,,,,,,,,,,,1,2000.00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,消化器官其他分界不明部位,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,1,414.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,41.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,33.06,,,,,,,,,,,,,,,,,,,,1,33.06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,2,60.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,36.34,1,36.34,,,1,,,,36.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,33.52,,,,,,,,,,,,,,,,,,,,,,1,33.52,1,33.52,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,34.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,76.95,1,438.60,,,,,4,153.91,,,,,,,,1,38.48,,,,,,,,,,,,,,,1,38.48,,,,,,,,,,,,,,,,,,
,,,,45~49,1,64.35,,,,,,,2,128.70,,,,,,1,64.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,80.91,,,,,,,2,140.75,,,,,,,,,,,,,,1,80.91,,,,,,,1,540.54,2,161.81,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,2,187.62,,,,,1,93.81,,,,,,,,,,,1,93.81,,,,,,,,,,,,,,,,
,,,,60~64,2,191.39,1,95.69,,,,,2,191.39,,,,,,,,1,95.69,,,,,,,,,,,1,95.69,2,191.39,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,93.63,,,,,3,280.90,,,,,,,,2,187.27,1,515.46,,,,,,,,,,,,,1,93.63,,,,,,,,,,,,,,,,,,
,,,,70~74,2,271.00,,,2,271.00,,,,,,,,,,2,232.29,,,,,1,135.50,,,,,,,,,1,135.50,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,275.48,,,,,,,,,,,,,,,,,,,,1,275.48,,,1,275.48,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,2,1063.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,2083.33,,,,,,,,,,,1,2083.33,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,1,42.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.74,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,34.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.64,,,,,,
,,,,35~39,2,65.77,,,1,32.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.88,,,,,1,32.88,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.13,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,54.29,,,,,,,,,,,,,,,,,,,,,,,1,54.29,,,,,2,108.58,2,108.58,,,,,,
,,,,50~54,2,157.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,78.99,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,91.49,1,,,,91.49,,,1,91.49,1,91.49,,,,,,,,,1,91.49,,,,,,,,,,,,,1,91.49,,,,,,,,
,,,,60~64,1,97.18,,,,,,,,,3,,,,291.55,,,,,1,97.18,4,388.73,1,97.18,,,1,97.18,2,194.36,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,94.34,,,,,,,1,,,,94.34,1,94.34,,,1,94.34,2,157.36,,,1,94.34,4,377.36,1,94.34,1,94.34,1,94.34,,,,,1,473.93,,,2,157.36,,,,,,,,
,,,,70~74,2,258.06,,,,,,,,,,,,,,,,,,1,129.03,3,387.10,,,,,1,129.03,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,235.85,,,,,,,1,,,,235.85,,,,,,,,,,,,,1,235.85,,,,,,,,,,,,,,,1,235.85,,,1,235.85,,,,
,,,,80~84,,,,,,,,,,,1,,,,571.43,,,,,,,1,571.43,,,,,,,,,,,,,,,,,,,,,,,,,1,1851.85,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,1785.71,,,,,1,1785.71,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,15~19,,,,,,,,,1,28.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,34.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,34.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,1,32.85,,,,,,,,,,,,,1,294.12,,,,,,,,,,,,,,,,,,
,,,,40~44,1,36.18,,,,,1,36.18,,,1,,,,36.18,3,108.54,1,36.18,,,,,1,36.18,,,,,,,,,,,,,,,,,1,36.18,,,,,,,,,,
,,,,45~49,1,48.15,1,48.15,,,,,,,,,,,,2,96.29,,,,,1,48.15,,,,,,,,,1,48.15,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,158.35,,,,,,,,,,,,,,2,143.06,,,,,,,,,,,1,79.18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,4,358.74,1,89.69,1,89.69,,,1,89.69,,,,,,,,,,,,,1,89.69,,,1,89.69,,,,,,,,,,
,,,,60~64,,,,,1,99.21,,,,,1,,,,99.21,6,477.71,1,99.21,1,403.23,,,,,1,99.21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,95.79,,,1,95.79,,,1,95.79,2,,,,191.57,3,287.36,,,1,95.79,,,2,191.57,,,,,2,191.57,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,123.61,,,,,3,,,,370.83,4,494.44,1,123.61,5,618.05,,,1,123.61,,,1,123.61,2,247.22,,,,,1,123.61,,,1,123.61,1,123.61,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,3,631.58,,,3,631.58,,,3,631.58,,,,,,,,,,,,,,,1,210.53,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,555.56,,,,,,,,,,,,,,,,,1,1960.78,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3225.81,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,造血系統及網狀內皮系統,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,2,69.78,,,,,,,,,,,,,,,,,1,34.89,,,,,,,,,,,,,,,,,,
,,,,35~39,1,32.37,,,,,,,,,,,,,,1,32.37,,,,,1,32.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,71.07,,,,,1,35.54,,,,,,,,3,106.61,,,,,1,35.54,,,,,,,1,35.54,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,42.97,,,,,,,,,,,,,,4,171.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,150.49,,,,,,,,,,,,,,2,150.49,,,,,2,150.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,86.96,,,,,,,,,,,,,,3,260.87,,,,,3,260.87,1,86.96,,,1,86.96,1,86.96,,,,,,,,,,,1,86.96,,,,,,,,,,
,,,,60~64,,,,,1,101.32,,,,,,,,,,1,101.32,,,,,1,101.32,,,,,,,,,,,,,1,101.32,,,,,,,,,,,,,,,,
,,,,65~69,1,96.71,,,1,96.71,,,,,,,,,,4,386.85,,,2,193.42,1,436.68,2,158.35,1,96.71,,,2,193.42,1,96.71,,,2,193.42,1,96.71,1,96.71,2,193.42,,,,,,,,,,
,,,,70~74,1,118.06,,,1,118.06,,,1,118.06,1,,,,118.06,,,1,118.06,1,118.06,3,354.19,3,354.19,,,,,,,,,,,1,118.06,,,,,1,118.06,,,,,,,,,,
,,,,75~79,,,,,,,,,1,196.85,,,,,,1,1351.35,,,,,1,196.85,,,,,,,,,2,393.70,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,515.46,,,,,,,,,,,,,,,,,,1,515.46,,,,,,,,,1,515.46,,,,,,,,,1,515.46,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
