,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,157.23,,,,,1,73.31,,,,,,,,7,187.22,1,206.19,2,169.20,8,250.71,1,114.16,,,7,268.10,1,224.22,,,2,123.15,,,,,,,,,1,114.16,3,121.21,,,1,224.22,,,1,224.22,1,241.55,,,1,224.22,1,224.22,,,,,,,,,,,,,,,,
,,,,75~79,2,340.14,,,,,,,5,392.46,,,,,,,,6,325.03,,,1,173.61,5,324.25,,,,,2,201.21,1,471.70,,,,,,,,,,,,,,,6,357.78,,,1,362.32,,,,,3,293.54,,,,,3,347.22,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,819.67,1,819.67,,,,,,,,2,687.29,,,,,2,621.12,,,,,1,500.00,2,784.31,,,1,448.43,,,,,,,,,,,1,694.44,,,,,,,,,3,817.44,,,,,3,614.75,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1408.45,1,1587.30,,,,,,,,,,,,,,,1,1315.79,,,,,,,,,,,1,1754.39,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,46.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,40.98,,,,,,,1,41.10,1,122.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,122.85,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,37.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.73,,,,,,,,,,,,,,,,,1,37.19,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,11.57,,,,,,,,,,,,,,,,,,,1,12.68,,,,,,,,,,,,,,,,,,,,,,,,,1,30.58,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,39.28,,,,,,,,,2,,,,23.39,,,1,79.18,,,,,,,,,,,,,,,,,,,,,,,1,16.10,,,,,,,1,15.35,,,,,,,,,1,15.35,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,75.02,,,,,,,1,15.54,1,,,,45.45,,,,,2,115.81,,,,,,,,,1,45.45,,,,,1,89.37,,,,,,,,,,,,,,,,,1,75.02,,,1,37.64,1,68.87,,,1,164.47,,,,,,,,,,,,,,,,
,,,,30~34,1,35.51,,,,,,,,,,,,,,1,13.58,,,2,19.75,,,,,,,,,,,,,,,1,79.43,,,,,1,13.58,,,,,1,73.96,1,42.14,,,,,,,,,1,131.75,1,13.58,,,,,,,,,,,,,,,,,,
,,,,35~39,4,37.89,,,,,1,38.11,1,114.94,2,,,,22.34,,,,,4,33.53,,,,,,,,,,,2,54.17,,,,,,,,,,,,,,,,,2,21.03,1,13.69,,,,,,,,,,,,,1,13.69,,,,,,,,,,,,,,
,,,,40~44,7,41.72,,,,,,,1,17.19,,,,,,,,,,9,48.06,,,,,,,,,4,27.03,,,,,,,1,50.58,,,,,,,,,1,42.07,,,1,51.33,,,1,15.14,,,,,1,15.14,3,20.83,,,,,,,,,,,,,,,,
,,,,45~49,2,26.12,1,24.87,,,,,1,27.50,,,,,,2,49.74,1,150.60,4,41.68,,,,,,,,,2,113.57,2,41.14,,,,,2,38.11,2,37.69,,,,,,,,,2,113.57,,,,,,,,,,,1,24.87,4,107.82,,,,,,,,,,,,,,,,
,,,,50~54,4,66.24,,,,,1,96.43,,,,,,,,1,41.27,,,7,136.48,,,,,,,1,304.88,2,123.15,4,60.70,,,,,1,38.77,,,1,38.77,,,,,1,107.99,2,63.90,,,1,96.43,,,1,41.27,,,,,5,105.37,,,,,,,,,,,,,,,,
,,,,55~59,7,162.98,1,116.55,,,,,,,,,,,,,,,,15,209.85,,,,,1,48.08,,,2,68.35,2,68.35,,,4,102.62,3,98.68,,,,,,,,,2,75.33,3,66.36,,,,,1,104.17,,,,,1,48.08,1,199.60,,,1,104.17,,,,,,,,,,,,
,,,,60~64,5,110.82,1,50.61,,,,,,,1,,,,119.33,1,98.62,,,13,228.59,,,,,,,3,86.81,4,88.65,6,108.11,,,6,127.42,3,200.13,,,,,,,,,,,3,63.99,,,,,1,58.89,1,58.89,1,50.61,2,78.13,1,58.89,1,119.33,,,1,58.89,,,,,,,,,,
,,,,65~69,3,73.71,,,3,140.91,,,,,,,,,,,,,,8,146.20,,,,,,,3,99.77,7,160.59,24,281.62,1,41.56,5,171.00,2,56.42,3,80.19,,,,,,,1,124.84,5,93.20,,,1,126.90,,,,,,,5,122.85,,,,,,,4,125.43,,,,,,,,,,
,,,,70~74,2,103.57,2,91.79,1,142.86,,,,,,,,,,2,81.23,,,7,255.75,,,,,,,2,194.74,7,179.81,9,215.88,,,15,423.37,,,,,,,,,,,1,101.73,1,358.42,,,1,67.61,,,,,,,3,162.95,,,1,101.73,,,10,199.88,,,,,,,,,,
,,,,75~79,2,706.71,,,1,222.72,,,,,,,,,,,,,,5,328.30,,,,,,,,,2,312.99,3,344.83,,,6,300.90,2,313.97,1,156.74,,,,,1,613.50,,,1,319.49,,,,,,,,,,,6,356.51,,,,,,,2,287.77,,,,,,,,,,
,,,,80~84,1,1250.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,735.29,2,892.86,1,657.89,6,857.14,,,1,446.43,,,1,446.43,,,,,,,,,,,,,,,,,2,769.23,,,,,,,2,840.34,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,1219.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1639.34,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,男性乳房,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,2,,,,21.02,,,,,,,,,1,14.91,,,,,,,1,14.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,1,42.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,121.65,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,14.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.71,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.60,,,,,,,,,,,,,1,12.03,,,1,10.94,,,,,,,,,1,10.94,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,34.51,,,,,1,,,,34.51,,,,,,,,,,,,,,,,,,,,,,,,,1,37.09,,,,,,,,,1,14.47,,,,,,,1,34.51,,,1,37.09,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,36.63,,,1,15.84,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,3,36.45,,,,,,,2,19.14,1,,,,32.49,,,,,4,25.49,,,,,,,,,2,27.51,,,1,43.05,,,1,32.49,,,,,,,,,1,35.34,1,13.76,,,,,,,,,,,2,19.60,1,13.76,,,,,,,,,,,,,,,,
,,,,35~39,5,42.25,,,1,36.52,,,1,93.37,,,,,,,,1,44.42,7,30.18,,,1,13.54,,,1,37.47,1,44.42,,,,,,,,,,,,,1,14.46,,,1,13.54,,,,,,,1,13.54,1,13.54,1,37.47,4,20.81,,,,,,,,,,,,,,,,,,
,,,,40~44,5,28.64,,,,,,,,,1,,,,142.86,,,,,11,53.40,,,1,213.22,2,24.78,1,14.42,2,28.84,,,1,49.78,2,22.22,,,,,,,1,41.02,,,3,19.49,,,2,22.36,,,1,14.42,1,16.62,3,23.16,2,15.44,,,,,,,,,,,,,,,,,,
,,,,45~49,6,55.58,,,,,,,,,,,,,,,,,,6,57.98,,,,,1,23.78,1,129.37,1,67.57,,,4,61.43,1,129.37,,,,,,,,,1,21.22,2,35.47,,,2,42.44,,,,,,,2,22.43,5,44.76,,,1,21.22,,,,,,,,,,,,,,
,,,,50~54,13,211.76,1,42.88,1,166.11,1,42.88,,,2,,,,70.00,,,,,8,108.30,,,,,,,4,68.41,,,,,1,190.48,2,222.72,1,38.21,,,,,,,,,1,42.88,1,42.88,,,,,,,,,,,1,111.36,1,190.48,,,,,,,,,,,,,,,,
,,,,55~59,9,125.30,,,2,101.78,,,,,1,,,,51.12,,,,,25,292.50,,,1,377.36,6,126.96,6,145.45,1,377.36,,,3,117.74,2,48.48,1,112.23,,,,,2,134.86,1,51.12,3,98.04,,,1,112.23,1,197.24,,,1,46.10,1,46.10,2,86.58,,,,,3,112.11,,,,,,,,,,,,
,,,,60~64,1,57.47,1,59.95,2,230.68,,,1,122.55,2,,,,114.94,,,,,14,209.11,,,,,8,125.45,13,191.20,,,,,9,143.84,2,76.02,,,,,,,1,115.34,3,110.99,4,128.58,,,,,,,,,1,122.55,1,115.34,3,96.90,,,2,114.94,5,102.46,,,,,,,,,,,,
,,,,65~69,7,118.40,,,1,58.07,,,,,3,,,,69.08,1,89.37,,,22,245.29,,,,,7,110.99,21,268.20,,,,,8,173.27,2,80.48,2,70.40,,,1,268.82,,,7,114.68,10,138.14,,,3,56.38,1,40.32,,,,,4,264.20,3,83.43,2,47.60,3,259.74,3,74.52,,,,,,,,,,,,
,,,,70~74,4,176.68,,,1,95.24,,,1,188.68,2,,,,174.37,,,,,15,263.11,1,250.00,2,146.31,9,194.51,19,359.64,,,,,7,148.46,,,1,358.42,,,,,1,127.71,5,138.73,7,195.42,,,,,1,56.56,,,,,1,95.24,,,,,1,56.56,9,192.27,,,,,,,,,,,,
,,,,75~79,,,,,2,320.51,,,,,,,,,,4,529.10,,,10,550.66,,,,,2,198.22,12,469.67,,,,,8,346.47,2,198.22,1,135.87,,,,,,,,,3,396.83,1,366.30,,,,,,,,,,,,,,,,,5,333.56,,,,,,,,,,,,
,,,,80~84,1,609.76,,,,,,,,,,,,,,1,1470.59,,,3,755.67,,,,,2,496.28,6,842.70,,,,,2,496.28,2,2941.18,1,371.75,,,,,,,2,496.28,3,533.81,,,,,,,,,,,2,593.47,1,671.14,,,,,9,924.97,,,,,,,,,,,,
,,,,85+,1,1052.63,,,,,,,,,,,,,,,,,,1,1052.63,,,,,,,1,1754.39,1,1818.18,,,1,1123.60,,,,,,,,,,,1,1492.54,,,,,,,,,,,,,,,,,,,,,2,1234.57,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.70,,,,,,,,,,,,,1,47.21,1,15.04,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,14.08,,,,,,,,,,,,,,,1,198.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,1,80.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39.95,1,39.95,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,2,,,,17.31,1,32.13,,,,,2,16.70,1,33.78,,,,,,,,,,,,,,,,,,,,,,,,,1,11.63,,,,,,,,,2,19.26,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,3,,,,31.75,,,,,,,1,13.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.16,,,1,33.42,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,2,29.04,1,,,,35.50,2,24.47,,,,,2,31.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.96,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,35.89,,,1,32.55,,,,,2,,,,65.10,,,,,,,7,47.86,,,2,20.34,2,28.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.55,2,53.26,1,44.52,,,,,,,,,,,,,,
,,,,35~39,5,29.27,,,1,13.19,,,,,,,,,,1,13.19,,,,,7,32.75,,,,,,,,,2,19.87,1,13.19,,,,,1,13.97,,,,,,,,,1,13.97,1,13.19,,,,,,,1,13.97,2,13.57,,,,,,,,,,,,,,,,,,
,,,,40~44,8,40.92,,,,,,,,,1,,,,15.84,,,,,,,12,60.08,1,45.41,1,14.21,3,19.29,,,1,45.41,2,26.12,1,14.21,,,1,14.21,,,,,1,15.84,,,1,15.84,,,,,1,15.84,,,3,28.57,,,5,27.97,2,22.67,,,,,,,,,,,,,,
,,,,45~49,9,73.31,,,2,32.03,,,,,2,,,,30.20,4,79.67,,,,,14,88.60,2,27.36,3,55.66,3,43.50,1,198.41,3,25.99,4,34.76,,,,,,,,,,,,,,,2,28.86,1,21.68,,,2,29.00,,,1,21.68,1,18.87,3,38.63,,,,,,,,,,,,,,,,
,,,,50~54,8,103.86,,,1,39.48,,,,,1,,,,169.49,1,36.43,,,,,12,144.21,1,86.43,2,132.19,1,95.42,,,5,86.07,,,,,,,,,,,,,,,1,36.43,3,47.42,,,1,36.43,1,36.43,,,,,4,75.79,1,39.48,,,,,,,,,,,,,,,,
,,,,55~59,14,186.19,1,99.30,,,1,44.17,2,78.93,2,,,,130.21,1,49.88,,,,,15,172.06,,,2,124.84,5,100.93,,,3,77.60,4,77.46,,,1,44.17,,,,,,,2,85.47,1,93.20,3,56.86,,,,,,,,,,,2,118.84,4,110.44,,,1,99.30,1,142.86,,,,,,,,,,
,,,,60~64,3,90.28,,,1,105.04,2,120.92,,,,,,,,1,217.86,,,,,10,155.67,1,161.81,4,96.43,10,331.02,,,2,78.52,3,181.38,1,59.17,,,,,,,,,,,1,105.04,1,59.17,,,1,59.92,1,59.17,,,2,166.81,3,171.92,1,199.20,,,2,151.98,3,75.43,,,,,,,,,,
,,,,65~69,7,103.64,2,95.88,2,80.81,,,,,1,,,,127.55,1,270.27,,,1,41.81,15,240.23,,,7,140.42,20,246.28,1,141.64,14,164.40,6,158.56,1,41.81,1,141.64,,,,,,,1,92.17,3,91.55,7,120.32,,,2,283.29,3,58.05,,,,,5,156.54,1,253.16,,,1,127.55,7,143.83,,,,,,,,,,
,,,,70~74,3,98.39,1,88.50,,,,,,,,,,,,,,,,,,23,378.91,,,7,133.33,21,314.00,,,7,199.26,7,143.06,6,193.80,,,1,52.11,1,88.50,,,,,1,119.33,6,118.23,,,1,88.50,,,,,2,344.83,5,130.48,2,141.04,,,1,52.11,17,313.42,,,,,,,,,,
,,,,75~79,2,334.45,,,1,179.86,,,,,,,,,,3,237.72,1,179.86,,,7,358.79,,,4,234.74,5,280.27,,,5,373.13,2,327.33,,,2,232.56,,,,,,,,,2,233.92,5,396.20,,,,,,,,,,,6,367.20,,,,,,,9,485.70,,,,,,,,,,
,,,,80~84,1,675.68,,,,,,,,,,,,,,1,757.58,,,,,3,697.67,,,1,377.36,4,568.99,1,877.19,1,344.83,,,,,,,,,,,,,1,675.68,,,,,,,2,456.62,1,344.83,,,,,2,477.33,,,,,1,1250.00,1,1250.00,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,2,2325.58,,,,,,,,,1,1333.33,1,1052.63,,,,,1,943.40,,,,,,,,,,,,,,,1,943.40,,,,,3,1456.31,,,,,,,4,1379.31,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,184.84,,,,,,,,,,,,,,1,34.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,1,12.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,3,14.19,,,,,,,,,,1,11.58,,,1,10.73,,,,,,,1,34.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,36.32,,,,,,,,,,,,,,1,15.88,,,3,58.96,,,,,,,,,,,,,,,,,1,36.32,1,14.29,,,,,,,,,1,93.81,,,,,,,,,,,2,20.35,,,,,,,,,,,,,,,,,,
,,,,30~34,2,24.17,,,,,,,,,,,,,,2,89.09,,,5,24.92,,,,,,,1,44.54,,,,,1,13.87,1,98.62,,,,,1,14.33,,,,,,,1,14.33,,,,,,,,,,,2,27.74,,,,,,,,,,,,,,,,,,
,,,,35~39,10,45.33,,,,,1,12.98,1,13.55,1,,,,77.04,,,1,35.74,7,36.49,,,1,140.06,1,43.20,,,1,12.98,,,2,13.26,1,77.04,1,176.99,,,,,,,,,,,3,23.41,,,,,,,,,,,5,34.40,,,,,,,,,,,,,,,,,,
,,,,40~44,9,56.72,,,1,42.75,1,13.94,1,39.87,,,,,,,,,,19,82.05,,,,,,,5,65.10,,,,,4,23.53,1,39.87,,,,,,,,,,,3,42.38,5,29.85,1,47.08,,,1,13.94,,,1,84.10,7,36.17,,,,,,,,,,,,,,,,,,
,,,,45~49,10,61.68,,,2,29.18,1,46.32,,,,,,,,,,,,14,82.85,,,,,6,40.36,2,29.32,,,,,2,50.61,3,25.51,1,156.74,2,39.24,,,,,,,4,36.53,1,19.62,1,17.09,,,1,19.62,,,,,6,54.80,1,17.09,1,19.62,,,,,,,,,,,,,,
,,,,50~54,6,124.22,,,1,36.31,,,1,36.31,,,,,,,,,,10,130.36,1,162.07,2,55.19,1,33.26,5,71.11,,,,,2,57.00,,,,,,,,,,,,,,,7,80.93,1,36.31,,,,,3,42.67,1,78.74,,,,,,,,,,,,,,,,,,,,
,,,,55~59,8,122.36,1,108.34,2,93.37,2,60.42,,,2,,,,58.53,,,,,22,241.07,,,1,143.88,6,184.11,8,120.39,1,163.67,,,5,82.18,4,88.32,2,112.30,,,,,,,,,2,61.96,2,140.45,,,1,41.89,,,1,163.67,1,41.89,1,41.89,,,,,2,83.79,,,,,,,,,,,,
,,,,60~64,12,180.21,,,5,100.75,,,1,198.41,4,,,,123.53,,,,,26,343.87,,,1,396.83,3,97.47,7,132.05,1,61.01,,,6,200.53,4,135.18,1,162.87,,,,,,,,,2,95.69,4,112.99,,,,,2,135.14,2,88.77,3,69.08,6,100.59,,,1,301.20,2,99.50,,,,,,,,,,,,
,,,,65~69,5,132.31,2,278.94,,,,,2,81.43,,,,,,,,,,27,334.70,,,3,129.98,5,118.09,20,261.92,1,45.27,1,45.27,9,165.02,4,116.69,1,261.78,,,,,,,,,,,7,123.30,,,1,45.27,3,105.71,,,4,129.12,,,,,2,98.77,7,145.17,,,,,,,,,,,,
,,,,70~74,3,69.96,1,265.96,2,224.97,,,2,179.69,1,,,,162.60,,,,,15,271.64,,,1,46.82,6,129.76,21,313.53,,,,,10,149.90,3,98.14,4,119.98,,,,,1,81.23,1,171.53,2,76.83,9,251.68,,,2,76.83,1,108.58,2,59.40,5,105.15,,,,,1,46.82,8,171.53,,,,,,,,,,,,
