,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,568.18,,,,,,,1,568.18,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,結直腸癌,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,45.19,,,1,,,,45.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,1,80.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,106.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,84.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,77.94,,,,,1,,,,77.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,85.98,1,85.98,,,1,85.98,1,,,,85.98,1,85.98,1,85.98,1,,85.98,,,1,85.98,1,85.98,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,132.63,,,,,,,2,265.25,,,,,,,,,,,,,1,132.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,220.75,,,,,,,1,,,,220.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,249.38,,,,,,,,,,,,2,498.75,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,526.32,,,,,,1,526.32,,,1,526.32,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,1351.35,,,,,,,,,,,,1,1351.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,肝及肝內膽管,,其他分界不明的部位,,,,,肺、支氣管及氣管,,胃,,食道,,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,43.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,44.31,,,,,,1,44.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,55.74,,,1,55.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,70.72,1,,,,70.72,,,,,,,,,,,,,,,,,,,,1,70.72,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,177.30,,,,,,,,,,,,,,,,,1,88.65,1,88.65,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,79.81,1,79.81,,,,,1,79.81,,,,,,1,79.81,1,79.81,,,,,,1,79.81,,,,,,,,,,,,,1,79.81,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,83.96,,,,,,1,83.96,1,83.96,,,,1,83.96,,,,,1,83.96,2,167.93,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,3,378.31,,,,,,,,,,,,,,,,,,,,,,,1,126.10,,,1,126.10,2,252.21,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,2,383.14,1,191.57,,,,,,,,,,,,,,1,191.57,,,,,2,383.14,,,,,,,,,,,,,,
,,,,75~79,,,1,273.22,,,,,,,,,,,,2,546.45,1,273.22,1,,273.22,,,,,,,,,,,1,273.22,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,440.53,,,,,,1,440.53,1,440.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1190.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胰,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.48,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,49.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,42.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.84,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,53.73,,,,,1,,53.73,,,,,,,,,,,,,,,,,,,1,53.73,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,1,102.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,93.11,1,,,,93.11,,,,,1,,93.11,,,,,,,,,,,,,,,1,93.11,,,,,,,,,,,,,,,,
,,,,55~59,,,,,2,157.11,,,,,2,,,,157.11,1,78.55,,,,,,,,1,78.55,,,,,,,,,,,,,,,1,78.55,,,,,,,,,,,,
,,,,60~64,,,1,85.54,,,,,,,2,,,,171.09,,,,,,,,,,,,1,85.54,,,,,1,85.54,1,85.54,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,238.10,,,2,,,,238.10,,,,,1,,119.05,,,1,119.05,,,1,119.05,2,238.10,,,,,,,2,238.10,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,1,,184.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,268.10,,,,,,,,,1,,,,268.10,,,1,268.10,2,,536.19,,,1,268.10,,,,,,,,,1,268.10,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,429.18,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,,1111.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,淋巴結,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,25~29,,,1,47.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,52.08,,,,,1,52.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.54,,,,,,,,,,,,,,,,,,
,,,,50~54,1,96.06,,,,,1,96.06,,,,,,,,,,,,,,,1,96.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,163.27,,,1,,,,81.63,,,,,,,,,,,,,,,,,,,,,,1,81.63,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,1,81.04,,,1,81.04,,,1,81.04,,,1,81.04,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,110.25,2,220.51,1,110.25,,,,,,,,,,1,110.25,,,,1,110.25,1,110.25,,,1,110.25,1,110.25,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,354.61,,,,,,,,1,177.30,,,,,,1,177.30,,,,,,,1,177.30,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,285.71,,,,,,,,,,,,2,571.43,1,285.71,,,1,285.71,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,411.52,,,,,,,,,,1,,411.52,,,,,,,,,,,1,411.52,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,1,,46.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49.16,,,,,,,,,,,,,,
,,,,30~34,,,,,,,3,133.75,1,44.58,,,,,,,,,,,,,,,,,,,,,,,1,44.58,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,49.41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49.41,,,1,49.41,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,90.50,,,,,,,,1,90.50,,,,,,,,,,,1,90.50,,,,,,,,,,,,,,,,,,
,,,,50~54,1,97.56,,,,,,,,,,,,,,2,195.12,,,,,,,,,,,,,,1,97.56,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,85.62,,,,,1,85.62,,,1,,,,85.62,,,1,85.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,2,,,,161.29,,,2,161.29,1,,80.65,1,80.65,,,,,,,1,80.65,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,102.67,,,1,,,,102.67,,,1,102.67,,,,1,102.67,,,1,102.67,1,102.67,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,166.39,,,,,,,1,,,,166.39,,,1,166.39,1,,166.39,,,1,166.39,1,166.39,,,,,,,,,,,,,1,166.39,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,282.49,1,282.49,,,,,,,,,,,,,,,,,,,,,,1,282.49,2,564.97,,,,,,,,,,,,
,,,,80~84,,,1,408.16,,,,,,,1,,,,408.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,884.96,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,46.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,47.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,79.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,107.07,,,,,1,,,,107.07,,,,,,,,,,,,,,1,107.07,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,2,173.31,,,,,1,86.66,,,,,,2,173.31,,,,,,,,,,,,,,1,86.66,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,82.85,,,1,,,,82.85,1,82.85,,,,,,2,165.70,,,,,,,1,82.85,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,96.15,,,5,,,,480.77,,,5,480.77,1,,96.15,,,,,,,,,,,1,96.15,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,153.61,3,460.83,,,,1,153.61,1,153.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,284.09,1,,,,284.09,1,284.09,1,284.09,,,,1,284.09,,,1,284.09,,,,,1,284.09,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,384.62,2,769.23,2,769.23,,,,,,1,384.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,833.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51.95,,,,,,,,,,,,
,,,,35~39,,,,,1,44.86,1,44.86,,,1,,,,44.86,,,,,1,,44.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,2,,,,109.71,,,,,,,,1,54.85,,,,,,,,,,,,,1,54.85,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,70.18,,,,,,,,,,1,70.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,2,,,,220.02,,,,,,,,,,1,110.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,91.07,,,,,,,4,,,,364.30,2,182.15,,,,,,1,91.07,,,,,1,91.07,,,1,91.07,2,182.15,1,91.07,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,83.96,,,2,,,,167.93,1,83.96,1,83.96,,,,1,83.96,,,,,1,83.96,,,,,,,1,83.96,1,83.96,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,92.34,1,,,,92.34,,,2,184.67,,,,1,92.34,,,,,3,277.01,,,1,92.34,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,145.56,1,145.56,1,145.56,,,,,,,,,,,,,,,,,,,,,,,,1,145.56,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,250.63,,,1,250.63,,,,,,,,,,,,1,250.63,,,,,,,,,,,2,501.25,,,,,,,,,,
,,,,80~84,1,462.96,,,,,,,1,462.96,,,,,,,,1,462.96,,,,,,,,1,462.96,,,,,,,2,925.93,,,,,,,1,462.96,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,2,126.26,,,1,63.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51.60,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,44.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.82,,,,,,,,,,,,
,,,,40~44,2,108.34,,,,,1,54.17,2,108.34,,,,,,1,54.17,,,,,,,,,,,,,,1,54.17,,,,,1,54.17,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,3,197.89,,,,,,,,,,,,,,,,,,,,,,,1,65.96,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,190.29,,,,,,1,95.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,4,336.13,1,,,,84.03,,,,,,,,,,1,84.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,94.70,8,757.58,1,,,,94.70,5,473.48,1,94.70,2,,189.39,,,,,,,,,1,94.70,,,,,,,1,94.70,,,,,,,,,,,,,,
,,,,70~74,,,1,141.24,,,,,,,,,,,,3,423.73,,,,,,,,,,1,141.24,,,2,282.49,,,,,,,,,,,1,141.24,,,,,,,,,,
,,,,75~79,,,,,,,,,2,472.81,,,,,,,,,,,,,,,,,,,1,236.41,,,,,1,236.41,,,,,,,1,236.41,,,,,,,,,,
,,,,80~84,,,1,406.50,,,,,,,1,,,,406.50,2,813.01,1,406.50,2,,813.01,1,406.50,,,,,,,,,,,,,,,,,,,1,406.50,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,1,719.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,,胃,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,1,,64.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,52.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,2,91.62,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.81,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,52.58,,,,,,,3,157.73,,,,,,,,,,,,,,,,,,,,,,,,,1,52.58,,,,,,,,,,,,,,,,,,
,,,,45~49,3,185.87,,,,,,,,,,,,,,1,61.96,,,,,,1,61.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,98.72,,,,,,,1,98.72,,,,,,,,1,98.72,,,,1,98.72,,,,,,,1,98.72,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,98.14,,,,,,,1,98.14,,,,,,,,,,,,,,,,,,,1,98.14,2,196.27,,,,,1,98.14,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,86.28,2,172.56,,,,,,4,345.13,,,,,,,,,,1,86.28,,,,,,,1,86.28,,,,,1,86.28,,,,,,,,,,,,
,,,,65~69,,,,,,,,,4,364.63,,,,,,1,91.16,3,273.47,,,,1,91.16,1,91.16,,,,,1,91.16,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,131.06,,,,,,,,2,262.12,,,,,,,,,,1,131.06,1,131.06,,,2,262.12,,,1,131.06,,,,,,,,,,,,,,
,,,,75~79,,,1,236.41,,,1,236.41,1,236.41,1,,,,236.41,,,2,472.81,,,,,,,,,,1,236.41,1,236.41,,,,,,,,,1,236.41,,,,,,,,,,,,
