,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,42.99,,,1,,,,42.99,1,,42.99,5,,214.96,1,42.99,,,,,,,,,1,42.99,,,,,1,42.99,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,59.99,,,,,,,,,3,,,,179.96,,,,4,,239.95,,,,,3,179.96,,,,,3,179.96,,,,,1,59.99,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,106.38,,,2,,,,212.77,1,,106.38,,,,,,,,3,319.15,,,,,1,106.38,,,,,1,106.38,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,,225.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1988年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,主唾液腺,,白血病,,肝及肝內膽管,,其他分界不明的部位,,,,,肺、支氣管及氣管,,,後腹膜腔及腹膜,,,胃,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,14.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,1,16.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,16.47,,,,,,,1,16.47,,,,,,,,,,,,,,1,16.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,18.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,32.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,2,68.89,,,,,,1,,34.45,,,,,,,,,,,,,,1,34.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,1,,41.77,1,41.77,,,,,,,,,1,41.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,39.57,1,,,,39.57,2,,79.15,,,,1,39.57,,,2,79.15,,,1,39.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,41.34,,,,,,1,,41.34,,,,3,124.02,1,41.34,,,,,,,,,1,41.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,58.14,,,,,1,58.14,,,,,,3,,174.42,,,,1,58.14,1,58.14,,,,,1,58.14,1,58.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,96.71,,,1,96.71,,,,,,6,,580.27,,,,1,96.71,,,,,1,96.71,,,,,1,96.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,199.20,,,,,,1,199.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,632.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,其他神經系統,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,5~9,,,,,,,1,15.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.07,,,,,,,1,17.07,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,17.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,18.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,30.84,,,,,,,,,2,,,,61.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,92.51,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,3,,,,101.80,1,,33.93,,,,2,67.87,,,,,1,33.93,,,1,33.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,41.82,,,,,,,,,2,,,,83.65,,,,,,,1,41.82,1,41.82,,,2,83.65,,,,,,,,,1,41.82,,,,,,,,,,,,,2,83.65,,,,,,,,,,,,
,,,,55~59,2,83.44,,,,,1,41.72,,,1,,,,41.72,,,,1,,41.72,,,2,83.44,1,41.72,1,41.72,,,,,1,41.72,,,,,1,41.72,,,,,,,1,41.72,1,41.72,2,83.44,,,,,,,,,,,,
,,,,60~64,1,40.75,1,40.75,1,40.75,,,,,1,,,,40.75,,,,,,,,,,,,,1,40.75,,,,,,,,,,,,,1,40.75,,,,,,,1,40.75,,,1,40.75,,,,,,,,,,
,,,,65~69,2,110.62,,,,,,,1,55.31,2,,,,110.62,,,,,,,,,1,55.31,,,1,55.31,2,110.62,,,,,,,,,,,,,,,1,55.31,,,1,55.31,1,55.31,1,55.31,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,90.50,,,,,,,,,,,,,1,90.50,,,,,,,,,,,,,,,,,,,1,90.50,1,90.50,,,,,,,,,,,,,,
,,,,75~79,1,186.92,,,,,,,,,,,,,,,,,,,,,,,,,,2,373.83,1,186.92,,,,,,,,,,,,,,,,,,,,,,,1,186.92,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,628.93,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,小腸,,甲狀腺,,白血病,,肝及肝內膽管,,其他分界不明的部位,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,16.71,,,2,33.42,1,16.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,4,72.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.13,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.58,,,,,,,,,,,,,,,,,1,27.58,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,2,69.81,,,,,,,,1,,34.90,,,,,,,,,,,,,,,,,,,,,,1,34.90,1,34.90,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,83.47,,,,,,,,,,,,,,1,41.74,,,,,,,1,41.74,,,,,,,,,,,,,1,41.74,1,41.74,1,41.74,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,3,134.41,,,,,,,,,,,1,,44.80,2,89.61,,,,,,,,,,,3,134.41,,,,,,,,,1,44.80,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,81.60,,,2,,,,81.60,2,,81.60,,,,1,40.80,1,40.80,1,40.80,,,,,,,,,1,40.80,,,,,1,40.80,,,1,40.80,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,4,213.68,,,,,,,,3,,160.26,,,,,,2,106.84,,,,,,,1,53.42,2,106.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,83.89,1,83.89,1,83.89,,,,,,,,2,,167.79,,,,1,83.89,,,,,,,,,,,,,,,1,83.89,,,2,167.79,,,,,3,251.68,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,176.37,,,,1,176.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,518.13,,,,,,,,,,,,,,,1,518.13,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1428.57,1,1428.57,,,,,,,,,,,,1,1428.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,男性乳房,,肝及肝內膽管,,,,,其他男性生殖器官,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,10~14,,,,,1,15.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.47,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,17.14,,,1,,,,17.14,,,,,,,,,,,,,,,,,,,,,,,1,17.14,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,24.25,2,,,,48.50,,,,1,,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48.50,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,1,36.40,,,,,,,1,36.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,40.34,1,40.34,,,,,4,,,,161.36,,,,,,,1,40.34,2,80.68,,,,,,,1,40.34,,,1,40.34,,,,,,,,,,,2,80.68,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,3,,,,141.11,1,,47.04,,,,,,1,47.04,,,1,47.04,1,47.04,1,47.04,,,,,,,,,,,,,1,47.04,1,47.04,,,,,,,,,,,,,,,,
,,,,60~64,1,40.57,,,,,1,40.57,,,2,,,,81.14,,,,,,,2,81.14,2,81.14,,,,,,,1,40.57,1,40.57,2,81.14,,,,,,,,,1,40.57,1,40.57,1,40.57,,,,,,,,,,,,,,
,,,,65~69,,,1,52.03,,,,,,,,,,,,,,,,,,,,2,104.06,,,,,4,208.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,76.69,,,,,,,,,,,,,,,,,,,,,,,,2,153.37,,,,,,,,,2,153.37,,,1,76.69,,,,,,,,,2,153.37,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,3,,,,473.19,,,,,,,,,,,,,,,2,315.46,,,,,,,2,315.46,,,,,1,157.73,,,,,1,157.73,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,467.29,,,,,,,,,,,,,,,,,,,,,1,467.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,肝及肝內膽管,,其他分界不明的部位,,,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,淋巴結,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,15.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,16.92,,,,,,1,,16.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.76,1,17.76,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.44,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,17.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.19,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,18.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.17,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,2,43.78,,,,,,,,,1,,21.89,,,,,,,1,21.89,,,1,21.89,,,,,1,21.89,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,36.34,,,,,,,2,72.67,,,,,,,,,1,,36.34,,,,,,,,,,,,,,,,,,,,,,,,,2,72.67,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,38.48,,,,,8,307.81,,,,,,,,,2,,76.95,,,,,1,38.48,1,38.48,,,,,1,38.48,,,1,38.48,1,38.48,,,,,2,76.95,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,3,142.72,,,,,,,,,1,,47.57,1,47.57,,,,,1,47.57,1,47.57,,,,,,,,,1,47.57,,,1,47.57,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,4,166.74,,,,,,1,,41.68,2,,83.37,,,1,41.68,,,,,,,,,2,83.37,,,2,83.37,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,50.08,2,100.15,,,,,,1,,50.08,1,,50.08,,,1,50.08,,,,,,,,,,,,,,,,,,,,,,,,,3,150.23,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,3,218.98,,,,,,2,,145.99,3,,218.98,,,3,218.98,,,,,,,,,,,,,,,,,,,,,1,72.99,1,72.99,1,72.99,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,139.47,1,,,,139.47,,,,1,,139.47,,,,,,,,,,,,,,,,,,,1,139.47,,,1,139.47,,,,,2,278.94,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,2,,704.23,,,1,352.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,淋巴結,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.17,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,1,17.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.81,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,17.45,,,,,,,,,,,,,,,,,,,,,,1,17.45,,,,,,,,,,,1,17.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,18.12,,,,,1,18.12,1,18.12,,,,,,1,,18.12,1,,18.12,,,,,,,,,,,,,,,,,,,,,,,1,18.12,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,20.83,,,,,,,,,,,,,,1,,20.83,1,,20.83,,,,,1,20.83,,,,,,,,,,,,,,,,,1,20.83,1,20.83,,,,,,,,,,,,,,,,,,
,,,,45~49,1,35.10,,,,,,,,,,,,,,1,,35.10,,,,,,,,,,,,,,,,1,35.10,,,,,1,35.10,,,,,1,35.10,,,,,,,,,,,,,,,,,,
,,,,50~54,1,36.85,,,1,36.85,,,,,,,,,,4,,147.38,2,,73.69,1,36.85,,,2,73.69,,,,,,,,,2,73.69,1,36.85,,,,,,,1,36.85,,,1,36.85,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,1,,46.17,1,46.17,,,,,,,,,,,,,1,46.17,,,1,46.17,,,2,92.34,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,86.81,,,1,43.40,,,,,1,,,,43.40,3,,130.21,1,,43.40,1,43.40,,,1,43.40,1,43.40,1,43.40,,,,,,,,,1,43.40,,,2,86.81,,,1,43.40,,,1,43.40,,,,,,,,,,,,
,,,,65~69,2,96.02,,,,,,,,,,,,,,1,,48.01,1,,48.01,2,96.02,,,1,48.01,1,48.01,1,48.01,1,48.01,,,1,48.01,,,1,48.01,,,1,48.01,1,48.01,,,1,48.01,1,48.01,,,,,,,,,,,,
,,,,70~74,2,140.55,,,,,,,,,,,,,,1,,70.27,2,,140.55,5,351.37,1,70.27,2,140.55,,,,,,,,,1,70.27,,,,,1,70.27,,,,,,,,,3,210.82,,,,,,,,,,,,
,,,,75~79,,,1,130.55,,,,,,,,,,,,,,,3,,391.64,3,391.64,,,1,130.55,,,,,,,1,130.55,1,130.55,,,,,,,,,,,,,1,130.55,,,,,,,,,,,,,,
,,,,80~84,1,319.49,,,,,,,,,,,,,,,,,,,,,,,,1,319.49,,,,,,,,,2,638.98,,,,,,,1,319.49,,,,,,,1,319.49,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,,1162.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,1,,24.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,20.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,18.58,,,,,,,,,1,,,,18.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,36.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.02,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,18.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.40,,,,,,,,,,,,,,,,
,,,,40~44,3,60.99,,,,,1,20.33,,,,,,,,3,,60.99,,,,,,1,20.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
