,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,96.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,120.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,103.20,,,1,103.20,,,,,1,,,,103.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,112.61,,,,,,,,,,,,,,,1,112.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,124.22,,,,,,,,,,1,,124.22,1,124.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,179.21,,,,,,,,,,,,,1,,179.21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,1,,272.48,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,1,,432.90,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,813.01,,,,,,1,,813.01,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,2777.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,結直腸癌,,,膀胱,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,56.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,61.88,,,,,,,,,,,,,,,1,,61.88,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,81.77,,,,,1,81.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,91.32,,,,,,,,,,,,,,,,,,,,,,1,91.32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,123.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,207.68,,,,,2,207.68,,,,,,,,2,207.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,3,332.96,,,,,,,,,,1,,110.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,2,251.26,,,,1,125.63,1,,125.63,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,160.77,,,,,,,,,,,,,,2,321.54,1,,160.77,,,,,,1,160.77,1,160.77,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,272.48,,,1,,,,272.48,,,,,,,,,,,,,2,544.96,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,395.26,,,,,,1,,395.26,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,肝及肝內膽管,,其他男性生殖器官,,肺、支氣管及氣管,,胃,,,,,食道,,造血系統及網狀內皮系統,,,膀胱,,鼻咽,,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,57.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,79.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,172.27,,,,,,,,,,,,,,,,,,,,,2,,172.27,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,106.16,,,2,212.31,,,,,,,,,,,,,,,,,1,,106.16,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,220.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,248.14,,,1,124.07,1,,,,124.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,157.23,2,314.47,,,1,157.23,,,,,,,,1,,157.23,,,,,,1,157.23,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,251.89,1,251.89,,,,,,1,251.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,393.70,,,,,,,,,,1,393.70,,,,1,393.70,,,,2,787.40,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,1,806.45,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.64,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,1,62.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,76.57,,,,,,,,,,,,,1,76.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,80.19,1,80.19,,,1,,,,80.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,1,,117.79,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,337.84,1,112.61,,,1,112.61,,,,,,,,1,112.61,,,,2,225.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,120.63,,,,,,,,1,120.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,157.48,1,157.48,2,,,,314.96,1,157.48,1,,157.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,238.66,,,,,1,,,,238.66,2,477.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,386.10,,,,,,,,1,386.10,2,,772.20,,,,,,1,386.10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,729.93,,,,,,,,,1,,,,729.93,,,,,,1,729.93,,,,,,,,1,729.93,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,喉,,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,74.13,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,,72.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,82.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,105.82,,,,,,,2,211.64,,,,,,,,1,,105.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,113.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,111.61,,,,,,,,,,,1,111.61,,,,1,111.61,,,1,111.61,,,,,,,,,,,,,,,,,,,,
,,,,60~64,3,355.87,1,118.62,,,,,1,118.62,1,,,,118.62,1,118.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,145.99,,,,,,,,,,,,,1,,145.99,,,1,145.99,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,228.31,1,228.31,,,,,,3,684.93,1,,228.31,,,1,,228.31,1,228.31,,,,,1,228.31,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,367.65,,,,,,,,,,2,735.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,,675.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,食道,,胰,,,結直腸癌,,睪丸,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,62.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,139.96,,,,,,,,,,,,,,,,,,,,,,,,1,69.98,,,,,,,,,,,,,,,,,,
,,,,40~44,1,81.17,,,,,1,81.17,,,,,,,,,,,,,,,,,,,,1,81.17,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,97.75,,,,,,,,,,,,,,,,,1,97.75,,,,,,,,,,,,,,,,,,
,,,,50~54,1,121.65,,,,,1,121.65,1,121.65,,,,,,,,1,,121.65,,,,,,1,121.65,,,,,2,243.31,,,,,,,,,,,,,,,,,,
,,,,55~59,1,109.29,1,109.29,,,3,327.87,,,,,,,,,,,,,2,218.58,,,,,,,,,,,,1,109.29,,,,,,,,,,,,,,,,
,,,,60~64,1,118.62,,,1,118.62,,,,,1,,,,118.62,,,,,,,,,,,,,,,,,1,118.62,,,,,,,,,,,,,,,,,,
,,,,65~69,1,137.74,,,,,,,2,275.48,3,,,,413.22,1,137.74,1,,137.74,,,,,,,,,,,,,,1,137.74,,,,,,,,,,,,,,,,
,,,,70~74,1,215.98,,,,,2,431.97,1,215.98,2,,,,431.97,1,215.98,,,,,,,,,1,215.98,,,1,215.98,1,215.98,1,215.98,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,724.64,,,1,,,,362.32,,,2,,724.64,,,,,,1,362.32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,684.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,1492.54,1,1492.54,,,,,,,,,,,,,,,1,,1492.54,,,,,1,1492.54,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,胰,,,喉,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,1,75.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,80.39,1,,,,80.39,,,,,,,,,,,,,,,1,80.39,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,281.95,,,,,,,2,187.97,,,,,,,,,,,1,93.98,,,,,,1,93.98,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,124.53,2,,,,249.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,110.38,,,,,,,,,,,,,1,110.38,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,118.34,,,,,,,,,,,,,,,,,,,,,1,,118.34,,,,,1,118.34,1,118.34,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,139.86,2,279.72,1,,,,139.86,2,279.72,,,,,,,,,1,139.86,2,279.72,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,197.24,,,1,197.24,,,,,,,,3,591.72,,,,,,,,,,,1,197.24,,,,,2,394.48,,,,,,,,,,,,,,,,
,,,,75~79,1,373.13,,,,,,,,,1,,,,373.13,1,373.13,1,,373.13,,,,,,,,1,373.13,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,662.25,,,1,,,,662.25,,,,,,,,,,,,,,,,,,,1,662.25,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3030.30,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他神經系統,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,食道,,,胰,,骨、關節及關節軟骨,,結直腸癌,,睪丸,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,,,,,1,67.61,,,,,,,,,,,,,,,,,,,,,,,,1,67.61,,,,,,,,,,,,,,,,,,
,,,,30~34,1,65.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,67.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.52,,,,,,,,,,,,,,
,,,,40~44,1,79.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,87.64,,,,,,,,,,,,,,2,175.28,1,,87.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,121.36,,,,,,,1,121.36,,,,,,,,,,,,,1,,121.36,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,219.78,1,109.89,,,,,,,,,,,,,,,,,1,109.89,,,,,,,,,,,,1,109.89,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,119.90,1,119.90,,,,,,1,119.90,2,,239.81,1,119.90,1,,119.90,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,137.93,,,,,,,1,137.93,,,,,,1,137.93,1,,137.93,1,137.93,1,,137.93,,,1,137.93,1,137.93,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,402.41,1,201.21,,,,,2,402.41,,,,,,,,5,,1006.04,2,402.41,2,,402.41,,,,,,,,,1,201.21,,,2,402.41,,,,,,,,,,,,
,,,,75~79,1,343.64,1,343.64,1,343.64,1,343.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,2,1290.32,1,,,,645.16,1,645.16,,,,,,,,,1,645.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,2,2597.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,食道,,,胰,,結直腸癌,,腎,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,35~39,1,67.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.84,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,79.18,,,,,,,,,,1,,79.18,,,,,,,,,,1,79.18,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,480.77,,,,,,,1,120.19,,,,,,,,,,,,,1,,120.19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,112.23,,,,,,,3,336.70,,,,,,,,,,,,,,,,,,,,,,1,112.23,,,,,,,,,,,,,,,,,,
,,,,60~64,2,241.84,1,120.92,,,,,2,241.84,,,,,,,,1,,120.92,,,1,,120.92,,,,,,,1,120.92,,,,,,,,,,,,,,,,,,
,,,,65~69,1,135.14,,,,,,,1,135.14,,,,,,,,2,,270.27,,,,,,1,135.14,2,270.27,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,192.68,1,192.68,,,2,385.36,,,,,,,,1,,192.68,1,192.68,,,,,,1,192.68,,,,,,,1,192.68,,,,,,,,,,,,,,
,,,,75~79,1,344.83,,,,,,,2,689.66,,,,,,2,689.66,3,,1034.48,1,344.83,,,,,,,,,,,,,,1,344.83,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,1242.24,,,2,,1242.24,,,1,,621.12,,,1,621.12,,,,,1,621.12,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,1315.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他男性生殖器官,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,食道,,造血系統及網狀內皮系統,,結直腸癌,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,20~24,,,,,,,1,62.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,67.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,77.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,77.10,,,1,77.10,,,,,,,,,,,,,,
,,,,45~49,1,83.89,,,1,83.89,,,,,1,,,,83.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,216.68,,,,,,,,,,,,,,,,1,,108.34,1,108.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,235.85,,,,,,,1,117.92,1,,,,117.92,,,,,,1,117.92,,,,,,,,,,1,117.92,,,1,117.92,1,117.92,,,,,,,,,,,,
,,,,60~64,5,595.95,2,238.38,,,,,,,4,,,,476.76,,,,,,1,119.19,1,,119.19,,,1,119.19,1,119.19,2,238.38,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,134.59,1,134.59,4,,,,538.36,,,,,,,,2,,269.18,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,180.18,,,,,,,,,,,,,,,,1,180.18,1,180.18,,,2,360.36,1,180.18,,,,,,,,,,,,,,,,
,,,,75~79,1,319.49,,,,,,,,,,,,,,1,319.49,,,,,,,,,1,319.49,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,1,632.91,,,,,,,,,1,632.91,,,1,632.91,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,食道,,胸腺、心臟與中隔,,,喉,,結直腸癌,,睪丸,,腦,,膀胱,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,1,83.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71.33,,,,,,,,,,,,,,,,,,,,
