,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,5,46.83,,,,,,,,,,,,,,,,1,37.66,4,37.46,,,,,,,,,,,1,39.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24.93,,,1,37.66,,,,,,,,,,,,,,
,,,,45~49,1,64.23,1,31.45,,,,,,,2,,,,143.99,,,,,2,42.22,,,,,,,,,,,1,31.45,,,,,,,,,,,,,,,,,1,71.99,,,,,,,1,31.45,,,2,43.77,,,,,,,,,,,,,,,,,,
,,,,50~54,1,69.01,,,,,1,84.60,,,,,,,,,,,,3,106.35,1,35.45,,,1,84.60,,,,,,,,,2,49.96,,,,,,,,,,,1,35.45,1,69.01,,,,,,,,,1,35.45,4,73.37,,,,,,,,,,,,,,,,,,
,,,,55~59,1,98.04,,,,,,,,,1,,,,41.84,,,,,12,260.76,,,,,,,,,1,41.84,3,87.98,,,4,111.67,1,98.04,,,,,1,41.84,,,,,,,,,,,,,,,,,2,83.68,1,41.84,,,,,,,,,,,,,,,,
,,,,60~64,3,111.03,,,,,,,,,3,,,,70.47,,,,,8,183.70,,,1,76.80,,,,,1,76.80,13,229.80,2,67.68,3,68.89,,,1,33.84,,,,,,,1,76.80,8,141.42,,,,,,,,,4,70.71,,,1,33.84,2,67.68,,,,,,,,,,,,,,
,,,,65~69,2,51.35,,,1,38.57,1,90.33,1,76.80,,,,,,,,,,5,99.96,1,76.80,,,,,,,1,38.57,12,239.90,1,90.33,1,38.57,2,54.05,3,81.08,,,,,1,38.57,1,38.57,2,83.02,,,1,38.57,,,,,1,38.57,1,90.33,,,1,90.33,,,,,,,,,,,,,,
,,,,70~74,1,69.88,,,,,,,,,,,,,,,,,,2,98.72,,,,,1,168.07,,,1,69.88,4,136.89,2,336.13,6,296.15,2,85.95,,,,,,,,,1,69.88,,,,,,,,,,,2,139.76,1,111.61,,,4,197.43,,,,,,,,,,,,,,
,,,,75~79,3,250.42,,,1,215.52,,,,,,,,,,,,,,6,406.23,,,1,136.24,,,,,1,358.42,5,493.58,,,3,203.11,1,136.24,,,,,,,,,,,3,296.15,,,,,,,1,215.52,1,136.24,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,421.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,2083.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,30.52,,,,,,,,,,1,30.52,,,,,,,,,,,,,,,,,,,,,,,1,13.26,,,,,,,,,1,30.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,1,12.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,1,11.46,,,,,,,,,,,,,,,,,,,,,,,1,11.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,2,28.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,13.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,29.33,,,,,1,,,,19.20,1,11.61,,,,,1,11.61,,,1,11.61,2,23.22,,,,,,,,,,,1,29.33,,,,,1,29.33,,,,,,,,,,,3,21.71,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,12.42,,,1,12.42,,,,,,,,,,2,17.84,,,,,,,,,,,,,,,2,27.65,,,,,,,,,,,,,1,24.54,,,,,,,,,1,12.42,3,37.25,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,15.62,,,,,1,36.58,,,,,,,,5,52.68,,,,,1,15.62,2,21.89,,,,,,,1,32.37,,,,,,,,,,,,,,,,,1,32.37,1,15.62,1,15.62,1,36.58,2,21.89,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,6,120.41,,,,,,,,,,,,,,5,100.34,,,,,,,,,,,,,,,2,40.14,1,63.05,,,,,,,,,,,1,63.05,,,,,,,,,1,63.05,1,63.05,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,5,88.14,,,,,,,,,,,,,,10,176.27,,,,,,,,,2,71.79,,,,,2,136.99,,,,,,,,,,,2,71.79,2,69.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,131.00,,,,,,,,,,,,,,5,108.08,,,,,,,1,81.23,1,81.23,,,1,43.67,1,43.67,1,43.67,1,43.67,1,43.67,,,,,,,1,43.67,,,,,,,2,56.80,,,1,90.50,1,81.23,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,154.56,,,,,,,1,77.28,,,,,,6,112.07,,,,,1,35.35,3,73.89,7,130.74,1,77.28,,,5,93.39,1,81.23,,,1,77.28,,,,,,,3,72.76,,,,,,,1,35.35,1,77.28,,,,,1,35.35,2,49.26,,,,,,,,,,,,,,,,
,,,,65~69,3,72.41,1,76.86,,,2,69.74,2,69.74,,,,,,7,128.58,,,1,34.87,3,71.96,4,73.48,12,220.43,2,48.27,,,5,119.93,,,1,76.86,,,,,,,2,69.74,4,73.48,,,1,34.87,,,1,34.87,2,153.73,1,76.86,,,1,78.43,8,146.95,,,,,,,,,,,,,,,,
,,,,70~74,2,121.43,1,60.72,,,,,3,115.43,,,,,,5,152.30,,,,,,,5,214.50,6,182.76,,,,,3,115.43,1,60.72,,,,,,,1,60.72,,,6,182.76,1,105.04,,,1,60.72,,,3,182.15,,,,,1,60.72,2,85.80,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,128.53,,,,,,1,205.76,,,,,,,,,4,1219.51,,,,,3,271.25,,,1,128.53,,,,,,,,,,,1,128.53,,,,,,,1,128.53,,,,,,,3,237.34,,,,,,,,,,,,,,,,
,,,,80~84,1,751.88,,,,,,,,,,,,,,,,,,,,,,,,1,253.16,,,,,,,,,,,,,,,,,1,751.88,,,,,1,253.16,,,,,,,,,,,,,3,482.32,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1694.92,,,,,,,,,1,1694.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.96,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,10.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,27.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,32.55,,,1,14.14,,,,,,,,,,,,,,,,,,,,,1,14.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,31.28,,,,,1,12.68,,,,,,,,,,,,,,,,,,,,,,,1,31.28,,,2,25.36,,,1,12.68,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,21.74,,,,,,,,,,,,,,,,1,11.13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.74,,,,,1,30.39,,,,,1,11.13,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,23.88,,,1,11.94,,,,,1,,,,11.94,,,3,26.24,,,,,,,,,1,32.68,2,49.62,1,24.81,,,,,,,,,,,1,11.94,1,24.81,,,1,11.94,,,,,,,2,23.88,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,28.52,,,,,,,,,,,,,,,,2,71.28,,,1,14.26,1,30.36,1,35.64,,,1,35.64,,,,,,,,,,,,,2,20.37,,,,,,,,,,,,,1,14.26,,,1,35.64,,,,,,,,,,,,,,,,,,
,,,,45~49,5,88.04,,,,,,,,,,,,,,,,8,108.20,,,,,1,58.31,,,,,,,2,35.22,,,,,,,,,,,3,53.54,1,25.72,,,2,51.44,,,,,1,58.31,1,55.83,,,1,25.72,,,,,,,,,,,,,,,,,,
,,,,50~54,3,224.22,,,,,,,,,,,,,,1,33.44,5,167.22,,,,,1,74.74,1,68.26,,,1,68.26,1,33.44,,,,,,,,,1,74.74,,,1,33.44,,,,,,,,,,,2,136.52,1,74.74,,,,,,,,,,,,,,,,,,,,
,,,,55~59,6,125.21,,,,,,,,,,,,,,1,41.81,2,83.33,1,85.11,,,,,5,104.34,,,3,82.94,,,,,,,,,,,,,1,41.81,,,,,,,,,,,1,85.11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,6,120.43,,,,,,,,,2,,,,53.28,1,90.25,6,120.43,,,,,1,81.43,3,60.22,,,6,154.88,1,81.43,,,,,,,,,,,,,6,159.83,,,,,,,,,1,37.79,1,90.25,,,,,1,37.79,,,,,,,,,,,,,,,,
,,,,65~69,2,155.64,,,,,,,,,,,,,,1,33.77,9,164.53,,,,,1,77.82,12,219.38,,,1,81.70,3,54.84,3,54.84,1,81.70,,,,,,,3,70.65,5,91.41,1,81.70,2,67.54,,,,,2,79.71,1,77.82,,,1,33.77,3,71.68,,,,,,,,,,,,,,,,
,,,,70~74,1,99.21,1,99.21,1,54.64,1,139.28,,,,,,,,2,278.55,2,115.87,1,54.64,,,4,140.94,6,235.48,,,9,253.09,1,99.21,,,,,,,,,1,139.28,2,78.49,3,105.71,,,,,,,,,2,78.49,,,,,2,70.47,3,163.93,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,3,350.06,3,350.06,,,1,116.69,2,147.93,6,359.28,1,116.69,1,116.69,1,202.02,,,,,,,,,,,,,1,116.69,,,,,,,,,4,295.86,,,,,,,1,314.47,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,229.36,,,,,,,,3,420.76,,,,,3,688.07,4,689.66,1,361.01,1,229.36,,,,,,,1,229.36,,,,,,,2,344.83,,,,,,,,,1,229.36,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,909.09,1,909.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,12.07,,,,,,,1,12.07,,,,,,,,,1,12.07,,,,,,,1,12.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,1,32.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.41,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,1,11.42,,,,,1,24.94,,,,,,,,,1,11.42,,,,,,,,,,,2,15.67,,,,,,,1,11.42,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,21.56,1,,,,31.41,,,,,1,12.65,,,,,,,,,,,,,1,12.65,,,,,,,,,,,,,,,,,1,31.41,,,,,,,1,12.65,,,1,12.65,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,10.86,,,,,,,,,,,,,,,,,,1,10.86,1,31.17,,,,,,,,,,,1,10.86,,,,,,,,,,,,,,,1,10.86,1,20.11,,,1,10.86,,,,,,,,,,,,,,,,
,,,,35~39,1,22.84,,,,,,,,,,,,,,,,,,2,26.85,,,,,,,1,11.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,33.80,,,,,,,,,,,,,,,,
,,,,40~44,1,27.89,,,,,,,,,,,,,,,,,,6,42.88,,,,,1,27.89,,,,,,,1,35.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,111.54,,,,,,,,,,,,,,,,
,,,,45~49,3,47.15,1,46.88,,,,,,,2,,,,93.76,,,,,7,82.40,,,1,46.88,,,2,30.43,,,,,,,1,22.52,,,,,,,,,,,1,22.52,2,31.44,,,,,,,,,1,52.03,,,3,35.31,,,,,,,,,,,,,,,,
,,,,50~54,5,115.23,,,,,,,,,,,,,,,,,,5,88.35,,,,,,,1,33.66,,,1,73.10,1,33.66,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.76,,,,,,,,,,,,,,,,,,
,,,,55~59,3,122.15,,,,,,,,,1,,,,39.40,,,,,2,78.80,,,,,1,85.84,2,52.23,,,,,3,60.07,,,1,85.84,,,,,,,,,,,1,85.84,,,,,1,85.84,,,,,,,2,154.92,,,1,85.84,,,,,,,,,,,,
,,,,60~64,2,57.57,,,,,,,,,,,,,,,,,,4,181.74,,,1,87.87,3,136.30,7,151.78,,,,,3,65.05,2,57.57,,,,,,,,,1,87.87,2,57.57,3,263.62,,,,,,,,,1,41.48,3,124.43,3,86.36,,,1,41.48,1,87.87,,,,,,,,,,
,,,,65~69,4,95.69,,,,,1,80.52,,,1,,,,34.33,1,80.52,,,8,147.55,,,1,78.93,4,96.27,9,215.31,1,80.52,,,4,95.69,2,68.66,,,,,1,34.33,,,,,1,34.33,3,55.33,,,1,78.93,1,78.93,,,,,2,68.66,,,,,1,34.33,2,48.13,,,,,,,,,,
,,,,70~74,,,1,50.40,1,50.40,,,,,,,,,,1,117.10,,,7,233.33,,,1,50.40,5,129.74,9,233.52,,,,,4,140.94,1,50.40,1,50.40,,,,,1,50.40,,,,,1,117.10,,,2,70.47,,,,,,,3,100.00,,,,,,,4,103.79,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,111.23,,,2,219.54,1,111.23,4,281.89,1,111.23,,,3,333.70,3,329.31,,,,,,,,,,,,,,,,,,,,,,,1,111.23,,,,,1,255.75,,,1,111.23,,,,,,,,,,
,,,,80~84,,,,,1,217.86,,,,,1,,,,217.86,2,322.06,,,1,335.57,,,,,1,217.86,1,217.86,,,,,2,434.78,,,,,,,,,,,,,,,3,396.30,,,,,,,1,617.28,,,2,264.20,,,,,,,4,644.12,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,595.24,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,男性乳房,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,22.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.16,1,41.46,1,11.92,,,,,,,,,,,1,41.46,1,11.92,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,28.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,1,32.83,1,12.41,,,1,32.83,,,,,,,,,,,,,,,,,,,1,12.41,,,,,,,,,,,1,12.41,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,18.76,,,,,,,,,1,,,,10.65,,,1,32.50,,,,,1,18.76,,,,,,,,,,,,,,,,,,,,,1,18.76,,,1,18.76,,,1,32.50,,,1,10.65,1,18.76,,,,,,,,,,,,,,,,,,,,
,,,,35~39,5,41.03,,,,,,,1,20.80,,,,,,1,20.80,4,32.82,,,1,20.80,,,1,33.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.91,,,1,10.91,1,33.11,,,1,20.80,,,,,,,,,,,,,,
,,,,40~44,6,55.45,,,,,,,1,25.52,,,,,,,,3,20.35,,,,,1,25.52,1,12.49,,,1,25.52,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24.99,2,16.77,,,,,,,,,,,,,,,,,,,,
,,,,45~49,6,60.67,1,39.37,,,,,,,,,,,,,,5,50.56,,,,,1,19.15,2,27.21,,,,,,,1,19.15,,,,,,,,,,,,,,,,,,,,,,,1,19.15,1,19.15,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,45.78,3,68.67,,,1,32.82,,,,,,,,,,5,114.44,,,1,73.10,1,75.64,,,,,2,45.30,1,73.10,,,,,,,,,,,1,32.82,2,151.29,,,,,,,,,,,1,32.82,1,75.64,,,,,,,,,,,,,,,,,,,,
,,,,55~59,5,96.25,,,,,,,,,,,,,,,,15,288.74,,,,,2,51.73,6,115.50,,,1,75.24,1,37.91,,,,,,,,,,,,,5,129.33,,,,,,,,,,,,,,,,,,,1,37.91,,,,,,,,,,,,,,
,,,,60~64,4,119.83,1,43.55,,,,,,,3,,,,130.66,,,11,249.94,1,43.55,1,95.97,3,89.87,4,119.08,,,1,43.55,4,90.89,,,1,95.97,,,,,,,,,3,89.31,,,,,1,94.07,1,95.97,,,4,119.08,,,,,1,43.55,1,95.97,,,,,,,,,,,,,,
,,,,65~69,3,54.03,3,70.52,,,,,1,32.77,1,,,,77.04,,,6,108.07,,,3,98.30,4,131.06,14,252.16,,,5,114.94,1,32.77,1,83.19,,,,,,,,,,,7,160.92,,,,,,,,,,,1,32.77,1,83.19,,,,,1,83.19,,,,,,,,,,,,,,
,,,,70~74,1,96.90,1,96.90,1,44.82,,,,,1,,,,96.90,,,15,355.37,,,,,4,122.59,9,282.22,1,44.82,4,125.43,,,3,134.47,,,,,,,,,1,44.82,7,219.50,,,,,,,,,,,3,91.94,,,,,,,9,213.22,,,,,,,,,,,,,,
,,,,75~79,1,95.33,,,,,,,,,,,,,,,,3,143.40,,,1,166.67,1,166.67,7,334.61,1,225.73,2,134.05,1,225.73,,,,,,,,,,,,,1,95.33,,,,,,,,,,,1,225.73,,,,,1,95.33,6,286.81,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,2,651.47,,,,,,,1,534.76,,,3,375.94,,,,,,,,,,,1,534.76,,,3,607.29,,,,,,,,,,,1,203.67,,,,,,,3,442.48,,,,,,,,,,,,,,
,,,,85+,,,1,558.66,,,,,,,,,,,,,,,,,,,,,,1,558.66,,,1,1315.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1315.79,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
