,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,73.53,,,,,2,,,,98.67,4,174.14,1,73.53,,,3,148.00,2,97.80,,,5,207.90,,,2,98.67,,,,,1,129.03,1,129.03,,,1,149.93,,,,,,,,,2,98.67,,,2,291.97,2,138.70,,,,,,,,,,,,,,
,,,,75~79,,,1,793.65,,,,,3,202.70,,,,,,1,241.55,1,793.65,,,,,2,322.06,,,2,167.36,1,297.62,,,,,,,,,1,793.65,,,,,,,,,,,,,,,,,1,128.04,2,187.62,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,301.20,1,699.30,,,1,301.20,,,1,613.50,,,,,,,,,,,,,,,,,,,,,,,,,,,2,643.09,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1960.78,,,,,,,,,,,,,,,,1,1351.35,,,2,1136.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,男性乳房,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,1,26.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58.69,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,28.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,24.57,,,,,,,1,63.17,1,,,,28.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,2,48.02,,,,,1,30.33,,,1,41.19,,,1,59.99,,,,,,,,,,,1,24.01,,,,,,,1,30.33,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,64.23,,,,,,,,,,,,,,,,1,48.59,,,,,1,32.28,,,,,,,1,24.59,1,32.28,,,1,24.59,,,1,48.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,111.69,,,,,,,,,,,,,,,,5,95.40,,,,,,,,,2,38.16,,,1,27.93,,,,,1,62.31,,,,,,,,,,,,,,,2,31.91,2,55.85,,,,,,,,,,,,,,,,,,
,,,,45~49,8,96.28,,,,,,,,,1,,,,37.57,,,4,118.73,1,37.57,1,37.57,1,50.81,4,80.97,,,1,37.57,,,,,,,,,,,1,100.10,1,37.57,,,,,,,,,1,37.57,2,142.76,,,,,,,,,,,,,,,,,,
,,,,50~54,8,155.46,,,,,,,,,,,,,,,,7,144.87,,,,,2,216.45,2,77.49,1,75.08,,,2,88.65,1,80.06,,,,,,,,,,,,,,,,,,,,,3,116.96,,,,,,,,,,,,,,,,,,
,,,,55~59,3,116.69,1,80.65,,,1,80.65,,,3,,,,107.45,,,7,159.53,1,80.65,,,2,79.15,2,128.87,1,62.66,,,1,64.43,2,71.63,,,1,64.43,,,,,3,118.72,,,,,,,,,3,78.72,,,,,2,63.53,,,,,,,,,,,,,,
,,,,60~64,1,69.30,2,142.65,,,1,106.95,,,1,,,,106.95,,,7,145.44,,,,,1,96.81,6,158.73,,,,,,,1,106.95,,,,,,,,,1,69.30,,,1,71.33,1,96.81,2,213.90,1,71.33,3,123.20,,,,,,,,,,,,,,,,,,
,,,,65~69,2,118.84,,,,,2,155.16,,,2,,,,67.29,,,3,105.67,,,,,5,123.52,10,194.59,1,91.66,,,3,100.94,2,84.57,,,,,1,59.42,,,6,216.29,,,,,,,,,4,98.81,,,1,91.66,4,144.98,,,,,,,,,,,,,,
,,,,70~74,1,117.79,,,,,,,,,,,,,,1,117.79,7,209.96,,,,,,,5,203.75,,,,,4,274.16,2,128.70,2,137.08,,,,,,,3,136.67,,,1,68.54,,,,,2,128.70,1,135.87,,,1,141.84,,,,,,,,,,,,,,
,,,,75~79,,,2,153.61,,,,,,,,,,,,,,1,308.64,,,,,2,166.11,5,249.50,,,,,1,751.88,2,250.00,,,,,,,,,5,316.06,1,236.97,,,,,2,268.10,2,617.28,,,,,5,307.50,,,,,,,,,,,,,,
,,,,80~84,,,,,1,283.29,,,,,,,,,,,,2,632.91,1,632.91,,,,,3,587.08,,,,,1,689.66,,,,,,,,,,,1,283.29,,,,,,,,,,,,,1,283.29,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,1449.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,28.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55.37,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,27.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.98,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47.66,,,,,,,,,,,,,1,25.89,,,1,25.89,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,24.96,1,,,,52.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,25.04,1,29.12,1,25.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.04,,,1,29.12,,,,,,,,,,,,,,,,
,,,,30~34,4,79.16,,,,,,,1,24.09,,,,,,1,59.42,2,34.41,,,,,1,24.09,1,59.42,,,,,1,24.09,,,,,,,,,,,,,,,,,,,,,,,,,2,26.59,,,,,,,,,,,,,,,,
,,,,35~39,7,61.76,,,1,49.31,,,,,,,,,,,,2,48.77,,,,,1,32.34,,,,,1,24.38,,,1,24.38,,,1,32.34,,,,,,,,,,,,,,,,,,,1,24.38,,,,,,,,,,,,,,,,
,,,,40~44,5,71.71,1,27.55,,,,,,,,,,,,,,5,99.38,,,1,27.55,,,,,,,,,2,39.75,1,71.38,,,,,,,1,27.55,,,1,60.90,,,,,,,,,1,27.55,2,55.10,1,27.55,,,,,,,,,,,,,,
,,,,45~49,11,122.62,,,,,,,,,2,,,,140.45,2,70.60,7,121.70,,,,,4,92.10,1,70.22,,,,,2,70.60,,,,,1,70.22,,,1,46.53,,,2,80.19,,,1,70.22,,,,,2,46.05,1,70.97,,,,,,,,,,,,,,,,
,,,,50~54,8,176.95,,,2,75.50,,,,,,,,,,,,3,83.66,,,,,,,1,73.37,2,93.28,,,,,1,59.35,,,,,,,,,3,135.07,,,,,,,,,,,,,2,65.62,,,,,,,,,,,,,,,,
,,,,55~59,1,66.62,,,,,,,1,63.82,,,,,,1,63.82,7,129.56,,,,,3,128.48,1,63.82,,,,,2,65.19,5,128.14,,,,,,,,,1,150.15,2,77.40,,,2,65.19,2,85.65,,,1,66.62,7,155.49,,,3,103.99,,,,,,,,,,,,
,,,,60~64,3,120.43,,,1,65.70,,,,,1,,,,65.70,,,10,209.64,,,,,7,160.55,2,85.47,,,,,3,78.93,1,72.94,,,,,,,,,,,3,204.50,,,,,,,,,,,,,1,110.13,1,103.20,3,77.68,,,,,,,,,,
,,,,65~69,3,74.31,,,1,62.46,,,,,,,,,,,,9,176.64,1,86.66,1,78.00,8,157.02,8,157.02,2,69.37,,,5,116.74,1,62.46,3,108.89,,,,,,,,,3,128.21,1,62.46,1,94.52,2,173.31,,,3,103.23,1,78.00,,,1,86.66,2,123.15,,,,,,,,,,
,,,,70~74,1,306.75,,,,,,,,,1,,,,67.61,,,12,476.00,,,,,2,135.23,7,180.51,1,306.75,,,10,316.26,,,3,149.33,,,,,,,,,6,154.72,,,,,,,,,2,88.42,1,67.61,,,,,4,158.67,,,,,,,,,,
,,,,75~79,2,343.05,,,1,278.55,,,,,,,,,,1,105.04,7,350.18,1,105.04,,,4,288.60,4,288.60,1,105.04,1,105.04,1,105.04,,,,,,,,,,,1,230.41,2,460.83,,,,,,,,,,,,,,,1,230.41,4,273.97,,,,,,,,,,
,,,,80~84,,,,,2,531.91,1,1724.14,,,,,,,,,,,,,,,,,,2,531.91,,,,,1,578.03,,,,,,,,,,,,,1,1724.14,1,265.96,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1612.90,,,,,,,,,1,1408.45,,,,,,,,,,,,,,,,,,,,,,,,,1,1428.57,,,3,1463.41,,,,,,,1,1612.90,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,2,110.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55.28,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,1,57.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,74.79,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,62.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.72,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.14,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,54.59,,,,,,,,,1,,,,24.08,1,24.08,,,1,27.01,,,,,,,,,,,,,,,1,27.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,2,52.22,,,,,,,,,,,,,,,,,,,,,,1,25.16,,,,,,,,,,,,,,,,,,,,,,,,,1,64.85,1,46.15,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,3,40.52,,,,,,,,,,,,,,1,29.93,,,1,59.88,,,1,23.70,1,29.93,,,,,,,,,,,,,,,,,,,,,,,,,1,59.88,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,7,75.33,,,,,,,1,49.60,,,,,,5,53.80,,,1,45.83,,,,,,,1,62.27,2,27.48,,,,,,,,,,,,,,,,,,,,,,,2,63.61,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,43.69,,,,,,,,,,,,,,10,87.25,1,35.51,,,,,,,,,,,2,63.17,,,1,56.72,,,,,,,,,,,1,26.91,,,1,35.51,1,71.23,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,13,137.15,1,44.01,1,68.59,,,2,53.56,,,,,,9,108.00,,,,,3,55.42,6,139.96,,,,,1,87.26,1,87.26,,,,,1,68.59,,,1,44.01,1,31.84,,,,,,,1,31.84,3,55.42,,,,,,,,,,,,,,,,,,,,
,,,,50~54,5,120.25,1,68.17,,,,,1,55.87,,,,,,7,144.84,,,,,1,55.87,1,68.17,,,,,2,126.90,,,,,,,3,72.15,2,61.41,1,148.15,,,,,,,,,,,3,81.41,,,,,,,,,,,,,,,,,,,,
,,,,55~59,15,246.18,1,75.30,,,,,2,67.41,,,,,,15,325.03,,,1,67.66,3,75.62,6,134.98,2,85.91,2,67.41,1,75.30,2,67.41,,,2,80.71,,,,,1,100.00,1,75.30,1,154.32,,,,,,,1,61.01,,,,,1,61.01,,,,,,,,,,,,,,
,,,,60~64,10,189.97,1,73.86,,,,,2,79.81,,,,,,12,252.47,,,1,73.86,3,119.71,8,151.98,2,106.38,2,98.52,2,98.52,,,,,1,195.69,,,4,106.21,1,65.83,,,1,73.86,,,2,89.01,1,111.98,1,111.98,,,,,1,65.83,,,,,,,,,,,,,,
,,,,65~69,1,99.50,2,121.58,1,220.26,2,83.37,2,73.26,,,,,,10,202.31,,,,,7,141.61,12,242.77,,,1,64.98,2,199.00,1,83.96,,,,,1,99.50,4,125.63,,,,,1,99.50,,,,,2,78.62,3,251.89,,,2,73.26,3,79.96,,,,,,,,,,,,,,
,,,,70~74,1,100.20,1,64.43,1,100.20,2,128.87,1,100.20,,,,,,9,267.06,,,,,5,284.41,16,430.34,2,86.51,3,89.02,2,200.40,2,113.77,,,,,2,78.43,7,211.48,,,,,,,,,,,,,1,64.43,,,1,121.95,8,313.73,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,5,197.47,1,210.97,1,210.97,6,422.83,5,352.36,1,100.70,4,205.34,1,207.90,2,316.46,,,,,,,2,173.76,,,,,,,,,,,2,201.41,,,,,,,7,368.42,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,591.72,1,591.72,,,3,495.87,,,,,2,351.49,1,242.72,,,,,,,,,4,702.99,,,,,,,,,,,1,518.13,,,,,,,3,527.24,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,1408.45,2,1123.60,,,1,1449.28,,,,,,,,,,,1,1408.45,,,,,,,,,,,1,1449.28,,,,,,,1,1408.45,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,37.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.86,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,58.45,,,,,,,,,1,73.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,28.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.47,,,,,,,,,,,,,2,55.83,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,23.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,29.27,,,,,,,,,,,,,,,,1,66.58,,,1,29.27,,,,,,,1,25.61,1,66.58,,,,,,,,,,,,,1,29.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,124.84,1,23.67,,,,,,,2,,,,35.87,,,,,,,6,49.50,,,,,2,47.35,,,1,42.79,,,,,,,,,,,,,,,,,,,,,,,,,1,43.10,,,,,,,,,,,,,,,,
,,,,35~39,2,38.29,,,,,,,,,1,,,,24.14,1,24.14,,,,,4,63.00,1,31.46,,,1,60.86,1,24.14,,,1,31.46,,,,,,,,,,,,,,,2,37.13,,,,,,,1,48.92,,,,,,,,,,,,,,,,
,,,,40~44,9,90.22,1,69.98,2,35.35,,,,,3,,,,53.45,,,,,1,34.61,6,75.29,1,55.46,,,,,2,52.49,3,35.10,2,42.63,,,,,,,,,,,,,,,1,69.98,,,,,1,34.61,3,35.10,1,34.61,1,34.61,,,,,,,,,,,,
,,,,45~49,12,120.19,,,2,41.43,,,1,80.58,,,,,,,,,,,,6,83.10,1,65.27,,,,,,,2,83.89,,,1,65.66,,,,,1,41.95,2,35.16,,,,,,,,,,,,,3,62.03,1,65.27,,,,,,,,,,,,,,
,,,,50~54,10,154.75,,,,,,,,,,,,,,,,,,,,11,170.23,,,3,71.87,3,131.12,2,67.48,1,50.94,2,63.03,,,,,,,1,64.27,4,84.58,,,1,64.27,,,,,1,82.64,3,85.76,4,113.67,,,,,1,50.94,,,,,,,,,,
,,,,55~59,8,170.72,,,1,60.75,,,,,,,,,,1,73.15,,,,,10,225.28,,,4,90.11,7,137.25,,,,,,,,,,,,,,,4,153.91,,,,,1,70.13,,,1,151.29,2,84.07,1,151.29,,,,,3,100.64,,,,,,,,,,
,,,,60~64,3,90.55,,,,,,,,,1,,,,112.49,4,115.47,,,,,17,315.69,,,8,165.12,,,1,65.27,1,96.90,1,96.90,,,,,,,2,104.11,2,370.37,,,,,1,71.84,,,,,2,87.68,1,65.27,1,112.49,,,3,123.76,,,,,,,,,,
,,,,65~69,8,189.80,,,,,,,,,,,,,,1,78.68,,,,,13,251.84,,,2,85.14,11,318.29,,,2,85.14,2,157.36,3,101.90,1,69.88,,,2,139.76,3,209.64,,,1,92.76,,,1,69.88,2,84.10,4,214.36,2,85.14,,,1,105.60,4,105.82,,,,,,,,,,
,,,,70~74,3,87.80,,,1,94.25,,,,,,,,,,2,130.04,,,,,12,258.45,1,65.02,5,192.38,9,210.77,,,5,146.33,2,139.47,2,83.65,,,,,2,234.47,4,115.87,,,,,1,268.10,,,2,76.95,3,109.81,1,65.02,1,122.25,,,7,150.76,,,,,,,,,,
,,,,75~79,1,98.33,,,,,1,206.19,,,,,,,,2,129.20,,,,,5,245.94,1,206.19,3,193.80,13,608.61,1,206.19,4,258.40,2,133.16,,,,,,,1,98.33,9,363.05,,,,,2,133.16,,,1,224.22,5,245.94,,,,,,,7,359.34,,,,,,,,,,
,,,,80~84,,,,,,,1,214.59,,,1,,,,546.45,,,,,,,2,305.81,1,214.59,2,727.27,2,429.18,,,2,308.17,,,2,305.81,,,,,,,2,1092.90,,,1,214.59,2,943.40,,,,,3,458.72,,,,,,,8,923.79,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,2,722.02,,,1,500.00,2,1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1290.32,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,1,81.50,,,,,,,,,,1,59.14,,,,,,,,,1,59.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.54,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,2,57.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
