,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,1,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,24.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96.15,1,24.72,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,90.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.90,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,87.64,1,24.43,,,1,24.43,,,,,,,,2,68.49,,,,,,,,,,,,,,,,,1,24.43,,,,,,,,,,,,,1,87.64,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,43.24,,,,,,,1,26.55,1,,,,26.55,1,26.55,,,,,,,1,26.55,,,2,37.17,,,,,,,,,,,,,1,26.55,,,,,,,,,4,57.77,,,,,,,,,,,,,,,,,,
,,,,45~49,1,34.76,,,,,,,1,34.76,,,,,,4,115.74,,,,,,,1,85.03,,,1,169.49,,,,,,,,,,,,,,,,,1,172.71,,,2,49.35,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,89.10,,,,,,,,,1,,,,177.30,3,103.34,,,,,,,1,102.88,,,,,1,215.52,,,,,,,,,,,,,1,177.30,,,,,,,1,102.88,,,,,,,,,,,,,,,,,,
,,,,55~59,1,86.96,,,,,,,,,,,,,,9,198.37,,,,,1,48.61,,,,,3,172.12,1,86.96,2,71.58,,,,,1,163.67,,,2,71.58,,,1,86.96,,,1,48.61,2,105.99,1,168.63,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,163.40,,,,,1,,,,53.25,7,293.62,,,,,2,129.95,8,173.80,,,2,348.43,1,96.81,2,68.70,,,,,,,,,1,53.25,,,1,96.81,,,1,96.81,2,68.70,2,348.43,,,,,,,,,,,,,,,,
,,,,65~69,2,152.21,,,1,157.73,,,,,,,,,,8,240.75,,,1,65.49,4,115.11,6,277.65,,,5,175.99,1,121.07,1,65.49,,,,,,,1,157.73,3,127.50,1,65.49,,,2,92.55,,,,,1,121.07,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,250.00,,,1,188.68,2,,,,156.74,5,234.52,,,,,5,312.11,9,407.98,1,250.00,1,188.68,1,105.49,,,,,,,,,,,3,413.22,,,,,,,1,188.68,1,188.68,,,2,135.32,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,975.61,1,487.80,,,,,3,407.61,,,2,348.43,,,2,283.69,,,,,1,287.36,,,2,279.72,,,1,287.36,,,1,287.36,,,,,5,650.20,,,,,,,,,,,,,,
,,,,80~84,3,555.56,2,483.09,,,,,1,327.87,,,,,,3,563.91,,,,,1,327.87,1,327.87,,,1,917.43,1,515.46,1,847.46,,,,,1,327.87,2,400.80,2,655.74,,,,,,,1,327.87,,,,,2,660.07,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,2127.66,,,,,,,,,,,,,,,,,,,,,,,1,775.19,1,775.19,,,,,,,,,,,,,2,1136.36,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,21.12,,,,,,,,,,,,,,,,,1,54.88,,,,,,,,,,,,,1,110.13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,94.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.84,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,25.13,,,,,1,49.14,,,,,,,,,,1,71.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.13,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,68.82,1,23.84,,,,,,1,68.82,1,23.84,,,,,,,,,,,,,,,,,,,,,,,1,23.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,149.55,,,,,,,1,92.76,,,,,,4,55.17,,,,,1,24.00,,,,,,,1,49.85,,,,,,,,,,,2,37.55,1,24.00,,,,,2,63.17,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,44.24,,,,,,,1,105.37,,,,,,3,116.10,,,,,,,,,,,1,61.16,1,26.18,,,,,,,,,,,,,,,,,,,1,26.18,,,,,,,,,,,,,,,,,,,,
,,,,45~49,6,158.94,,,,,,,,,,,,,,4,91.35,,,,,1,77.22,1,32.23,,,1,77.22,1,148.81,,,,,,,,,1,148.81,,,2,53.95,,,3,80.93,3,76.88,,,,,,,,,,,,,,,,,,,,
,,,,50~54,9,210.67,1,112.23,,,2,83.40,1,229.36,,,,,,2,80.19,,,,,5,152.02,,,,,,,1,51.36,,,1,221.73,,,,,1,51.36,,,1,51.36,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,6,151.94,,,1,178.89,,,,,,,,,,5,216.73,,,2,114.42,4,117.96,,,1,47.89,1,86.73,,,,,,,1,47.89,1,168.07,2,61.71,,,,,,,,,2,95.79,2,61.71,1,47.89,,,,,,,,,,,,,,,,
,,,,60~64,2,67.73,,,,,,,,,,,,,,11,267.77,,,2,192.31,5,206.53,,,1,96.15,,,,,,,,,,,1,196.85,2,104.55,,,2,80.26,,,2,309.12,1,52.27,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,97.23,,,,,2,128.04,2,320.51,,,,,,4,116.45,,,2,97.13,5,163.03,,,9,252.53,1,201.21,1,113.51,,,,,,,1,202.02,6,147.82,,,2,81.87,,,2,178.41,,,,,,,3,192.06,,,,,,,,,,,,,,
,,,,70~74,1,177.94,2,149.37,,,,,1,286.53,,,,,,7,330.97,1,99.60,3,221.73,14,736.45,,,3,298.80,2,199.20,1,298.51,,,,,,,,,3,191.57,1,99.60,,,,,,,1,177.94,,,,,2,149.37,,,,,,,,,,,,,,
,,,,75~79,1,282.49,,,,,,,1,452.49,,,,,,2,223.96,,,1,282.49,5,448.83,,,3,533.81,1,282.49,1,480.77,,,,,,,1,282.49,2,371.06,1,185.53,,,,,2,223.96,,,,,,,1,476.19,,,,,,,,,,,,,,
,,,,80~84,1,1020.41,1,526.32,,,,,,,1,,,,854.70,1,854.70,1,348.43,1,526.32,4,673.40,,,,,1,526.32,,,,,,,1,348.43,,,2,938.97,,,,,,,,,,,,,2,651.47,3,628.93,,,,,,,,,,,,,,
,,,,85+,,,1,1515.15,,,,,,,,,,,,,,1,1754.39,1,1923.08,,,,,,,1,689.66,,,,,,,,,,,1,1923.08,,,,,,,1,689.66,,,,,,,3,1181.10,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,1,27.36,,,,,,,,,,,,,,,,,,,,,,,,,1,27.36,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,136.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,1,21.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,24.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,98.91,2,48.10,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,25.83,,,,,,,,,,,,,,,,,1,25.83,,,,,,,,,,,1,116.01,,,1,25.83,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,24.53,,,,,,,1,69.06,1,,,,24.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,49.58,,,1,108.34,,,2,89.13,,,,,,2,36.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,6,104.40,,,1,108.34,,,,,,,,,,5,91.41,,,,,,,,,,,,,,,,,,,,,,,3,112.44,,,,,,,,,,,1,26.23,,,,,,,,,,,,,,,,,,
,,,,45~49,6,98.85,,,,,1,29.76,,,1,,,,120.48,5,89.62,,,1,71.99,,,1,161.55,,,,,,,,,,,1,29.76,1,71.99,,,,,,,,,,,,,2,47.73,,,,,,,,,,,,,,,,,,
,,,,50~54,5,147.02,,,,,,,,,2,,,,67.91,6,241.35,,,,,1,48.88,1,111.23,,,,,1,48.88,,,,,,,,,,,1,227.27,,,,,,,,,1,227.27,,,,,,,,,,,,,,,,,,
,,,,55~59,4,91.68,,,1,187.27,,,,,1,,,,49.14,11,252.12,1,49.14,,,1,88.81,2,118.84,,,1,179.53,3,81.19,1,49.14,,,,,1,49.14,,,,,,,,,2,77.16,,,3,94.91,1,49.14,,,,,,,,,,,,,,,,
,,,,60~64,5,135.72,1,179.21,,,,,,,1,,,,51.36,7,189.29,,,2,80.84,2,102.72,9,188.72,2,186.74,,,1,51.36,,,1,51.36,,,3,121.26,,,,,1,179.21,,,,,2,102.72,3,114.81,,,1,93.37,,,,,,,,,,,,,,
,,,,65~69,3,134.83,,,1,208.33,,,,,,,,,,9,332.72,,,1,61.92,6,192.06,7,233.80,1,163.93,,,2,123.84,,,,,1,61.92,4,159.11,,,,,,,,,,,1,208.33,1,163.93,1,163.93,2,89.89,,,,,,,,,,,,,,
,,,,70~74,1,96.62,,,,,,,1,263.85,3,,,,183.04,10,403.71,,,,,3,373.13,13,460.67,,,2,122.03,,,1,96.62,1,96.62,,,4,190.66,,,,,,,,,,,1,165.56,,,,,2,141.44,,,,,,,,,,,,,,
,,,,75~79,1,462.96,,,,,,,1,442.48,3,,,,505.05,3,290.42,,,,,2,343.64,6,428.27,,,2,443.46,1,171.82,,,,,2,453.51,,,,,,,,,,,,,1,171.82,,,,,1,271.74,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,689.66,3,1034.48,,,,,4,548.70,4,655.74,,,,,,,,,,,,,3,491.80,,,,,,,,,,,1,840.34,,,,,1,344.83,,,,,,,,,,,,,,
,,,,85+,1,1515.15,,,,,,,,,,,,,,1,613.50,,,1,1515.15,,,1,1754.39,,,,,,,,,,,,,1,613.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,男性乳房,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,2,,,,44.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.34,,,,,,,,,,,1,26.34,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,22.65,,,,,,,,,,,,,,,,1,100.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.65,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,26.48,,,,,,,,,1,52.71,,,1,26.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,49.78,,,,,,,,,1,,,,24.89,,,,,1,24.89,,,,,1,24.89,1,24.89,,,,,,,,,,,,,,,,,1,24.89,,,,,,,2,49.78,,,1,50.97,,,,,,,,,,,,
,,,,35~39,2,31.95,,,,,,,,,1,,,,23.35,,,,,4,62.35,,,1,83.68,1,23.35,,,1,50.56,,,,,,,1,23.35,,,,,,,,,,,1,23.35,,,,,,,1,23.35,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,25.71,,,,,1,25.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.71,,,,,,,3,53.50,,,,,,,,,,,,
,,,,45~49,4,139.62,,,,,,,,,,,,,,,,,,3,60.35,,,,,1,117.37,,,,,1,155.76,,,,,,,,,,,,,1,117.37,,,1,117.37,,,2,57.01,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,174.83,,,,,,,,,,1,174.83,,,3,95.63,,,2,71.92,2,349.65,1,174.83,2,63.76,1,107.76,,,,,,,,,,,,,1,45.27,,,,,2,90.54,1,174.83,1,45.27,,,,,,,,,,,,,,
,,,,55~59,4,157.54,1,49.41,1,204.08,,,,,,,,,,,,,,8,169.10,,,2,78.77,4,127.02,,,1,194.17,,,2,75.93,,,,,,,1,49.41,,,1,163.93,,,,,1,49.41,,,,,1,49.41,,,1,91.58,2,79.55,,,,,,
,,,,60~64,5,134.66,,,,,,,,,1,,,,92.00,3,183.82,1,51.12,10,233.05,1,51.12,4,204.50,5,138.08,,,1,51.12,1,51.12,3,80.80,,,,,,,,,,,1,149.25,,,,,1,149.25,,,2,76.16,2,178.09,,,,,3,98.59,,,,,,
,,,,65~69,1,208.33,1,208.33,1,206.19,,,,,,,,,,,,,,10,447.63,,,4,125.04,9,281.34,1,208.33,,,2,216.45,,,,,,,1,206.19,2,216.45,1,208.33,2,187.27,,,1,171.53,1,108.23,1,60.57,,,1,108.23,1,108.23,1,206.19,,,,,,,,
,,,,70~74,1,87.64,1,205.76,,,,,,,1,,,,87.64,3,131.12,,,8,401.00,,,3,261.55,5,230.41,,,2,174.37,,,,,,,,,,,3,261.55,,,3,157.81,,,,,,,,,3,351.29,,,,,,,2,189.93,,,,,,
,,,,75~79,,,,,2,450.45,1,166.39,,,2,,,,208.12,,,,,8,763.36,1,166.39,3,361.45,7,669.86,,,3,499.17,,,2,332.78,,,,,,,,,,,1,166.39,,,,,1,166.39,,,1,277.78,,,,,,,6,504.20,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,2,961.54,,,2,816.33,1,480.77,1,793.65,2,486.62,1,347.22,2,486.62,,,,,,,,,,,,,,,,,,,,,,,,,3,558.66,,,1,793.65,,,1,480.77,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,840.34,,,,,,,,,1,588.24,,,,,,,,,,,,,,,1,840.34,,,,,,,,,1,1886.79,,,,,1,840.34,2,692.04,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,1,29.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.52,,,,,,,1,25.89,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,22.51,,,,,,,,,,1,170.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,21.64,,,,,,,1,102.15,,,,,1,21.64,,,,,,,,,,,,,,,,,,,,,,,1,21.64,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,1,27.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,94.25,,,,,,,,,,,,,,,,,,
,,,,30~34,2,61.67,,,,,,,,,,,,,,,,,,1,109.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50.53,,,1,25.27,,,,,,,,,,,,,,
,,,,35~39,3,48.40,,,,,,,1,23.69,2,,,,47.38,,,,,4,61.51,,,,,,,,,,,1,50.58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38.54,,,,,,,,,,
,,,,40~44,1,95.42,,,,,,,,,2,,,,50.65,,,,,1,25.32,,,,,,,,,2,112.87,,,1,25.32,,,,,,,,,,,,,,,1,25.32,,,1,56.43,2,98.62,,,2,40.02,1,56.43,,,,,,,,
,,,,45~49,5,82.70,1,27.31,,,,,,,,,,,,2,44.23,,,4,77.19,,,,,,,,,1,27.31,2,44.78,1,116.28,,,,,,,,,,,,,1,63.29,2,46.27,,,,,,,1,63.29,1,151.52,,,1,116.28,,,,,,
,,,,50~54,5,122.55,,,,,,,,,2,,,,67.25,,,,,6,194.30,,,1,201.21,,,,,,,2,57.64,,,,,1,40.36,1,40.36,,,,,,,,,1,40.36,,,,,1,40.36,2,80.71,,,,,,,,,,,,
,,,,55~59,3,156.99,,,1,99.01,,,1,178.89,,,,,,1,52.33,,,6,238.28,,,,,,,,,2,104.66,3,125.05,,,,,,,1,99.01,,,,,,,1,99.01,1,52.33,1,52.33,,,,,,,1,178.89,,,,,1,52.33,,,,
,,,,60~64,4,367.31,,,,,,,,,,,,,,1,51.76,,,13,304.24,1,174.22,,,,,1,179.53,3,155.28,12,280.83,,,,,2,79.81,1,174.22,,,,,,,,,2,66.20,,,,,1,51.76,1,51.76,2,76.63,1,147.49,,,4,132.41,,,,
,,,,65~69,5,228.94,,,2,116.96,,,,,1,,,,105.60,1,58.48,,,11,297.30,,,,,,,,,5,159.69,8,191.66,,,,,2,91.58,,,,,,,,,1,58.48,3,95.82,1,105.60,,,,,1,105.60,,,,,,,4,145.30,,,,
,,,,70~74,1,82.44,,,2,105.10,,,,,1,,,,82.44,3,143.68,,,7,251.98,,,,,1,82.44,1,82.44,3,434.78,15,539.96,1,82.44,,,3,131.35,1,144.93,,,,,1,82.44,1,82.44,2,105.10,,,,,1,82.44,1,241.55,,,,,,,3,607.29,,,,
,,,,75~79,,,1,149.93,,,,,1,438.60,1,,,,149.93,,,,,5,536.48,,,,,,,,,4,429.18,8,507.94,2,214.59,,,,,,,1,250.63,,,,,,,2,187.62,,,,,,,2,318.98,1,409.84,,,1,377.36,2,299.85,,,,
,,,,80~84,,,1,332.23,,,,,,,,,,,,,,,,1,462.96,,,,,,,,,,,4,626.96,,,,,3,470.22,,,,,,,,,,,1,332.23,,,,,,,1,462.96,,,,,,,3,890.21,,,,
,,,,85+,1,1298.70,,,1,1587.30,,,,,,,,,,,,,,,,,,,,,,,,2,836.82,1,1298.70,,,,,1,769.23,,,,,,,,,,,,,,,,,,,,,1,568.18,,,,,2,829.88,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
