,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,16.60,,,,,,,,,,,,,,2,33.20,1,16.60,1,16.60,1,16.60,,,,,,,1,16.60,,,,,,,,,,,2,33.20,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,50.40,,,,,,,,,,,,,,2,50.40,1,25.20,1,25.20,,,,,,,,,,,,,1,25.20,,,,,,,,,,,1,25.20,1,25.20,,,,,1,25.20,,,,,,,,,,,,
,,,,50~54,1,41.56,,,,,,,1,41.56,,,,,,1,41.56,1,41.56,,,,,,,,,1,41.56,,,,,,,,,1,41.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,50.25,1,50.25,,,,,,,,1,50.25,,,2,100.50,1,50.25,,,2,100.50,,,,,,,1,50.25,,,1,50.25,2,100.50,1,50.25,,,1,50.25,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,64.89,,,,,,,,,,,,,,1,64.89,2,129.79,,,,,1,64.89,,,,,1,64.89,,,,,1,64.89,3,194.68,,,,,,,,,,,,,,,1,64.89,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,73.21,1,73.21,3,219.62,10,732.06,1,73.21,,,4,292.83,,,,,,,,,,,1,73.21,,,1,73.21,,,,,,,,,1,73.21,,,,,,,,,,,,,,
,,,,70~74,1,98.81,,,,,,,2,197.63,,,,,,4,395.26,,,6,592.89,,,,,6,592.89,3,296.44,,,,,,,,,,,,,,,1,98.81,2,197.63,,,,,,,2,197.63,,,,,,,,,,,,
,,,,75~79,1,182.82,1,182.82,,,,,,,,,,,,,,1,182.82,3,548.45,1,182.82,,,,,,,,,,,,,,,,,,,,,1,182.82,1,182.82,,,1,182.82,,,3,548.45,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,446.43,,,2,892.86,,,,,,,,,,,,,,,,,,,,,,,,,1,446.43,,,,,,,1,446.43,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,1298.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,1,14.31,,,,,,,,,,,,,,,,,1,14.31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,1,12.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,2,31.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,14.43,3,,,,43.30,,,1,14.43,,,1,14.43,,,,,,,,,,,1,14.43,1,14.43,,,,,,,1,14.43,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,48.15,,,,,,,,,4,,,,64.21,2,32.10,,,,,,,,,,,2,32.10,,,1,16.05,1,16.05,,,,,,,1,16.05,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,22.01,,,,,,,,,1,,,,22.01,,,,,,,,,,,,,,,,,,,1,22.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,80.42,,,1,40.21,,,,,3,,,,120.63,,,,,1,40.21,,,,,,,,,2,80.42,,,,,,,,,,,1,40.21,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,94.97,,,1,47.48,,,,,2,,,,94.97,,,2,94.97,,,,,2,94.97,1,47.48,,,,,1,47.48,,,,,,,,,2,94.97,1,47.48,1,47.48,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,7,,,,441.36,1,63.05,2,126.10,,,,,2,126.10,1,63.05,,,1,63.05,2,126.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,3,,,,210.08,4,280.11,2,140.06,,,,,1,70.03,,,,,1,70.03,,,1,70.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,94.88,,,,,,,1,94.88,5,,,,474.38,2,189.75,6,569.26,,,,,5,474.38,,,,,,,,,,,,,1,94.88,1,94.88,,,,,1,94.88,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,163.13,1,163.13,,,,,,,1,,,,163.13,1,163.13,1,163.13,,,1,163.13,1,163.13,,,,,,,,,,,,,,,,,,,1,163.13,1,163.13,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,851.06,,,3,1276.60,1,425.53,,,1,425.53,1,425.53,1,425.53,,,,,,,,,,,,,,,,,1,425.53,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,970.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其他神經系統,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,14.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,31.70,,,,,,,,,,,,,,,,,,1,15.85,,,,,,,,,,,1,15.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,28.46,,,1,14.23,,,,,2,,,,28.46,,,,,1,14.23,,,,,,,,,,,,,,,,,,,1,14.23,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,61.89,,,,,,,,,3,,,,46.42,,,1,15.47,,,,,1,15.47,,,,,,,,,,,,,,,,,,,2,30.95,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,20.08,,,1,20.08,,,,,4,,,,80.31,,,,,3,60.23,,,,,1,20.08,,,,,,,2,40.15,,,1,20.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,37.06,,,,,,,5,,,,185.32,,,2,74.13,1,37.06,,,1,37.06,,,,,1,37.06,1,37.06,,,,,,,1,37.06,,,2,74.13,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,89.25,,,,,,,,,3,,,,133.87,,,,,1,44.62,,,1,44.62,1,44.62,,,,,1,44.62,,,1,44.62,,,,,1,44.62,1,44.62,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,61.58,1,61.58,,,,,,,6,,,,369.46,1,61.58,1,61.58,1,61.58,,,2,123.15,3,184.73,,,2,123.15,1,61.58,,,1,61.58,,,,,1,61.58,,,,,1,61.58,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,69.74,,,1,69.74,,,1,,,,69.74,,,,,6,418.41,1,69.74,2,139.47,1,69.74,,,,,2,139.47,,,,,,,,,,,,,1,69.74,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,180.34,,,5,,,,450.86,,,,,5,450.86,,,1,90.17,1,90.17,,,,,1,90.17,,,,,,,,,1,90.17,,,,,2,180.34,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,302.11,,,2,302.11,8,1208.46,,,1,151.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,400.00,,,,,,,,,,,,,,,,,1,400.00,,,1,400.00,,,,,1,400.00,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,813.01,,,1,813.01,,,1,813.01,,,2,1626.02,,,,,,,,,,,,,,,1,813.01,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,14.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,1,12.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,2,27.84,1,13.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,16.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.13,,,,,,,,,,,1,16.13,,,,,,,,,,,,
,,,,30~34,,,1,15.81,,,,,,,,,,,,,,,,1,15.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,14.03,,,,,,,,,1,,,,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28.06,1,14.03,,,,,,,,,1,14.03,,,,,,,,,,,,
,,,,40~44,6,90.39,,,1,15.06,,,,,1,,,,15.06,1,15.06,1,15.06,,,,,,,2,30.13,2,30.13,,,,,,,,,,,1,15.06,,,,,,,,,1,15.06,2,30.13,,,,,,,,,,,,,,
,,,,45~49,1,18.59,,,1,18.59,1,18.59,1,18.59,,,,,,4,74.38,,,1,18.59,1,18.59,,,1,18.59,,,,,,,1,18.59,,,,,,,3,55.78,,,,,,,,,1,18.59,1,18.59,,,,,,,,,,,,
,,,,50~54,5,167.06,,,,,,,,,,,,,,7,233.88,,,,,2,66.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.41,,,,,,,,,,,,
,,,,55~59,2,84.53,,,1,42.27,,,,,,,,,,3,126.80,,,1,42.27,1,42.27,,,,,,,1,42.27,,,,,,,,,,,2,84.53,,,,,,,,,1,42.27,,,2,84.53,,,,,,,,,,
,,,,60~64,1,58.38,,,,,,,1,58.38,1,,,,58.38,3,175.13,,,3,175.13,2,116.75,,,1,58.38,,,,,,,,,,,,,1,58.38,3,175.13,,,1,58.38,1,58.38,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,140.15,,,,,,,,,,6,420.46,,,1,70.08,2,140.15,,,3,210.23,,,,,1,70.08,,,,,1,70.08,1,70.08,1,70.08,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,87.26,,,,,1,87.26,,,,,,1,87.26,,,2,174.52,4,349.04,,,2,174.52,,,,,,,,,,,1,87.26,1,87.26,5,436.30,,,,,1,87.26,,,,,,,,,4,349.04,,,,,,,,
,,,,75~79,1,140.65,,,,,1,140.65,,,,,,,,2,281.29,,,,,1,140.65,,,1,140.65,,,,,,,,,,,,,1,140.65,,,,,1,140.65,,,,,,,,,,,5,703.23,,,,,,,,
,,,,80~84,,,1,364.96,,,,,,,,,,,,,,,,,,3,1094.89,,,1,364.96,,,2,729.93,,,,,,,,,,,,,,,,,,,,,,,,,,,1,364.96,,,,,,,,
,,,,85+,,,,,1,735.29,,,,,,,,,,,,,,,,1,735.29,,,,,,,,,,,,,,,,,,,,,2,1470.59,,,1,735.29,,,,,,,,,1,735.29,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.23,,,,,,,,,,,,,1,17.23,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.55,1,14.55,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.95,,,,,,,,,,,,,,,,,,,,,1,12.95,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,16.16,,,,,,,1,16.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.16,,,,,,,,,,
,,,,30~34,1,15.81,,,,,2,31.62,,,1,,,,15.81,1,15.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,14.12,,,,,1,14.12,,,,,,,,1,14.12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.12,,,,,,,,,,,1,14.12,,,,,,,,,,
,,,,40~44,2,29.42,,,,,,,,,1,,,,14.71,2,29.42,,,,,1,14.71,,,,,1,14.71,,,1,14.71,,,,,,,,,,,,,,,,,,,,,,,3,44.14,,,,,,,,,,
,,,,45~49,3,52.23,,,,,,,,,,,,,,5,87.05,1,17.41,,,1,17.41,2,34.82,,,2,34.82,,,1,17.41,,,,,,,,,1,17.41,1,17.41,1,17.41,,,1,17.41,1,17.41,,,1,17.41,1,17.41,,,,,,,,
,,,,50~54,2,58.00,,,,,,,1,29.00,,,,,,7,203.02,,,,,2,58.00,4,116.01,,,,,2,58.00,,,,,,,,,,,,,2,58.00,,,,,,,,,,,2,58.00,,,,,,,,,,
,,,,55~59,,,,,,,,,1,42.34,,,,,,3,127.01,,,,,2,84.67,,,,,1,42.34,,,,,,,,,,,,,1,42.34,2,84.67,,,,,,,,,,,1,42.34,1,42.34,,,,,,,,
,,,,60~64,,,,,1,54.70,1,54.70,1,54.70,1,,,,54.70,2,109.41,,,,,1,54.70,1,54.70,,,,,1,54.70,1,54.70,,,,,,,,,,,1,54.70,,,,,,,,,,,1,54.70,2,109.41,,,,,,,,
,,,,65~69,,,1,70.18,1,70.18,,,,,1,,,,70.18,2,140.35,,,,,,,5,350.88,1,70.18,3,210.53,,,2,140.35,,,,,,,,,,,1,70.18,,,,,,,,,,,,,1,70.18,,,,,,,,
,,,,70~74,4,335.85,,,,,,,,,,,,,,6,503.78,,,,,1,83.96,6,503.78,2,167.93,,,,,,,,,,,,,,,1,83.96,2,167.93,,,,,,,2,167.93,4,335.85,2,167.93,1,83.96,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,132.45,1,132.45,,,1,132.45,,,,,,,,,,,1,132.45,,,1,132.45,,,,,,,,,1,132.45,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,319.49,,,,,,1,319.49,,,1,319.49,,,,,,,,,,,,,,,,,,,,,,,1,319.49,,,,,,,,,2,638.98,,,3,958.47,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,653.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,男性乳房,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,1,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.04,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,15.23,,,,,,,,1,15.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,15.68,,,,,,,,,,1,15.68,,,,,1,15.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.68,,,,,,,,,,,,
,,,,35~39,3,43.00,,,,,1,14.33,,,,,,,,,,1,14.33,,,,,1,14.33,,,,,2,28.67,,,,,,,,,,,,,,,,,1,14.33,,,,,,,,,,,,,,,,,,
,,,,40~44,4,58.81,,,,,,,1,14.70,,,,,,,,8,117.63,2,29.41,,,,,,,,,,,1,14.70,,,,,,,,,,,,,,,,,1,14.70,,,,,,,,,,,,,,,,
,,,,45~49,3,49.63,,,,,1,16.54,1,16.54,,,,,,,,4,66.17,,,2,33.09,,,,,1,16.54,2,33.09,,,,,,,1,16.54,,,,,,,,,,,,,1,16.54,,,,,,,1,16.54,,,,,,
,,,,50~54,7,176.59,,,,,,,,,,,,,,,,,,1,25.23,1,25.23,,,,,3,75.68,2,50.45,,,,,,,2,50.45,,,,,1,25.23,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,41.98,,,,,1,41.98,1,41.98,1,,,,41.98,,,5,209.91,1,41.98,3,125.94,,,1,41.98,,,,,,,2,83.96,1,41.98,,,2,83.96,,,1,41.98,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,105.93,1,52.97,,,,,3,158.90,,,,,,,,4,211.86,5,264.83,5,264.83,1,52.97,,,1,52.97,,,,,,,,,,,1,52.97,,,,,,,,,,,1,52.97,1,52.97,1,52.97,1,52.97,1,52.97,,,,,,
,,,,65~69,,,,,1,69.49,,,,,,,,,,1,69.49,3,208.48,3,208.48,5,347.46,,,,,1,69.49,1,69.49,,,,,,,,,,,,,,,1,69.49,,,,,1,69.49,,,,,,,2,138.99,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,3,248.34,,,5,413.91,1,82.78,,,2,165.56,,,1,82.78,,,1,82.78,1,82.78,1,82.78,,,,,1,82.78,,,,,2,165.56,,,,,,,1,82.78,,,,,,
,,,,75~79,1,126.90,,,,,,,,,1,,,,126.90,,,2,253.81,,,5,634.52,,,,,,,,,1,126.90,,,,,,,1,126.90,,,1,126.90,,,,,,,2,253.81,,,,,,,2,253.81,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,271.00,,,3,813.01,,,,,,,1,271.00,,,,,,,,,,,,,,,1,271.00,,,,,,,,,,,1,271.00,,,,,,,,
,,,,85+,,,1,625.00,,,,,,,,,,,,,,,,1,625.00,1,625.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,625.00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
