,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,5,25.50,,,4,34.75,1,85.76,1,12.61,1,,,,21.89,5,23.61,1,12.61,22,84.04,1,32.41,2,34.17,1,12.61,12,52.89,31,113.37,4,24.42,15,72.70,8,48.46,,,2,34.17,,,1,38.48,,,,,1,22.19,3,33.56,6,36.89,,,2,16.08,4,40.04,,,2,25.22,1,41.68,3,19.87,,,2,25.22,7,37.66,,,,,,,,,,
,,,,65~69,4,36.67,,,4,43.17,,,,,1,,,,20.65,2,56.07,,,7,59.50,,,1,23.94,1,20.65,6,48.48,26,140.12,1,20.65,21,182.01,10,60.74,,,3,26.04,,,,,1,23.94,,,2,41.31,3,33.24,7,41.81,,,1,20.65,2,41.31,,,,,4,40.50,1,20.65,,,2,34.13,5,73.62,,,,,,,,,,
,,,,70~74,1,35.95,,,3,58.46,,,1,42.55,,,,,,2,55.82,1,81.10,6,76.80,,,1,42.55,2,69.04,6,73.12,22,233.45,,,17,170.24,4,67.92,1,182.82,1,177.94,,,,,1,81.10,,,,,2,69.04,3,52.83,,,1,123.00,,,,,2,138.22,2,55.82,1,132.10,,,1,42.55,4,93.65,,,,,,,,,,
,,,,75~79,,,,,2,126.34,,,,,2,,,,145.77,3,131.06,,,5,153.61,,,,,,,2,139.57,18,364.74,,,9,203.07,2,116.14,,,1,72.89,,,,,,,,,,,,,2,81.14,,,1,72.89,1,181.82,,,,,1,275.48,,,,,1,91.49,5,194.40,,,,,,,,,,
,,,,80~84,,,1,558.66,,,,,1,446.43,,,,,,,,,,,,,,,,1,602.41,,,3,580.27,,,3,335.57,,,,,,,,,,,,,,,,,,,,,,,,,,,1,787.40,,,1,291.55,,,,,,,3,409.28,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,706.71,1,621.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,819.67,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,1,15.14,,,,,,,4,,,,18.57,,,,,1,8.32,,,,,,,,,,,,,,,,,,,2,35.08,,,,,1,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,58.21,,,,,1,12.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.04,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,1,32.79,,,,,,,,,,,,,,,,,,1,13.90,,,,,,,,,,,,,,,,,,,,,3,9.75,,,1,6.85,,,,,,,2,16.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,23.28,,,1,,,,15.42,,,,,,,,,,,,,2,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.52,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,7.75,,,,,,,,,,3,20.48,,,,,,,2,12.63,,,,,,,,,,,,,1,17.34,,,,,,,,,,,1,7.75,,,,,,,2,10.42,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,33.57,,,1,15.67,,,,,,,,,,2,39.00,,,,,,,1,15.67,2,18.52,,,,,,,,,,,,,,,,,1,15.67,,,1,19.60,1,8.01,,,,,,,1,8.01,1,8.01,4,16.98,,,,,,,,,,,,,,,,,,
,,,,35~39,5,22.21,,,,,,,,,,,,,,,,,,4,16.56,,,,,,,,,2,19.32,,,,,1,8.82,,,,,1,8.82,1,15.97,,,,,1,15.97,3,17.63,,,,,,,,,1,24.44,,,7,22.36,,,,,,,,,,,,,,,,,,
,,,,40~44,3,24.49,,,,,,,,,,,,,,1,12.63,1,23.07,8,45.13,,,,,,,3,21.63,,,2,17.00,4,29.62,,,,,1,23.07,,,,,,,,,,,6,40.44,,,1,36.11,,,,,,,2,32.73,4,27.13,,,1,12.63,,,,,,,,,,,,,,
,,,,45~49,2,26.62,,,1,20.36,,,,,,,,,,1,56.09,,,12,96.25,,,,,,,6,58.25,2,92.89,1,20.36,2,75.24,,,,,,,,,,,,,,,,,3,61.09,,,,,,,,,,,,,3,30.83,,,,,,,,,,,,,,,,,,
,,,,50~54,3,60.54,,,2,33.00,,,,,,,,,,1,91.24,1,55.01,11,103.78,,,,,,,2,87.91,8,67.47,1,23.22,6,71.05,4,48.05,1,62.70,,,,,,,,,,,1,23.22,4,74.03,,,,,,,,,,,2,46.44,4,59.77,1,23.22,,,2,64.37,,,,,,,,,,,,
,,,,55~59,2,37.26,,,1,22.87,,,1,57.47,2,,,,45.75,1,85.11,,,20,136.30,,,,,1,65.49,5,61.25,11,102.94,3,109.65,6,64.14,,,,,,,,,,,,,1,100.40,,,4,80.39,,,,,1,56.98,,,1,57.47,4,52.33,3,62.67,,,1,57.47,1,43.98,,,,,,,,,,,,
,,,,60~64,5,40.49,,,1,39.02,1,24.79,1,22.11,4,,,,26.87,3,45.48,,,24,89.37,,,2,54.85,1,12.82,13,48.48,23,96.99,3,22.22,17,74.17,8,37.63,2,22.41,,,,,,,,,2,16.90,4,25.25,9,61.38,1,88.89,2,16.23,,,,,1,75.19,5,26.74,5,29.87,,,,,8,43.38,,,,,,,,,,,,
,,,,65~69,3,51.84,2,37.94,2,41.63,,,1,23.75,2,,,,74.99,4,50.03,,,23,160.22,,,1,18.97,,,14,81.21,34,162.97,,,27,143.49,4,38.22,1,33.77,1,33.77,,,1,101.73,,,2,32.81,1,18.97,10,58.01,,,3,59.92,1,101.73,,,,,2,31.96,6,39.49,,,1,33.77,7,52.49,,,,,,,,,,,,
,,,,70~74,2,54.91,,,1,101.01,,,,,1,,,,174.52,4,81.58,,,7,112.36,1,96.25,,,1,37.71,7,76.26,21,209.58,2,82.47,21,232.56,5,97.58,1,40.47,,,1,96.25,,,,,4,57.32,5,89.08,7,118.78,,,1,96.25,,,,,,,5,99.44,2,57.79,,,1,37.71,12,125.60,,,,,,,,,,,,
,,,,75~79,3,234.01,,,4,188.06,,,,,,,,,,1,44.11,1,223.71,6,274.22,,,1,158.48,,,3,280.11,17,340.27,1,256.41,16,297.29,4,134.27,3,103.52,,,,,1,259.07,,,2,57.18,2,162.47,3,114.42,,,,,,,,,,,4,111.76,,,,,1,81.23,9,192.72,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,223.71,1,588.24,,,3,237.34,,,,,,,1,223.71,3,588.24,1,588.24,4,434.78,,,,,,,,,,,,,,,2,177.15,,,,,1,483.09,,,,,,,,,,,,,,,1,223.71,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,800.00,,,,,,,1,1219.51,,,,,1,1315.79,1,549.45,,,,,,,,,,,,,,,1,775.19,1,1020.41,,,,,,,,,1,549.45,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,7.95,,,,,,,1,21.58,,,,,,,,,,,,,1,24.30,2,12.86,,,,,,,,,,,,,,,,,,,1,21.58,,,2,17.14,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,2,,,,11.15,,,,,,,,,,,,,,,1,7.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.67,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.71,,,,,,,,,,,,,,,1,31.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,7.70,,,,,1,7.70,1,7.70,,,,,,,,,,,,,,,,,,,,,,,,,1,35.29,,,,,,,,,,,,,,,1,7.70,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,7.52,,,,,,,,,,,,,,,,,,,2,12.47,,,,,,,,,,,,,1,14.53,,,,,1,7.52,1,16.00,,,,,2,15.04,,,,,1,16.00,1,16.00,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,3,31.61,1,,,,7.71,,,,,3,52.13,,,,,,,,,2,12.76,,,2,15.41,,,,,,,,,,,,,,,,,,,2,23.08,,,,,,,1,7.71,1,17.38,,,3,18.81,1,26.32,,,,,,,,,,,,,,
,,,,30~34,1,16.75,,,,,,,,,1,,,,7.79,1,20.20,,,5,17.90,,,,,,,,,1,32.99,,,2,35.59,1,7.79,,,1,16.75,,,,,,,,,,,,,4,18.19,,,,,,,2,15.57,3,16.86,1,40.90,4,19.76,,,,,,,,,,,,,,,,
,,,,35~39,3,23.85,,,2,12.36,1,56.24,,,,,,,,2,17.17,,,6,22.82,,,,,,,,,,,1,8.59,3,14.68,1,23.52,,,4,19.46,1,28.89,1,17.57,,,,,,,,,2,21.86,,,,,,,,,1,8.59,1,15.83,7,18.98,,,,,,,,,,,,,,,,
,,,,40~44,4,25.80,,,,,,,1,31.70,,,,,,1,23.60,,,5,33.72,,,1,38.52,,,1,11.47,1,11.47,2,26.68,,,1,11.47,,,1,38.52,,,,,,,,,,,,,3,18.50,,,1,27.55,2,14.69,,,,,,,8,31.59,1,23.60,1,20.40,,,,,,,,,,,,
,,,,45~49,4,50.31,1,19.17,2,43.73,,,1,19.17,1,,,,90.66,,,,,6,49.01,,,,,,,,,,,5,131.41,2,25.16,,,,,4,44.77,1,41.86,1,54.35,,,,,,,,,2,30.15,,,,,,,,,2,71.53,1,87.03,10,83.04,,,,,,,,,,,,,,,,
,,,,50~54,5,54.21,,,,,,,,,,,,,,,,,,6,65.76,,,,,,,,,,,3,53.56,5,82.92,2,45.02,1,82.51,5,62.74,,,,,1,22.51,,,1,22.51,,,4,50.19,,,,,,,,,,,1,53.48,4,54.50,,,1,42.61,,,,,,,,,,,,
,,,,55~59,3,209.79,,,5,75.43,,,1,24.64,,,,,,,,,,14,131.04,,,,,1,87.72,,,,,4,45.74,12,107.68,3,90.69,,,9,92.54,,,,,1,72.57,,,,,2,49.27,7,119.90,,,1,24.64,,,,,,,3,58.70,3,72.24,,,,,1,93.28,,,,,,,,,,
,,,,60~64,3,21.38,,,3,22.32,,,2,42.72,3,,,,46.83,4,27.80,,,35,146.20,,,,,2,36.92,,,,,17,78.95,35,140.43,6,29.57,,,23,87.80,3,27.18,4,22.18,1,44.29,,,1,13.36,4,28.51,14,68.66,1,41.61,5,35.99,5,41.16,,,,,9,47.01,4,22.75,1,91.32,2,31.22,2,33.60,,,,,,,,,,
,,,,65~69,3,26.42,,,6,52.02,,,1,51.63,,,,,,3,37.41,,,29,139.58,,,,,1,16.44,,,2,30.29,16,72.94,36,157.76,2,65.81,,,26,113.94,11,68.04,8,54.71,,,1,50.74,3,48.58,6,36.16,10,53.01,,,,,1,22.99,,,1,113.25,12,71.55,4,35.23,,,2,36.02,6,53.02,,,,,,,,,,
,,,,70~74,,,,,5,95.57,,,,,2,,,,78.13,4,63.95,1,32.57,8,124.65,,,,,,,,,1,32.57,11,109.42,30,258.84,,,,,14,127.68,3,82.53,2,65.15,,,,,1,89.93,4,86.66,14,155.04,,,2,124.53,,,,,,,4,51.72,3,58.57,2,65.15,,,17,179.08,,,,,,,,,,
,,,,75~79,2,344.23,,,3,126.53,,,,,2,,,,83.37,1,49.60,,,3,78.70,,,,,,,,,,,5,119.19,11,215.81,,,,,12,271.74,1,141.04,1,261.10,,,,,1,172.12,3,117.69,6,118.04,1,172.12,,,1,172.12,,,,,7,242.72,1,261.10,1,261.10,1,247.52,6,295.13,,,,,,,,,,
,,,,80~84,,,1,568.18,,,,,,,,,,,,,,,,3,246.51,,,,,,,,,,,3,215.36,9,423.13,,,,,5,266.10,1,100.50,,,,,,,1,675.68,1,450.45,1,526.32,,,,,,,,,,,3,462.25,,,,,,,2,168.78,,,,,,,,,,
,,,,85+,1,884.96,,,1,800.00,,,,,,,,,,1,458.72,,,1,884.96,,,,,,,,,,,,,4,840.34,,,,,1,458.72,1,1052.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,458.72,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,8,,,,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,64.96,,,,,,,,,2,12.77,1,34.41,1,20.39,2,24.17,2,64.96,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,4,,,,23.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30.63,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,31.17,2,,,,11.87,,,2,62.34,,,,,,,,,,,,,1,10.85,,,,,,,,,,,,,,,1,13.11,,,,,1,10.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,12.67,1,13.85,,,,,1,7.34,,,,,1,24.89,,,,,1,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16.74,,,1,34.78,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,2,12.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,29.66,1,7.60,,,,,,,,,1,15.50,,,,,2,15.21,,,2,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.50,3,31.42,,,,,,,,,,,,,,,,
,,,,30~34,2,29.35,,,,,,,1,15.98,2,,,,10.10,2,14.77,,,,,3,25.04,,,,,,,3,13.07,1,7.38,1,7.38,,,2,16.69,,,,,,,,,1,7.38,,,,,,,,,,,,,,,2,22.61,2,12.40,4,26.10,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,52.55,,,1,34.66,,,,,,,,,,,,5,17.73,1,21.15,,,1,8.14,,,1,16.82,1,16.82,,,2,18.74,,,,,1,15.18,,,,,,,,,3,22.12,,,,,,,,,,,1,8.14,3,45.24,1,8.14,,,,,,,,,,,,,,
,,,,40~44,3,16.55,,,1,21.66,1,18.49,2,14.80,3,,,,35.44,1,21.66,,,,,12,39.25,,,,,,,2,13.27,3,29.92,,,,,1,29.23,,,,,1,10.35,,,1,10.35,,,,,2,27.51,,,2,29.67,,,,,,,1,21.66,3,19.91,,,1,25.98,,,,,,,,,,,,
,,,,45~49,5,39.39,,,1,52.74,,,4,96.27,,,,,,,,,,,,8,50.99,1,18.45,,,,,2,56.90,2,35.75,,,,,3,28.80,2,24.94,,,,,,,,,,,,,1,110.13,,,,,,,,,,,1,61.77,2,24.94,,,,,,,,,,,,,,,,
,,,,50~54,6,71.20,,,1,41.36,,,1,80.58,1,,,,49.90,2,32.72,,,1,85.84,9,68.83,,,,,,,6,59.43,7,92.24,,,,,5,46.15,1,85.84,,,1,21.35,,,,,,,1,49.90,4,39.32,,,,,,,,,1,70.03,2,28.16,4,57.13,,,,,2,66.80,,,,,,,,,,
,,,,55~59,5,63.27,1,60.64,4,82.05,,,,,1,,,,49.12,,,,,,,11,115.77,1,101.52,,,1,64.43,7,83.58,8,81.28,1,26.41,,,2,62.48,1,49.12,,,2,37.47,1,60.64,,,,,1,26.41,5,56.21,1,64.43,1,88.73,2,128.87,,,,,1,26.41,5,61.62,,,1,101.52,,,,,,,,,,,,
,,,,60~64,2,23.02,1,15.34,9,54.07,1,15.34,,,1,,,,15.34,1,26.95,,,1,93.90,21,93.83,,,,,2,23.02,13,78.10,33,172.33,3,33.27,,,23,113.77,2,26.37,,,3,25.66,,,,,4,45.32,3,38.65,14,62.55,,,4,41.99,3,31.49,,,,,6,41.44,10,60.73,1,15.34,3,28.33,3,24.95,,,,,,,,,,
,,,,65~69,4,38.00,,,8,59.02,,,,,3,,,,24.78,5,42.80,,,,,28,116.55,2,30.06,1,16.93,,,10,54.18,34,141.53,1,46.34,,,30,124.88,7,42.73,1,26.75,5,39.55,,,,,3,32.03,2,42.25,15,71.59,1,21.84,3,28.61,3,29.59,1,16.93,2,19.07,9,43.03,6,36.81,,,5,33.10,5,42.66,,,,,,,,,,
,,,,70~74,3,57.33,2,53.15,8,79.50,,,,,1,,,,32.23,1,34.54,,,1,32.23,15,149.96,,,,,,,12,101.34,28,225.82,6,121.29,,,23,196.33,6,79.43,,,6,77.67,,,,,,,5,86.57,9,87.78,,,1,57.90,2,70.90,,,,,2,47.65,6,76.57,,,2,46.65,11,151.60,,,,,,,,,,
,,,,75~79,1,122.55,,,1,220.26,,,1,122.55,1,,,,49.65,,,,,,,13,226.68,1,122.55,,,,,11,257.67,16,239.74,2,136.43,,,14,249.55,6,206.54,,,1,49.65,,,,,1,220.26,3,227.10,4,93.11,,,1,68.21,,,,,1,261.10,2,140.25,,,,,1,122.55,11,242.40,,,,,,,,,,
,,,,80~84,1,523.56,,,4,242.87,,,,,1,,,,84.25,2,461.89,,,,,,,,,,,,,2,367.65,11,444.09,,,,,6,327.51,,,,,,,,,,,1,166.11,1,166.11,4,177.86,,,,,,,,,,,,,,,,,1,352.11,3,352.11,,,,,,,,,,
,,,,85+,,,1,1250.00,,,,,,,,,,,,,,,,,,,,1,735.29,,,,,,,,,,,1,1428.57,2,668.90,2,1069.52,,,1,456.62,,,,,,,,,1,450.45,,,,,,,1,1428.57,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.63,,,,,2,48.10,,,,,,,,,,,,,,,1,7.89,,,,,,,,,,,,,2,15.07,1,21.36,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,3,,,,24.65,,,,,,,,,,,,,,,,,,,2,26.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,3,,,,10.80,,,,,,,,,,,,,,,,,1,22.20,,,,,,,,,,,,,,,,,,,,,,,2,24.24,,,,,,,1,54.32,1,22.16,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,2,,,,11.71,,,,,,,,,,,1,7.13,,,,,1,20.57,1,32.08,,,,,,,,,1,11.74,,,,,,,,,,,,,1,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,27.11,2,,,,11.71,,,2,11.08,,,,,,,,,,,,,1,34.75,,,1,14.46,,,,,,,,,,,,,,,,,1,13.87,,,,,,,,,1,14.46,,,1,34.75,,,,,,,,,,,,,,,,
