,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.37,,,,,,,,,,,,,,,,
,,,,30~34,1,13.76,,,,,,,,,,,,,,2,22.09,,,,,,,,,1,13.76,,,,,,,,,,,,,,,1,13.76,,,,,,,,,1,13.76,,,,,,,,,,,,,,,,
,,,,35~39,2,26.90,1,13.45,,,,,,,1,,,,48.47,1,13.45,,,,,,,,,1,13.45,,,,,,,,,,,,,,,1,13.45,,,,,1,13.45,,,2,26.90,,,,,,,,,,,,,,,,
,,,,40~44,2,31.94,,,,,2,31.94,,,1,,,,15.97,5,59.75,,,,,,4,,63.88,,,,,3,47.91,,,,,,,,,2,31.94,,,,,1,15.97,2,31.94,,,1,15.97,,,,,,,,,,,,,,,,
,,,,45~49,2,54.36,,,1,27.18,,,,,,,,,,3,81.54,,,,,,,,,1,66.84,1,66.84,,,,,,,,,,,,,,,1,66.84,1,66.84,,,1,66.84,,,,,,,,,,,,,,,,,,
,,,,50~54,3,115.03,,,1,38.34,,,,,1,,,,38.34,5,137.82,,,,,,1,,98.04,2,76.69,,,1,38.34,,,,,,,,,,,,,,,,,,,,,1,38.34,,,,,,,,,,,,,,,,
,,,,55~59,2,86.39,,,,,1,43.20,,,,,,,,6,180.13,,,,,,3,,129.59,3,129.59,,,2,86.39,,,1,98.43,,,,,,,1,43.20,,,,,1,43.20,,,,,,,1,43.20,2,86.39,,,,,,,,,,
,,,,60~64,2,67.70,,,,,,,,,,,,,,5,169.26,,,,1,52.03,,,,4,135.41,,,,,1,52.03,,,1,52.03,,,,,2,67.70,,,,,,,2,104.06,,,1,96.90,,,,,,,,,,,,,,
,,,,65~69,1,62.54,,,,,,,1,62.54,1,,,,62.54,6,375.23,,,,,,4,,159.81,4,250.16,,,3,119.86,,,,,,,1,62.54,,,4,159.81,,,,,1,110.62,,,1,110.62,,,1,110.62,4,159.81,,,,,,,,,,
,,,,70~74,,,,,2,210.53,,,,,,,,,,5,303.03,1,,105.26,,,1,,105.26,7,424.24,,,1,105.26,2,210.53,,,,,1,142.86,,,3,315.79,,,,,1,105.26,,,,,,,,,2,285.71,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,369.00,,,,,,1,,184.50,2,369.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,184.50,5,530.79,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,546.45,,,,,,1,,546.45,3,578.03,,,2,385.36,,,1,297.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,746.27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,,其他神經系統,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,16.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,14.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,1,13.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,11.72,1,11.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.72,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,2,,,,28.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,2,,27.77,,,,,,,,1,13.89,,,,,,,,,,,,,,,,,,,,,,,3,33.88,,,,,,,,,,,,,,,,
,,,,35~39,2,26.53,,,,,,,,,1,,,,50.84,,,2,,26.53,,,,,,,,,,,,,,,,1,13.26,,,,,,,,,,,,,,,3,39.79,1,50.84,,,,,,,,,,,,,,
,,,,40~44,2,30.84,,,,,,,,,2,,,,30.84,,,8,,94.43,,,,,,1,15.42,1,15.42,1,15.42,,,,,1,15.42,,,,,,,,,1,15.42,,,,,3,46.26,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,22.16,,,,,,,,1,,22.16,,,,,,,,4,65.31,1,22.16,,,,,,,2,123.99,,,1,62.00,1,62.00,,,1,22.16,,,2,44.33,,,,,,,,,,,,,,,,
,,,,50~54,2,77.37,,,,,,,,,,,,,,,,4,,112.61,,,,,,,,5,140.77,1,103.41,2,77.37,,,,,,,,,,,,,,,,,,,3,116.05,,,,,1,38.68,,,,,,,,,,
,,,,55~59,1,41.67,,,,,1,41.67,,,,,,,,,,8,,236.62,,,,,,,,2,83.33,,,1,41.67,1,41.67,,,,,1,41.67,3,88.73,1,101.94,1,41.67,,,3,125.00,1,41.67,,,,,1,41.67,,,,,,,,,,
,,,,60~64,2,103.84,,,,,,,1,51.92,,,,,,1,51.92,5,,170.82,,,,,,2,103.84,2,199.80,,,,,1,99.90,2,68.33,,,,,3,102.49,,,1,99.90,,,2,68.33,1,51.92,,,2,103.84,1,51.92,,,,,,,,,,
,,,,65~69,,,,,,,,,2,77.46,,,,,,2,118.62,2,,77.46,,,,,,2,118.62,7,271.11,,,1,59.31,,,,,,,,,1,111.61,,,2,118.62,1,59.31,4,237.25,,,,,1,111.61,1,111.61,,,,,,,,,,
,,,,70~74,,,1,143.06,,,,,1,143.06,1,,,,143.06,,,3,,175.03,,,1,,98.52,1,143.06,6,350.06,1,98.52,2,116.69,1,98.52,2,197.04,,,,,4,233.37,1,143.06,2,116.69,,,4,394.09,,,,,,,4,233.37,,,,,,,,,,
,,,,75~79,1,227.79,,,,,,,1,177.62,1,,,,227.79,1,227.79,3,,299.40,,,,,,3,683.37,1,177.62,1,177.62,1,177.62,1,177.62,1,177.62,,,,,1,177.62,,,1,177.62,,,,,,,,,1,177.62,2,199.60,,,,,,,,,,
,,,,80~84,1,549.45,,,2,606.06,,,,,,,,,,,,3,,909.09,,,,,,,,2,390.63,,,2,606.06,,,1,549.45,,,,,,,,,,,,,1,303.03,,,,,,,2,1098.90,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,1,1075.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1075.27,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,男性乳房,,肝及肝內膽管,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.09,1,47.73,,,,,,,,,,,,,1,15.09,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.81,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,59.35,,,,,,,,,,,,,1,13.53,,,,,,,,,,,,,,,,,,,,,,,1,59.35,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,,64.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,3,,42.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.31,,,,,,,,,,,,,,
,,,,35~39,3,31.64,1,13.16,,,,,,,1,,,,13.16,,,2,,21.09,,,3,,31.64,,,,,,,,,,,,,,,,,,,,,,,1,13.16,1,13.16,,,,,,,,,,,,,,,,,,
,,,,40~44,4,46.00,,,,,,,1,53.28,2,,,,29.33,,,4,,46.00,,,2,,29.33,1,14.66,,,,,,,,,,,,,1,53.28,,,1,53.28,,,,,1,53.28,6,69.00,,,1,53.28,,,,,,,,,,,,
,,,,45~49,1,19.68,1,19.68,1,19.68,,,1,59.88,,,,,,,,8,,118.50,,,,,,,,,,1,19.68,1,19.68,,,1,59.88,,,1,19.68,,,,,,,1,19.68,4,59.25,1,19.68,1,59.88,,,,,,,,,,,,,,
,,,,50~54,2,74.82,,,,,,,,,,,,,,1,37.41,9,,336.70,3,82.17,1,,37.41,,,,,,,,,1,37.41,,,1,37.41,,,,,,,,,,,,,3,82.17,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,41.39,,,,,1,,,,107.87,,,5,,149.57,,,5,,149.57,,,,,1,41.39,,,,,,,1,41.39,,,,,,,1,107.87,,,1,41.39,,,,,1,107.87,2,82.78,,,,,,,,,,
,,,,60~64,1,51.26,,,2,68.80,,,,,2,,,,102.51,,,11,,378.40,1,51.26,5,,256.28,,,1,51.26,,,1,51.26,1,104.60,,,,,1,51.26,,,1,51.26,1,51.26,,,,,,,,,1,51.26,1,104.60,,,,,,,,,,
,,,,65~69,3,112.07,1,56.50,1,110.25,,,,,2,,,,74.71,1,56.50,2,,74.71,3,112.07,11,,410.91,,,,,3,112.07,1,56.50,1,110.25,1,110.25,1,56.50,3,112.07,,,2,112.99,2,74.71,,,1,56.50,2,74.71,,,,,,,,,,,,,,,,
,,,,70~74,2,186.57,,,1,93.28,1,93.28,,,1,,,,93.28,,,3,,279.85,,,9,,504.20,,,,,4,224.09,1,93.28,1,93.28,,,,,1,140.25,,,1,93.28,1,140.25,,,1,140.25,1,93.28,,,,,1,140.25,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,172.41,,,3,,631.58,5,473.93,3,,284.36,,,1,172.41,,,,,1,172.41,,,,,1,172.41,,,,,,,,,2,189.57,,,,,,,6,568.72,,,,,,,,,,
,,,,80~84,2,360.36,,,,,,,,,,,,,,,,3,,540.54,2,360.36,2,,593.47,,,,,1,296.74,,,1,296.74,,,,,3,890.21,,,,,,,,,1,296.74,,,,,,,1,296.74,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,2,,738.01,,,2,,1156.07,,,,,1,578.03,,,,,,,1,578.03,1,1020.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,,肝及肝內膽管,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,0~4,,,,,,,,,,,3,,,,41.45,,,,,,,,,,,,,,,1,17.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.28,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.91,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,12.70,,,,,,,,1,,58.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,117.79,,,,,,,,,1,12.70,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,1,15.28,,,,,,,,,,,,1,15.28,,,,,,,,,,,,,,,,,,,,,1,15.28,,,,,1,15.28,,,,,,
,,,,30~34,3,43.15,,,,,,,,,,,,,,,,,,,2,23.50,,,,,,1,14.38,,,,,,,,,,,,,,,,,,,,,1,14.38,,,,,,,,,,,1,14.38,,,,,,
,,,,35~39,2,25.92,,,1,55.62,,,,,,,,,,1,12.96,,,,3,31.53,,,,2,21.02,,,,,1,12.96,1,12.96,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12.96,,,,,1,12.96
,,,,40~44,,,,,1,14.06,,,,,,,,,,1,14.06,,,,9,100.87,1,,55.19,1,14.06,,,,,,,2,22.42,,,,,,,,,,,,,1,14.06,,,1,14.06,1,14.06,,,,,,,3,42.19,,,1,55.19,,
,,,,45~49,3,172.31,,,1,18.14,,,,,1,,,,18.14,,,,,,11,151.62,1,,18.14,1,57.44,3,41.35,,,2,36.27,1,18.14,1,18.14,,,,,,,,,,,1,18.14,,,,,,,,,,,,,1,57.44,,,,,,
,,,,50~54,1,34.65,,,2,69.30,1,34.65,,,,,,,,,,,,,9,228.83,,,,2,69.30,,,1,95.51,1,95.51,1,34.65,,,1,34.65,,,,,,,2,50.85,1,34.65,1,34.65,,,,,,,,,1,34.65,1,95.51,,,,,,
,,,,55~59,3,86.61,,,,,,,,,,,,,,4,115.47,,,,11,317.55,,,,4,115.47,11,317.55,,,1,39.56,,,,,,,1,106.84,,,,,,,1,39.56,,,1,39.56,1,39.56,,,1,106.84,1,39.56,1,39.56,,,1,39.56,,
,,,,60~64,2,68.87,,,2,68.87,,,,,,,,,,,,,,,10,344.35,,,,1,111.98,8,275.48,,,1,49.73,3,149.18,,,,,,,,,1,111.98,1,111.98,3,103.31,,,,,1,49.73,,,,,2,68.87,1,111.98,,,1,49.73,3,103.31
,,,,65~69,3,111.40,,,2,74.27,,,,,1,,,,56.24,1,56.24,,,,10,371.33,,,,4,224.97,1,56.24,,,3,111.40,,,,,,,,,,,,,1,56.24,4,148.53,1,56.24,1,109.29,2,74.27,,,,,3,168.73,,,,,,,3,168.73
,,,,70~74,1,86.36,,,,,,,,,1,,,,86.36,2,106.38,,,,13,691.49,,,,4,212.77,9,478.72,,,4,212.77,,,,,,,1,138.50,1,138.50,,,,,3,159.57,,,,,1,138.50,,,,,1,138.50,,,1,86.36,,,3,159.57
,,,,75~79,,,,,,,,,,,,,,,,3,488.60,,,,4,353.36,,,,2,325.73,3,265.02,,,1,162.87,,,,,1,162.87,,,,,,,2,325.73,2,176.68,,,,,,,,,1,193.05,2,176.68,,,,,1,162.87,3,265.02
,,,,80~84,,,1,302.11,,,,,,,,,,,,1,302.11,,,,2,355.24,,,,,,6,1065.72,,,3,906.34,,,,,,,,,,,,,,,1,431.03,,,,,,,,,,,,,,,1,302.11,,,7,1243.34
,,,,85+,,,,,,,,,,,,,,,,1,1020.41,,,,,,,,,,,1,1020.41,,,2,749.06,1,591.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,,肝及肝內膽管,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,15.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55.31,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,11.96,,,,,,1,59.77,,,,1,11.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,15.17,,,,,,,,,1,,,,69.16,,,,,,,,,,,,,2,30.34,,,1,15.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,14.25,,,,,,,,,,,,,,,,,,,2,28.49,,,,,,,,,,,,,,,,2,28.49,,,,,,,,,,,,,1,67.52,,,2,28.49,,,,,,,,,,,,
,,,,35~39,1,12.95,,,,,,,1,12.95,,,,,,,,,,,3,38.85,,,,,,,,1,59.45,1,12.95,,,1,12.95,,,,,,,,,,,,,,,,,,,1,12.95,,,,,,,,,,,,
,,,,40~44,1,13.51,,,,,,,,,,,,,,,,,,,4,54.05,,,,,,1,13.51,,,,,1,55.83,1,13.51,,,,,,,,,,,1,13.51,,,,,1,13.51,4,43.52,,,,,,,,,,,,
,,,,45~49,2,26.11,2,33.79,,,1,16.89,1,16.89,1,,,,16.89,1,16.89,,,,5,84.47,,,,,,1,16.89,1,16.89,,,,,,,,,,,1,57.41,2,33.79,,,,,,,,,3,50.68,2,26.11,,,,,,,,,,,,
,,,,50~54,2,46.11,,,,,,,,,,,,,,,,,,,4,92.23,,,,,,2,62.02,,,,,,,,,,,,,,,,,1,31.01,,,,,,,1,89.93,1,31.01,1,31.01,1,89.93,,,,,,,,
,,,,55~59,2,78.13,,,1,39.06,,,,,,,,,,,,,,,13,376.27,1,,39.06,,,2,78.13,1,39.06,,,,,,,,,,,,,2,78.13,1,39.06,,,,,,,1,39.06,2,78.13,,,,,,,,,,,,
,,,,60~64,4,189.66,,,1,114.55,,,,,,,,,,1,47.42,,,,15,503.02,,,,3,100.60,7,234.74,1,114.55,,,,,2,94.83,,,,,,,3,100.60,1,114.55,1,114.55,1,47.42,,,1,47.42,1,47.42,,,1,114.55,,,,,,,,
,,,,65~69,1,56.92,,,,,,,,,1,,,,56.92,2,75.36,1,,56.92,10,376.79,,,,1,56.92,6,341.49,2,75.36,,,5,188.39,1,56.92,1,111.48,,,1,111.48,1,56.92,,,,,1,111.48,1,111.48,2,113.83,,,,,1,111.48,,,,,,,,
,,,,70~74,3,243.11,,,3,243.11,,,,,,,,,,1,81.04,,,,5,255.10,,,,4,204.08,5,255.10,,,,,5,255.10,,,,,1,81.04,1,137.74,3,413.22,,,,,,,,,4,204.08,,,2,102.04,5,255.10,,,,,,,,
,,,,75~79,1,194.55,1,152.21,1,152.21,,,,,,,,,,,,,,,2,304.41,,,,3,456.62,4,341.59,,,,,2,170.79,,,2,304.41,,,,,2,389.11,,,,,,,,,2,304.41,,,1,152.21,1,194.55,,,,,,,,
,,,,80~84,1,318.47,,,3,526.32,,,,,,,,,,3,526.32,,,,5,877.19,,,,2,636.94,1,318.47,,,,,2,350.88,,,1,318.47,1,318.47,,,3,526.32,,,,,,,,,,,,,1,318.47,3,1171.88,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,549.45,2,701.75,,,,3,1648.35,,,,,,3,1052.63,,,,,2,701.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他內分泌腺,,,其他男性生殖器官,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸膜,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,14.47,,,,,,,,1,,14.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,11.89,,,,,,1,11.89,,,,,,,,,,,,,,,,,,,,,,,,,1,11.89,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,14.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,14.40,,,,,,,,,,,,,,,,,,,,,,,,1,14.40,,,,,,,,,,,,,,,,,,,1,14.40,,,1,70.22,,,,,1,14.40,,,,,,,,,,,,
