,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,2,,,,32.78,,,,,,,,,,,,,,,,,,,,,,,,1,16.39,,,,,,,,,1,16.39,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,15.67,,,,1,15.67,,,,,,,,,,,,,1,15.67,,,,,2,31.35,1,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,47.57,,,,,,,,,2,,,,31.71,,,,2,31.71,,,,,,,,,,,,,,,,,2,31.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,64.74,1,21.58,,,1,21.58,,,3,,,,64.74,,,,2,43.16,,,,,,,,,1,21.58,,,,,,,1,21.58,,,,,,,,,,,3,64.74,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,2,,,,75.56,2,,75.56,1,37.78,,,1,37.78,,,,,,,1,37.78,,,,,,,3,113.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,87.68,,,,,,,,,3,,,,131.52,,,,1,43.84,,,,,,,1,43.84,,,,,,,,,2,87.68,5,219.20,,,,,,,,,1,43.84,1,43.84,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,105.26,,,1,52.63,1,52.63,,,2,,,,105.26,1,,52.63,4,210.53,1,52.63,1,52.63,1,52.63,,,,,,,,,1,52.63,,,,,,,,,,,1,52.63,1,52.63,2,105.26,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,49.14,,,,,1,49.14,1,49.14,2,,,,98.28,1,,49.14,3,147.42,,,,,,,,,,,,,,,,,,,3,147.42,1,49.14,1,49.14,,,,,,,3,147.42,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,56.92,,,1,,,,56.92,1,,56.92,3,170.75,,,,,,,,,,,,,,,,,1,56.92,4,227.66,1,56.92,,,1,56.92,,,,,4,227.66,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,104.49,,,,,,,1,104.49,1,,,,104.49,1,,104.49,1,104.49,,,1,104.49,,,,,,,,,,,,,,,,,,,,,,,,,,,2,208.99,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,189.39,2,378.79,,,,,1,189.39,3,,,,568.18,1,,189.39,1,189.39,,,,,,,,,,,,,,,,,,,2,378.79,,,,,,,,,,,1,189.39,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,1,510.20,,,1,510.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,15.62,,,,,,,,,,,,,,,,,,,1,15.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,17.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,2,35.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.72,,,1,17.72,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,16.58,,,,,,,,,,,,,,1,,16.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,4,62.52,,,,,,,,,,,,,,,,,,,1,15.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,31.74,,,,,,,,,,,,,,1,,15.87,,,1,15.87,1,15.87,,,1,15.87,,,1,15.87,,,,,,,,,1,15.87,,,,,,,1,15.87,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,39.12,1,19.56,,,,,,,,,,,,4,,78.25,,,,,,,1,19.56,,,,,,,,,,,,,,,1,19.56,,,,,1,19.56,1,19.56,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,6,216.45,,,,,,,,,,,,,,1,,36.08,,,,,,,1,36.08,,,,,,,2,72.15,,,,,,,1,36.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,4,170.58,,,1,42.64,,,,,,,,,,5,,213.22,,,,,1,42.64,2,85.29,,,,,1,42.64,1,42.64,,,,,1,42.64,,,,,,,,,1,42.64,1,42.64,1,42.64,,,,,,,,,,,,,,,,,,
,,,,60~64,2,107.35,,,,,,,,,,,,,,2,,107.35,,,1,53.68,2,107.35,4,214.71,,,,,,,1,53.68,1,53.68,,,,,2,107.35,,,2,107.35,1,53.68,,,1,53.68,1,53.68,,,,,,,,,,,,,,,,,,
,,,,65~69,1,50.23,1,50.23,,,,,,,,,,,,4,,200.90,1,50.23,1,50.23,,,3,150.68,,,,,1,50.23,1,50.23,,,,,,,1,50.23,,,,,1,50.23,,,,,1,50.23,,,,,,,,,,,,,,,,,,
,,,,70~74,3,168.82,1,56.27,,,,,,,1,,,,56.27,3,,168.82,,,,,7,393.92,5,281.37,,,,,3,168.82,,,,,,,1,56.27,2,112.55,,,,,2,112.55,,,,,5,281.37,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,93.98,1,93.98,,,,,,,,,,3,,281.95,,,,,1,93.98,6,563.91,,,,,4,375.94,1,93.98,,,1,93.98,,,1,93.98,,,1,93.98,,,,,,,3,281.95,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,187.97,,,,,,,,,,,,2,,375.94,,,,,,,5,939.85,,,,,,,,,,,,,,,1,187.97,,,,,,,,,1,187.97,1,187.97,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,1,371.75,,,,,,,,,,,,,,,,,,,,,,,,,1,371.75,,,,,1,371.75,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,1,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,18.48,1,,,,18.48,,,,,,,,,,,,,,,,,,,,,,1,18.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,17.21,,,,,,,,,1,17.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,31.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,32.43,,,,,,,3,48.64,1,,,,16.21,2,,32.43,,,,,1,16.21,,,,,1,16.21,,,,,,,,,,,2,32.43,2,32.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,55.69,,,,,,,2,37.13,,,,,,,,,1,18.56,,,2,37.13,,,,,,,1,18.56,,,,,,,,,,,1,18.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,33.56,,,,,3,100.67,,,,,,,,,,,,,3,100.67,,,,,,,1,33.56,,,,,,,,,,,1,33.56,1,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,41.14,,,,,1,41.14,4,164.54,2,,,,82.27,2,,82.27,1,41.14,,,,,1,41.14,,,1,41.14,1,41.14,1,41.14,,,,,,,,,,,,,2,82.27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,2,109.23,,,,,,,,,2,109.23,,,1,54.61,1,54.61,1,54.61,,,1,54.61,,,1,54.61,,,,,1,54.61,1,54.61,,,2,109.23,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,53.22,,,1,53.22,,,2,106.44,,,,,,1,,53.22,1,53.22,,,3,159.66,1,53.22,,,,,1,53.22,,,,,,,,,,,1,53.22,,,4,212.88,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,54.70,1,54.70,,,,,4,218.82,,,,,,,,,3,164.11,,,1,54.70,,,,,,,,,1,54.70,3,164.11,,,,,,,,,1,54.70,3,164.11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,89.53,,,,,,,2,179.05,,,,,,1,,89.53,3,268.58,,,3,268.58,1,89.53,,,1,89.53,4,358.10,,,,,,,1,89.53,2,179.05,,,,,3,268.58,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,181.49,2,362.98,,,,,,,,,,,3,544.46,,,,,,,,,,,,,,,2,362.98,,,,,,,,,1,181.49,1,181.49,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,324.68,,,,,,,,,,,,,,,1,324.68,,,,,,,,,,,,,,,,,,,,,,,,,,,1,324.68,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,21.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,16.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,16.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,1,18.72,,,,,,,,,,,,,,,,,1,18.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,1,17.61,1,17.61,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.61,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,32.37,,,,,,,,,,,,,,1,,16.19,,,,,2,32.37,,,,,,,,,1,16.19,,,,,,,,,,,,,1,16.19,,,,,1,16.19,,,,,,,,,,,,,,,,,,
,,,,40~44,1,15.98,1,15.98,,,,,2,31.97,1,,,,15.98,2,,31.97,,,,,,,,,1,15.98,1,15.98,,,,,1,15.98,,,,,,,1,15.98,,,,,1,15.98,2,31.97,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,35.34,1,17.67,,,2,35.34,1,17.67,,,,,,3,,53.00,,,,,4,70.67,,,,,3,53.00,,,,,,,,,,,,,,,1,17.67,,,,,1,17.67,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,120.74,,,,,,,,,,,,,,4,,120.74,,,,,1,30.18,,,,,,,,,1,30.18,,,1,30.18,,,1,30.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,40.50,,,,,,,,,,,,,,5,,202.51,,,1,40.50,1,40.50,,,,,2,81.00,,,,,,,,,1,40.50,2,81.00,,,,,,,1,40.50,1,40.50,,,,,1,40.50,,,,,,,,,,,,,,
,,,,60~64,3,159.66,1,53.22,,,2,106.44,,,,,,,,4,,212.88,1,53.22,3,159.66,3,159.66,,,,,2,106.44,1,53.22,1,53.22,,,,,1,53.22,3,159.66,,,,,,,,,1,53.22,,,1,53.22,,,,,,,,,,,,,,,,
,,,,65~69,4,219.06,,,,,,,2,109.53,,,,,,7,,383.35,,,1,54.76,7,383.35,1,54.76,,,3,164.29,2,109.53,,,,,,,,,1,54.76,,,,,1,54.76,1,54.76,1,54.76,,,,,3,164.29,,,,,,,,,,,,,,
,,,,70~74,2,106.55,,,1,53.28,,,,,,,,,,5,,266.38,1,53.28,2,106.55,8,426.21,,,,,2,106.55,1,53.28,,,,,,,2,106.55,4,213.11,,,,,1,53.28,3,159.83,,,,,,,7,372.94,,,,,,,,,,,,,,
,,,,75~79,1,83.96,,,,,,,,,,,,,,1,,83.96,,,1,83.96,4,335.85,,,,,1,83.96,,,1,83.96,,,,,,,1,83.96,,,,,,,3,251.89,,,,,,,6,503.78,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,5,846.02,,,,,1,169.20,,,,,,,,,,,,,,,,,,,1,169.20,,,,,1,169.20,2,338.41,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,2,561.80,,,,,,,,,,,,,,,,,1,280.90,,,,,,,1,280.90,,,,,,,2,561.80,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,,15.68,,,,,,,,,,,,,,,,,,,,,,,,,1,15.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,18.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,17.86,,,,,,,,,,,,,,1,,17.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,48.71,1,16.24,,,,,1,16.24,,,,,,3,,48.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.24,1,16.24,,,,,,,,,,,,,,,,,,
,,,,40~44,1,16.13,,,,,1,16.13,1,16.13,,,,,,1,,16.13,,,,,,,,,,,,,,,,,,,,,,,,,1,16.13,,,1,16.13,,,2,32.26,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,50.93,,,,,,,,,,,,,,5,,84.88,,,1,16.98,1,16.98,1,16.98,,,,,,,1,16.98,,,,,,,1,16.98,,,,,,,,,2,33.95,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,104.82,,,,,,,,,,,,,,4,,104.82,,,1,26.21,2,52.41,1,26.21,1,26.21,,,1,26.21,,,,,1,26.21,1,26.21,,,,,,,,,1,26.21,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,4,162.80,,,,,,,,,,,,,,1,,40.70,,,1,40.70,3,122.10,,,,,1,40.70,,,,,1,40.70,,,,,,,,,,,,,1,40.70,2,81.40,,,2,81.40,,,,,,,,,,,,,,,,
,,,,60~64,2,104.00,,,,,,,,,,,,,,6,,312.01,,,,,5,260.01,,,2,104.00,,,1,52.00,,,,,,,3,156.01,,,,,,,1,52.00,,,2,104.00,,,2,104.00,,,,,,,,,,,,,,,,
,,,,65~69,5,289.52,,,,,,,,,,,,,,,,,,,,,3,173.71,,,2,115.81,,,,,,,,,,,3,173.71,,,1,57.90,1,57.90,,,3,173.71,,,,,3,173.71,,,,,,,,,,,,,,,,
,,,,70~74,1,53.25,,,,,,,1,53.25,1,,,,53.25,5,,266.24,1,53.25,1,53.25,4,212.99,,,7,372.74,1,53.25,,,,,,,,,2,106.50,,,1,53.25,,,,,,,,,,,1,53.25,,,,,,,,,,,,,,,,
,,,,75~79,,,1,74.85,,,1,74.85,1,74.85,1,,,,74.85,3,,224.55,,,2,149.70,3,224.55,,,1,74.85,1,74.85,1,74.85,,,1,74.85,,,1,74.85,,,1,74.85,1,74.85,,,2,149.70,,,,,5,374.25,,,,,,,,,,,,,,,,
,,,,80~84,,,1,156.01,,,,,,,1,,,,156.01,2,,312.01,,,1,156.01,3,468.02,,,,,,,1,156.01,,,,,1,156.01,,,,,,,,,,,,,,,,,4,624.02,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,261.78,,,,,,,,1,261.78,,,,,,,1,261.78,,,,,,,1,261.78,,,,,,,,,,,,,,,5,1308.90,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,23.06,,,,,,,,,,,,1,23.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.01,1,17.01,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,1,16.08,,,,,,,,,,,,,,,,,,,1,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,18.49,,,,,,,,,,,,,,,,,1,18.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,1,17.87,,,,,,,,,,,,,,,,,,,1,17.87,,,,,,,1,17.87,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,33.14,,,,,,,,,,,,,,,,,3,49.71,,,1,16.57,,,,,,,,,,,,,,,,,,,,,,,1,16.57,,,2,33.14,2,33.14,,,,,,,,,,,,,,,,,,
,,,,40~44,1,16.23,,,,,,,,,,,,,,,,,3,48.68,1,16.23,1,16.23,,,,,1,16.23,,,,,,,1,16.23,,,,,,,,,,,1,16.23,1,16.23,1,16.23,,,,,,,,,,,,,,,,,,
,,,,45~49,3,50.61,,,,,,,,,,,,,,,,,6,101.21,,,1,16.87,1,16.87,2,33.74,2,33.74,1,16.87,,,,,,,1,16.87,1,16.87,2,33.74,,,,,,,,,1,16.87,,,,,,,,,,,,,,,,,,
,,,,50~54,2,46.02,,,,,1,23.01,1,23.01,,,,,,,,,2,46.02,,,,,6,138.06,,,1,23.01,1,23.01,,,2,46.02,,,1,23.01,,,,,,,,,1,23.01,,,1,23.01,,,,,,,,,,,,,,,,,,
,,,,55~59,3,122.40,,,,,,,,,1,,,,40.80,,,,5,204.00,1,40.80,1,40.80,1,40.80,,,1,40.80,,,,,1,40.80,,,5,204.00,,,,,,,,,,,,,,,,,1,40.80,,,,,,,,,,,,,,
,,,,60~64,3,147.86,,,,,,,,,,,,,,,,,3,147.86,,,1,49.29,1,49.29,,,3,147.86,,,2,98.57,,,,,4,197.14,1,49.29,,,,,,,,,1,49.29,,,,,1,49.29,,,,,,,,,,,,,,
,,,,65~69,1,60.72,,,1,60.72,,,,,,,,,,1,,60.72,8,485.73,,,3,182.15,3,182.15,,,,,1,60.72,,,,,1,60.72,3,182.15,1,60.72,,,,,,,1,60.72,2,121.43,1,60.72,,,2,121.43,,,,,,,,,,,,,,
,,,,70~74,5,276.40,1,55.28,,,,,,,1,,,,55.28,1,,55.28,4,221.12,1,55.28,,,7,386.95,1,55.28,6,331.67,,,,,1,55.28,,,1,55.28,,,,,2,110.56,,,2,110.56,1,55.28,1,55.28,,,8,442.23,,,,,,,,,,,,,,
,,,,75~79,1,70.52,1,70.52,1,70.52,,,,,1,,,,70.52,,,,3,211.57,,,1,70.52,5,352.61,,,4,282.09,1,70.52,,,,,,,2,141.04,,,,,,,,,,,2,141.04,,,1,70.52,2,141.04,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,1,142.45,3,427.35,,,,,,,,,,,,,,,1,142.45,1,142.45,,,,,,,2,284.90,,,,,3,427.35,,,,,,,,,,,,,,
