,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸膜,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,2,98.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,109.65,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,45.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,56.34,2,39.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.50,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,37.51,,,,,,,,,,1,37.51,,,1,37.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,59.07,2,49.84,1,38.26,,,,,,1,38.26,,,,,,,,,1,43.10,1,59.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,3,77.04,,,1,52.83,,,,,,,,,,,,,,,,,,,,,2,44.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,101.63,,,,,1,42.07,,,,,,1,130.72,,,,,,,1,42.07,,,,,1,130.72,,,,,,,,,,,,,,,,,1,56.59,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,163.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,182.15,,,,,,,,,1,182.15,1,93.02,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,68.63,,,,,,,,,,,,,,5,144.68,,,2,109.41,1,68.63,,,,,,,,,1,82.92,,,,,1,82.92,1,68.63,,,,,,,3,133.33,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,72.10,,,,,,,,,,,,,,4,114.25,,,1,156.99,6,171.38,,,,,3,148.22,4,122.10,,,,,1,72.10,,,,,,,,,,,1,72.10,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,82.78,,,5,134.77,,,,,2,,,,85.29,4,201.61,,,1,87.95,1,82.78,,,1,82.78,2,111.30,,,1,82.78,,,,,,,1,128.87,,,,,1,169.78,,,2,100.81,1,128.87,,,,,,,,,,,,,,,,,,
,,,,65~69,2,191.75,,,2,122.85,,,,,2,,,,172.71,2,122.85,,,2,122.85,3,118.72,,,,,4,187.35,2,118.06,1,153.61,,,,,1,95.88,,,,,,,,,1,102.35,1,95.88,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,301.66,,,1,150.83,,,1,162.07,,,,,,2,188.50,,,1,150.83,5,297.97,1,150.83,,,7,431.30,2,156.25,,,,,,,,,,,,,,,,,,,1,150.83,,,5,297.97,,,,,,,,,,,,,,,,
,,,,75~79,,,1,321.54,,,,,,,,,,,,,,1,250.63,,,7,784.75,,,,,9,1226.16,3,709.22,,,,,,,,,3,751.88,1,414.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,602.41,,,,,,,1,,,,602.41,1,775.19,,,1,602.41,3,852.27,,,,,1,537.63,1,537.63,,,,,,,,,,,,,,,,,1,602.41,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1428.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.84,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,51.87,,,,,,,,,,,,,,,,,,,,,,,,,,1,71.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,37.20,,,,,,,,1,44.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.13,,,,,,,,,,
,,,,35~39,,,1,75.87,,,,,1,75.87,,,,,,3,82.71,,,,,1,38.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.87,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,38.82,,,,,1,57.47,1,118.34,,,,,,,,,,,1,57.47,,,,,,,,,,,,,,,,,1,57.47,,,1,57.47,,,,,,,,,,,,
,,,,45~49,2,163.80,,,,,,,,,,,,,,,,,,1,81.90,,,1,62.81,,,,,1,62.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,72.05,2,154.32,1,72.05,,,,,1,170.36,,,3,143.06,,,,,,,,,,,1,72.05,,,,,,,,,,,,,,,1,72.05,,,1,89.37,,,,,,,,,,
,,,,55~59,4,114.16,,,,,,,1,79.68,,,,,,10,363.50,,,,,2,313.48,4,138.55,1,79.68,4,114.16,1,71.89,,,,,,,,,,,,,1,71.89,,,,,,,1,71.89,,,1,156.74,2,143.78,,,1,79.68,,,,,,,,
,,,,60~64,5,161.19,,,,,,,,,1,,,,83.13,2,166.25,,,,,2,166.25,10,271.15,,,2,111.79,1,130.55,1,83.13,1,130.55,,,,,,,,,3,96.71,1,88.26,,,,,,,1,83.13,1,130.55,1,170.65,,,,,2,85.62,,,,,,
,,,,65~69,1,187.27,,,,,,,,,2,,,,129.79,3,169.49,,,,,5,190.04,5,190.04,,,6,270.15,1,147.06,,,1,91.74,,,,,,,2,112.99,4,190.75,1,99.30,1,91.74,,,,,,,2,183.49,1,187.27,,,2,123.15,,,,,,,,
,,,,70~74,,,,,1,163.40,,,1,146.41,1,,,,146.41,3,218.82,,,,,1,146.41,3,292.97,,,3,272.48,2,181.65,,,1,146.41,,,,,,,,,4,308.88,,,,,1,163.40,,,,,,,1,239.23,,,,,2,209.86,,,,,,
,,,,75~79,,,1,471.70,,,,,,,,,,,,,,,,1,409.84,,,1,223.71,,,6,483.48,1,409.84,,,,,,,,,,,,,,,,,,,,,,,,,1,295.86,1,223.71,,,,,1,223.71,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,2,829.88,2,569.80,,,3,669.64,1,561.80,,,,,,,,,,,,,1,578.03,1,1030.93,,,,,,,,,,,,,,,,,3,1244.81,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1315.79,,,,,,,,,2,1769.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,2,47.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,57.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,1,30.85,,,,,,,,,,,,,,,,,,,1,42.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,2,73.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,36.91,,,,,,,,,,,,,,,,,,,,,,,1,36.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,97.78,,,,,1,38.76,,,2,,,,80.16,,,,,,,2,44.24,1,73.10,,,,,,,,,1,51.52,,,,,,,1,51.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,38.91,,,,,3,,,,65.93,,,2,77.82,1,57.60,1,38.91,,,,,,,,,,,,,1,38.91,,,,,,,,,2,54.63,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,54.38,,,,,1,54.38,,,5,,,,204.58,,,,,,,3,139.93,1,72.89,3,93.43,,,,,,,,,2,108.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,75.24,4,,,,180.18,,,,,,,,,1,96.62,2,168.78,2,193.24,,,1,75.24,,,1,96.62,,,,,,,1,75.24,1,162.07,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,88.11,1,70.77,2,97.13,,,1,82.92,8,,,,295.31,,,,,2,141.54,5,171.47,2,76.37,9,218.34,1,70.77,,,,,,,2,133.07,,,,,1,70.77,3,102.88,4,152.73,,,2,141.54,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,82.44,,,,,5,,,,201.05,,,,,2,177.62,5,170.59,1,130.04,4,201.82,2,100.91,1,130.04,,,1,168.92,4,128.70,1,82.44,2,110.80,,,2,105.54,2,164.88,,,2,116.41,,,,,,,,,,,,,,,,,,,,
,,,,65~69,4,225.99,,,1,145.14,,,1,95.79,2,,,,125.94,,,,,1,95.79,9,268.02,,,6,282.35,2,115.41,1,92.51,,,2,123.08,1,95.79,,,1,95.79,1,95.79,2,94.12,2,185.01,,,1,92.51,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,269.54,,,,,,,,,,1,217.39,,,2,274.35,9,491.27,1,155.52,7,382.10,1,155.52,1,137.17,,,2,168.21,2,181.82,,,1,155.52,,,2,145.77,,,1,217.39,1,217.39,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,404.86,,,,,1,471.70,1,,,,272.48,,,,,1,404.86,9,706.99,,,7,549.88,,,,,,,,,1,223.71,,,,,,,1,223.71,,,,,2,245.70,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,552.49,,,,,,,,,,1,552.49,4,831.60,,,3,1000.00,1,689.66,1,507.61,,,,,1,507.61,,,,,,,,,,,,,4,638.98,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1724.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,5~9,,,,,,,,,1,32.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,63.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,63.49,,,,,,,,2,50.00,,,,,,,,,,,,,,,,,,,,,1,73.53,,,,,1,45.13,,,,,,,,,,,4,82.37,,,,,,,,,,,,,,
,,,,35~39,3,50.53,,,,,1,77.70,,,,,,,,,,,,1,50.71,,,,,1,50.71,,,,,2,44.04,,,,,,,,,,,,,,,,,,,1,38.93,,,,,,,,,,,,,,,,,,
,,,,40~44,1,37.92,,,,,,,1,58.45,,,,,,1,58.45,,,,,,,,,,,,,1,37.92,1,37.92,,,,,,,,,,,,,,,,,1,37.92,,,,,4,75.61,,,,,,,,,,,,,,
,,,,45~49,2,98.91,,,,,,,,,1,,,,49.46,2,73.39,,,,,1,49.46,1,67.61,,,,,,,,,,,,,,,,,,,1,67.61,,,,,,,,,,,1,67.61,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,3,140.65,,,,,,,2,109.11,2,109.11,,,,,2,156.25,1,180.83,1,100.60,,,,,,,1,78.13,,,2,156.25,,,,,2,109.11,1,180.83,,,,,2,126.58,,,,,,,,
,,,,55~59,1,119.76,1,71.43,,,1,85.91,,,,,,,,7,172.12,,,,,1,71.43,2,78.00,2,142.86,2,78.00,,,7,172.12,2,100.05,,,,,,,1,119.76,,,,,,,,,,,,,,,,,1,119.76,,,,,,,,,,
,,,,60~64,,,,,1,129.03,,,,,2,,,,114.03,5,278.24,1,84.10,,,,,5,169.89,12,466.56,1,87.26,,,,,,,,,,,,,,,2,85.65,,,,,1,129.03,,,2,101.83,3,156.17,2,85.65,,,3,152.75,,,,,,,,
,,,,65~69,1,90.50,,,2,163.53,,,,,,,,,,5,176.87,,,,,,,5,176.87,8,238.17,1,144.72,,,7,208.40,2,163.53,2,127.96,,,,,,,3,140.45,,,,,,,,,,,1,144.72,,,,,5,176.87,,,,,,,,
,,,,70~74,1,124.69,,,1,255.10,,,1,255.10,5,,,,463.39,5,255.62,,,,,,,2,167.50,5,433.28,,,,,5,255.62,4,346.62,1,255.10,,,1,214.13,,,3,159.49,1,124.69,,,,,,,1,124.69,1,145.56,1,145.56,1,145.56,4,204.50,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,3,421.94,,,,,,,,,9,659.82,,,,,4,562.59,,,,,,,,,1,213.68,1,213.68,,,,,1,257.73,,,2,281.29,,,,,,,7,717.21,,,,,,,,
,,,,80~84,1,952.38,,,,,,,,,,,,,,1,487.80,,,,,,,3,1851.85,3,1463.41,,,,,5,1111.11,,,,,,,,,1,952.38,,,,,,,,,,,,,,,,,,,2,544.96,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1785.71,1,1234.57,,,,,,,2,1652.89,,,,,1,1785.71,,,,,,,,,,,1,1111.11,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,1,56.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,1,67.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,34.57,,,,,,1,42.92,,,1,34.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.88,,,,,,,,,,,,,,,1,58.96,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,2,42.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.66,,,,,,,,,,,1,75.64,,,,,,,,,,,,
,,,,35~39,1,38.49,1,66.71,1,38.49,,,,,,,,,,1,48.95,,,,,,,,,,,,,1,66.71,1,38.49,,,,,,,,,,,,,,,1,48.95,,,,,,,,,1,48.95,,,,,,,,,,,,
,,,,40~44,2,117.72,,,,,,,,,,,,,,3,116.23,,,,,,,,,1,38.74,1,58.86,,,,,,,1,38.74,,,,,,,,,,,,,1,38.74,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,62.89,1,62.89,,,,,,,,,,,,2,51.99,,,,,,,,,,,,,,,1,44.31,,,,,,,,,1,44.31,,,,,,,,,,,,,1,62.89,1,62.89,,,1,62.89,,,,,,,,
,,,,50~54,2,156.25,,,,,,,,,1,,,,182.48,5,178.70,,,,,,,,,,,,,,,1,78.13,,,1,103.09,,,,,,,,,1,78.13,,,,,,,,,,,,,,,,,1,103.09,,,,,,
,,,,55~59,,,,,1,71.12,,,,,1,,,,159.49,9,225.51,,,,,,,2,91.41,5,148.63,,,,,3,116.19,1,71.12,2,170.07,,,,,,,,,3,116.19,,,,,,,,,2,102.15,2,141.94,,,1,127.88,1,85.03,,,,,,
,,,,60~64,3,167.32,,,1,127.23,1,127.23,,,1,,,,88.89,10,269.98,,,,,,,2,177.78,9,290.32,,,,,4,129.03,1,84.10,,,,,1,84.10,1,127.23,1,84.10,2,168.21,1,165.56,1,84.10,,,,,1,88.89,1,84.10,1,84.10,,,3,167.32,,,,,,
,,,,65~69,3,140.78,,,1,89.13,,,,,,,,,,5,176.80,,,,,,,3,182.48,18,537.31,1,143.47,,,6,226.16,1,191.57,1,143.47,1,89.13,,,,,1,99.11,3,182.48,,,,,1,191.57,1,99.11,1,99.11,,,,,1,99.11,3,164.93,,,,,,
,,,,70~74,,,,,1,117.79,,,,,4,,,,198.61,6,376.18,,,,,1,117.79,6,286.26,10,626.96,1,117.79,,,7,278.33,4,190.84,1,199.60,,,,,,,,,5,248.26,,,3,188.09,,,,,2,268.10,,,,,3,240.58,1,199.60,,,,,,
,,,,75~79,2,407.33,,,1,350.88,,,,,,,,,,3,310.56,1,380.23,,,,,2,265.25,6,511.95,1,239.23,,,3,397.88,,,1,380.23,,,,,,,1,203.67,4,440.04,,,1,203.67,1,239.23,,,2,220.02,,,,,,,4,341.30,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,952.38,1,704.23,,,,,,,1,704.23,7,1093.75,,,,,5,1644.74,,,1,476.19,,,,,1,476.19,,,3,549.45,,,,,1,1063.83,,,2,595.24,1,476.19,,,1,476.19,3,672.65,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,1,1250.00,,,,,,,,,,,,,,,,,,,1,1449.28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,男性乳房,,,,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,77.52,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,47.30,,,,,,,,,,,,,,,,,,,,1,47.30,,,,,,,,,,,,,1,71.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
