,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,1724.14,,,,,,,,,,,,,,,,,1,1754.39,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,3703.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,33333.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,126.26,,,,,,,,,,,,,,1,,126.26,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,286.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,569.80,,,1,284.90,,,,,1,,,,680.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,806.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,2,380.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,462.96,,,,,1,246.91,2,322.06,,,,,,,,,,,1,,462.96,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,833.33,3,,,,804.29,1,751.88,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,699.30,,,1,,,,699.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,3703.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,造血系統及網狀內皮系統,,,,,結直腸癌,,膀胱,,,鼻咽,,,鼻腔、中耳及副鼻竇,,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,30~34,1,144.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,272.48,1,,,,272.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,287.36,,,1,714.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,326.80,,,2,465.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,409.84,,,1,308.64,,,,,,,,,,,,,,,2,,409.84,1,,308.64,1,609.76,,,,,,,,,,,,,,
,,,,65~69,,,1,243.90,2,487.80,,,1,243.90,,,,,,1,502.51,1,,243.90,1,,243.90,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,617.28,,,,,,,,,,,,,,1,416.67,1,,416.67,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,628.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,3571.43,,,1,1724.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,1,4347.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,,,,食道,,消化器官其他分界不明部位,,,胰,,,鼻咽,,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,40~44,,,1,197.63,,,,,,,1,,,,197.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,236.97,,,,,,,,,,,,,,,,1,,236.97,,,,,,,,,,,,,,,,
,,,,50~54,1,304.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,335.57,,,,,,,1,335.57,,,,,,1,335.57,,,,1,,335.57,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,523.56,,,1,271.00,,,2,357.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,609.76,,,,,1,609.76,1,609.76,,,,,,,,1,,609.76,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,581.40,,,2,1162.79,,,,,,,,,,,,,,,,,1,581.40,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1428.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,,胰,,,結直腸癌,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,1,,161.29,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,194.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,230.95,2,311.53,,,,,,1,478.47,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,296.74,1,296.74,,,,,,,,,,,,1,296.74,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,321.54,,,,,,,,,,,,,,,,,,,,,1,321.54,,,,,,,,,,
,,,,60~64,,,,,,,,,2,651.47,,,,,,1,325.73,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,288.18,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,1,,588.24,,,,,,,,,2,735.29,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,606.06,2,1212.12,1,,606.06,,,,,,,1,1428.57,1,606.06,,,,,1,606.06,,,,,,
,,,,80~84,,,,,1,1351.35,,,,,,,,,,,,,,,1,,1351.35,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,,結直腸癌,,,膀胱,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,40~44,1,188.68,,,,,,,,,,,,,,,,1,,316.46,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,2,440.53,,,,,,,,,,,,,,,,,1,,429.18,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,301.20,,,1,769.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,421.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,340.14,1,,,,340.14,2,680.27,,,,1,,813.01,,,,,,1,340.14,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,657.89,3,680.27,1,,657.89,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,331.13,1,331.13,,,,,,1,568.18,1,,568.18,1,,331.13,1,,568.18,2,662.25,1,568.18,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,584.80,,,,,,1,584.80,,,,1,,584.80,,,,,,1,584.80,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,2777.78,,,,,,,,,,,,,,,,,,,1,1449.28,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,3333.33,,,,,,1,3333.33,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,胸腺、心臟與中隔,,喉,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,138.50,,,,,,,,
,,,,25~29,,,,,1,142.25,,,1,328.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,1,,330.03,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,180.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,1,,211.42,,,,,,,,,,,,,,,,
,,,,50~54,1,296.74,,,,,1,296.74,,,,,,,,,,1,,296.74,,,,,,,,,1,296.74,,,,,,,,,,,,
,,,,55~59,1,294.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,917.43,,,,,1,354.61,,,,,,1,354.61,1,,354.61,,,,,,,1,917.43,,,,,,,1,354.61,,,,,,
,,,,65~69,1,363.64,,,,,,,,,1,,,,363.64,,,,,,,,,1,,363.64,,,,,1,363.64,,,2,727.27,,,,,,
,,,,70~74,3,643.78,,,,,,,1,333.33,,,,,,,,2,,429.18,,,,,,,1,333.33,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,2,,787.40,,,,,,,1,1176.47,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,1265.82,1,,1265.82,,,,1,,3030.30,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,3333.33,,,,,,,,,,,,,,,,,,,,,,,,,1,3333.33,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,,,,喉,,結直腸癌,,,腎盂及其他泌尿系統,,,腦,,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,30~34,1,149.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,311.53,,,,,,,1,184.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,295.86,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,299.40,,,,,,,,,1,,,,299.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,370.37,,,,,1,370.37,,,1,,,,370.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,374.53,1,757.58,,,1,757.58,1,,,,757.58,,,,,,1,,757.58,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,2,452.49,1,338.98,,,,,,,,1,338.98,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,621.12,2,1242.24,,,1,,,,934.58,,,1,,621.12,,,,,,,1,934.58,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,1,,1086.96,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,155.76,,,1,155.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,208.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,250.63,,,,,,,,,,,,,,1,537.63,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,325.73,1,325.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,735.29,,,1,833.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,380.23,3,800.00,1,,,,380.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,349.65,,,,,,,3,694.44,2,,,,699.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,552.49,,,1,917.43,1,917.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,胰,,,喉,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,30~34,,,,,1,156.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,156.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,281.69,,,,,,,,
,,,,40~44,2,362.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,410.68,,,,,,,,,,,,,,,,1,,205.34,,,,,,,,,,,1,205.34,,,,,,,,,,
,,,,50~54,2,486.62,,,,,1,500.00,,,,,,,,2,1000.00,,,,1,,500.00,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,847.46,,,2,461.89,,,1,317.46,1,,,,847.46,,,,,,,,,,,,1,317.46,,,,,,,,,,,,,,
,,,,60~64,1,350.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,3,840.34,,,,,1,396.83,1,952.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,775.19,,,,,,,,,,,,,,1,363.64,,,,1,,363.64,1,,775.19,,,1,775.19,,,,,,,,,,,,
,,,,75~79,,,1,877.19,,,,,3,1630.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,2500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,4761.90,1,,,,2222.22,,,,,,,,,1,,2222.22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,,,食道,,結直腸癌,,,鼻咽,,,攝護腺,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,264.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,173.61,,,,,,,,,,,,,,,1,,173.61,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,396.83,1,280.11,,,,,1,198.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,392.16,,,,,1,234.19,,,,,,,,,,,,,1,,234.19,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,769.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,333.33,,,,,,,,,,,,,1,,333.33,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,900.90,,,,,,,,,,,,,,,,1,,900.90,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,833.33,,,,,,,,,,,,,,1,833.33,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,826.45,2,598.80,,,,,,,,1,469.48,1,,469.48,,,,1,,469.48,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,2564.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,食道,,胰,,,胸腺、心臟與中隔,,,結直腸癌,,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,285.71,,,1,171.23,,,,,,,,
,,,,40~44,1,168.63,,,2,201.61,,,,,,,,,,,,1,,250.63,,,,,,,,,,,,,1,168.63,,,,,,,,
,,,,45~49,,,,,1,187.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,232.56,,,1,414.94,1,232.56,,,,,,,,,,1,,414.94,,,,,,,,,,,,,1,232.56,,,,,,,,
,,,,55~59,1,684.93,,,1,684.93,,,1,332.23,,,,,,1,684.93,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,309.60,1,729.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,843.88,,,,,,,1,421.94,,,,,,1,421.94,,,,,,,,,,1,1020.41,,,,,,,,,,,,,,
,,,,70~74,1,877.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,877.19,1,877.19,,,,,,
,,,,75~79,1,877.19,1,877.19,,,,,,,,,,,,1,467.29,,,,1,,467.29,1,,467.29,,,,,2,934.58,,,1,877.19,,,,,,
,,,,80~84,,,,,,,,,1,1063.83,1,,,,2127.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,1960.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,,胰,,,喉,,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,169.49,,,,,,,,,,,,
,,,,30~34,1,168.63,,,,,,,,,,,,,,1,168.63,,,,,,,1,,168.63,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,579.71,,,,,,,,,,1,,174.83,,,,,,,,,,,,,1,289.86,,,,,,,,
,,,,45~49,,,,,,,1,192.31,,,,,,,,,,1,,192.31,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,6,827.59,,,,,2,275.86,,,,,,,,,,3,,413.79,,,,,,,,,,,,,,,1,223.21,,,,,,
,,,,55~59,1,617.28,,,,,1,312.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,3,970.87,,,1,323.62,1,323.62,,,4,,,,1294.50,,,,,,,,,,,,,,,,,,,,,,1,323.62,,,,
,,,,65~69,,,1,406.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,934.58,,,,,,,1,452.49,2,,,,904.98,,,,,,1,,934.58,,,,,,,,1,452.49,,,,,1,452.49,,,,
,,,,75~79,,,,,,,1,469.48,,,3,,,,1408.45,1,469.48,,,,,,,,,,,,,,,,,,,,1,943.40,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1639.34,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1587.30,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
