,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,96.43,,,1,,,,40.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,102.67,,,,,,,,,,,,,,,,,2,42.08,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,34.42,,,1,37.65,,,,,,1,34.42,1,34.42,,,,,,,,,,,,,,,,,,,1,37.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.72,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,44.94,2,73.91,,,,,,,1,36.95,,,,,,,,,,,,,,,,,,,,,1,33.78,,,,,,,,,1,64.35,,,3,35.25,1,44.94,,,,,,,,,,,,,,,,
,,,,35~39,4,54.20,,,,,,,,,,,,,,2,40.64,,,,,1,79.24,,,1,39.11,,,,,1,48.92,,,,,,,,,,,1,42.30,,,1,39.11,,,,,,,,,,,1,39.11,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,2,95.69,,,,,,5,91.16,,,,,,,2,127.96,,,,,,,1,47.85,5,112.51,,,,,,,1,67.11,,,2,54.75,1,54.59,1,47.85,,,,,,,,,1,42.77,,,,,,,,,,,,,,,,,,
,,,,45~49,2,88.69,1,124.38,1,103.20,,,,,,,,,,3,104.06,,,,,,,,,3,133.04,1,81.77,,,2,161.29,,,,,,,,,,,1,81.77,1,103.20,,,,,1,80.65,,,,,,,3,136.86,,,,,,,,,,,,,,,,,,
,,,,50~54,2,78.40,,,,,,,,,1,,,,89.37,6,158.31,,,1,69.83,,,1,89.37,6,123.05,,,,,2,139.66,1,109.53,,,,,,,,,,,4,82.03,,,,,,,,,1,69.83,2,113.06,1,109.53,1,69.83,,,,,,,,,,,,,,,,
,,,,55~59,2,89.01,,,,,,,3,134.17,,,,,,8,202.28,,,,,1,109.89,2,107.18,3,100.03,1,109.89,,,4,99.73,1,77.46,,,,,,,,,1,207.47,1,104.60,,,,,,,,,,,1,77.46,2,95.74,,,1,104.60,,,,,,,,,,,,,,
,,,,60~64,1,80.45,,,1,131.58,,,1,108.70,,,,,,16,259.32,,,,,,,6,138.76,14,275.37,,,,,7,168.11,4,113.70,,,,,1,84.10,,,,,7,155.90,,,1,84.10,1,92.08,,,1,80.45,,,,,,,,,1,131.58,,,,,,,,,,,,
,,,,65~69,5,169.38,3,101.39,,,,,3,101.59,1,,,,118.76,7,190.22,,,1,91.58,,,1,84.96,7,182.39,1,84.96,1,118.76,6,154.40,3,148.59,,,,,,,,,2,98.72,4,189.57,,,1,107.18,,,,,,,4,189.57,1,107.18,,,1,91.58,2,112.61,,,,,,,,,,,,
,,,,70~74,2,268.82,,,,,,,,,,,,,,3,279.85,,,,,,,4,322.06,8,322.71,,,,,8,255.18,1,134.41,,,,,,,,,1,134.41,5,242.37,,,,,,,,,,,3,145.42,,,,,,,2,142.86,,,,,,,,,,,,
,,,,75~79,,,2,259.74,,,,,1,387.60,,,,,,2,512.82,,,,,,,2,246.00,7,482.43,,,,,11,552.76,2,472.81,1,387.60,,,,,,,,,1,263.16,,,1,310.56,,,,,,,1,310.56,,,,,1,256.41,1,256.41,,,,,,,,,,,,
,,,,80~84,,,1,617.28,,,,,,,,,,,,,,,,,,,,,,3,595.24,,,,,2,1098.90,,,,,,,,,2,581.40,,,1,617.28,,,,,1,617.28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,1,2127.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2097.90,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,45.21,,,2,59.65,2,48.38,,,,,,,,,,,,,1,58.24,,,,,,,,,,,,,1,45.21,,,,,,,,,,,,,,,1,52.03,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,92.59,,,1,,,,92.59,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,35.93,,,,,,,,,,,,,,,,,,,,1,35.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.89,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,39.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,47.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35.11,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,43.57,,,,,,,,,1,32.14,,,,,,,1,32.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,2,38.91,,,,,1,46.88,,,,,2,71.56,,,,,,,,,,,,,,,,,,,,,1,72.10,1,35.78,,,,,,,2,42.74,,,4,74.24,,,,,,,,,,,,
,,,,40~44,3,58.51,,,,,,,1,40.14,,,,,,1,46.21,6,72.74,,,,,1,40.14,,,1,40.14,,,,,,,1,46.21,,,1,46.21,,,,,,,,,,,,,1,59.84,,,,,,,,,,,2,52.58,,,,,,,,,,,,
,,,,45~49,3,139.28,,,,,,,,,,,,,,,,3,120.05,,,,,,,,,1,92.00,4,87.51,,,,,1,70.82,,,,,,,1,77.82,,,,,,,,,,,,,,,,,1,92.00,,,1,77.82,1,77.82,,,,,,,,,,
,,,,50~54,1,93.55,,,,,,,,,1,,,,194.93,1,70.97,10,169.46,,,,,,,1,111.86,,,3,83.38,,,,,4,142.05,6,163.35,,,,,,,,,,,1,93.55,1,70.97,2,119.62,,,,,,,,,1,86.28,2,79.08,,,1,70.97,,,,,,,,
,,,,55~59,,,,,1,99.50,,,1,124.38,1,,,,96.99,,,5,117.37,,,,,,,,,1,96.99,5,134.48,1,77.16,,,3,122.55,1,96.99,,,,,,,,,,,,,2,98.23,1,96.99,1,107.76,2,89.93,,,,,,,2,85.95,,,,,,,,,,,,
,,,,60~64,1,82.03,,,,,,,1,89.45,2,,,,112.30,2,104.22,11,219.60,,,,,,,,,3,103.23,8,187.97,,,,,8,168.78,2,178.89,2,99.55,1,93.46,,,,,,,,,2,106.27,6,140.98,,,1,82.03,,,,,,,,,1,89.45,1,82.03,,,,,,,,
,,,,65~69,1,90.42,,,4,139.91,,,,,,,,,,3,144.23,13,224.29,,,,,,,,,5,129.87,16,331.67,1,116.69,,,16,276.05,2,100.86,2,96.15,1,88.81,,,,,,,,,1,88.81,5,288.18,1,102.67,,,,,,,1,90.42,,,,,5,135.28,,,,,,,,
,,,,70~74,,,1,143.47,1,151.98,,,,,,,,,,,,9,271.49,,,,,,,,,4,183.82,13,338.63,1,121.80,,,8,280.90,2,147.60,1,190.84,,,,,1,151.98,,,,,1,214.13,6,210.67,,,,,,,,,2,286.94,1,121.80,,,1,121.80,,,,,,,,
,,,,75~79,,,,,1,234.19,2,468.38,,,,,,,,1,269.54,3,346.02,,,,,,,,,2,250.63,11,517.40,,,,,6,449.44,,,,,1,234.19,,,,,,,,,1,274.73,4,323.10,,,1,227.27,,,,,2,248.76,1,227.27,1,269.54,3,265.49,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,2,694.44,,,1,492.61,,,,,,,3,751.88,,,,,1,492.61,,,,,,,,,,,,,,,2,735.29,2,684.93,1,492.61,,,,,1,534.76,2,512.82,,,1,534.76,2,2352.94,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1612.90,,,,,,,,,,,,,2,1666.67,,,,,1,2272.73,,,,,,,,,,,,,1,1492.54,,,,,,,,,,,,,1,1754.39,,,,,1,2702.70,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,1,52.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,46.49,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.44,,,,,,,,,,,,,,,,,,,,,,,,,1,46.49,1,46.49,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,37.48,,,,,,,,,,,,,,,,,,1,88.03,,,,,,,,,1,37.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,33.76,,,,,,,,,,,,,,,,,,,,,,,,1,49.50,,,,,1,49.50,,,,,,,,,,,1,33.76,,,,,1,33.91,1,69.25,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,40.47,,,,,2,68.42,,,,,,,,,,,,,,,,,,,1,40.47,,,,,,,1,31.75,,,,,,,,,,,1,45.43,,,,,,,,,,,,,,,,
,,,,35~39,2,41.70,,,,,,,,,1,,,,45.85,1,38.24,,,,,3,43.35,,,,,,,,,,,,,,,,,,,,,1,67.07,,,1,67.07,,,,,,,,,,,,,2,46.30,,,,,,,,,,,,,,,,
,,,,40~44,2,52.53,,,,,,,,,1,,,,57.67,,,,,,,9,78.18,,,1,37.15,,,1,48.24,1,57.67,3,70.19,,,1,37.15,,,1,57.60,,,,,1,37.15,2,90.87,,,,,,,,,,,4,51.65,,,,,,,,,,,,,,,,
,,,,45~49,1,178.25,,,1,178.25,,,,,,,,,,,,,,,,3,110.86,1,65.88,,,,,,,,,,,,,1,102.25,1,72.25,,,,,,,,,1,72.25,1,72.25,1,72.25,,,,,,,2,84.67,,,,,,,,,,,,,,,,
,,,,50~54,1,199.60,,,1,114.42,,,,,2,,,,74.49,,,,,,,8,169.96,,,,,,,,,1,74.40,1,199.60,2,82.37,,,2,101.99,1,74.40,1,87.11,,,2,82.27,,,1,199.60,,,1,92.00,,,,,2,74.49,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,8,159.39,,,,,,,,,2,155.40,4,129.53,,,6,248.45,3,107.26,,,,,1,101.42,,,3,129.03,,,,,,,,,,,1,77.70,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,90.21,,,,,,,,,,2,115.47,,,,,11,271.94,,,,,,,,,3,124.43,10,247.22,,,10,216.08,4,180.42,3,186.80,1,107.87,1,107.87,1,82.85,2,99.40,,,,,,,,,5,150.38,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,95.97,1,101.63,,,1,,,,90.91,1,101.63,,,1,112.49,11,287.28,,,,,,,,,4,135.87,17,299.09,1,91.83,10,315.16,2,96.48,2,181.82,,,,,2,95.97,7,152.34,1,91.83,,,,,,,2,102.25,2,115.01,,,,,,,,,,,,,,,,
,,,,70~74,,,1,142.86,2,156.25,,,,,,,,,,,,1,141.04,,,7,199.43,,,,,,,,,2,141.24,19,541.31,,,7,257.35,4,146.68,1,139.66,,,2,132.89,2,152.56,5,238.78,,,,,,,1,139.66,4,142.81,1,172.41,1,124.22,,,3,199.34,,,,,,,,,,
,,,,75~79,4,347.52,,,1,280.90,,,,,2,,,,254.13,1,359.71,,,,,7,467.91,,,,,,,,,2,282.09,7,624.44,,,7,486.11,2,289.86,1,359.71,,,1,280.90,1,266.67,6,404.04,,,,,,,,,2,286.53,,,,,,,1,238.10,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,465.12,,,2,584.80,,,,,,,1,476.19,2,711.74,1,884.96,1,465.12,3,659.34,,,,,,,,,,,2,1190.48,,,,,,,,,2,1190.48,,,,,1,476.19,1,476.19,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1694.92,1,1694.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,45.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,86.21,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,3,116.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.33,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,85.32,,,,,,,,,,,,,,,,,1,52.77,,,,,,,,,,,,,1,39.57,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,1,38.43,,,,,,,,,,,,,1,32.68,1,48.97,,,,,,,,,,,,,,,,,,,,,1,37.69,1,37.69,,,2,34.26,,,,,,,,,,,,,,
,,,,30~34,1,35.93,,,,,,,,,1,,,,36.08,,,,,,,3,49.65,,,,,,,,,,,,,,,,,,,1,46.90,,,,,,,1,56.63,1,36.08,,,,,1,35.93,,,,,2,71.86,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,2,42.09,,,1,31.74,,,,,2,41.20,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.18,,,,,1,39.31,,,,,,,,,,,,,,
,,,,40~44,1,46.13,,,,,1,53.68,,,,,,,,,,,,2,57.82,,,,,,,1,46.13,1,44.56,,,,,1,53.68,,,,,,,,,,,1,52.91,,,,,1,44.56,,,,,,,,,4,48.69,,,,,,,,,,,,,,
,,,,45~49,3,97.91,,,,,,,,,,,,,,,,,,5,181.82,,,,,,,3,100.44,1,62.89,,,,,1,147.06,,,,,,,,,,,,,,,,,,,,,,,,,,,2,62.03,,,,,,,,,,,,,,
,,,,50~54,2,194.55,,,2,109.77,,,,,1,,,,210.53,,,1,97.28,2,82.30,,,,,,,3,140.32,2,91.03,1,97.28,,,1,103.20,,,,,,,1,85.54,,,4,144.72,1,125.94,,,,,1,85.54,,,,,1,85.54,1,85.54,,,1,97.28,,,,,,,,,,
,,,,55~59,1,93.20,,,,,1,93.20,,,1,,,,121.51,,,,,10,190.15,,,,,,,,,6,174.88,,,,,1,97.18,2,95.15,,,,,,,,,,,2,85.69,,,1,121.51,,,,,1,75.24,,,4,94.03,,,,,,,,,,,,,,
,,,,60~64,2,170.65,,,4,155.22,,,,,1,,,,85.32,,,,,18,340.01,,,,,,,1,131.75,10,210.39,,,,,4,109.20,5,184.57,2,211.42,,,,,,,,,2,102.56,1,184.84,,,,,,,,,1,105.71,1,105.71,,,1,85.32,,,,,,,,,,
,,,,65~69,1,133.16,1,133.16,3,124.02,,,1,125.31,1,,,,97.94,,,,,12,305.42,,,,,1,114.94,2,96.15,16,288.29,,,,,9,187.54,2,119.90,,,,,,,1,133.16,1,125.31,8,166.70,,,,,,,,,1,94.43,2,94.79,1,95.15,1,94.43,3,104.86,,,,,,,,,,
,,,,70~74,2,240.10,,,3,198.02,,,,,,,,,,,,,,13,301.20,,,,,1,157.73,1,134.23,17,451.29,1,157.73,,,8,274.73,2,136.33,,,,,,,,,,,2,169.06,,,1,129.87,2,154.56,1,182.15,,,7,323.03,1,129.87,2,123.61,3,204.50,,,,,,,,,,
,,,,75~79,,,1,259.74,2,230.68,,,,,1,,,,349.65,1,326.80,,,7,381.06,,,,,,,,,13,576.75,,,,,7,359.34,1,239.81,1,243.90,,,,,,,1,259.74,1,243.90,,,,,,,,,,,2,289.44,,,,,2,289.44,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,425.53,1,671.14,1,751.88,2,520.83,,,,,,,,,4,514.80,,,,,2,520.83,,,1,425.53,,,,,,,,,1,432.90,,,,,,,,,,,,,,,,,3,500.83,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,1369.86,,,,,,,,,1,1282.05,,,,,1,1282.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,1,56.59,,,,,,,,,1,70.22,,,,,,,,,,,,,,,,,,,,,,,,,1,49.78,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,2,,,,43.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,52.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.01,1,42.37,,,,,1,45.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,52.08,,,,,,,,,1,40.77,,,,,,,,,,,,,,,,,,,,,,,,,1,40.77,,,1,38.11,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,29.28,,,1,38.55,1,39.17,,,1,,,,29.28,,,,,1,39.17,,,1,38.55,,,,,,,,,,,,,,,,,1,29.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,42.74,,,1,40.97,,,,,3,,,,58.61,,,,,,,,,,,,,,,1,42.74,,,,,,,,,,,,,,,,,,,,,,,,,5,46.25,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,60.60,,,,,,,,,9,,,,69.48,,,,,1,49.55,1,45.00,,,,,2,40.12,2,46.71,,,,,,,,,,,2,44.58,,,,,,,,,,,2,45.67,5,63.16,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,63.90,,,,,,,,,8,,,,160.48,,,,,2,65.88,3,131.69,2,59.77,1,70.18,1,57.05,,,,,,,,,,,,,,,,,1,70.18,,,,,1,72.62,,,3,99.40,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,161.55,,,,,2,100.35,,,5,,,,120.02,,,,,,,,,1,94.52,,,2,208.99,5,120.02,,,,,,,,,,,1,104.49,,,,,,,,,,,1,82.24,1,82.24,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,89.85,1,78.74,,,,,,,11,,,,203.78,,,,,,,1,179.86,4,102.70,2,96.67,3,130.15,2,96.67,,,,,,,,,,,5,134.12,,,1,83.19,1,179.86,,,1,179.86,3,102.53,4,139.81,,,2,105.76,,,,,,,,,,,,,,,,,,
,,,,60~64,2,105.43,1,134.95,,,1,107.64,,,13,,,,304.52,,,,,2,107.99,3,148.59,7,186.72,,,1,108.34,6,130.10,1,108.34,,,,,1,107.64,,,,,,,,,,,,,,,2,107.99,1,115.87,,,3,126.48,,,,,,,,,,,,,,,,,,
,,,,65~69,,,3,181.82,2,115.27,,,1,99.50,16,,,,337.13,,,,,2,189.21,3,108.34,18,328.71,1,119.47,7,179.07,3,358.42,1,94.61,,,2,98.09,2,106.95,,,6,153.49,,,,,1,123.00,,,1,136.99,1,99.50,3,110.82,1,94.61,3,104.35,,,,,,,,,,,,,,,,,,
