,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,300.30,1,300.30,,,,,,,,,,1,,300.30,,,,,,,,,,,
,,,,40~44,,,,,,,1,273.97,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,268.82,,,,,,,,,,,,,,
,,,,50~54,1,346.02,,,,,1,346.02,,,1,,,,346.02,,,,,,,,,,,,,,
,,,,55~59,,,,,1,492.61,1,492.61,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,1098.90,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,1041.67,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,食道,,,,,鼻咽,,,攝護腺,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,
,,,,0~4,,,1,440.53,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,273.22,,,,,,,,,,,,,,1,,273.22,,,,,,,,,,,
,,,,45~49,,,,,1,269.54,,,,,,,,,,1,,269.54,,,,,,,,,,,
,,,,50~54,1,338.98,,,,,,,,,1,,,,338.98,1,,338.98,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,473.93,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,1,,1098.90,,,,,,,,
,,,,75~79,,,1,1587.30,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,5000.00,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,,,喉,,,膀胱,,,鼻咽,,,攝護腺,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,
,,,,40~44,,,,,1,286.53,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,269.54,,,1,269.54,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,321.54,1,,,,321.54,,,,,,,1,,321.54,,,,,
,,,,55~59,,,1,420.17,,,,,,,,,,,,,,,,,,1,,420.17,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,,,1,,806.45,,
,,,,65~69,,,1,1041.67,,,1,1041.67,,,,,,,,1,,1041.67,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,1,,1204.82,,,,,,,,
,,,,75~79,,,1,1470.59,,,1,1470.59,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,皮膚,,直腸與肛門,,胃,,喉,,,,,結直腸癌,,,腦,,,鼻咽,,,攝護腺,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,
,,,,15~19,,,,,,,,,,,,,,,,,,,1,,333.33,,,,,,,,
,,,,40~44,,,1,300.30,,,,,,,,,,,,,,,,,,1,,300.30,,,,,
,,,,45~49,1,276.24,,,,,,,,,,,,,,,,,,,,1,,276.24,,,,,
,,,,50~54,1,295.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,386.10,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,,757.58,,,,,,,1,,757.58,,
,,,,65~69,,,,,,,,,,,1,,,,1111.11,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,1204.82,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,3,4411.76,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,892.86,1,892.86,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,568.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,1315.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1987年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,胃,,膀胱,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,621.12,1,621.12,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,787.40,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,1041.67,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1988年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,子宮頸,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,657.89,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,862.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,884.96,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,1010.10,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,383.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,子宮頸,,肝及肝內膽管,,胃,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,483.09,1,483.09,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,632.91,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,628.93,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,1010.10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,子宮頸,,肺、支氣管及氣管,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,452.49,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,1307.19,1,653.59,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,735.29,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,1204.82,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,子宮體,,白血病,,肝及肝內膽管,,肺、支氣管及氣管,,結締組織、皮下組織及其他軟組織,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,,,,,
,,,,50~54,1,854.70,,,1,854.70,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,680.27,,,,,,,1,,,,680.27,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,1075.27,1,1075.27,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,子宮頸,,肝及肝內膽管,,直腸與肛門,,食道,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,400.00,1,400.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,719.42,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,2150.54,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,1886.79,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,何杰金氏淋巴瘤,,肺、支氣管及氣管,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,274.73,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,487.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,2173.91,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,胃,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,346.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,684.93,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,直腸與肛門,,非何杰金氏淋巴瘤,,胃,,腎,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,284.90,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,1149.43,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,1190.48,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,2439.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,子宮頸,,不明原發部位,,肺、支氣管及氣管,,胃,,喉,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,,,,,
,,,,45~49,,,1,561.80,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,862.07,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,847.46,,,,,,,,,,,,,,
,,,,65~69,1,862.07,,,,,1,862.07,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,1265.82,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,1351.35,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,2777.78,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,骨、關節及關節軟骨,,,結締組織、皮下組織及其他軟組織,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,
,,,,15~19,,,,,,,1,268.10,,,,,,,,,,,1,,268.10,,,,,,,,
,,,,30~34,,,,,1,266.67,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,,316.46,,,,,,,,,,,
,,,,45~49,1,500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,854.70,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,729.93,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,1282.05,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,卵巢、輸卵管及寬韌帶,,肺、支氣管及氣管,,造血系統及網狀內皮系統,,結締組織、皮下組織及其他軟組織,,,,,鼻咽,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,,,,,
,,,,35~39,,,,,,,1,310.56,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,370.37,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,,746.27,,,,,,,,,,,
,,,,65~69,1,833.33,,,,,,,1,833.33,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,1234.57,,,,,,,,,,,,,,
,,,,80~84,,,1,2222.22,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,白血病,,非何杰金氏淋巴瘤,,食道,,腎盂及其他泌尿系統,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,,,,,
,,,,5~9,,,1,344.83,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,342.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,775.19,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,763.36,1,763.36,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,2380.95,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,子宮體,,不明原發部位,,甲狀腺,,皮膚,,卵巢、輸卵管及寬韌帶,,,,,肝及肝內膽管,,,肺、支氣管及氣管,,,食道,,,結直腸癌,,,鼻咽,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率
,,,,25~29,,,,,,,1,271.74,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,,293.26,,,,,,,,,,1,293.26
,,,,45~49,,,1,431.03,1,431.03,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,1190.48,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,854.70
,,,,65~69,,,,,,,,,1,740.74,,,,,,,,,,,,1,,740.74,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,1,,1000.00,,,,,,,,
,,,,75~79,1,1449.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,2380.95,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,1,,3846.15,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮頸,,不明原發部位,,肺、支氣管及氣管,,胃,,,,,結直腸癌,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,,,,,
,,,,35~39,,,,,1,275.48,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,313.48,1,313.48,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,892.86,,,,,,,,,,,,,,
,,,,70~74,1,990.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,1538.46,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,2,4545.45,,,,,,,,1,,2272.73,,,,,,,,,,,
,,,,85+,,,1,3703.70,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肺、支氣管及氣管,,胃,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,387.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,840.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,934.58,1,934.58,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,子宮體,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,487.80,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,757.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,952.38,1,952.38,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,1538.46,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,子宮頸,,皮膚,,結直腸癌,,結締組織、皮下組織及其他軟組織,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,273.22,,,1,273.22,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,327.87,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,330.03,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,471.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,862.07,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,子宮頸,,甲狀腺,,其他女性生殖器官,,非何杰金氏淋巴瘤,,結直腸癌,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,324.68,,,,,,,,,,,,,,
,,,,40~44,,,,,1,289.02,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,322.58,1,322.58,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,826.45,,,,,,,,,,,,,,,,,,,
