,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,甲狀腺,,白血病,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,胰,,,胸腺、心臟與中隔,,,骨、關節及關節軟骨,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,膀胱,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,15~19,,,1,78.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,4,396.04,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99.01,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,102.46,,,,,,,,,,,,1,,102.46,1,,102.46,1,,102.46,,,1,102.46,1,102.46,,,1,102.46,,,,,,,,,,,,,,,,
,,,,60~64,1,125.31,,,1,125.31,,,,,,,,,,1,125.31,,,,,,,,,,1,125.31,,,1,125.31,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,179.86,,,1,179.86,3,,,,539.57,1,179.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,242.72,,,,,,,,,,,,1,,242.72,,,,,,,,,,,,,1,242.72,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,421.94,,,1,,,,421.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,1,,62.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,129.37,1,129.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,317.12,,,,,,,1,105.71,1,,,,105.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,102.99,,,,,,,,,,,,1,102.99,,,,,,,2,,205.97,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,239.23,,,,,,,,,,,,1,239.23,1,239.23,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,389.11,,,,,,,,,,,,1,,389.11,,,,,,,1,389.11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,,813.01,,,,1,,813.01,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,,結締組織、皮下組織及其他軟組織,,,膀胱,,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,179.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,1,,101.32,,,,1,101.32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,115.87,2,231.75,,,,,,,,,,,,,,,,,1,115.87,1,115.87,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,154.08,,,,,,,,,,,,,,,,,,,,,1,154.08,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,242.13,,,,,1,242.13,1,,,,242.13,1,242.13,,,,,,,1,,242.13,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,400.00,,,,,,,,,,,,1,,400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,763.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,其他神經系統,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,結直腸癌,,,鼻咽,,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,74.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,87.57,,,,,,,1,87.57,,,,,,,,,,,1,,87.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,232.29,,,1,116.14,,,1,116.14,1,,,,116.14,1,116.14,,,,,,,1,,116.14,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,141.04,,,1,141.04,1,141.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,232.02,,,1,232.02,,,,,,,,,,1,232.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,393.70,,,,,,,,1,,393.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,714.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,食道,,,,,胰,,造血系統及網狀內皮系統,,,結直腸癌,,,腎盂及其他泌尿系統,,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.70,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,89.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,99.21,,,,,,,,,,,,,,,,,,1,,99.21,,,1,99.21,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,134.77,,,1,134.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,1,,100.30,,,,,,,,,,,,,1,100.30,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,114.81,1,114.81,,,,,,1,114.81,,,,2,,229.62,,,,,,,,1,114.81,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,141.04,1,141.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,221.73,,,1,221.73,1,221.73,1,,,,221.73,,,,,,,,,,,,1,221.73,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,366.30,,,,,,,,1,366.30,,,,1,,366.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,結直腸癌,,,腎盂及其他泌尿系統,,,睪丸,,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,1,,80.13,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,59.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,66.98,,,,,,,,,,,,,,,,,,,,,,,1,66.98,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,1,,90.17,,,,,,1,90.17,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,186.92,,,,,,,1,93.46,,,,,,,,,,,1,,93.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,205.55,,,,,1,102.77,1,102.77,,,,,,1,102.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,110.13,,,,,1,110.13,,,,,,,,,,,,,,,,,,,,,,,1,110.13,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,285.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,207.47,,,1,207.47,,,,,,,,1,,207.47,,,,,,,1,207.47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,781.25,,,,,,,,,,,,,,,,,,1,781.25,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1587.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,小腸,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,,,,肺、支氣管及氣管,,後腹膜腔及腹膜,,,胃,,,食道,,,胰,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,,,,,,,,,1,74.07,1,,,,74.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,1,,61.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.76,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84.67,1,84.67,2,169.35,,,,,,,,,,,,
,,,,45~49,,,,,,,1,92.25,,,,,,,,,,,,,1,,92.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,131.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,131.58,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,108.81,,,,,,,,1,108.81,,,,,,,1,,108.81,,,,,,,1,108.81,,,,,1,108.81,,,,,,,,,,,,
,,,,60~64,,,,,,,1,108.23,,,2,,,,216.45,2,216.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,135.14,,,,1,,135.14,,,,1,135.14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,197.24,,,,,1,,,,197.24,4,788.95,,,,,,,,,,,,,,,,,,,,1,197.24,,,1,197.24,,,,,,,,,,
,,,,75~79,,,,,,,1,333.33,,,,,,,,,,,,,,,,1,,333.33,,,,,1,333.33,,,1,333.33,,,,,,,,,,,,,,,,
,,,,80~84,,,1,746.27,,,,,,,,,,,,,,1,,746.27,,,,,,,,,,,,,,,,,,,,,1,746.27,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,結直腸癌,,,腎,,,膀胱,,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,81.63,1,81.63,,,,,,,,,,,,,1,,81.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,90.74,,,,,1,90.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,124.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,2,,,,212.31,,,,,,,,,,,,1,106.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,129.87,2,259.74,1,129.87,,,2,,,,259.74,,,1,,129.87,,,,1,,129.87,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,185.53,1,185.53,,,,,,,,,,,,,,,,,,,1,185.53,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,2,655.74,1,327.87,1,327.87,2,,,,655.74,,,,,,1,,327.87,,,,,,2,655.74,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,740.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,後腹膜腔及腹膜,,胃,,,食道,,,結直腸癌,,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,5~9,,,1,119.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,77.82,,,,,,1,,77.82,,,,,,,,,,1,77.82,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,91.16,1,91.16,1,91.16,,,,,,,,,,,,,,,,,,
,,,,50~54,1,114.55,,,,,1,114.55,,,1,,,,114.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,3,380.23,,,1,,,,126.74,,,,,,,,,1,,126.74,,,,,,,1,126.74,,,,,,,,,,,,,,,,,,
,,,,60~64,1,105.71,,,,,,,1,105.71,,,,,,,,,,,,,,1,,105.71,,,,,,,,,,,2,211.42,,,,,,,,,,,,,,
,,,,65~69,,,,,1,127.23,1,127.23,1,127.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,168.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,168.35,,,,,,,,,,,,,,
,,,,75~79,,,,,1,320.51,2,641.03,1,320.51,,,,,,,,1,,320.51,,,,,,,1,320.51,,,,,,,1,320.51,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,617.28,1,,,,617.28,1,617.28,,,,,,,1,,617.28,,,,,,,,,1,617.28,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,食道,,,胰,,,胸腺、心臟與中隔,,,結直腸癌,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,87.03,,,,,,,1,,,,87.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,63.57,,,1,63.57,,,,,1,,,,63.57,,,1,,63.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,2,151.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,279.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,202.22,,,1,101.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,135.14,,,,,,,,,,,,,,,,,,,,,,,1,135.14,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,103.20,,,1,103.20,1,103.20,,,,,,,,,,1,,103.20,,,,,,,1,103.20,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,3,385.11,,,,,1,,,,128.37,,,,,,2,,256.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,2,333.89,1,166.94,2,333.89,,,,,,1,166.94,1,,166.94,,,,,,,2,333.89,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,284.09,,,,,,,,,,,,,,,,,,,1,284.09,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,1,,584.80,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1470.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,胸膜,,,喉,,腎,,腎盂及其他泌尿系統,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,105.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,71.17,,,,,2,142.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,92.85,,,1,92.85,,,,,1,,,,92.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,96.81,,,,,,,2,,,,193.61,,,,,,,,,,,,1,96.81,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,137.36,,,,,,,,,1,,,,137.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,107.30,1,107.30,,,,,,,,,,,,,,1,107.30,1,107.30,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,2,,,,241.84,,,,,,,,,,,,1,120.92,1,120.92,,,,,2,241.84,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,172.41,1,,,,172.41,1,172.41,1,,172.41,,,,1,,172.41,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,272.48,,,,,,,,1,,272.48,,,,,,,,,,,,,,,2,544.96,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,1,,555.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
