,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,47.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68.26,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,55.40,,,,,,,,,,1,79.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,46.04,,,,,,,,,,,,,,1,46.04,,,1,45.39,,,,,,,,,,,,,,,,,,,,,,,1,52.27,,,,,,,,,,,,,,,1,46.04,,,,,,,,,,,,,,
,,,,30~34,1,60.64,,,,,,,1,47.19,1,,,,60.64,,,,,,,,,,,1,60.64,1,66.01,,,,,1,56.63,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.63,,,,,,,,,,,,
,,,,35~39,1,59.42,,,,,,,,,1,,,,79.18,,,,,3,78.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,86.24,,,,,,,,,1,,,,74.07,,,,,1,92.25,,,,,,,1,156.25,1,99.60,,,1,103.20,,,,,1,92.25,,,,,,,1,74.07,,,,,,,1,74.07,,,4,158.29,,,,,,,,,,,,,,
,,,,45~49,3,143.75,,,1,108.81,,,,,,,,,,,,,,2,148.15,1,135.69,,,,,,,1,125.00,,,2,130.12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,108.81,,,,,,,,,,,,
,,,,50~54,2,149.70,,,1,98.91,1,95.06,1,96.34,,,,,,1,96.34,,,8,143.88,,,,,,,1,84.25,3,110.21,1,96.34,1,105.60,,,,,,,,,,,,,,,,,2,97.61,,,,,,,1,96.34,,,1,166.94,,,,,,,,,,
,,,,55~59,2,129.62,,,,,,,1,87.87,2,,,,113.90,2,97.94,,,5,103.69,1,92.85,1,97.66,1,97.66,1,103.63,8,172.38,,,3,146.91,2,115.07,,,,,1,97.66,,,,,,,,,3,171.53,,,,,2,195.31,4,190.39,1,104.82,,,,,1,87.87,,,,,,
,,,,60~64,1,179.86,,,,,,,,,,,,,,2,125.47,1,99.01,4,146.74,,,,,,,2,101.21,7,156.32,,,1,103.52,1,99.01,,,,,,,,,,,,,,,2,96.81,,,,,1,111.36,4,150.94,1,94.70,,,,,,,,,,,,
,,,,65~69,,,1,160.00,2,259.07,,,1,160.00,,,,,,,,,,8,375.94,,,,,1,160.00,3,237.91,12,421.20,,,4,165.70,1,171.53,,,1,251.26,,,,,,,,,1,147.49,1,160.00,,,,,3,566.04,2,143.16,,,,,,,1,294.99,,,,,,
,,,,70~74,,,1,234.74,2,330.03,,,,,,,,,,,,,,9,310.02,,,,,3,207.61,,,5,280.74,,,,,1,182.48,,,1,182.48,,,,,1,182.48,,,,,2,212.31,,,,,1,182.48,1,258.40,,,,,,,1,234.74,,,,,,
,,,,75~79,1,505.05,,,1,431.03,,,,,,,,,,2,283.29,,,4,631.91,,,,,,,2,400.00,5,424.81,,,1,505.05,1,492.61,,,,,,,,,,,1,280.11,,,,,,,,,,,1,286.53,,,,,,,1,431.03,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,505.05,,,1,884.96,,,2,623.05,3,884.96,,,,,,,1,671.14,,,,,,,,,,,,,,,,,,,2,1075.27,1,505.05,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1886.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1709.40,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,10~14,,,,,,,,,1,70.13,,,,,,,,1,46.99,,,,,,,,,,,,,1,46.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,105.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68.78,,,,,,,,,,,,,1,59.07,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,85.03,1,50.03,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,1,47.89,,,,,,,,,,,,,,,,,,,,,,,1,85.62,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,62.31,,,,,,,,,,,,,,2,67.91,,,,,,,,,,,1,73.05,,,,,,,,,,,,,,,,,,,2,80.22,1,106.84,,,1,57.87,,,,,,,1,94.61,1,60.42,,,,,,,,,,
,,,,35~39,1,81.43,,,,,,,,,,,,,,1,106.16,,,,,,,,,,,,,1,121.21,,,,,,,,,,,,,,,,,,,1,72.31,,,1,75.19,,,,,,,,,,,,,,,,,,,,
,,,,40~44,5,150.60,,,,,,,1,91.16,1,,,,90.83,4,93.72,,,,,,,,,1,89.13,2,94.70,,,,,,,,,,,1,91.16,,,,,,,,,,,,,1,91.16,,,,,,,1,68.17,,,,,,,,,,,,
,,,,45~49,5,220.95,,,,,,,,,,,,,,2,129.79,,,,,,,1,142.45,2,160.64,,,,,,,,,,,,,1,184.16,,,,,1,105.15,,,,,,,1,119.19,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,131.80,,,,,,,1,142.65,3,,,,115.83,10,225.68,,,1,142.65,1,142.65,,,3,155.36,3,111.94,,,,,1,99.60,1,87.26,,,1,142.65,1,165.29,,,,,,,,,4,188.59,4,106.52,,,,,2,94.30,3,113.98,2,285.31,,,,,,,,,,
,,,,55~59,8,206.29,1,94.07,,,2,119.62,,,,,,,,6,159.07,,,,,,,,,2,90.46,8,153.26,,,,,1,102.56,1,94.07,,,,,,,,,,,2,90.66,,,,,2,187.27,,,1,87.49,3,280.90,3,99.54,1,102.99,,,,,,,,,,
,,,,60~64,9,155.36,,,2,121.73,,,1,102.15,3,,,,205.06,6,149.89,,,,,,,1,106.84,3,157.65,14,242.59,,,,,,,2,104.44,,,,,,,,,,,2,125.94,,,,,1,106.84,,,1,108.23,1,189.75,,,,,1,189.75,1,90.99,,,,,,
,,,,65~69,2,141.54,,,,,,,,,2,,,,332.23,4,236.41,,,,,,,,,,,12,271.86,,,,,6,235.48,2,138.89,,,,,,,,,1,133.51,2,138.03,,,1,166.11,,,,,,,3,207.04,2,158.98,1,166.11,2,125.31,1,166.11,,,,,,
,,,,70~74,1,174.83,1,228.31,1,248.76,1,283.29,,,5,,,,451.67,4,250.94,,,,,,,,,2,349.65,9,340.01,,,,,7,564.06,1,228.31,2,264.20,,,,,,,1,248.76,3,257.73,,,,,3,340.91,,,1,283.29,2,218.34,1,374.53,,,,,1,381.68,,,,,,
,,,,75~79,5,401.93,,,1,606.06,,,,,1,,,,418.41,3,671.14,,,,,,,,,3,328.59,5,641.85,,,,,5,463.82,,,,,,,,,,,1,289.02,1,411.52,,,,,1,411.52,,,,,1,487.80,,,,,2,305.34,2,339.56,,,,,,
,,,,80~84,2,466.20,,,,,,,,,1,,,,781.25,1,471.70,,,,,,,,,2,560.22,2,1086.96,,,,,,,,,,,,,,,,,,,1,578.03,,,,,,,,,,,3,616.02,,,,,,,2,498.75,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,1,2222.22,1,1149.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1388.89,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,1,85.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,1,84.39,,,,,,,,,1,84.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,49.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49.02,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,104.38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,63.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,2,51.63,,,,,,,,,,,,,1,49.31,,,1,54.44,,,,,,,,,1,73.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,102.88,,,,,,,,,,,,,,1,74.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,5,128.53,,,,,,,1,95.69,,,,,,,,,,,,,,2,107.87,,,,,1,71.53,,,,,,,,,,,,,2,93.90,,,,,,,1,136.61,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,112.61,,,1,142.05,,,,,,,,,,3,130.89,,,,,1,97.75,3,128.26,,,,,,,,,1,86.13,,,,,,,,,,,,,,,,,1,164.74,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,140.80,1,132.10,,,,,,,,,,,,3,163.58,,,,,,,2,162.07,1,119.19,,,,,1,164.20,1,119.19,,,,,,,,,1,132.10,,,,,,,,,,,3,207.18,,,,,,,,,,,,,,,,,,
,,,,50~54,5,139.31,,,,,,,,,,,,,,8,194.36,,,,,,,6,170.99,,,,,,,,,,,1,159.74,,,,,,,,,,,2,219.06,,,,,3,167.69,2,109.41,1,175.44,,,,,,,,,,,,,,,,
,,,,55~59,2,114.29,,,1,98.14,,,,,4,,,,219.90,10,194.06,,,,,3,491.80,8,156.25,,,,,6,146.31,,,1,97.28,2,109.95,,,1,168.07,1,98.14,,,,,,,,,,,4,135.18,3,96.68,2,111.79,,,1,87.72,,,,,,,,,,,,
,,,,60~64,3,117.00,,,1,170.36,,,1,137.17,5,,,,164.74,10,187.69,,,,,4,131.75,11,208.10,1,92.68,,,3,103.34,1,180.51,,,,,,,,,2,97.75,4,134.86,,,2,206.83,,,1,137.17,5,123.61,1,92.68,,,,,,,,,,,,,,,,,,
,,,,65~69,2,167.50,,,2,140.85,,,,,4,,,,211.64,5,146.16,,,,,1,163.40,12,397.09,,,,,2,147.28,1,227.79,1,155.52,,,,,1,163.40,1,266.67,4,181.57,1,155.52,1,155.52,,,1,134.05,1,109.89,5,164.15,,,,,4,222.84,,,,,,,,,,,,
,,,,70~74,,,,,,,1,171.82,1,193.05,2,,,,240.38,7,303.56,,,,,3,579.15,11,407.86,1,171.82,,,2,195.50,3,204.64,1,383.14,,,1,193.05,,,3,335.95,2,193.42,,,1,226.76,,,,,5,323.62,,,1,202.84,1,255.75,2,280.50,,,,,,,,,,,,
,,,,75~79,1,321.54,,,1,418.41,,,,,1,,,,505.05,1,284.09,,,,,1,274.73,7,505.05,,,,,1,321.54,1,284.09,2,497.51,,,,,,,,,2,296.30,,,1,284.09,,,,,,,1,526.32,,,,,1,274.73,,,,,,,,,,,,
,,,,80~84,1,438.60,,,1,740.74,,,,,1,,,,740.74,,,,,1,578.03,,,7,847.46,,,,,2,626.96,1,487.80,,,,,,,,,1,578.03,1,543.48,,,,,,,,,,,,,,,,,1,438.60,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,1923.08,,,,,1,1923.08,,,,,,,,,,,,,,,,,,,,,,,2,2127.66,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,1,74.68,,,,,,,,,1,50.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,61.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53.68,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,127.23,,,,,,,,,3,,,,63.10,,,,,,,2,74.91,,,,,1,75.24,,,,,,,,,1,92.42,,,,,,,,,1,65.66,5,85.30,,,,,1,65.66,,,,,,,,,,,,,,,,,,
,,,,40~44,1,85.54,1,90.74,,,,,,,2,,,,161.03,,,,,,,,,,,,,1,85.54,,,1,85.54,,,,,,,,,,,1,90.74,,,,,1,81.37,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,135.75,,,1,107.53,,,2,112.55,3,,,,160.86,,,,,,,2,168.21,,,,,,,,,,,,,,,1,152.21,1,118.76,1,91.16,,,,,,,,,1,107.53,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,5,351.86,,,1,115.07,,,,,5,,,,178.57,,,,,1,193.05,4,217.86,,,,,1,193.05,1,100.50,1,193.05,,,,,,,1,181.16,,,,,,,2,145.99,2,116.96,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,5,138.35,,,1,94.07,,,2,93.63,7,,,,142.68,,,,,1,87.26,1,128.53,,,1,107.64,2,98.96,2,93.63,1,87.26,,,,,,,,,,,2,102.04,,,3,123.92,3,179.10,,,2,338.41,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,106.27,2,106.27,,,,,2,133.78,7,,,,133.51,,,1,106.27,5,125.66,12,266.55,,,1,138.70,3,149.11,,,1,106.27,,,,,2,101.68,3,127.88,,,3,180.51,,,3,113.90,,,,,,,3,179.86,,,,,,,,,,,,,,,,,,
,,,,65~69,3,114.46,1,113.12,,,1,165.84,1,124.53,11,,,,229.89,,,,,1,251.26,11,250.74,,,,,4,175.59,1,140.85,1,140.85,,,,,2,168.21,3,234.01,1,146.20,3,233.10,1,140.85,4,198.41,,,,,,,2,134.50,,,,,,,,,,,,,,,,,,
,,,,70~74,2,217.86,1,380.23,,,,,2,209.64,8,,,,342.91,,,,,2,186.92,11,362.20,,,,,4,327.33,3,223.88,,,,,,,1,229.36,2,217.86,,,2,219.06,,,,,1,226.76,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,416.67,,,,,,,,,7,,,,743.10,,,,,1,286.53,6,779.22,1,416.67,,,1,286.53,1,286.53,1,289.86,1,578.03,,,,,1,280.90,,,1,286.53,,,2,561.80,,,,,,,4,352.73,,,,,,,,,,,,,,,,,,
,,,,80~84,2,491.40,,,,,,,,,4,,,,733.94,,,,,,,1,714.29,1,581.40,,,,,,,,,,,1,574.71,,,1,581.40,,,,,,,1,675.68,,,,,,,1,483.09,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1075.27,,,,,,,,,,,1,961.54,,,,,,,,,,,,,,,1,1075.27,,,,,,,,,1,1492.54,2,980.39,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,132.28,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89.37,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,51.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,62.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,50.68,,,,,,,,,,,,,,2,101.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.59,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,2,64.75,1,88.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.57,,,,,,,,,,,,,,,,,,
,,,,40~44,1,132.63,1,77.88,,,,,,,,,,,,1,60.24,1,60.24,1,83.96,,,,,,,3,72.55,2,70.15,,,,,,,,,,,,,,,,,,,,,,,,,,,3,106.88,,,,,,,,,,,,,,,,
,,,,45~49,10,232.99,,,,,,,,,,,,,,,,8,212.54,,,3,114.99,,,,,1,136.05,3,135.32,,,1,80.00,,,,,,,,,2,88.53,,,1,95.88,,,,,1,99.11,1,80.00,1,99.11,,,,,,,,,,,,,,,,
,,,,50~54,3,131.12,,,,,,,,,,,,,,2,157.60,3,178.15,3,216.29,5,168.12,1,105.60,,,,,2,112.42,1,227.27,1,187.97,1,135.69,,,,,,,,,,,1,131.93,,,1,126.10,1,131.93,1,131.93,1,120.19,,,,,1,135.69,,,,,,,,,,
,,,,55~59,3,118.72,,,,,,,,,,,,,,3,102.63,9,139.93,,,10,220.12,,,,,3,138.31,2,92.81,,,,,,,1,104.17,,,,,3,99.21,,,2,100.30,2,117.03,,,1,98.04,3,102.81,1,177.30,,,,,1,177.30,,,,,,,,,,
,,,,60~64,3,167.60,,,2,135.41,1,105.04,,,,,,,,6,146.99,10,166.75,2,96.43,13,280.35,,,,,2,100.20,2,102.99,1,174.83,,,,,,,,,,,2,101.57,1,105.04,,,1,105.04,,,1,99.01,5,157.13,2,136.33,1,107.30,2,104.44,1,105.04,,,,,,,,,,
,,,,65~69,5,194.78,1,157.98,3,125.47,,,,,,,,,,,,12,255.26,4,194.65,19,394.03,,,2,138.50,5,172.89,2,108.70,2,174.52,,,,,,,1,157.98,2,138.50,5,176.87,,,,,1,137.55,,,,,4,191.48,,,,,,,1,194.93,,,,,,,,,,
,,,,70~74,1,193.80,,,,,,,1,367.65,1,,,,315.46,,,3,315.46,3,198.15,13,535.42,,,,,3,197.24,1,315.46,1,229.89,,,,,,,1,229.89,1,233.10,5,208.59,,,,,1,233.10,,,,,4,221.98,,,,,,,2,184.16,,,,,,,,,,
,,,,75~79,3,345.62,,,,,,,1,416.67,,,,,,3,327.87,5,424.45,2,286.94,7,387.17,1,268.82,,,5,398.41,,,,,,,,,,,,,,,1,258.40,1,258.40,,,,,,,,,,,,,,,,,2,329.49,,,,,,,,,,
,,,,80~84,1,632.91,,,1,465.12,,,1,781.25,,,,,,3,1048.95,3,611.00,,,4,826.45,,,,,3,543.48,,,,,,,,,,,,,,,2,583.09,,,,,1,555.56,,,,,2,576.37,,,,,,,3,592.89,,,,,,,,,,
,,,,85+,,,,,1,854.70,,,,,,,,,,,,,,,,,,,,,,2,975.61,,,,,,,,,,,,,,,2,1197.60,,,,,,,,,,,2,1550.39,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
