,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,3,,,,28.47,,,,,,,,,,,,,,,,,,,,,,,2,19.77,,,,,,,,,,,,,,,,,,,,,,,,,1,7.80,,,,,1,7.80,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,2,,,,10.77,,,,,,,,,,,,,,,,,,,,,1,22.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,2,,,,14.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.05,,,,,,,,,,,,,,,,,,,1,28.31,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,17.53,,,2,,,,16.30,1,6.76,,,,,,,,,,,,,1,6.76,,,,,1,17.53,1,10.33,,,,,,,,,,,1,10.33,,,,,,,,,1,11.85,,,,,,,,,2,11.04,,,1,26.42,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,20.10,,,1,7.44,,,,,,,,,1,13.14,,,1,19.31,,,1,7.44,,,,,,,,,2,9.18,,,,,,,,,,,3,10.21,,,,,,,1,7.44,,,1,23.88,,,,,,,,,,,,
,,,,25~29,3,17.39,,,,,,,1,13.08,,,,,,2,10.48,,,,,1,26.67,,,,,,,,,1,14.19,1,14.19,2,14.29,1,20.21,,,,,,,,,,,,,,,,,,,,,1,7.14,,,,,,,,,3,19.92,1,7.14,1,27.52,,,,,,,,,,,,
,,,,30~34,4,16.16,,,,,1,26.53,4,28.33,2,,,,10.10,2,9.88,,,,,7,20.25,,,,,1,25.80,,,,,1,6.99,2,16.59,1,34.41,3,13.72,1,16.84,2,10.62,,,,,,,,,,,,,,,2,11.62,1,16.84,1,16.84,,,,,1,6.99,1,22.14,4,12.42,,,,,,,,,,,,
,,,,35~39,6,25.19,1,27.19,1,7.03,,,,,4,,,,28.32,1,7.03,,,,,11,25.27,,,,,,,,,,,3,20.27,3,10.97,,,3,12.59,1,12.96,,,,,,,,,,,,,,,,,3,28.99,1,7.03,,,,,1,21.95,1,12.96,1,7.03,15,28.03,,,1,18.45,,,,,,,,
,,,,40~44,13,36.88,,,2,16.38,2,22.82,,,2,,,,25.29,3,19.56,,,,,17,42.06,,,,,1,22.31,,,5,18.29,4,15.12,1,31.94,,,4,17.54,1,20.71,2,21.07,,,,,,,,,,,,,1,13.94,5,15.84,,,2,18.36,,,,,1,16.49,,,8,38.36,,,1,8.19,,,,,,,,
,,,,45~49,15,54.80,,,,,,,,,1,,,,28.48,,,1,26.97,,,24,65.44,,,,,,,1,10.90,5,34.03,5,38.28,1,32.87,1,10.90,4,24.66,1,32.87,2,17.05,,,,,,,,,,,,,,,3,29.27,,,,,1,10.90,,,,,1,43.88,8,31.50,,,1,26.97,,,,,,,,
,,,,50~54,5,45.00,1,19.18,,,,,,,2,,,,27.94,1,19.18,1,64.18,,,25,150.01,,,,,,,1,19.18,5,53.27,9,67.13,,,,,5,39.14,4,55.01,1,19.18,,,,,,,,,,,2,38.36,2,46.35,4,41.70,,,2,27.94,,,,,,,1,72.78,15,98.87,1,64.18,1,51.47,,,,,,,,
,,,,55~59,10,75.34,,,5,119.47,,,,,5,,,,43.97,1,49.60,,,,,24,150.45,,,,,,,1,51.20,8,70.24,15,107.57,1,72.57,1,49.60,5,94.71,4,44.80,,,1,22.90,,,,,,,,,,,1,76.34,13,91.58,1,22.90,1,49.60,,,,,2,69.57,2,76.48,4,44.46,1,51.20,1,22.90,2,159.36,,,,,,
,,,,60~64,5,101.44,,,6,81.34,2,66.82,3,60.86,1,,,,76.34,1,60.98,,,1,28.72,33,213.63,,,,,,,1,69.11,10,88.14,28,194.01,,,1,28.72,17,135.26,3,110.86,5,78.36,1,28.72,,,2,39.05,,,1,69.11,,,,,10,104.58,2,37.02,3,71.51,3,62.60,,,2,86.92,1,60.98,4,145.09,1,28.72,1,79.43,3,63.55,,,,,,
,,,,65~69,3,33.16,1,28.68,7,41.57,3,38.81,,,4,,,,51.36,7,46.18,,,,,44,184.83,,,,,,,1,86.06,24,105.15,52,218.43,5,29.91,,,34,158.19,9,50.69,12,74.34,1,34.67,1,28.68,,,,,,,2,41.55,6,50.16,22,100.29,2,36.49,2,38.48,5,39.93,,,1,28.68,13,73.99,1,51.84,,,2,24.52,19,95.62,,,,,,
,,,,70~74,7,51.21,1,53.91,9,71.53,1,45.41,1,53.91,4,,,,32.81,4,41.63,,,,,36,157.16,1,49.50,,,,,4,35.26,20,95.55,67,282.95,4,58.22,,,31,149.17,11,52.25,4,26.77,1,53.91,,,,,,,1,49.50,6,70.58,6,60.87,17,77.75,2,22.35,3,34.85,2,26.43,,,2,49.30,7,52.08,,,1,17.75,5,50.05,23,104.67,,,,,,
,,,,75~79,4,88.22,1,39.20,8,106.43,2,63.47,,,,,,,,3,84.67,,,,,21,190.56,,,1,45.29,,,1,106.04,13,144.43,47,410.01,,,,,20,210.57,7,129.10,5,121.04,,,,,,,,,,,2,139.47,4,96.74,16,198.54,1,45.29,,,3,86.03,,,,,9,124.71,1,106.04,,,2,64.83,20,174.47,,,,,,
,,,,80~84,1,230.95,,,3,160.26,,,,,3,,,,212.31,3,115.56,,,,,11,459.29,,,1,371.75,,,1,324.68,4,259.57,20,443.46,2,333.33,,,20,446.83,2,85.54,3,104.49,,,,,,,1,90.50,,,1,387.60,1,187.62,7,268.51,,,2,122.10,,,,,,,6,187.73,,,,,4,215.52,14,358.06,,,,,,
,,,,85+,2,268.82,,,1,689.66,,,1,218.34,,,,,,2,212.77,,,,,2,227.79,,,,,,,,,6,585.37,4,266.84,,,,,4,362.65,1,134.41,,,,,,,,,,,,,,,,,2,888.89,,,,,,,,,,,4,312.50,,,1,444.44,,,4,419.29,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,1,19.01,,,,,3,,,,31.90,1,24.37,,,,,,,,,,,,,,,,,,,1,8.04,,,,,,,,,,,,,,,,,,,,,,,1,19.01,,,,,2,25.46,2,16.08,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,28.18,,,,,,,,,,,,,1,6.99,,,,,1,22.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19.57,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,11.37,,,,,1,,,,19.22,,,,,,,1,31.73,,,,,,,,,,,,,1,11.37,,,,,,,,,,,,,,,,,,,,,,,2,13.81,,,,,,,2,12.71,,,1,11.37,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,2,,,,8.71,,,,,1,20.47,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22.78,,,,,,,,,,,1,17.54,,,,,,,,,,,1,17.54,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,11.36,3,,,,14.35,,,,,1,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.92,,,1,27.03,,,,,,,1,7.15,,,,,1,12.57,,,,,3,17.75,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,19.74,,,,,4,16.27,,,,,,,,,,,,,2,19.47,,,,,,,,,,,,,,,,,,,,,,,1,20.37,,,1,7.26,,,4,13.49,3,19.56,,,1,19.74,,,,,,,,,,,,,,
,,,,30~34,5,20.23,,,1,18.23,1,14.73,2,19.20,,,,,,1,14.73,1,22.16,8,19.57,1,16.94,,,,,,,5,12.67,1,16.94,,,,,2,9.09,1,25.62,,,,,,,,,,,,,,,,,4,13.15,,,,,,,1,13.03,1,25.62,2,19.20,4,12.30,1,13.03,,,,,,,,,,,,
,,,,35~39,8,22.81,,,1,6.88,1,16.17,2,13.77,2,,,,19.22,,,,,11,25.72,,,,,,,2,13.70,3,45.30,5,17.90,3,15.61,1,6.88,1,12.54,3,16.39,1,6.88,,,,,,,,,,,,,,,2,8.89,,,,,,,,,2,25.09,1,18.38,6,16.46,1,6.88,,,,,,,,,,,,
,,,,40~44,22,47.40,,,,,1,44.37,2,11.25,1,,,,24.00,1,21.57,,,26,49.21,1,19.40,,,,,,,4,12.71,1,7.92,4,17.32,,,7,22.10,2,27.03,3,15.85,,,,,1,24.00,,,,,,,,,4,16.22,,,3,14.96,1,7.92,,,1,7.92,2,15.84,11,28.94,1,24.00,1,7.92,,,,,,,,,,
,,,,45~49,18,57.26,1,16.74,2,13.36,2,20.35,,,3,,,,37.68,1,25.05,,,27,75.14,,,,,,,,,8,27.70,10,41.71,3,22.19,,,10,55.93,3,17.72,,,,,,,,,,,,,2,20.35,,,4,21.33,,,3,19.86,2,60.26,,,2,29.36,4,18.86,10,39.11,,,1,10.18,,,,,,,,,,
,,,,50~54,11,59.18,,,1,46.88,1,29.92,,,1,,,,46.88,,,,,27,120.23,,,,,,,2,40.54,5,38.58,12,69.70,3,41.95,1,17.12,8,56.26,4,35.35,,,1,17.12,,,,,,,,,,,2,27.96,3,27.35,1,96.06,,,1,46.88,1,33.96,1,17.12,3,28.29,2,22.76,,,2,39.39,1,17.12,,,,,,,,
,,,,55~59,7,63.48,1,50.35,1,59.21,1,22.30,,,2,,,,30.91,2,30.91,,,26,158.46,,,,,,,1,76.80,8,81.86,16,89.47,3,102.11,,,8,67.52,5,80.92,2,36.15,,,,,,,,,1,76.80,1,39.94,3,40.13,7,54.74,2,36.15,,,,,1,39.94,1,22.30,2,34.88,4,69.12,,,,,,,,,,,,,,
,,,,60~64,11,112.16,,,5,61.44,,,2,160.64,1,,,,79.55,4,64.00,,,27,204.61,,,,,,,3,103.23,5,76.30,24,187.98,3,101.52,1,80.32,9,89.45,1,92.59,4,68.53,2,56.56,1,60.20,1,79.37,,,,,1,53.33,1,92.59,6,102.74,,,1,67.89,7,78.16,,,,,5,61.54,4,60.24,1,28.41,1,79.37,9,78.28,,,,,,,,
,,,,65~69,10,56.50,,,4,43.19,,,,,3,,,,48.43,2,50.68,,,34,173.01,,,,,,,,,12,71.07,59,283.86,3,64.98,1,41.74,26,145.44,5,45.43,8,57.02,3,34.04,,,2,83.47,,,,,3,48.19,3,48.19,18,101.71,1,100.70,6,56.77,2,38.22,2,38.22,1,61.27,8,60.51,1,33.86,,,3,28.35,18,105.80,,,,,,,,
,,,,70~74,4,25.17,1,47.76,13,67.17,,,2,43.29,8,,,,48.14,6,59.49,,,46,182.78,,,1,16.24,1,49.75,6,47.55,24,122.97,82,325.82,3,49.23,,,35,139.07,15,64.75,8,41.77,1,47.76,,,,,1,102.04,,,7,51.84,6,49.59,24,113.94,1,47.76,6,46.20,2,54.95,,,1,27.47,23,98.43,9,74.95,,,3,31.19,30,129.51,,,,,,,,
,,,,75~79,4,77.07,1,220.26,10,102.87,,,2,50.45,1,,,,90.83,10,93.62,,,17,145.61,,,1,90.83,,,1,34.93,8,84.92,36,292.16,3,76.12,,,22,197.29,8,112.17,7,86.87,1,177.94,,,,,,,,,,,3,59.29,18,180.72,,,,,2,57.47,,,2,121.95,9,90.15,1,220.26,1,92.76,3,75.87,21,197.89,,,,,,,,
,,,,80~84,5,221.34,,,5,187.34,1,375.94,,,1,,,,375.94,4,287.98,,,11,303.95,,,1,274.73,,,,,12,301.58,22,401.68,3,98.62,,,13,282.36,2,235.57,5,294.81,,,,,,,,,,,2,305.81,1,81.83,7,190.89,,,3,123.25,1,81.83,,,1,81.83,5,163.72,1,274.73,,,2,228.83,14,354.07,,,,,,,,
,,,,85+,1,110.25,,,1,689.66,,,,,1,,,,531.91,,,,,7,358.24,,,,,,,,,5,477.55,11,450.45,1,632.91,,,8,364.63,3,189.39,,,,,,,,,1,110.25,,,,,,,7,405.56,,,,,3,322.58,,,1,531.91,3,322.58,,,,,3,404.31,6,310.88,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,2,,,,12.73,,,,,,,,,1,21.16,,,1,29.66,,,1,14.23,,,,,1,14.23,,,,,,,,,,,,,,,2,61.31,,,,,,,,,1,40.83,,,1,16.28,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,11.54,,,,,,,,,,,,,,,,,,,,,,,2,17.75,,,,,,,,,,,,,,,,,,,,,,,1,21.57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.75,,,,,,,,,,,,,1,30.07,,,,,,,2,11.77,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,6.87,2,,,,13.14,,,,,,,,,,,,,,,1,10.50,,,,,,,1,17.56,,,,,,,,,1,10.50,,,,,,,,,,,,,,,,,,,,,1,6.87,,,1,12.24,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,2,,,,21.93,,,,,,,2,11.22,,,,,,,,,2,36.28,1,6.94,,,2,8.50,,,,,,,,,,,,,1,18.24,1,21.40,,,,,,,,,,,,,,,2,8.81,,,,,,,,,,,,,,,,
,,,,25~29,3,14.83,,,,,2,23.43,2,11.48,2,,,,16.59,,,,,,,4,25.35,,,,,,,,,1,7.34,1,28.24,,,1,24.40,,,1,26.37,,,,,1,7.34,,,,,,,,,,,2,21.67,,,,,,,1,20.02,2,14.67,,,4,14.68,,,,,,,,,,,,
,,,,30~34,3,23.96,,,,,,,1,18.25,3,,,,29.83,1,6.91,,,,,10,30.11,,,,,,,,,,,1,6.91,,,1,12.78,,,2,18.45,,,,,,,,,,,,,,,,,2,10.22,,,,,,,1,6.91,1,6.91,1,14.20,5,21.05,,,,,,,,,,,,
,,,,35~39,14,30.95,,,1,15.62,,,,,2,,,,20.73,2,53.92,,,,,15,27.23,,,,,,,,,1,15.62,3,11.90,2,19.07,1,6.79,,,2,19.38,,,4,15.23,1,14.89,,,,,,,,,1,12.50,4,18.66,,,,,1,34.09,,,1,15.62,1,20.93,5,31.99,,,,,,,,,,,,
,,,,40~44,17,39.03,,,1,24.41,,,1,20.83,2,,,,10.86,,,,,,,17,33.13,1,7.67,,,,,,,,,5,20.62,5,17.03,1,23.25,,,7,25.88,,,2,16.15,1,7.67,,,1,29.66,,,,,3,18.37,6,24.96,1,23.25,,,,,1,20.83,1,7.67,1,24.41,11,27.86,,,1,15.59,,,,,,,,
,,,,45~49,19,47.52,1,32.20,2,21.02,2,20.19,,,1,,,,15.60,1,9.30,,,,,20,47.41,1,9.30,,,,,,,,,6,36.77,5,19.67,3,22.41,,,5,40.50,4,27.26,2,19.06,1,24.49,,,,,,,,,,,3,29.19,1,9.30,2,29.77,1,24.49,,,,,5,30.32,9,35.06,1,9.30,,,,,,,,,,
,,,,50~54,22,90.80,,,2,30.86,,,2,20.36,1,,,,41.27,3,52.02,,,,,16,81.58,1,52.91,,,,,,,,,6,37.27,15,65.38,2,34.85,,,7,62.01,5,47.53,,,,,,,1,61.50,,,,,1,25.98,8,41.05,,,,,2,56.88,,,,,2,49.39,10,56.26,2,24.67,1,66.62,,,,,,,,
,,,,55~59,11,77.48,2,32.70,4,62.17,,,1,47.08,4,,,,52.67,1,47.08,,,,,37,197.02,,,,,,,,,,,8,62.66,12,86.05,1,40.16,,,6,56.31,5,50.19,2,154.20,1,86.13,,,,,,,,,3,45.48,11,67.06,,,2,58.46,,,,,1,71.23,2,28.72,2,54.78,2,121.65,1,40.16,,,,,,,,
,,,,60~64,11,80.03,,,3,44.70,,,1,78.13,5,,,,64.52,3,44.90,,,,,35,232.54,,,,,,,1,93.63,,,10,110.74,14,100.12,3,84.20,,,10,80.42,2,81.37,4,51.41,,,,,,,,,,,,,14,174.28,,,2,40.36,1,27.35,,,,,6,73.86,5,81.51,,,1,56.95,10,72.28,,,,,,
,,,,65~69,7,62.37,1,23.09,7,59.31,2,80.84,,,5,,,,60.02,3,74.91,1,23.09,,,36,224.58,1,23.09,,,,,,,,,16,141.31,49,276.23,3,66.37,,,23,137.04,7,67.60,3,49.70,2,31.90,1,104.49,,,1,69.64,1,51.57,2,59.26,22,131.73,1,69.64,3,44.64,2,33.66,,,2,72.81,10,90.33,1,58.51,2,60.35,6,57.74,20,157.53,,,,,,
,,,,70~74,3,29.25,,,9,56.00,,,,,5,,,,39.77,7,53.10,,,2,97.80,56,218.16,,,,,1,15.56,1,48.90,1,26.12,32,130.30,92,358.41,5,26.94,,,29,112.98,12,58.00,10,56.74,,,,,,,,,8,38.83,6,58.50,37,144.14,3,29.42,7,52.54,2,19.61,,,,,18,89.24,,,,,7,49.35,42,188.32,,,,,,
,,,,75~79,2,82.41,3,54.08,7,105.41,,,1,79.37,,,,,,7,107.96,,,,,29,219.98,,,1,56.02,,,,,1,36.74,9,83.81,64,441.65,5,100.16,1,82.71,23,190.65,6,68.72,12,138.31,,,2,39.51,2,61.03,,,5,86.70,3,58.61,22,165.64,1,30.52,5,77.11,1,83.33,,,1,56.02,12,142.11,1,155.76,2,61.03,3,52.48,35,249.89,,,,,,
,,,,80~84,2,435.73,,,1,86.96,,,,,1,,,,86.96,2,105.76,,,,,12,275.74,,,,,1,184.16,,,2,110.68,8,181.12,30,549.45,2,223.96,,,11,234.14,2,180.51,3,108.54,,,,,,,1,217.86,,,2,135.32,10,193.99,,,,,1,74.18,,,3,102.32,8,251.49,,,,,,,13,390.27,,,,,,
,,,,85+,,,,,,,,,,,1,,,,173.61,1,173.61,,,,,3,173.51,1,173.61,,,1,632.91,,,,,3,494.23,16,584.15,,,,,6,354.82,1,101.32,1,101.32,,,,,,,,,,,,,4,249.69,,,,,,,,,,,2,172.27,,,,,1,173.61,9,388.94,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,2,,,,11.04,,,,,,,3,19.79,,,,,,,2,20.22,,,,,1,23.30,,,,,,,,,,,,,,,,,,,1,14.58,,,,,,,,,1,8.23,,,,,1,14.58,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,3,,,,13.02,,,,,,,,,,,,,,,,,,,,,,,,,1,21.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.90,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,14.88,,,,,,,,,,,,,,,,,,,,,,,,,,3,19.35,1,29.84,,,,,,,,,,,,,1,22.89,,,,,,,,,,,,,,,,,,,1,14.88,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,3,,,,15.55,1,21.80,1,20.79,,,,,1,11.14,,,,,,,,,,,1,7.20,1,21.80,,,,,,,,,,,,,2,33.99,,,,,,,,,,,,,,,,,,,1,28.82,,,1,7.20,1,21.80,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,11.63,,,,,2,9.98,,,,,,,,,2,10.79,1,24.72,2,26.50,,,,,,,,,1,11.63,1,10.75,,,,,,,,,,,,,1,18.03,3,20.35,,,,,4,23.79,,,,,1,20.83,,,,,,,,,,
