,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,,食道,,,結直腸癌,,,鼻咽,,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,1,,483.09,,,,,,
,,,,35~39,1,414.94,,,,,2,443.46,,,1,,,,478.47,,,,,,,,,,,,,,,,,,
,,,,45~49,1,613.50,,,,,,,,,,,,,,1,,869.57,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,943.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,1315.79,,,,,,,,,,,,,,,1,,1315.79,,,,,,,,,,,,
,,,,60~64,1,1851.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,2173.91,,,,,,,,1,,2222.22,1,,1388.89,,,,1,,2222.22,,,,,,
,,,,70~74,1,1724.14,,,,,,,,,,,,,,,,,,,,,,,,,,1,1724.14,,,,
,,,,75~79,2,7407.41,,,,,,,,,,,,,,,,,,,,1,,2631.58,,,,,,,,,
,,,,80~84,,,,,,,,,1,5555.56,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,20000.00,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,膀胱,,,,,鼻咽,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,540.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,606.06,,,,,,,,,,,,,,1,,606.06,,,,,,,,,,,,,,,
,,,,50~54,3,986.84,,,1,884.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,2127.66,,,,,1,2500.00,,,,,,1,,2127.66,,,,,,,,,,,,,,,
,,,,60~64,,,1,2380.95,,,,,1,2380.95,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,2380.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,2777.78,,,,,1,1724.14,,,1,,,,1724.14,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,,膀胱,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,
,,,,35~39,,,,,,,1,476.19,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,543.48,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,769.23,,,,,,,1,,,,1086.96,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,2222.22,,,,,,,,,,,,1,,2222.22,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,2564.10,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,3030.30,,,1,2127.66,,,,,,,,,,,,,1,,2127.66,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,,6250.00,1,,4347.83,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,,胰,,,膀胱,,,鼻咽,,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,,473.93,,,,,,,,,,,,,,,
,,,,40~44,1,534.76,,,,,1,534.76,,,,,,,,,,,,,,,,,1,,534.76,,,,,,
,,,,45~49,1,621.12,1,625.00,,,,,,,,,,,,1,,546.45,,,,,,,1,,625.00,,,,,,
,,,,50~54,,,,,,,,,2,1851.85,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,1136.36,,,1,2000.00,1,1136.36,1,2000.00,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,1886.79,1,,2702.70,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,1886.79,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,2272.73,,,,,,,,,,,,1,,2272.73,,,,,,,,,,1,3030.30,,,,
,,,,75~79,,,,,,,,,1,2857.14,,,,,,,,,1,,1886.79,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,,14285.71,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,結直腸癌,,,鼻咽,,,膽囊及肝外膽管,,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,
,,,,35~39,,,,,1,518.13,,,,,,,,,,,,,,,,1,,518.13,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,436.68,,,,,,,,,,,,,,,,,,
,,,,45~49,1,518.13,,,,,,,,,,,,,,,,,,,,1,,621.12,,,,,,,,,
,,,,50~54,1,826.45,,,,,,,,,1,,,,689.66,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,1,,1136.36,,,,,,,,,
,,,,60~64,,,,,,,1,1612.90,1,1612.90,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,,2500.00,,,,,,,,,,,,,,,
,,,,70~74,,,1,3333.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,,2040.82,,,,1,,2040.82,,,,,,
,,,,85+,,,,,,,,,,,,,,,,2,,10526.32,,,,,,,,,,1,10000.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,腦,,,,,鼻咽,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,523.56,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,,662.25,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,529.10,,,,,,1,,529.10,,,,,,,,,,,,,,,
,,,,45~49,1,512.82,,,1,588.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,689.66,1,689.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,1025.64,,,,,,1,,1020.41,,,,,,,,,,,,,,,
,,,,65~69,1,2777.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,3448.28,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,7142.86,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,,膀胱,,,攝護腺,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,
,,,,35~39,,,1,714.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,480.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,613.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,1612.90,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,1369.86,,,,,1,1369.86,,,,,,,,,,,1,,1063.83,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,2173.91,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,3448.28,,,,,,,,,,,,,,1,,2380.95,2,,6896.55,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,2500.00,,,,,,,1,,3846.15,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,1,,6666.67,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,腎,,,鼻咽,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,
,,,,40~44,,,1,558.66,,,,,,,,,,,,1,,558.66,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,578.03,,,,,,,,,,,,,1,,581.40,,,,,,,,,,,,
,,,,50~54,1,729.93,,,,,,,1,729.93,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,1769.91,,,1,884.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,1960.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,2941.18,,,,,,,,,,,,,1,,3571.43,,,,,,,,,,,,
,,,,80~84,,,,,,,1,3125.00,1,5882.35,3,,,,6122.45,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,,,,食道,,,胰,,,喉,,,結直腸癌,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,
,,,,35~39,1,613.50,,,,,,,,,,,,,,1,,531.91,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,537.63,,,,,1,,,,431.03,,,,,,,1,,537.63,,,,,,,,,
,,,,50~54,,,,,,,1,529.10,,,1,,,,719.42,1,,719.42,,,,,,,,,,,,,,,
,,,,55~59,1,884.96,,,,,1,884.96,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,1754.39,,,,,1,1754.39,,,,,,,,,,,,,,,,,1,,1282.05,,,,,,
,,,,65~69,1,3571.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,2222.22,,,,,2,4444.44,,,,,,,,,1,,2222.22,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,4000.00,,,,,,,,,,,,,,,,,,
,,,,80~84,1,5263.16,,,,,,,2,3508.77,,,,,,1,,2631.58,,,,,,,,,,,,,,,
,,,,85+,,,,,1,10000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,食道,,胰,,,,,胸腺、心臟與中隔,,,眼及淚腺,,,結直腸癌,,,腎盂及其他泌尿系統,,,膀胱,,鼻咽,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,5~9,,,,,,,,,,,,,,,,,,,1,,1020.41,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,465.12,,
,,,,40~44,,,,,,,,,,,,,,,,1,,485.44,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,518.13,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,497.51,1,497.51,1,641.03,,,1,497.51,,,,,,,,,,,,,,,,,,,,1,641.03,,
,,,,55~59,1,862.07,,,1,793.65,,,,,,,,,,,,,,,,,,,,,,,,2,1851.85,1,793.65
,,,,60~64,,,,,,,1,1369.86,1,2000.00,1,,,,2000.00,,,,,,,,,,,,,1,2000.00,,,,
,,,,65~69,,,,,,,1,1754.39,,,,,,,,,,,,,,1,,3571.43,,,,,,,,,
,,,,70~74,,,,,1,2777.78,,,,,,,,,,,,,,,,,,,,,,,,,,1,2777.78
,,,,75~79,,,1,5882.35,,,1,3846.15,,,,,,,,,,,,,,,,,1,,5882.35,,,,,,
,,,,80~84,,,,,,,,,1,2631.58,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1979年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,何杰金氏淋巴瘤,,胃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,1,334.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,1470.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,1562.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,胃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,1470.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,1369.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,1282.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,肝及肝內膽管,,胃,,食道,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,653.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,1587.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,1515.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,1666.67,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1985年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,子宮頸,,其他女性生殖器官,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,2272.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,1063.83,,,1,1136.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,1315.79,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1986年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,胃,,結直腸癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,2,2352.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,1923.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,2222.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1987年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,食道,,造血系統及網狀內皮系統,,鼻咽,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,440.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,467.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,990.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,1219.51,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,1818.18,,,,,,,1,,,,1515.15,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,3333.33,1,3333.33,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1988年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,子宮體,,其它淋巴瘤,,胃,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,456.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,925.93,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,1369.86,,,,,1,1369.86,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,2439.02,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,直腸與肛門,,肺、支氣管及氣管,,消化器官其他分界不明部位,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,1428.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,1408.45,1,1204.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,1694.92,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,子宮頸,,胃,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,990.10,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,2272.73,,,,,,,,,,,,,,,,,,,,,,,,,
