,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,73.28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,27.55,,,,,,,,,,,,,,,,,,,,1,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,32.93,,,1,32.93,1,32.93,,,1,,,,32.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55.52,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,58.72,,,1,58.72,,,,,,,,,,,,,,,,,,,,1,58.72,,,,,1,58.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,1,64.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,2,104.49,,,,,1,,,,52.25,3,156.74,,,1,52.25,1,52.25,,,,,,,,,,,2,104.49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,48.59,,,,,,,1,,,,48.59,1,48.59,,,3,145.77,,,,,1,48.59,,,1,48.59,,,,,1,48.59,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,141.24,,,,,2,,,,141.24,1,70.62,1,70.62,3,211.86,1,70.62,,,,,,,,,1,70.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,125.94,,,,,,,,,,3,377.83,,,1,125.94,,,,,2,251.89,1,125.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,259.74,,,,,,,1,259.74,,,,,,,,,,,,,,,,1,259.74,,,,,,,,,,,2,519.48,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1739.13,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1988年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,1,24.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,26.96,,,,,,,1,26.96,,,,,,,,,,,,,1,26.96,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,31.08,,,,,,,,,,,,,,,,,,,,,,,,1,31.08,,,,,,,,,1,31.08,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,53.11,,,,,,,3,159.32,,,,,,,,,,,,,,,,,,,,1,53.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,56.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,199.87,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,54.32,,,1,54.32,,,3,162.95,,,,,,,,1,54.32,1,54.32,,,1,54.32,,,,,1,54.32,,,,,1,54.32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,48.78,,,1,48.78,3,146.34,1,,,,48.78,,,1,48.78,,,1,48.78,,,1,48.78,,,,,,,,,,,,,1,48.78,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,3,203.39,1,,,,67.80,,,,,2,135.59,1,67.80,,,,,1,67.80,,,1,67.80,1,67.80,1,67.80,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,1,118.76,1,118.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,227.27,,,,,,,,,2,454.55,,,,,,,,,1,227.27,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,31.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,60.46,1,30.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.23,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,1,44.70,,,,,,,,,,,1,44.70,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,55.68,1,,,,55.68,1,55.68,,,,,1,55.68,,,,,,,,,,,,,1,55.68,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,1,63.13,,,2,126.26,,,,,,,1,63.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,56.85,,,,,,,2,113.70,,,,,,1,56.85,2,113.70,1,56.85,2,113.70,1,56.85,,,,,1,56.85,,,,,,,,,1,56.85,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,48.05,1,48.05,,,,,1,48.05,2,,,,96.11,,,2,96.11,,,2,96.11,,,1,48.05,1,48.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,61.77,,,,,,,,,2,,,,123.53,2,123.53,2,123.53,,,3,185.30,,,1,61.77,,,,,1,61.77,1,61.77,,,,,1,61.77,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,2,,,,194.55,2,194.55,,,,,,,,,,,,,1,97.28,,,,,2,194.55,3,291.83,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,389.11,1,194.55,2,389.11,,,,,,,,,,,2,389.11,,,,,1,194.55,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,628.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,24.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,24.86,,,1,24.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.89,,,,,,,1,25.89,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,42.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.70,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,58.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,2,,,,124.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,64.02,2,128.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,50.15,1,50.15,1,50.15,3,150.45,,,1,,,,50.15,3,150.45,2,100.30,,,,,,,,,2,100.30,2,100.30,,,1,50.15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,62.07,,,,,,,,,1,,,,62.07,1,62.07,1,62.07,2,124.15,1,62.07,,,,,,,1,62.07,,,,,1,62.07,,,,,1,62.07,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,99.90,,,1,99.90,,,,,,,1,99.90,,,1,99.90,,,,,,,,,1,99.90,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,195.69,,,,,,,1,,,,195.69,,,1,195.69,3,587.08,,,1,195.69,,,,,,,1,195.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,造血系統及網狀內皮系統,,結直腸癌,,腎,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,25.40,,,,,,,,,,,,1,25.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,28.19,,,,,,,1,28.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,112.70,,,,,,,1,37.57,,,,,,,,1,37.57,,,,,,,,,1,37.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,3,177.73,,,,,,,,,,,,,,2,118.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,60.75,,,,,1,60.75,1,60.75,,,,,,2,121.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,67.75,,,,,2,135.50,,,,,,2,135.50,1,67.75,1,67.75,,,1,67.75,,,1,67.75,1,67.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,53.42,1,53.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,113.57,,,,,,2,113.57,4,227.14,,,,,2,113.57,1,56.79,1,56.79,1,56.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,90.17,1,90.17,1,90.17,,,2,180.34,1,90.17,,,1,90.17,,,1,90.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,180.18,,,,,,,1,180.18,,,,,,1,180.18,1,180.18,,,1,180.18,1,180.18,,,,,,,1,180.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,561.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,男性乳房,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,骨、關節及關節軟骨,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,25.12,,,1,25.12,,,1,,,,25.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,33.70,,,,,,,1,33.70,,,,,,,,,,,,,,,,,,,,,,1,33.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,56.05,,,,,,,2,112.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.05,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,60.28,1,60.28,,,,,1,60.28,,,,,,,,2,120.55,,,1,60.28,,,,,,,,,,,,,1,60.28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,67.84,,,,,,,,,,,,,,,,1,67.84,1,67.84,,,,,,,,,,,1,67.84,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,56.05,,,5,280.27,,,,,,1,56.05,1,56.05,2,112.11,1,56.05,1,56.05,,,2,112.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,55.80,,,,,2,111.61,1,,,,55.80,1,55.80,4,223.21,1,55.80,2,111.61,,,,,1,55.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,2,165.29,,,1,82.64,,,,,,2,165.29,,,,,,,,,,,1,82.64,1,82.64,,,1,82.64,1,82.64,,,,,1,82.64,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,175.44,,,1,175.44,,,,,,,,,,,,,2,350.88,,,,,3,526.32,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,444.44,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,肝及肝內膽管,,其他神經系統,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,24.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,25.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,1,24.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.78,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,27.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,54.00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,31.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,2,106.33,,,,,,,,1,53.16,1,53.16,,,1,53.16,1,53.16,,,,,,,1,53.16,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,56.72,,,,,1,56.72,2,113.44,,,,,,,,,,,,1,56.72,,,,,1,56.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,68.07,,,,,,,,,,,,1,68.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,116.01,1,58.00,,,,,,,,,,,,,,1,58.00,,,,,,,,,,,,,,,1,58.00,,,1,58.00,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,54.50,,,1,54.50,1,54.50,4,217.98,,,,,,1,54.50,3,163.49,1,54.50,1,54.50,,,,,,,1,54.50,,,,,2,108.99,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,77.76,,,,,,,,3,233.28,,,,,,,2,155.52,,,,,1,77.76,,,,,1,77.76,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,156.49,2,312.99,2,312.99,,,,,,,,,,,,,,,1,156.49,,,1,156.49,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,335.57,1,335.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,1470.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.10,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.76,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,24.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,24.43,,,1,24.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.43,,,1,24.43,1,24.43,,,,,,,,,,,,,,,,
,,,,35~39,2,52.14,,,,,1,26.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,29.73,,,1,,,,29.73,1,29.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,48.76,,,,,1,48.76,,,,,,,,,,1,48.76,,,,,,,,,,,,,,,,,,,1,48.76,,,1,48.76,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,58.24,,,,,1,,,,58.24,,,,,1,58.24,1,58.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,133.78,,,,,3,200.67,,,,,,,,,,,,1,66.89,2,133.78,,,,,,,,,,,,,,,,,,,,,,,1,66.89,,,,,,,,,,,,,,
,,,,60~64,3,189.87,,,1,63.29,1,63.29,,,,,,,,,,1,63.29,,,2,126.58,,,,,,,,,1,63.29,1,63.29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,55.80,,,,,1,55.80,,,,,,,,,,2,111.61,,,4,223.21,,,,,,,1,55.80,,,,,,,1,55.80,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,3,227.96,,,,,,,,,,2,151.98,,,,,,,1,75.99,,,,,1,75.99,1,75.99,,,,,1,75.99,,,,,,,1,75.99,,,,,,,,,,,,
,,,,75~79,,,1,145.77,,,,,,,,,,,,,,2,291.55,,,,,1,145.77,1,145.77,,,,,,,,,1,145.77,,,,,,,,,,,1,145.77,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,325.73,,,,,,,,,,,,,,,,,1,325.73,,,,,,,1,325.73,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
