,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,肺、支氣管及氣管,,,,,胃,,食道,,造血系統及網狀內皮系統,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,1,44.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,107.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,105.82,,,,,1,105.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,186.39,,,1,93.20,1,93.20,,,1,,,,93.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,285.44,,,,,2,190.29,1,95.15,2,,,,190.29,,,,,,,1,95.15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,96.34,,,1,,,,96.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,131.06,,,,,1,,,,131.06,1,131.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,178.89,,,,,1,178.89,,,1,178.89,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,285.71,1,285.71,1,285.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1250.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,結直腸癌,,結締組織、皮下組織及其他軟組織,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,1,61.46,,,,,,,1,61.46,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,45.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,38.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,1,72.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,98.04,,,,,,,,,,,,,,,1,98.04,,,,,,,,,,,,,,,,
,,,,45~49,,,1,113.38,,,,,,,1,,,,113.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,181.82,,,,,,,,,,,,,,1,90.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,97.47,,,,,2,,,,194.93,1,97.47,,,,,1,97.47,,,1,97.47,1,97.47,,,1,97.47,1,97.47,,,,,,,,,,,,,,
,,,,60~64,,,1,95.88,,,,,2,191.75,,,,,,,,,,,,,,1,95.88,,,1,95.88,,,1,95.88,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,125.00,,,,,2,250.00,,,,,,,,,,,,,,,1,125.00,,,,,,,,,,,,
,,,,70~74,,,,,,,1,166.94,1,166.94,,,,,,,,,,2,333.89,,,,,,,1,166.94,1,166.94,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,272.48,2,,,,544.96,2,544.96,,,2,544.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,621.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,結直腸癌,,腎盂及其他泌尿系統,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,90.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,114.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,94.70,,,,,,,,,,,,,,,,2,189.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,3,294.99,,,,,,,,,,1,98.33,,,,,1,98.33,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,190.66,,,2,,,,190.66,,,2,190.66,,,1,95.33,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,122.10,,,,,2,244.20,1,122.10,3,,,,366.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,155.04,,,1,155.04,1,,,,155.04,1,155.04,2,310.08,,,,,,,1,155.04,1,155.04,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,260.42,,,,,,,,,,1,260.42,1,260.42,,,,,,,1,260.42,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,571.43,,,1,,,,571.43,1,571.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,1136.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,甲狀腺,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,眼及淚腺,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,1,51.28,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,1,83.47,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,122.10,,,,,,,,,,,,,,,,,,,,,,1,122.10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,95.79,,,,,,,1,95.79,,,,,,,,,,,,
,,,,55~59,,,,,,,1,98.81,3,296.44,,,,,,1,98.81,1,98.81,2,197.63,,,,,,,,,1,98.81,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96.25,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,112.74,,,,,1,112.74,1,,,,112.74,,,,,,,,,,,,,,,1,112.74,,,,,,,,,1,112.74,,,,,,,,
,,,,70~74,,,,,1,151.75,,,1,151.75,,,,,,1,151.75,1,151.75,1,151.75,,,,,,,,,,,,,2,303.49,,,1,151.75,1,151.75,,,,,,,,
,,,,75~79,,,,,,,1,260.42,,,,,,,,1,260.42,1,260.42,,,1,260.42,,,,,,,,,1,260.42,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎,,膀胱,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.49,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,49.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,64.06,2,128.12,,,,,,,,,,,,,,,,1,64.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,77.58,,,,,,,,,1,,,,77.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,3,329.31,,,1,109.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,99.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,95.33,,,,,2,,,,190.66,1,95.33,,,,,,,,,,,,,1,95.33,,,,,,,,,,,,,,,,,,
,,,,60~64,1,98.33,,,2,196.66,,,,,3,,,,294.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,106.84,,,,,2,,,,213.68,,,,,,,,,1,106.84,,,1,106.84,1,106.84,,,,,,,,,,,,,,,,,,
,,,,70~74,1,150.60,,,,,1,150.60,,,1,,,,150.60,,,,,,,1,150.60,,,,,1,150.60,1,150.60,,,,,,,,,,,,,,,,,,
,,,,75~79,1,249.38,,,1,249.38,,,,,,,,,,1,249.38,1,249.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,440.53,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,10~14,,,,,1,56.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,46.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,58.79,,,,,1,58.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58.79,,,,,,,,,,
,,,,40~44,,,,,,,1,73.80,,,,,,,,1,73.80,,,,,,,,,,,,,,,,,,,,,1,73.80,,,,,,,,,,
,,,,45~49,,,,,,,1,101.83,,,,,,,,,,,,,,,,,,,,,,,,,,1,101.83,,,,,,,,,,,,,,
,,,,50~54,,,,,1,106.38,4,425.53,1,106.38,1,,,,106.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,94.16,,,,,1,94.16,1,94.16,1,,,,94.16,,,,,,,,,,,1,94.16,2,188.32,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,99.01,1,99.01,1,,,,99.01,1,99.01,,,,,,,,,,,,,,,,,,,1,99.01,,,,,,,,,,,,
,,,,65~69,,,,,,,2,208.77,,,2,,,,208.77,2,208.77,1,104.38,,,,,,,,,,,1,104.38,1,104.38,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,156.25,,,,,,,,,,1,156.25,,,,,,,1,156.25,,,,,,,,,,,1,156.25,1,156.25,,,,,,
,,,,75~79,,,1,227.27,,,1,227.27,,,,,,,,1,227.27,,,,,1,227.27,1,227.27,1,227.27,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1063.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,結直腸癌,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,46.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,70.08,,,,,,,,,,,,1,70.08,,,1,70.08,,,,,1,70.08,,,,,,,,,,,,,,,,
,,,,45~49,1,92.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,112.36,,,,,2,224.72,,,,,,,,,,,,,,,,1,112.36,,,,,,,1,112.36,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,91.66,,,,,1,91.66,1,91.66,1,91.66,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,202.84,,,,,,,,,,,,,,1,101.42,,,1,101.42,1,101.42,1,101.42,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,105.49,1,105.49,3,316.46,,,1,,,,105.49,1,105.49,,,1,105.49,2,210.97,,,1,105.49,,,,,,,2,210.97,,,,,,,,,,,,,,
,,,,70~74,,,,,1,146.84,1,146.84,,,,,,,,3,440.53,,,,,1,146.84,,,3,440.53,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,214.13,,,,,,,,1,214.13,,,,,1,214.13,,,1,214.13,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,2,772.20,,,1,386.10,,,,,,,2,772.20,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,結直腸癌,,腎,,膀胱,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,,,1,43.57,,,,,,,,,,,,,,,,1,43.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,47.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,108.46,,,,,,,,1,54.23,,,,,,,,,,,1,54.23,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,1,69.40,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,1,87.11,1,87.11,,,,,,,,,1,87.11,,,,,,,,,,,,,,
,,,,50~54,,,,,1,114.81,,,,,,,,,,,,,,,,,,,,1,114.81,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,94.43,,,,,,1,94.43,,,,,1,94.43,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,101.52,1,,,,101.52,1,101.52,1,101.52,,,,,,,,,1,101.52,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,103.41,1,103.41,2,,,,206.83,3,310.24,,,,,1,103.41,,,,,,,,,1,103.41,,,,,1,103.41,,,,,,,,,,
,,,,70~74,,,,,,,,,3,428.57,,,,,,2,285.71,1,142.86,,,,,,,,,3,428.57,,,1,142.86,,,1,142.86,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,209.64,,,,,,,1,209.64,,,3,628.93,,,1,209.64,,,,,1,209.64,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,2,833.33,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1020.41,,,,,,,,,,,,,1,1020.41,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,35~39,1,52.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,68.12,,,,,,,,,,,,,,1,68.12,,,,,,,,,,,1,68.12,,,1,68.12,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,79.30,,,,,,,,,,,,,,,,,,,,1,79.30,1,79.30,,,,,,,,,,,,,,,,
,,,,50~54,3,369.91,,,,,,,,,,,,,,1,123.30,,,,,1,123.30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,96.43,,,,,,,1,96.43,,,,,,1,96.43,,,,,1,96.43,,,,,,,,,2,192.86,1,96.43,,,,,,,,,,,,,,
,,,,60~64,,,,,1,102.15,2,204.29,3,306.44,2,,,,204.29,3,306.44,,,2,204.29,1,102.15,,,,,1,102.15,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,105.93,3,317.80,2,,,,211.86,1,105.93,1,105.93,,,1,105.93,,,1,105.93,3,317.80,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,130.72,,,,,,,1,130.72,1,,,,130.72,2,261.44,,,,,,,1,130.72,,,1,130.72,,,,,,,1,130.72,,,,,,,,,,,,
,,,,75~79,,,1,212.77,1,212.77,,,,,1,,,,212.77,2,425.53,,,2,425.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,393.70,,,,,,,1,,,,393.70,,,,,1,393.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,884.96,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,1,69.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,47.85,,,,,,,,,,,,,,,,,,,,,,,,,,1,47.85,,,,,,,,,,,,,,
,,,,35~39,1,52.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,65.32,,,,,2,130.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,77.28,,,,,,,,,,,,,,1,77.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,114.94,,,1,114.94,2,229.89,,,,,,,,,,,,,,,,1,114.94,,,,,1,114.94,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,105.26,,,,,,,,,,,,1,105.26,,,,,1,105.26,,,,,,,,,1,105.26,,,,,,,,,,,,
,,,,60~64,2,201.21,,,,,4,402.41,1,100.60,1,,,,100.60,2,201.21,,,,,,,,,1,100.60,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,106.61,1,106.61,,,,,,,,5,533.05,,,1,106.61,,,,,,,,,,,,,,,,,1,106.61,,,,,,,,,,
,,,,70~74,,,,,,,,,,,2,,,,251.89,2,251.89,,,,,,,,,2,251.89,1,125.94,,,,,1,125.94,,,2,251.89,,,,,,,,,,
,,,,75~79,,,,,2,403.23,2,403.23,,,,,,,,1,201.61,,,1,201.61,,,,,,,,,,,,,,,,,1,201.61,,,,,,,,,,
,,,,80~84,,,1,395.26,1,395.26,,,,,,,,,,2,790.51,,,,,,,,,1,395.26,,,,,2,790.51,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,751.88,,,,,,1,751.88,,,,,1,751.88,,,,,,,,,,,,,,,1,751.88,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
