,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,2,102.09,,,,,,,4,,,,204.19,,,,,,,,,,,,,,,1,51.05,,,,,,,1,51.05,,,,,,,,,,,1,51.05,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,2,,,,94.43,,,,1,,47.21,1,,47.21,,,,2,94.43,2,94.43,,,,,,,,,,,,,,,,,1,47.21,1,47.21,,,3,141.64,,,,,,,,,,,,
,,,,65~69,1,37.89,,,,,,,1,37.89,2,,,,75.79,,,,1,,37.89,6,,227.36,1,,37.89,1,37.89,1,37.89,,,,,2,75.79,2,75.79,,,,,,,1,37.89,1,37.89,,,,,2,75.79,,,,,,,,,,,,
,,,,70~74,1,43.38,,,,,1,43.38,,,,,,,,,,,1,,43.38,2,,86.77,1,,43.38,1,43.38,1,43.38,1,43.38,,,1,43.38,,,,,1,43.38,,,1,43.38,3,130.15,,,,,1,43.38,,,,,,,,,,,,
,,,,75~79,1,87.95,1,87.95,,,,,,,1,,,,87.95,,,,2,,175.90,,,,,,,1,87.95,,,,,,,,,,,,,,,,,,,1,87.95,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,,174.52,,,,,,,2,349.04,,,,,,,,,1,174.52,,,,,,,,,,,,,1,174.52,1,174.52,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,429.18,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,,肝及肝內膽管,,,其他男性生殖器官,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,1,,19.99,,,,,,,,,,,,,,,,,,,,,1,19.99,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,2,,,,39.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.20,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,1,,18.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,17.35,,,,,,,,,1,,17.35,,,,,,,,,,,1,17.35,,,,,,,,,1,17.35,,,,,,,,,1,17.35,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.86,,,,,,,,,,,,,1,18.86,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.91,,,1,20.91,,,,,1,20.91,,,1,20.91,,,,,,,,,2,41.82,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,2,,65.75,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.87,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,43.46,,,,,,,,,,,,,4,,173.84,,,,,,,,,1,43.46,,,,,1,43.46,1,43.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,49.02,,,,,,,,,,1,,49.02,3,,147.06,,,,,,,,,1,49.02,1,49.02,,,,,,,,,1,49.02,,,,,,,,,2,98.04,1,49.02,,,,,,,,,,,,
,,,,60~64,3,155.44,,,1,51.81,1,51.81,,,,,,,,,,,6,,310.88,,,,,,,,,2,103.63,,,2,103.63,1,51.81,,,1,51.81,3,155.44,,,,,,,,,3,155.44,,,,,,,,,,,,,,
,,,,65~69,,,1,40.39,,,,,,,,,,,,,,,4,,161.55,1,,40.39,,,,4,161.55,9,363.49,,,4,161.55,1,40.39,,,1,40.39,,,1,40.39,,,,,,,,,,,2,80.78,,,,,,,,,,
,,,,70~74,,,,,1,43.63,1,43.63,,,1,,,,43.63,,,,4,,174.52,,,,,,,1,43.63,5,218.15,,,2,87.26,2,87.26,1,43.63,,,1,43.63,,,,,,,2,87.26,,,,,2,87.26,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,4,,337.27,,,,,,,,,3,252.95,,,,,,,1,84.32,,,1,84.32,,,,,,,1,84.32,,,1,84.32,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,178.57,2,357.14,,,1,178.57,,,2,357.14,1,178.57,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,917.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,15~19,,,,,,,,,1,17.45,,,,,,,,,,,,,,,,,,1,17.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,19.65,,,,,,,,,,,,,,,,,,,,,1,19.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,18.55,,,,,,,1,18.55,,,,,,,,,,,,,,,,,,1,18.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,18.58,,,,,,,,,1,,,,18.58,1,,18.58,,,,,,,,,,,,1,18.58,,,,,,,,,,,,,,,,,1,18.58,,,1,18.58,,,,,,,,,,,,,,
,,,,40~44,,,,,1,21.03,1,21.03,1,21.03,,,,,,1,,21.03,,,,1,,21.03,,,,,,1,21.03,,,,,,,,,,,1,21.03,,,,,1,21.03,,,1,21.03,1,21.03,,,,,,,,,,,,
,,,,45~49,1,28.46,,,,,,,,,,,,,,3,,85.37,,,,1,,28.46,1,,28.46,,,1,28.46,1,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,44.44,1,44.44,,,,,,,,,,,,2,,88.89,,,,2,,88.89,1,,44.44,,,,,,,1,44.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,4,,193.80,,,,1,,48.45,3,,145.35,1,48.45,,,1,48.45,,,,,,,,,1,48.45,,,,,1,48.45,,,,,,,,,,,,,,,,,,
,,,,60~64,1,53.79,,,,,,,,,1,,,,53.79,2,,107.58,1,,53.79,2,,107.58,2,,107.58,,,2,107.58,1,53.79,1,53.79,,,,,,,2,107.58,1,53.79,1,53.79,,,1,53.79,,,,,1,53.79,,,,,,,,,,
,,,,65~69,,,,,,,,,3,127.55,,,,,,4,,170.07,,,,1,,42.52,3,,127.55,,,1,42.52,,,2,85.03,,,1,42.52,1,42.52,3,127.55,,,1,42.52,,,1,42.52,,,,,2,85.03,,,,,,,,,,
,,,,70~74,1,43.20,1,43.20,,,,,,,1,,,,43.20,3,,129.59,,,,,,,6,,259.18,,,1,43.20,1,43.20,,,,,,,,,,,,,,,,,1,43.20,,,,,4,172.79,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,72.41,,,,,,,3,,217.23,,,3,217.23,2,144.82,,,,,,,1,72.41,1,72.41,,,,,,,,,,,,,1,72.41,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,2,,338.98,,,,,,,4,,677.97,,,,,1,169.49,,,,,,,,,1,169.49,,,,,,,,,,,,,1,169.49,,,,,,,,,,
,,,,85+,,,1,452.49,,,,,,,,,,,,,,,,,,,,,1,,452.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,皮膚,,,,,肝及肝內膽管,,,其他內分泌腺,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,1,,20.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,19.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,17.49,,,1,,,,17.49,1,,17.49,,,,,,,2,,34.98,,,,,1,17.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,,17.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,20.90,,,,,,,,,,,,,,2,,41.80,,,,,,,1,,20.90,,,,,1,20.90,1,20.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,78.60,,,1,26.20,,,,,,,,,,1,,26.20,,,,,,,,,,1,26.20,,,,,,,,,,,,,,,1,26.20,1,26.20,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,43.52,,,,,,,,,,,,,,1,,43.52,,,,,,,,,,1,43.52,1,43.52,1,43.52,,,,,,,,,1,43.52,,,1,43.52,2,87.03,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,47.73,,,,,,,,,,,,6,,286.40,,,,,,,1,,47.73,1,47.73,,,3,143.20,,,1,47.73,,,,,,,,,,,,,2,95.47,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,3,,164.74,,,,1,,54.91,,,,2,109.83,,,,,1,54.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,4,,183.15,,,,,,,1,,45.79,1,45.79,,,1,45.79,,,,,1,45.79,,,2,91.58,,,,,,,1,45.79,,,,,,,,,,,,,,,,
,,,,70~74,1,42.68,,,2,85.36,,,,,2,,,,85.36,3,,128.04,,,,,,,3,,128.04,3,128.04,,,4,170.72,2,85.36,,,,,1,42.68,2,85.36,,,,,,,2,85.36,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,66.09,,,,,,,5,,330.47,,,,,1,66.09,1,66.09,2,132.19,,,,,,,,,,,,,1,66.09,,,,,,,,,,,,,,,,
,,,,80~84,1,156.99,,,,,,,,,,,,,,2,,313.97,,,,,,,,,,1,156.99,,,,,1,156.99,,,,,,,,,,,,,,,1,156.99,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,384.62,,,,,,,,,,,,,,,1,384.62,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,男性乳房,,肝及肝內膽管,,,,,其他神經系統,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,胸腺、心臟與中隔,,結直腸癌,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35.55,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,17.69,,,,,,,1,,17.69,,,,1,17.69,,,,,,,1,17.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,20.43,,,,,,,,,,,,,,,,,,,,1,,20.43,,,,,,,,,,1,20.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,3,,,,72.71,1,,24.24,,,,,,,,,,1,24.24,,,,,,,1,24.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,41.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,3,,135.38,,,,1,45.13,1,45.13,,,,,,,,,,,,,1,45.13,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,2,,,,109.47,,,,1,,54.73,,,,,,,,,,,1,54.73,,,2,109.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,48.24,,,,,3,,,,144.72,,,,1,,48.24,3,,144.72,,,,,,,,,,,,1,48.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,43.07,,,,1,,43.07,,,,,,,3,129.20,,,,,,,2,86.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,62.15,,,1,62.15,,,1,,,,62.15,,,,,,,3,,186.45,,,,1,62.15,1,62.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,147.06,1,,,,147.06,,,,,,,1,,147.06,1,,147.06,1,147.06,,,,,,,,,,,1,147.06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,305.81,,,,,,,,,,,,,,,,,1,305.81,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,,肝及肝內膽管,,,其他男性生殖器官,,,其他神經系統,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.59,,,,,,,,,,,,,,,,,1,20.59,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,1,,18.06,,,,,,,,,,,,,,,,,,,1,18.06,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,,19.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.30,,,,,,,,,,,,
,,,,30~34,1,17.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.33,,,,,,,,,,,,,2,34.67,,,,,,,,
,,,,35~39,1,17.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.53,1,17.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,20.09,,,,,,,,,,,,,,1,,20.09,4,,80.35,,,,,,,1,20.09,,,,,3,60.27,,,,,1,20.09,,,1,20.09,,,,,,,,,,,,,1,20.09,,,,,,,,
,,,,45~49,1,22.76,,,,,,,1,22.76,,,,,,,,,2,,45.53,,,,,,,,,1,22.76,1,22.76,,,,,,,1,22.76,,,2,45.53,,,2,45.53,,,,,,,,,2,45.53,,,,,,,,
,,,,50~54,,,1,38.04,1,38.04,1,38.04,,,1,,,,38.04,1,,38.04,2,,76.07,,,,,,,,,,,1,38.04,,,,,,,1,38.04,,,,,,,,,,,1,38.04,1,38.04,,,,,,,1,38.04,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,4,,178.65,,,,,,,,,1,44.66,1,44.66,,,1,44.66,1,44.66,1,44.66,,,2,89.33,1,44.66,,,,,,,,,,,1,44.66,,,,,2,89.33,,
,,,,60~64,,,,,,,,,,,,,,,,1,,54.05,3,,162.16,,,,,,,,,1,54.05,3,162.16,,,,,,,,,,,2,108.11,,,,,,,,,,,,,,,,,,,1,54.05,,
,,,,65~69,,,,,,,,,,,,,,,,2,,105.26,3,,157.89,2,,105.26,,,,,,1,52.63,3,157.89,,,2,105.26,2,105.26,1,52.63,,,,,,,,,1,52.63,,,,,2,105.26,,,,,,,1,52.63,,
,,,,70~74,,,,,,,,,,,,,,,,,,,10,,439.17,,,,,,,,,3,131.75,4,175.67,1,43.92,3,131.75,2,87.83,1,43.92,1,43.92,3,131.75,,,1,43.92,,,,,,,,,1,43.92,1,43.92,,,3,131.75,,
,,,,75~79,1,61.16,,,,,,,,,1,,,,61.16,,,,2,,122.32,,,,,,,,,3,183.49,3,183.49,,,1,61.16,1,61.16,1,61.16,,,3,183.49,,,,,,,,,,,2,122.32,,,,,1,61.16,3,183.49,,
,,,,80~84,,,,,,,,,,,1,,,,142.65,,,,2,,285.31,,,,,,,,,,,2,285.31,,,,,,,1,142.65,,,2,285.31,,,1,142.65,1,142.65,,,,,1,142.65,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,1,,289.86,,,,,,,,,2,579.71,,,,,1,289.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,,其他男性生殖器官,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,1,20.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.33,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.48,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,19.45,1,,19.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.45,,,,,,,,,,,,,,,,
,,,,30~34,1,16.93,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,,17.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,34.33,,,,,,,,,,,,
,,,,40~44,3,59.22,,,,,,,,,1,,,,19.74,1,,19.74,,,,,,,,,,1,19.74,,,,,1,19.74,,,,,1,19.74,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,43.45,,,,,,,1,21.72,,,,,,,,,,,,,,,,,,2,43.45,1,21.72,1,21.72,,,,,,,,,,,1,21.72,,,,,,,,,2,43.45,,,,,,,,,,,,
,,,,50~54,3,100.33,,,1,33.44,,,,,,,,,,3,,100.33,,,,,,,2,,66.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,45.91,,,,,1,45.91,,,,,,,,3,,137.74,,,,,,,,,,3,137.74,,,,,,,,,,,,,,,,,,,,,,,,,1,45.91,,,,,,,,,,,,
,,,,60~64,,,2,104.77,,,,,,,1,,,,52.38,10,,523.83,1,,52.38,,,,3,,157.15,2,104.77,,,,,,,2,104.77,,,,,1,52.38,1,52.38,,,,,1,52.38,,,,,1,52.38,1,52.38,,,,,,,,
