,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,174.83,1,228.31,1,248.76,1,283.29,,,5,,,,451.67,4,250.94,,,,,,,,,3,234.01,10,297.89,,,,,7,564.06,1,228.31,2,264.20,,,,,,,1,248.76,4,213.45,,,,,3,340.91,,,1,283.29,3,184.50,1,374.53,,,,,2,205.76,,,,,,,,
,,,,75~79,5,401.93,,,1,606.06,,,,,2,,,,334.45,5,620.35,,,,,,,1,278.55,3,328.59,7,615.11,,,,,7,487.13,,,,,,,,,,,1,289.02,1,411.52,,,,,1,411.52,,,,,1,487.80,,,,,2,305.34,2,339.56,,,,,,,,
,,,,80~84,2,466.20,,,,,,,,,1,,,,781.25,1,471.70,,,,,,,,,2,560.22,2,1086.96,,,,,,,,,,,,,,,,,,,1,578.03,,,,,,,,,,,3,616.02,,,,,,,2,498.75,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,1,2222.22,1,1149.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1388.89,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,1,85.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,1,84.39,,,,,,,,,1,84.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,49.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.53,,,,,1,49.02,1,33.53,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,104.38,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,63.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,3,42.53,,,,,,,,,,,,,1,49.31,,,1,54.44,,,,,,,,,1,73.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,46.72,,,,,,,,,,,,,,,,1,74.29,,,,,,,,,,,,,1,30.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,5,128.53,,,,,,,,,1,,,,95.69,,,1,34.52,,,,,,,2,107.87,,,,,1,71.53,1,34.52,,,,,,,,,,,2,93.90,,,,,,,,,1,136.61,,,1,34.52,,,,,,,,,,,,,,,,
,,,,40~44,3,112.61,,,1,142.05,,,,,,,,,,,,3,130.89,,,,,2,59.58,3,128.26,,,,,,,,,1,86.13,,,,,,,,,,,,,,,,,,,1,164.74,,,,,,,,,,,,,,,,,,,,
,,,,45~49,5,115.34,1,132.10,,,1,66.93,,,,,,,,,,6,180.29,,,,,,,2,162.07,2,85.73,,,,,1,164.20,1,119.19,,,,,,,,,1,132.10,,,,,,,,,,,,,4,135.96,,,,,,,,,,,,,,,,
,,,,50~54,5,139.31,,,,,,,,,,,,,,,,14,255.75,,,,,,,6,170.99,,,,,,,,,,,1,159.74,,,,,,,1,73.64,,,,,2,219.06,,,,,3,167.69,3,94.16,1,175.44,,,,,,,,,,,,,,
,,,,55~59,2,114.29,,,1,98.14,,,,,,,,,,4,219.90,11,168.45,,,,,3,491.80,10,153.92,,,,,7,127.78,,,1,97.28,2,109.95,,,1,168.07,1,98.14,,,,,,,,,,,,,4,135.18,3,96.68,2,111.79,,,1,87.72,,,,,,,,,,
,,,,60~64,6,153.06,,,1,170.36,,,,,1,,,,137.17,5,164.74,11,164.57,,,,,4,131.75,14,210.78,1,92.68,,,4,93.92,1,180.51,1,73.75,,,,,,,2,97.75,5,115.69,,,,,3,129.14,,,1,137.17,5,123.61,1,92.68,,,1,73.75,1,73.75,,,,,,,,,,
,,,,65~69,3,125.73,,,3,114.85,,,,,,,,,,4,211.64,7,151.75,,,,,2,110.86,12,397.09,,,,,2,147.28,1,227.79,1,155.52,,,,,3,166.30,2,127.63,5,147.28,,,2,108.99,1,155.52,,,1,134.05,1,109.89,5,164.15,,,,,4,222.84,,,,,,,,,,
,,,,70~74,,,,,,,,,1,171.82,1,,,,193.05,3,187.85,12,390.75,,,,,4,311.77,13,375.51,2,148.48,,,2,195.50,3,204.64,2,194.93,,,1,193.05,,,3,335.95,2,193.42,,,,,2,165.84,,,1,130.72,6,259.74,,,1,202.84,1,255.75,2,280.50,,,,,,,,,,
,,,,75~79,1,321.54,,,1,418.41,,,,,,,,,,1,505.05,2,272.11,,,,,2,267.74,8,452.23,,,,,1,321.54,1,284.09,3,382.17,,,,,,,1,261.10,3,283.55,,,,,2,272.11,,,,,,,1,526.32,,,1,261.10,1,274.73,,,,,,,,,,
,,,,80~84,1,438.60,1,568.18,2,643.09,,,,,,,,,,1,740.74,1,568.18,,,1,578.03,,,8,798.40,,,,,2,626.96,1,487.80,,,,,,,,,1,578.03,1,543.48,,,,,,,,,,,1,568.18,,,,,,,1,438.60,,,,,,,,,,
,,,,85+,,,,,,,1,1333.33,,,,,,,,,,,,,,,,,,1,1923.08,,,,,1,1923.08,,,,,,,,,,,,,,,,,,,,,,,,,2,2127.66,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,1,74.68,,,,,,,,,1,50.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,3,,,,60.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53.68,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,52.18,,,,,,,,,4,,,,51.28,,,,,,,,,2,74.91,,,,,1,75.24,,,,,,,,,,,1,92.42,,,,,,,,,,,1,65.66,5,85.30,,,,,1,65.66,,,,,,,,,,,,,,
,,,,40~44,2,54.41,1,90.74,,,,,,,2,,,,161.03,,,,,,,,,1,39.89,,,,,1,85.54,,,1,85.54,,,,,,,,,,,,,,,1,90.74,,,1,39.89,1,81.37,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,135.75,,,1,107.53,,,3,86.66,4,,,,112.68,,,,,,,,,2,168.21,,,,,1,59.35,,,,,,,,,,,1,152.21,1,118.76,,,1,91.16,,,,,,,,,1,107.53,,,,,,,,,,,,,,,,,,
,,,,50~54,6,219.30,,,1,115.07,,,,,5,,,,178.57,,,,,,,1,193.05,4,217.86,,,,,1,193.05,2,86.58,1,193.05,,,1,76.05,,,,,1,181.16,,,,,,,,,2,145.99,2,116.96,,,,,,,,,,,,,,,,,,,,
,,,,55~59,6,119.78,,,1,94.07,,,2,93.63,8,,,,126.96,,,,,,,2,78.71,2,92.04,,,1,107.64,2,98.96,2,93.63,1,87.26,,,,,1,71.68,,,,,,,,,3,89.42,,,3,123.92,4,130.29,,,2,338.41,,,,,,,,,,,,,,,,
,,,,60~64,1,106.27,2,106.27,,,,,2,133.78,11,,,,167.50,1,75.53,,,1,106.27,6,113.14,16,274.63,1,75.53,1,138.70,3,149.11,1,75.53,1,106.27,,,,,,,2,101.68,3,127.88,,,,,3,180.51,,,4,101.06,,,,,,,3,179.86,,,,,,,,,,,,,,
,,,,65~69,3,114.46,2,97.13,,,1,165.84,1,124.53,12,,,,201.34,,,,,,,2,127.15,13,233.73,,,,,6,173.76,1,140.85,1,140.85,,,,,1,85.11,2,168.21,4,162.80,1,85.11,1,146.20,3,233.10,1,140.85,4,198.41,,,,,,,2,134.50,,,,,,,,,,,,,,
,,,,70~74,2,217.86,2,190.11,,,,,2,209.64,8,,,,342.91,,,,,,,2,186.92,17,444.33,,,,,4,327.33,4,187.88,,,,,,,,,1,229.36,2,217.86,2,253.49,,,3,176.26,,,,,1,226.76,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,416.67,,,,,,,,,11,,,,805.27,1,235.85,,,,,1,286.53,9,753.77,1,416.67,,,1,286.53,1,286.53,1,289.86,1,578.03,,,,,,,2,256.41,,,,,1,286.53,1,235.85,2,561.80,,,,,,,5,320.92,,,,,,,,,,,,,,
,,,,80~84,2,491.40,,,,,,,,,4,,,,733.94,,,,,,,1,555.56,1,714.29,1,581.40,,,,,,,,,,,1,574.71,,,,,1,581.40,,,,,,,,,1,675.68,,,,,,,1,483.09,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,1075.27,,,,,,,,,,,1,961.54,,,,,,,,,,,,,,,,,,,1,1075.27,,,,,,,,,1,1492.54,2,980.39,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,37.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,132.28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,35.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89.37,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,51.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,62.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,50.68,,,,,,,,,,,,1,29.97,2,101.37,,,,,,,,,1,29.97,,,,,,,,,,,,,,,,,,,,,1,59.59,1,29.97,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,2,64.75,1,88.03,1,31.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.57,,,,,,,,,,,,,,,,,,,,
,,,,40~44,5,147.36,1,77.88,,,,,,,,,,,,1,60.24,1,60.24,1,83.96,,,,,,,3,72.55,2,70.15,,,,,,,,,,,,,,,,,,,,,,,,,,,3,106.88,,,,,,,,,,,,,,,,,,
,,,,45~49,13,207.97,,,,,,,,,,,,,,,,8,212.54,,,3,114.99,,,,,1,136.05,4,95.79,,,1,80.00,,,,,,,,,2,88.53,,,1,95.88,,,,,1,99.11,1,80.00,1,99.11,,,,,,,,,,,,,,,,,,
,,,,50~54,5,141.88,,,,,,,,,,,,,,2,157.60,5,171.23,4,152.50,6,142.52,1,105.60,,,,,2,112.42,1,227.27,1,187.97,1,135.69,,,,,,,,,,,1,131.93,,,1,126.10,1,131.93,1,131.93,1,120.19,,,,,1,135.69,,,,,,,,,,,,
,,,,55~59,3,118.72,,,1,72.15,,,,,,,,,,4,92.83,10,127.91,,,12,202.40,,,,,4,112.52,2,92.81,,,,,,,1,104.17,,,,,3,99.21,,,2,100.30,2,117.03,,,1,98.04,4,92.94,1,177.30,,,,,1,177.30,,,,,,,,,,,,
,,,,60~64,3,167.60,,,4,142.81,1,105.04,,,,,,,,6,146.99,16,218.55,3,88.29,14,234.86,,,,,2,100.20,2,102.99,1,174.83,,,,,,,,,,,2,101.57,1,105.04,,,2,87.87,,,1,99.01,7,155.35,3,107.49,1,107.30,2,104.44,1,105.04,,,,,,,,,,,,
,,,,65~69,5,194.78,1,157.98,3,125.47,,,,,,,,,,,,15,250.42,5,149.52,24,392.73,1,77.58,2,138.50,5,172.89,2,108.70,3,123.20,,,,,,,1,157.98,2,138.50,5,176.87,,,,,1,137.55,,,,,5,148.02,,,,,,,2,110.99,,,,,,,,,,,,
,,,,70~74,2,147.82,,,,,,,1,367.65,1,,,,315.46,,,4,223.71,5,212.68,16,490.05,,,,,3,197.24,2,173.31,1,229.89,,,,,,,1,229.89,1,233.10,5,208.59,,,,,1,233.10,,,,,4,221.98,,,,,,,2,184.16,,,,,,,,,,,,
,,,,75~79,3,345.62,,,,,,,1,416.67,1,,,,199.20,4,282.29,6,357.14,2,286.94,7,387.17,1,268.82,,,5,398.41,,,,,,,,,,,,,,,1,258.40,1,258.40,1,199.20,,,,,,,,,,,,,,,2,329.49,,,,,,,,,,,,
,,,,80~84,1,632.91,,,1,465.12,,,1,781.25,,,,,,3,1048.95,3,611.00,,,4,826.45,,,,,4,547.20,,,,,,,,,,,,,,,2,583.09,,,,,1,555.56,,,,,3,570.34,,,,,,,3,592.89,,,,,,,,,,,,
,,,,85+,,,,,1,854.70,,,,,,,,,,,,,,,,,,,,,,2,975.61,,,,,,,,,,,,,,,2,1197.60,,,,,,,,,,,2,1550.39,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,78.68,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,153.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.54,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,33.60,,,,,1,58.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,2,136.24,,,,,,,,,1,68.12,,,,,,,1,51.33,,,,,,,,,,,,,,,,,,,1,33.51,,,,,,,,,,,,,,,,,,,,
,,,,30~34,3,57.11,,,,,,,2,39.12,,,,,,,,1,30.73,,,,,,,1,52.80,,,,,,,1,58.48,,,,,,,,,,,,,,,,,1,53.82,,,2,38.07,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,45.31,,,,,,,,,,,,,,,,3,47.07,,,,,1,64.18,1,31.05,,,,,,,,,,,,,,,,,1,66.58,,,,,,,,,,,1,64.18,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,75.57,1,82.51,1,59.24,,,,,,,,,,1,103.95,4,73.96,,,,,,,1,77.28,,,1,59.24,,,,,,,,,,,,,,,,,,,,,,,,,1,59.24,,,,,,,,,,,,,,,,,,,,
,,,,45~49,8,193.75,,,,,,,,,,,,,,2,72.31,2,74.05,,,,,,,2,196.66,,,,,1,47.44,,,,,,,1,98.33,,,1,90.25,,,,,,,,,3,107.60,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,7,245.61,,,,,,,,,,,,,,,,10,224.97,,,,,3,102.92,3,106.57,1,139.66,,,1,197.24,,,,,,,,,,,1,133.16,,,2,279.33,,,,,2,279.33,1,77.34,,,,,1,131.75,,,,,,,,,,,,,,
,,,,55~59,3,144.86,,,2,99.60,,,,,,,,,,4,152.56,15,222.42,,,,,2,86.81,7,165.41,,,2,85.80,3,111.40,,,,,,,,,1,88.73,4,146.57,,,2,120.12,,,,,3,99.60,,,,,1,88.73,2,211.86,,,,,,,,,,,,,,
,,,,60~64,4,208.12,,,1,94.25,1,74.02,1,108.34,,,,,,4,243.16,18,279.07,,,,,5,139.00,16,354.37,,,8,165.39,3,142.52,3,104.35,,,,,1,108.34,4,107.38,7,247.00,,,3,222.06,,,,,5,94.66,3,112.61,,,1,174.22,4,126.30,,,,,,,,,,,,,,
,,,,65~69,3,111.03,1,107.99,2,97.90,,,,,1,,,,115.87,2,267.02,22,310.25,1,110.25,,,7,171.95,11,236.05,,,11,177.88,1,77.28,,,,,,,,,,,7,162.87,2,97.90,2,117.10,,,2,97.90,12,195.22,2,319.49,,,,,6,169.88,,,,,,,,,,,,,,
,,,,70~74,5,300.30,1,115.74,2,273.60,,,,,1,,,,224.22,1,294.99,11,484.37,,,1,151.98,3,201.75,15,394.32,,,2,193.05,,,2,181.16,,,,,,,1,115.74,,,,,2,218.82,,,,,4,213.45,,,,,2,247.83,3,239.43,,,,,,,,,,,,,,
,,,,75~79,2,497.51,,,1,310.56,,,,,1,,,,248.76,2,313.97,7,454.84,,,1,241.55,4,295.86,10,592.07,,,1,555.56,,,2,253.16,,,,,,,2,207.47,1,257.73,,,1,257.73,1,310.56,,,5,276.09,1,555.56,1,248.76,2,263.16,5,387.60,,,,,,,,,,,,,,
,,,,80~84,,,,,2,557.10,,,,,,,,,,2,692.04,9,939.46,,,2,537.63,,,6,816.33,1,1000.00,1,666.67,2,754.72,2,503.78,,,1,719.42,,,,,,,,,,,,,2,634.92,2,557.10,,,,,,,2,632.91,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,970.87,1,813.01,,,1,813.01,,,,,,,,,1,1538.46,,,,,,,,,1,917.43,,,,,,,2,921.66,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸膜,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,1,79.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,79.11,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,1,61.50,,,,,,,1,78.80,,,,,,,,,1,37.89,,,,,,,,,1,78.80,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.32,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,1,60.42,,,,,,,,,,,1,65.92,,,,,,,,,,,,,,,,,1,132.63,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,2,42.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
