,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.46,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.01,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64.14,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,94.88,1,115.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.47,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,30.42,,,1,136.05,1,104.17,,,,,,,1,30.42,,,,,,,,,,,,,,,,,,,,,1,59.88,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,30.57,,,,,,,,,,,,,,2,49.54,,,,,,,,,,,,,,,,,1,30.57,,,,,,,,,,,,,,,,,,,,,1,74.63,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,2,53.30,,,,,1,151.06,1,32.36,,,1,32.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,6,136.52,1,160.00,1,99.70,,,1,43.73,,,,,,3,91.19,,,1,208.33,,,,,,,,,,,,,,,,,,,,,1,208.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,5,191.28,,,,,,,,,,,,,,2,108.40,1,121.95,,,2,108.40,,,2,87.87,3,135.62,,,,,1,272.48,,,,,1,68.68,,,,,,,,,,,,,,,1,121.95,,,,,,,,,,,,,,,,
,,,,55~59,3,386.10,,,,,,,1,242.13,,,,,,5,367.65,,,2,119.76,3,133.16,,,,,1,242.13,,,,,,,1,76.57,1,178.89,,,1,76.57,1,76.57,,,,,,,,,,,,,1,242.13,1,257.73,,,,,,,,,,,,
,,,,60~64,4,172.79,,,,,2,102.72,3,210.08,,,,,,4,170.21,,,2,102.72,5,215.98,,,3,122.45,4,210.97,,,2,102.72,,,,,,,1,248.14,3,196.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,4,218.94,,,,,,,4,123.15,,,,,,9,395.08,,,7,164.40,12,318.89,,,5,121.80,1,218.82,,,2,198.02,,,,,,,2,75.82,3,147.20,,,,,,,,,1,78.86,3,147.20,1,78.86,,,1,78.86,1,72.99,,,,,,,,,,
,,,,70~74,5,159.24,,,,,1,194.17,1,96.15,,,,,,5,175.32,,,,,8,292.72,1,96.15,6,200.47,1,96.99,,,4,154.68,,,,,,,,,,,,,1,151.06,2,118.13,,,,,3,177.20,,,,,1,194.17,5,191.20,,,,,,,,,,
,,,,75~79,1,194.55,1,180.83,,,,,1,180.83,,,,,,6,354.19,,,3,281.16,7,416.67,,,3,281.16,2,229.89,,,1,194.55,,,,,1,292.40,,,5,351.37,,,,,,,,,,,1,280.90,,,,,,,2,388.35,,,,,,,,,,
,,,,80~84,,,1,380.23,,,,,,,,,,,,1,555.56,,,2,649.35,1,735.29,2,366.97,3,482.32,1,781.25,,,,,,,,,,,,,,,,,1,380.23,,,,,,,1,380.23,,,,,,,3,835.65,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1724.14,,,,,,,,,,,,,,,,,,,,,,,,,1,1219.51,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,1,35.87,,,,,,,,,,,,,,,,,,,1,132.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40.65,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,39.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,2,122.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68.82,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60.64,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,122.25,,,,,,,,,3,,,,64.61,2,108.17,,,,,,,,,1,166.67,,,,,,,,,,,,,1,166.67,,,,,,,1,30.67,1,123.00,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,7,157.13,1,147.93,,,,,,,,,,,,1,147.93,,,,,,,,,4,69.47,1,31.28,,,,,1,117.51,,,1,31.28,,,,,,,,,,,1,31.28,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,145.77,,,,,,,,,,,,,,3,121.16,,,2,57.22,1,40.39,,,3,73.39,2,124.07,1,211.86,,,,,1,145.77,,,,,,,,,1,40.39,1,98.14,2,65.17,,,1,211.86,,,,,,,,,,,,,,,,,,
,,,,50~54,2,101.32,,,1,66.05,,,,,1,,,,66.05,4,182.90,1,298.51,,,3,198.15,1,122.85,1,66.05,,,,,,,,,,,,,,,,,,,,,,,2,85.91,1,122.85,,,,,,,,,,,,,,,,,,,,
,,,,55~59,6,170.79,,,,,,,,,2,,,,149.81,4,175.82,,,2,117.58,3,133.87,,,2,258.40,1,245.10,,,,,,,,,,,,,,,,,1,114.68,1,74.91,1,74.91,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,231.75,,,,,,,,,1,,,,115.87,7,309.87,,,1,259.74,3,158.98,,,3,167.69,1,115.87,,,,,2,143.68,2,143.27,,,,,,,,,,,1,302.11,2,143.68,,,,,1,98.91,,,,,,,,,,,,,,,,
,,,,65~69,1,174.83,1,79.68,,,1,79.68,,,1,,,,79.68,3,127.82,,,,,10,248.57,1,174.83,2,159.36,1,83.82,1,237.53,,,3,179.00,2,123.92,,,,,1,79.68,,,1,83.82,1,171.82,1,171.82,,,1,300.30,2,108.87,,,,,,,,,,,,,,,,
,,,,70~74,2,116.28,,,,,,,2,150.15,1,,,,149.70,6,189.81,,,3,191.20,13,316.38,,,8,261.69,5,180.05,1,88.34,1,185.19,1,149.70,6,216.06,,,1,185.19,,,,,,,4,183.15,,,,,1,95.06,6,196.27,,,,,,,,,,,,,,,,
,,,,75~79,3,274.73,,,,,,,,,,,,,,4,366.30,,,1,177.94,10,466.85,1,169.20,5,381.39,,,,,3,476.95,,,3,210.97,,,,,,,,,1,169.20,,,1,177.94,1,177.94,1,277.78,6,457.67,,,,,,,,,,,,,,,,
,,,,80~84,,,1,1388.89,,,,,,,,,,,,,,,,3,520.83,3,511.07,,,1,1388.89,,,1,746.27,,,1,386.10,1,359.71,,,,,,,,,,,1,689.66,,,,,,,3,492.61,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,2,,,,1398.60,,,,,,,,,,,1,909.09,,,1,970.87,,,,,2,1123.60,,,,,,,,,,,,,,,,,,,1,909.09,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,5~9,,,,,,,,,1,39.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,93.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,1,70.77,,,,,,,,,,,,,,,,,,,,,,,1,26.46,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,27.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,60.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,153.61,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,2,40.43,,,,,,,1,30.26,,,,,,,,,,,1,30.26,,,,,1,60.90,,,,,,,,,,,1,60.90,,,,,,,,,,,,,,,,,,
,,,,35~39,1,72.05,,,,,,,,,,,,,,,,,,,,1,95.33,1,95.33,,,,,,,,,,,,,,,,,1,122.55,,,,,,,,,1,166.11,,,2,100.50,,,,,,,,,,,,,,,,
,,,,40~44,4,104.19,,,,,,,,,,,,,,4,67.42,1,30.67,2,285.71,,,,,,,1,74.68,1,142.86,1,142.86,,,,,,,,,,,,,,,,,,,1,115.74,1,30.67,2,43.49,,,,,,,,,,,,,,,,
,,,,45~49,7,112.40,,,1,37.47,,,,,1,,,,37.47,4,158.35,,,,,2,366.30,,,,,,,,,,,,,,,,,,,1,133.51,,,1,37.47,,,,,,,,,3,87.77,,,,,,,,,,,,,,,,
,,,,50~54,2,81.87,,,2,105.43,,,1,225.73,1,,,,283.29,4,254.45,,,1,63.61,,,,,,,,,,,,,,,,,,,,,1,63.61,,,,,,,,,,,,,1,225.73,,,,,,,,,,,,,,,,
,,,,55~59,6,224.47,,,1,110.25,,,,,,,,,,5,240.96,,,,,3,165.93,,,,,1,71.38,2,142.76,,,,,,,,,,,1,71.38,,,,,1,71.38,,,,,,,,,1,71.38,,,,,,,,,,,,,,
,,,,60~64,4,230.02,,,,,,,,,1,,,,96.25,4,235.71,,,,,5,163.67,2,192.49,,,4,176.83,3,154.96,1,326.80,,,,,,,,,1,96.25,1,96.25,,,,,,,,,1,96.25,,,,,,,3,125.16,,,,,,,,,,
,,,,65~69,5,243.07,,,1,90.66,,,,,1,,,,87.95,9,247.93,3,182.15,8,220.39,6,181.93,1,87.95,,,5,151.61,2,189.04,,,,,,,,,,,4,155.82,,,,,,,,,1,90.66,,,,,,,2,129.62,4,125.39,,,,,,,,,,
,,,,70~74,3,132.22,,,2,121.95,1,84.75,,,4,,,,198.91,5,423.73,,,7,214.46,9,266.67,,,,,6,365.85,3,132.22,,,1,84.75,,,,,,,4,167.15,,,,,,,,,1,357.14,2,164.88,1,84.75,,,,,8,229.75,,,,,,,,,,
,,,,75~79,,,,,1,158.98,,,,,2,,,,247.22,,,,,2,294.55,5,249.88,,,,,10,524.11,,,1,163.93,,,,,1,555.56,1,341.30,1,163.93,2,197.04,,,,,,,,,1,341.30,1,163.93,,,,,7,305.14,,,,,,,,,,
,,,,80~84,1,323.62,1,1428.57,1,323.62,,,,,2,,,,436.68,1,552.49,,,4,816.33,3,568.18,,,,,4,689.66,,,,,,,,,,,,,3,909.09,,,,,,,,,,,1,552.49,,,1,671.14,,,4,525.62,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,1639.34,,,,,2,847.46,,,,,,,,,1,2272.73,,,1,892.86,,,,,,,,,,,,,,,,,,,2,1639.34,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.41,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,95.10,,,,,,,,,,,1,26.75,,,1,26.75,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,110.86,,,,,,,1,110.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,94.07,,,,,,,,,,
,,,,30~34,1,30.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61.54,,,,,,,,,,,,
,,,,35~39,1,29.26,,,,,1,29.26,,,,,,,,1,29.26,,,,,,,,,,,,,1,118.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,69.40,1,147.06,,,,,,,,,,
,,,,40~44,5,144.13,1,29.83,,,,,1,29.83,1,,,,29.83,1,77.10,,,,,,,1,29.83,,,,,,,1,29.83,2,154.20,,,,,,,,,,,1,138.12,2,59.67,,,1,29.83,,,,,,,1,29.83,1,77.10,,,,,,,,,,
,,,,45~49,5,122.01,1,127.88,,,,,1,34.48,,,,,,3,75.76,,,,,,,1,34.48,2,56.66,,,,,1,158.73,1,34.48,,,,,,,,,,,,,,,,,,,,,,,,,2,56.66,,,,,,,,,,,,
,,,,50~54,6,349.85,1,58.07,,,1,58.07,,,1,,,,58.07,2,116.14,,,,,,,,,2,163.13,,,,,1,114.03,1,58.07,,,,,,,,,,,,,1,58.07,,,,,,,1,58.07,1,58.07,1,268.10,,,,,,,,,,,,
,,,,55~59,6,169.01,3,209.50,,,,,1,113.12,2,,,,110.25,4,184.93,,,,,,,,,2,162.21,,,,,1,246.91,2,397.61,,,1,113.12,1,286.53,,,,,,,,,,,,,,,,,,,2,139.66,,,,,,,,,,,,
,,,,60~64,4,472.81,,,,,,,,,1,,,,190.11,7,223.71,,,,,,,1,310.56,1,118.20,,,,,2,145.77,,,1,93.11,,,,,,,1,310.56,1,118.20,,,,,,,,,,,,,,,,,,,2,125.00,,,,,,
,,,,65~69,3,209.50,1,94.79,,,,,,,1,,,,265.25,9,271.82,,,,,,,3,209.50,8,274.25,1,94.79,,,3,121.26,2,97.94,,,1,101.32,,,,,1,231.48,,,5,234.19,,,,,1,101.32,1,94.79,,,,,1,94.79,1,101.32,3,146.91,,,,,,
,,,,70~74,7,255.85,2,114.09,,,,,1,83.06,4,,,,135.27,5,182.95,,,,,1,234.74,3,249.17,11,402.05,,,,,5,147.80,1,180.51,,,,,,,1,90.42,,,,,3,109.65,1,83.06,1,90.42,,,,,1,154.56,2,166.11,,,4,113.93,6,263.50,,,,,,
,,,,75~79,1,148.59,,,1,148.59,1,148.59,1,148.59,4,,,,268.64,8,334.87,,,,,,,1,234.74,10,436.30,,,,,7,332.86,1,148.59,1,349.65,1,148.59,,,,,,,2,280.90,4,417.10,,,,,2,421.05,,,2,297.18,,,,,2,280.90,5,262.88,,,,,,
,,,,80~84,,,1,473.93,,,,,1,641.03,,,,,,3,369.46,,,1,641.03,,,2,947.87,3,499.17,1,473.93,,,2,378.07,,,,,,,,,,,,,,,,,,,,,1,353.36,,,3,578.03,,,,,,,3,683.37,,,,,,
,,,,85+,,,,,,,,,1,1234.57,1,,,,1234.57,2,1369.86,1,1234.57,,,,,,,2,1307.19,,,,,1,1538.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,653.59,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,男性乳房,,,,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,1,36.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.34,,,,,1,41.34,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.27,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,149.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,143.88,,,,,,,,,,,,,,,,1,161.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.57,,,,,1,143.88,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,1,102.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,126.74,,,,,,,,,,,,,,,,
,,,,35~39,2,41.43,,,,,,,,,,,,,,,,,,,,,,1,70.13,,,,,,,,,,,,,,,,,,,1,29.40,,,,,,,1,29.40,1,29.40,1,70.13,,,,,,,,,,,,,,,,
,,,,40~44,4,86.36,,,,,,,,,,,,,,4,75.82,,,,,,,,,,,,,,,1,108.58,,,,,,,,,,,,,,,,,,,,,,,1,78.43,,,,,,,,,,,,,,,,
,,,,45~49,10,231.91,1,125.79,,,,,,,,,,,,2,162.60,,,,,,,,,1,153.61,,,,,1,153.61,1,125.79,,,,,,,,,2,46.38,,,1,32.45,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,7,206.79,,,,,,,,,,,,,,,,,,,,,,2,79.52,,,,,,,1,238.66,,,,,,,,,,,1,238.66,,,,,,,,,2,199.80,,,,,,,,,,,,,,,,,,
,,,,55~59,3,169.20,,,,,1,70.82,1,116.28,,,,,,4,189.48,,,,,,,,,1,274.73,,,4,145.93,1,70.82,,,1,70.82,,,2,232.56,,,1,116.28,,,,,,,,,,,3,159.49,1,213.22,1,213.22,1,70.82,,,,,,,,,,
,,,,60~64,3,195.82,1,86.58,,,,,1,311.53,,,,,,2,289.44,,,,,,,1,311.53,2,167.79,1,121.65,3,151.75,2,173.16,,,,,,,,,,,1,86.58,,,,,,,,,1,86.58,1,86.58,,,,,1,121.65,,,,,,,,,,
,,,,65~69,4,299.40,1,111.36,,,1,111.36,1,272.48,,,,,,4,238.66,,,,,,,4,178.25,5,222.82,2,148.59,5,227.58,3,403.23,,,,,,,1,103.20,,,5,298.33,,,3,224.55,,,,,3,235.29,1,303.03,,,2,156.86,2,138.70,,,,,,,,,,
,,,,70~74,4,152.85,2,127.31,1,187.97,1,162.34,3,134.89,1,,,,162.34,3,105.63,,,1,162.34,,,5,191.79,13,416.13,2,111.05,7,184.60,5,176.06,3,289.58,,,,,1,96.25,1,96.25,4,118.62,,,,,,,,,2,174.22,3,191.33,,,,,9,237.34,,,,,,,,,,
,,,,75~79,2,192.31,3,262.47,,,1,333.33,2,224.72,,,,,,9,385.77,,,,,,,2,139.96,10,384.62,,,6,230.77,4,218.34,2,174.98,,,1,497.51,,,1,333.33,9,359.86,1,213.68,,,,,,,1,145.14,1,135.14,,,,,10,357.02,,,,,,,,,,
,,,,80~84,,,,,,,,,1,335.57,1,,,,462.96,3,580.27,,,,,,,,,4,773.69,,,4,466.20,1,462.96,,,,,,,,,,,2,406.50,,,,,,,,,1,290.70,1,462.96,,,1,462.96,6,906.34,,,,,,,,,,
,,,,85+,,,1,1265.82,,,1,649.35,,,,,,,,3,737.10,,,,,,,2,2083.33,4,1809.95,,,,,,,1,961.54,,,,,1,2173.91,,,2,858.37,,,,,,,,,,,,,,,,,2,775.19,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
