,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,6,70.10,2,50.90,6,53.04,,,,,2,,,,57.26,4,85.31,,,1,36.32,31,233.14,,,,,3,45.30,8,60.16,43,323.38,5,58.02,1,25.45,30,225.61,7,66.02,9,85.36,,,,,,,1,25.45,2,51.01,2,34.10,25,188.01,,,9,85.36,3,34.81,,,1,25.45,20,159.27,2,72.65,,,1,51.65,42,334.47,,,,,,,,,,
,,,,80~84,2,98.86,,,4,135.32,,,1,49.43,2,,,,104.55,5,111.58,,,,,6,139.96,,,,,,,9,165.93,37,577.76,4,73.11,,,28,414.51,2,104.55,4,116.35,,,,,,,,,1,107.18,,,14,207.25,,,4,89.07,1,49.43,,,1,102.04,4,94.12,,,,,2,81.37,23,359.15,,,,,,,,,,
,,,,85+,1,223.21,,,1,233.64,,,1,100.81,,,,,,,,,,,,,,,,,,,,1,100.81,6,359.50,1,266.67,,,5,243.07,1,233.64,,,,,,,1,223.21,,,1,266.67,,,3,167.13,1,100.81,1,100.81,,,,,,,1,156.99,,,,,1,156.99,5,365.76,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,3,,,,12.37,,,,,,,,,2,17.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.91,,,1,14.38,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,1,9.41,,,,,,,,,,,,,1,13.07,,,,,1,11.37,,,,,,,,,,,1,14.61,,,,,,,,,1,12.60,,,,,,,1,12.60,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,2,,,,12.09,1,10.56,1,8.59,,,,,,,,,,,,,,,,,2,16.38,1,12.59,,,,,,,,,1,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,2,9.14,,,1,8.37,,,,,,,,,,,,,1,10.06,,,,,,,,,,,2,10.76,,,,,,,,,1,12.38,,,,,,,,,,,,,1,11.55,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,2,11.49,,,,,,,,,,,,,,,,,,,,2,11.51,,,,,1,9.71,,,,,,,,,2,25.41,,,,,,,,,,,1,14.47,,,,,1,9.55,,,1,9.71,,,,,,,,,,,,,,,,,,
,,,,25~29,1,10.45,,,,,,,,,2,,,,17.11,1,9.64,,,,,2,10.89,,,,,,,,,,,,,1,14.49,,,1,20.89,,,,,,,,,,,,,,,,,,,,,,,2,10.89,,,1,10.45,2,25.03,,,,,,,,,,,,,,,,
,,,,30~34,1,8.90,,,,,,,1,13.35,1,,,,8.90,3,15.93,,,1,11.45,6,15.10,,,,,,,,,4,15.45,1,8.90,1,13.35,,,,,,,,,,,,,,,,,,,1,11.45,1,11.45,,,2,10.02,2,26.71,3,10.53,,,5,16.87,,,,,,,,,,,,,,,,
,,,,35~39,8,21.97,,,,,1,20.87,2,10.57,2,,,,23.51,,,,,,,11,23.00,,,,,,,,,1,7.88,3,15.06,,,,,3,9.20,1,9.45,,,,,,,,,,,,,1,11.76,,,1,11.76,,,,,,,3,13.62,8,14.20,2,18.90,1,7.88,1,11.76,,,,,,,,,,
,,,,40~44,19,54.79,,,,,,,1,10.81,2,,,,8.25,3,8.95,,,,,13,29.82,,,,,,,2,9.64,9,19.02,4,11.94,4,12.50,,,3,10.90,4,16.65,,,1,9.39,,,,,,,,,6,10.45,1,9.39,3,10.00,2,19.81,,,3,12.21,2,9.64,12,20.90,,,,,,,,,,,,,,,,
,,,,45~49,13,38.60,1,11.42,2,11.65,,,1,7.82,,,,,,2,11.75,,,,,25,53.22,1,12.03,1,7.82,,,,,3,10.06,8,19.01,3,14.16,,,10,26.17,3,17.58,1,11.90,1,11.90,1,11.42,1,26.14,1,11.48,,,5,11.88,2,11.45,4,18.96,2,12.04,1,26.14,,,4,16.05,5,14.81,,,,,1,11.90,,,,,,,,,,
,,,,50~54,6,25.95,,,1,19.53,,,,,2,,,,15.09,1,12.53,,,,,23,75.57,,,,,,,,,11,47.32,5,28.43,3,19.66,,,6,38.83,2,20.27,1,20.00,,,,,,,,,3,19.77,6,26.12,,,1,12.53,3,23.11,,,2,15.57,3,30.41,9,35.55,,,,,2,15.40,,,,,,,,,,
,,,,55~59,3,35.34,1,23.15,,,,,2,19.28,3,,,,34.57,4,26.92,,,,,32,126.96,,,,,,,1,23.15,14,67.03,22,87.29,4,21.16,,,7,36.75,4,27.23,3,50.13,,,,,,,1,24.99,2,24.04,11,43.64,1,24.99,8,34.45,2,19.28,,,5,46.60,3,23.66,8,42.32,1,23.98,3,35.92,3,36.71,,,,,,,,,,
,,,,60~64,14,71.19,2,39.82,1,29.22,1,29.22,1,33.97,2,,,,25.41,7,61.99,,,,,42,213.56,,,,,,,1,29.84,18,91.52,30,152.54,2,31.42,,,15,76.27,10,88.90,5,59.21,,,2,29.53,,,2,25.41,7,38.60,16,88.22,,,5,30.91,2,23.95,,,1,29.84,16,88.22,2,40.97,,,3,30.36,17,104.65,,,,,,,,,,
,,,,65~69,9,38.38,1,24.48,6,58.45,1,17.15,2,53.84,1,,,,26.92,9,53.25,,,,,53,226.01,,,,,,,3,25.60,13,65.87,39,166.31,8,47.34,,,34,144.99,11,61.35,9,56.91,,,,,,,4,57.27,2,39.40,16,73.92,1,17.15,7,32.34,4,57.27,,,3,27.51,15,77.46,4,22.31,1,24.48,2,21.98,32,171.07,,,,,,,,,,
,,,,70~74,11,59.22,1,31.92,6,38.58,,,1,20.55,6,,,,42.79,13,71.06,,,,,42,193.47,,,,,2,22.82,2,58.57,19,87.52,71,327.05,3,29.14,,,38,175.04,8,46.93,6,43.76,,,1,29.28,,,1,31.92,5,45.04,26,119.77,,,8,65.68,,,,,1,33.06,9,44.60,3,24.41,,,1,29.28,47,216.50,,,,,,,,,,
,,,,75~79,4,47.97,1,49.43,2,47.70,,,,,4,,,,55.39,9,63.06,,,,,23,161.17,,,,,1,24.13,1,24.13,16,119.07,45,315.32,4,47.97,1,24.13,22,163.71,6,71.96,4,55.49,1,47.96,,,,,2,95.92,4,42.98,27,189.19,2,27.69,5,53.72,4,48.33,,,4,42.98,12,98.47,1,24.13,2,27.69,7,57.44,47,329.34,,,,,,,,,,
,,,,80~84,2,132.63,,,1,105.26,,,,,1,,,,49.29,3,66.70,,,1,104.06,9,170.75,,,,,2,132.63,2,98.57,5,110.64,32,472.05,3,147.86,1,104.06,23,339.28,5,144.89,7,108.86,1,286.53,1,49.29,,,2,103.52,4,168.21,14,217.73,,,,,2,81.00,,,1,105.26,7,127.74,1,66.31,,,4,88.52,25,388.80,,,,,,,,,,
,,,,85+,1,196.46,,,2,155.28,,,,,,,,,,2,150.26,,,,,8,252.13,,,,,,,,,2,203.46,10,314.76,,,,,9,332.47,2,170.36,1,85.18,,,,,,,1,495.05,,,1,194.93,,,3,225.39,1,194.93,,,,,3,121.85,,,,,2,389.86,13,436.97,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,2,,,,11.52,,,,,,,,,1,23.53,,,,,1,13.82,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,2,,,,10.90,,,,,,,,,,,,,,,1,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.54,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,2,,,,14.97,,,,,,,,,1,10.70,,,,,,,,,,,,,1,10.70,,,,,,,,,,,,,1,14.46,,,,,,,,,,,,,3,16.45,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,8.33,,,,,1,11.64,,,,,,,,,1,18.93,,,,,,,,,,,,,,,1,12.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,20.04,,,1,9.43,,,,,2,,,,11.40,,,1,12.62,,,1,9.43,,,,,,,,,,,1,20.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10.80,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,10.29,1,9.56,,,,,3,17.31,3,,,,10.98,2,11.36,,,,,,,,,,,,,1,14.55,,,,,,,1,10.29,,,,,1,9.56,,,1,9.56,,,,,,,,,1,10.44,1,10.44,,,2,29.09,2,13.42,1,12.45,1,9.56,,,,,,,,,,,,,,,,
,,,,30~34,2,9.52,,,,,,,1,13.58,2,,,,10.89,1,11.57,,,,,6,15.21,,,,,,,1,13.58,2,12.52,1,13.58,,,,,3,11.11,,,1,13.58,1,10.21,,,,,,,,,3,11.64,1,11.57,,,1,9.09,2,9.62,,,1,9.09,1,10.00,,,,,,,,,,,,,,,,
,,,,35~39,3,12.94,,,1,7.87,,,1,9.46,,,,,,,,,,,,10,25.80,,,,,,,,,2,10.12,,,3,8.89,,,6,12.73,1,10.75,,,1,9.55,,,,,,,,,3,14.26,,,1,9.55,,,1,20.20,,,,,5,21.57,,,1,9.46,,,,,,,,,,,,
,,,,40~44,11,27.92,,,2,8.75,1,11.02,2,8.40,1,,,,7.40,,,1,11.02,,,15,26.03,,,,,,,,,7,13.23,5,10.30,1,9.37,,,4,10.46,3,10.99,1,11.02,,,,,,,,,,,4,12.16,1,7.40,3,9.89,3,12.97,3,10.38,2,10.18,,,6,15.80,,,,,,,,,,,,,,,,
,,,,45~49,11,24.95,,,,,1,10.66,2,11.07,6,,,,16.67,3,11.27,,,,,22,49.27,1,10.66,,,1,10.82,2,21.32,9,18.28,9,25.52,2,15.12,,,9,22.51,1,24.35,2,15.64,,,,,,,2,11.54,,,5,22.69,2,11.15,3,11.21,2,11.07,1,11.50,1,10.66,3,16.74,9,22.51,,,1,11.50,1,7.56,,,,,,,,,,
,,,,50~54,23,70.03,2,36.78,3,27.35,,,,,1,,,,11.58,4,24.40,,,,,26,79.16,,,,,,,3,15.25,5,25.64,9,41.27,3,15.18,,,6,19.69,4,18.32,5,45.59,,,,,,,,,2,18.41,11,39.89,1,18.08,2,18.24,2,14.21,,,2,18.41,4,20.58,7,36.96,,,1,18.08,2,14.38,,,,,,,,,,
,,,,55~59,10,37.61,,,2,17.61,1,23.17,3,22.34,1,,,,23.17,6,30.05,,,,,40,150.45,,,,,1,23.17,4,26.09,11,41.37,22,89.72,2,17.72,1,21.60,8,44.97,4,26.14,3,22.22,,,,,,,,,3,33.91,10,57.47,,,3,34.11,3,32.66,,,2,29.72,6,30.05,10,37.61,,,,,6,34.01,,,,,,,,,,
,,,,60~64,12,80.48,1,28.91,2,23.51,1,29.69,1,19.89,2,,,,30.86,5,43.66,,,,,33,165.52,,,,,,,1,29.69,12,65.45,22,110.35,3,26.12,1,33.32,12,60.19,3,46.29,2,57.82,,,,,,,1,28.91,,,14,70.22,,,6,45.09,2,23.82,,,1,19.89,6,46.16,7,53.48,2,24.91,2,29.21,6,36.41,,,,,,,,,,
,,,,65~69,1,17.92,1,31.75,8,58.89,,,3,26.90,3,,,,22.86,9,52.82,,,1,22.77,45,201.42,,,1,22.77,,,5,44.69,27,120.85,49,219.33,5,36.81,,,23,102.95,1,31.75,3,36.11,,,,,1,27.69,3,37.49,3,31.59,21,94.00,2,20.06,12,53.71,4,29.45,,,,,11,53.27,1,31.75,,,1,25.54,39,174.57,,,,,,,,,,
,,,,70~74,10,58.95,1,28.31,5,47.49,,,2,41.12,5,,,,24.40,10,52.84,,,1,17.36,47,212.26,1,17.36,,,,,2,18.82,23,112.22,73,329.68,3,24.79,,,25,112.90,5,33.93,12,58.55,1,60.72,,,,,3,44.44,4,33.06,22,99.35,,,7,44.29,6,34.73,,,2,21.52,17,76.77,4,31.97,,,5,28.94,37,167.10,,,,,,,,,,
,,,,75~79,2,44.68,,,8,79.65,,,,,2,,,,30.05,9,68.21,,,,,33,214.66,,,2,35.82,,,4,40.24,20,151.58,61,396.80,5,64.42,,,33,214.66,5,76.49,9,62.49,,,1,43.82,,,4,45.36,2,45.89,30,195.15,1,30.43,3,54.05,5,50.37,,,,,18,117.09,,,1,43.54,5,50.37,47,326.34,,,,,,,,,,
,,,,80~84,1,93.72,,,3,77.50,,,,,2,,,,145.56,3,145.07,,,,,20,286.62,,,,,,,1,96.25,9,141.73,29,394.50,2,74.65,,,14,200.63,3,90.96,7,100.32,1,44.82,,,,,1,44.82,7,117.86,12,171.97,,,2,192.49,4,81.00,,,1,96.25,8,168.53,1,99.90,,,,,37,503.33,,,,,,,,,,
,,,,85+,,,,,2,253.81,,,2,107.87,2,,,,107.93,5,150.38,1,77.22,,,9,252.88,,,,,,,1,77.22,1,179.21,14,339.97,1,108.93,,,10,280.98,1,179.21,2,90.38,,,,,,,,,3,161.81,3,326.80,1,108.93,3,108.46,,,,,,,4,120.30,,,,,,,14,339.97,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,2,,,,17.59,,,,,,,1,23.30,,,,,,,,,,,,,1,23.30,,,,,,,,,,,1,14.12,,,1,14.12,,,,,,,1,14.12,,,,,1,14.12,2,20.23,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,3,,,,11.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29.10,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,2,,,,11.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16.50,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,1,8.55,1,8.55,,,,,,,,,2,9.95,,,1,8.55,,,,,,,,,,,,,2,15.09,,,,,,,,,1,19.90,,,,,,,,,1,19.90,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,2,11.42,3,,,,10.70,,,,,1,10.41,,,,,,,,,,,,,1,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19.24,2,11.34,,,,,,,,,,,,,,,,,,
,,,,25~29,2,10.53,,,1,10.83,1,21.83,1,10.24,1,,,,10.24,1,10.01,,,1,10.01,,,,,,,,,2,13.94,,,,,,,1,10.83,,,,,1,10.01,,,,,,,,,,,,,,,,,,,,,1,21.83,,,,,1,10.24,,,,,,,,,,,,,,
,,,,30~34,4,22.24,,,,,,,,,1,,,,11.96,,,,,8,19.02,,,,,,,,,,,,,2,11.12,,,1,10.40,2,10.51,1,11.96,,,,,,,,,,,,,,,3,13.78,,,,,,,,,1,10.40,,,5,13.93,,,,,,,,,,,,,,
,,,,35~39,4,13.40,,,1,9.67,2,16.22,2,11.57,1,,,,9.68,2,9.67,,,11,23.80,,,1,9.67,,,1,10.89,1,9.68,2,9.72,2,24.22,,,4,16.34,3,21.21,,,,,,,2,8.82,,,,,,,1,9.68,1,9.67,1,9.67,,,,,1,12.11,2,8.82,3,13.23,6,15.74,,,,,,,,,,,,,,
,,,,40~44,16,36.48,,,3,19.98,,,1,7.55,1,,,,9.83,2,22.31,,,17,29.77,1,10.81,,,,,1,7.55,7,16.81,6,12.46,2,11.06,,,5,15.23,4,11.87,4,13.44,,,,,1,9.41,,,,,,,1,20.67,8,21.23,1,7.55,1,9.41,,,,,1,9.41,4,9.30,11,23.67,,,,,,,,,,,,,,
,,,,45~49,13,24.02,,,4,21.48,1,10.26,1,10.69,2,,,,10.47,2,10.97,,,31,57.28,,,,,1,10.69,1,10.26,9,20.28,12,24.05,1,10.69,2,10.74,10,24.37,3,9.47,2,11.46,,,1,10.26,,,,,,,2,15.12,1,10.26,3,34.52,,,4,12.99,,,,,1,7.56,3,16.27,10,18.48,,,1,10.26,,,,,,,,,,
,,,,50~54,13,36.24,,,,,,,1,10.71,3,,,,13.89,4,14.68,,,23,64.12,,,,,,,2,16.97,9,32.89,10,30.06,,,,,7,25.69,3,24.98,1,16.01,2,13.03,,,1,10.71,,,1,16.61,1,38.46,1,17.35,16,54.01,1,10.71,1,16.61,2,33.22,,,,,6,25.42,6,25.06,,,,,4,22.00,,,,,,,,
,,,,55~59,17,62.77,2,42.31,4,24.98,,,1,21.16,1,,,,14.47,6,38.85,1,23.30,37,136.62,,,,,,,4,44.36,17,62.77,20,73.85,3,18.77,,,12,44.31,5,24.25,1,23.30,1,21.16,,,1,22.84,,,,,2,22.26,3,21.88,13,64.45,2,17.85,1,21.16,1,14.47,1,21.31,1,23.30,5,27.64,8,35.73,1,14.47,4,29.22,12,44.31,,,,,,,,
,,,,60~64,10,73.43,1,32.29,4,39.77,,,,,,,,,,2,30.04,,,36,176.13,,,,,1,28.48,1,28.08,12,78.64,23,112.53,5,42.64,,,13,63.60,6,39.45,4,32.72,,,,,,,1,28.99,,,2,64.58,5,35.99,20,106.55,,,5,31.90,3,24.77,,,1,28.99,3,36.36,2,30.55,,,,,14,82.40,,,,,,,,
,,,,65~69,15,77.71,,,7,36.26,,,,,2,,,,21.98,13,62.09,,,50,238.79,,,,,1,25.43,2,24.40,12,57.31,43,205.36,4,38.91,,,19,90.74,9,74.53,6,47.71,2,27.88,,,,,,,,,2,26.22,3,28.15,29,138.50,2,29.73,7,51.74,7,44.85,,,3,29.40,11,67.60,2,29.40,,,2,26.22,33,157.60,,,,,,,,
,,,,70~74,11,52.94,1,30.52,15,66.69,,,,,6,,,,35.19,8,62.91,1,20.37,38,168.94,,,,,1,20.37,2,18.83,12,87.11,69,306.76,6,26.67,,,36,160.05,16,71.13,19,84.47,,,,,,,,,,,2,24.80,5,47.09,37,164.50,2,35.02,4,32.44,4,28.79,,,3,23.82,15,77.57,5,29.32,,,6,49.41,64,284.53,,,,,,,,
,,,,75~79,7,61.46,1,44.84,11,74.21,2,43.16,,,4,,,,38.91,14,111.90,,,33,207.68,,,,,2,29.61,5,49.07,14,112.73,59,371.30,3,54.45,,,34,213.97,7,55.59,6,58.89,,,,,,,,,,,1,22.51,5,87.70,32,201.38,3,33.05,7,62.19,4,38.91,,,2,45.01,19,119.57,2,36.30,,,6,43.92,53,333.54,,,,,,,,
,,,,80~84,3,55.43,,,4,86.08,1,41.17,,,3,,,,85.54,5,76.55,,,19,235.64,,,,,,,,,20,248.05,27,354.80,2,57.03,,,27,334.86,3,56.45,10,156.45,,,,,,,,,,,,,5,88.75,17,261.94,,,3,85.54,1,56.66,,,1,82.10,16,230.45,,,,,1,92.76,30,372.07,,,,,,,,
,,,,85+,1,164.20,,,3,133.27,1,158.23,,,2,,,,82.41,4,150.21,,,10,232.29,,,,,,,2,121.80,5,136.13,17,374.70,1,164.20,,,6,181.82,1,158.23,3,112.44,1,156.99,,,,,1,99.50,,,2,122.17,2,140.65,6,196.14,,,1,70.32,2,157.60,,,,,10,232.29,,,,,1,70.32,12,324.68,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
