,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,,,,胃,,胰,,喉,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,2,203.67,,,,,,,,,,,,,,,,,,,,,,,1,101.83,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,116.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,126.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,1,151.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,228.31,,,,,1,326.80,1,175.44,,,,,,,,,,,,,1,326.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,1,,337.84,,,,,,,2,247.83,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,262.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,595.24,,,1,296.74,2,508.91,1,,,,254.45,1,595.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,709.22,,,1,709.22,,,,,,,,,,,,,,,,,,,,,1,364.96,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,1010.10,,,1,675.68,,,,,,,,,,,,,,,1,675.68,1,1351.35,,,1,675.68,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,肝及肝內膽管,,其他內分泌腺,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,胃,,胰,,骨、關節及關節軟骨,,淋巴結,,喉,,結直腸癌,,腦,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,92.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,72.67,,,,,,,,,,,,,,,,,,,,,,,,,1,72.67,1,72.67,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,200.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,375.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,167.79,1,134.05,,,,,1,,,,167.79,,,1,167.79,,,,,,,,,,1,134.05,,,,,,,1,167.79,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,3,208.48,,,,,,,,,,1,,154.08,,,1,154.08,,,,,,,1,154.08,,,1,196.85,,,,,,,,,,,,,,,,
,,,,60~64,1,179.86,,,,,,,2,406.50,,,,,,,,1,179.86,1,,179.86,1,179.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,,2,348.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,335.57,,,,,,,,1,446.43,2,,892.86,,,,,,,,,1,335.57,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,,2173.91,,,,,1,2173.91,,,,,,,,,,,1,3703.70,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,1,101.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,95.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,95.69,,,,,1,95.69,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63.53,,,,,1,179.21,,,,,,,,,,,,,,,,,,
,,,,35~39,2,143.37,,,,,,,,,,,,,,,,1,198.41,1,,92.17,,,,,,,,,,,1,112.23,,,1,92.17,,,,,,,,,,,,,,,,
,,,,40~44,1,138.12,,,,,,,2,120.55,,,,,,,,,,,,,,,,,,,,,,,,,,,1,138.12,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,2,405.68,,,,,,,,,,1,,154.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,139.08,,,,,,,1,139.08,,,,,,,,,,,,,,,1,171.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,724.64,,,,,,1,189.75,,,,,,1,189.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,171.23,,,,,,,,,,1,171.23,,,1,206.61,,,,,,,1,206.61,,,,,,,,,,,,,,
,,,,65~69,1,293.26,1,293.26,1,248.14,1,248.14,2,496.28,,,,,,,,,,1,,293.26,,,,,,,,,1,293.26,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,310.56,,,1,,,,414.94,,,1,414.94,1,,746.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,636.94,1,806.45,,,,,,1,636.94,,,1,,806.45,,,,,,,,,1,636.94,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1587.30,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,食道,,胰,,,喉,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,1,82.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,1,73.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,62.81,,,,,1,,,,62.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,109.17,,,,,,,,,,,,,,,,,,,,,,,,,,,1,109.17,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,238.10,1,130.21,1,108.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,3,231.84,1,139.08,1,331.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,353.36,1,353.36,,,1,,,,184.16,,,,,,,,,,1,184.16,1,353.36,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,211.86,,,1,211.86,,,1,211.86,,,,,,,,1,366.30,1,,211.86,,,,,2,330.03,1,211.86,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,230.95,,,1,230.95,,,,,,,,1,230.95,,,,1,269.54,,,,,1,230.95,,,1,230.95,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,1418.44,,,,,,1,377.36,,,,,,,,,,2,455.58,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,1,546.45,,,1,546.45,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,造血系統及網狀內皮系統,,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82.03,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,89.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,67.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,86.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,125.63,1,104.71,1,125.63,,,,,,,,,,,,,,1,125.63,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,176.06,,,,,,1,142.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,643.09,,,,,,,1,180.18,1,,,,143.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,169.64,1,153.37,,,,,2,379.51,,,,,,,,,,,,,,,,,,,,,,,,,1,189.75,,,,,,,,,,,,,,,,,,
,,,,60~64,2,430.11,,,1,378.79,,,2,185.87,1,,,,215.05,3,342.86,,,,,,1,163.67,1,163.67,1,163.67,,,1,163.67,1,215.05,,,1,215.05,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,219.78,,,,,,3,283.82,,,2,,332.23,,,,,,,,,1,219.78,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,680.27,1,364.96,,,1,,,,326.80,,,,,,,,,,1,364.96,,,,,1,326.80,,,,,1,364.96,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,1063.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,造血系統及網狀內皮系統,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,2,146.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,66.93,,,,,1,,66.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,65.53,,,,,1,65.53,,,,,,,,,,1,65.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,78.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,78.93,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,1,138.89,,,,,,,,,,,,,,,,,,1,138.89,,,,,,,,,,,,,,,,
,,,,50~54,1,151.29,,,,,,,,,,,,,,,,,,,,,1,151.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,3,432.28,,,,,,,,2,159.11,,,,1,144.09,,,,,1,144.09,,,,,1,144.09,,,,,,,,,,,,,,,,,,
,,,,60~64,2,227.27,2,443.46,1,221.73,,,2,189.39,,,,,,1,165.29,,,,,,1,165.29,,,2,275.48,1,363.64,,,,,1,221.73,1,165.29,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,252.53,2,420.17,,,,,,,,,,,,,,,,,,,1,252.53,1,210.08,,,,,,,1,252.53,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,662.25,,,,,,,,1,359.71,,,,,,,,1,662.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,746.27,,,,,,,,,,,,,,,,,,,1,529.10,,,,,,,,,,,,,,,1,970.87,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,1,1470.59,,,,,,,,,,,,,,,1,1492.54,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5000.00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其他內分泌腺,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,104.17,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,1,101.83,1,101.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,192.31,1,192.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,183.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,76.75,,,,,,,,,,
,,,,45~49,3,156.09,,,,,,,,,,,,,,,,,,,,,,,,,1,119.47,1,264.55,,,1,141.44,,,,,,,,,3,424.33,,,,,,,,,,
,,,,50~54,,,1,206.19,,,,,1,206.19,,,,,,,,,,,,,1,160.26,,,,,,,,,,,,,,,,,,,1,370.37,,,,,,,,,,
,,,,55~59,3,412.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,174.52,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,166.39,,,,,1,,166.39,,,,,2,185.19,,,,,2,417.54,,,,,,,1,208.77,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,197.24,,,,,,1,438.60,1,230.41,2,,212.54,,,,,,,,,1,197.24,1,438.60,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,479.62,,,,,,,,,,2,,349.04,1,380.23,,,1,380.23,,,1,322.58,,,1,322.58,,,,,,,1,649.35,,,,,,,,,,
,,,,75~79,,,,,,,1,431.03,,,,,,,,,,1,431.03,1,,431.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,1538.46,,,,,,,,,,2,,2469.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,,4545.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,,食道,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,120.77,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,100.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99.60,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,1,,193.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,130.98,,,,,,,,,1,,,,187.27,1,100.70,,,,,,,,,,,,,,,,,,1,100.70,1,100.70,,,,,,,,,,,,,,,,
,,,,40~44,4,199.40,,,,,,,,,1,,,,91.74,,,,,,,,,,1,91.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,120.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,161.81,,,,,,,,,1,,,,355.87,,,,,,,,,,,,1,355.87,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,338.98,1,145.99,,,1,,,,177.94,,,,,,,,1,177.94,,,,,,,,,,,1,177.94,,,,,,,,,,,,,,,,,,
,,,,60~64,2,321.03,,,,,,,,,,,,,,2,176.68,,,1,,196.46,,,,,,,,,,,,,1,196.46,,,1,196.46,,,,,,,,,,,,,,
,,,,65~69,,,1,395.26,,,,,,,3,,,,248.55,1,189.04,2,209.64,1,,189.04,,,,,2,255.75,,,,,,,1,395.26,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,3,495.05,,,,,,,,,,,,1,308.64,,,1,354.61,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,760.46,,,1,,621.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1408.45,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,,4545.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,淋巴結,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,1,,105.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,69.74,,,,,,,,,,,,,,
,,,,35~39,1,72.52,,,,,,,1,72.52,,,,,,,,,,,,,1,72.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,5,245.34,,,,,,,1,90.83,,,,,,,,,,,,,,,,,,,,,1,106.72,,,,,,,1,106.72,1,182.48,,,,,,,,,,,,
,,,,45~49,2,221.24,3,178.15,,,,,1,110.62,,,,,,,,,,,,,,,1,110.62,1,110.62,,,,,,,1,128.21,,,,,,,,,,,,,,,,,,
,,,,50~54,2,169.35,,,,,1,151.75,2,209.86,,,,,,,,1,340.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,3,246.31,,,,,,1,149.25,,,,,,2,364.96,,,,,,,,,,,,,1,149.25,,,1,182.48,,,,,,,,,,,,
,,,,60~64,1,157.73,1,157.73,,,1,157.73,,,,,,,,,,2,315.46,,,,2,388.35,,,,,1,157.73,,,,,,,1,157.73,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,186.92,2,373.83,1,186.92,,,,1,238.10,,,,,2,256.74,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,280.11,1,280.11,,,,,,1,280.11,3,456.62,,,,1,280.11,1,280.11,,,,,,,1,333.33,,,1,606.06,,,2,1212.12,,,,,,,,,,,,
,,,,75~79,,,,,1,446.43,,,,,,,,,,,,1,591.72,,,,,,,,,,1,446.43,,,,,,,2,716.85,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,2,2898.55,,,,,,,,,,,,,1,925.93,,,,,1,1449.28,,,,,,,,,,
