,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,61.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,2,,,,69.69,,,,,,,,,,,,,1,75.24,,,,,,,1,92.42,,,,,,,,,,,2,81.47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,85.54,1,90.74,,,,,,,2,,,,161.03,,,,,,,,,,,,,1,85.54,,,1,85.54,,,,,,,,,1,90.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,135.75,,,1,107.53,,,1,118.76,1,,,,107.53,,,,,,,2,168.21,,,,,,,,,,,,,1,152.21,1,118.76,,,,,,,,,,,1,107.53,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,5,351.86,,,1,115.07,,,,,1,,,,200.80,,,,,,,2,237.81,,,,,,,,,,,,,,,1,181.16,,,,,,,2,145.99,2,116.96,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,4,132.32,,,1,94.07,,,,,5,,,,180.51,,,,,,,1,128.53,,,1,107.64,1,96.99,,,,,,,,,,,,,2,102.04,,,3,123.92,3,179.10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,106.27,2,106.27,,,,,1,106.27,4,,,,125.00,,,1,106.27,3,154.96,8,278.07,,,1,138.70,1,106.27,,,1,106.27,,,1,100.50,1,138.70,,,3,180.51,,,2,120.34,,,,,,,2,335.01,,,,,,,,,,,,,,,,,,
,,,,65~69,1,124.53,,,,,1,165.84,1,124.53,6,,,,233.55,,,,,,,8,311.41,,,,,2,143.47,1,140.85,1,140.85,,,2,168.21,,,1,146.20,3,233.10,1,140.85,2,184.84,,,,,,,2,134.50,,,,,,,,,,,,,,,,,,
,,,,70~74,2,217.86,,,,,,,1,229.36,4,,,,327.33,,,,,1,209.64,5,300.66,,,,,1,226.76,3,223.88,,,,,1,229.36,2,217.86,,,2,219.06,,,,,1,226.76,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,416.67,,,,,,,,,5,,,,843.17,,,,,,,1,403.23,1,416.67,,,,,,,1,289.86,,,,,,,,,,,,,,,,,,,,,3,385.60,,,,,,,,,,,,,,,,,,
,,,,80~84,1,574.71,,,,,,,,,1,,,,714.29,,,,,,,1,714.29,,,,,,,,,,,1,574.71,,,,,,,,,,,1,675.68,,,,,,,1,483.09,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1075.27,,,,,,,,,,,1,961.54,,,,,,,,,,,,,1,1075.27,,,,,,,,,1,1492.54,1,961.54,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,132.28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89.37,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,62.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,50.68,,,,,,,,,,,,,,2,101.37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.59,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,2,64.75,1,88.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.57,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,132.63,1,77.88,,,,,,,,,,,,,,1,83.96,,,,,,,2,80.81,1,83.96,,,,,,,,,,,,,,,,,,,,,,,1,110.99,,,,,,,,,,,,,,,,,,,,
,,,,45~49,8,297.18,,,,,,,,,,,,,,4,204.39,,,1,99.11,,,,,1,136.05,1,103.41,,,,,,,,,,,1,99.11,,,,,,,1,99.11,,,1,99.11,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,130.72,,,,,,,,,2,,,,157.60,2,271.37,1,227.27,3,236.41,,,,,,,1,120.19,1,227.27,1,187.97,1,135.69,,,,,,,,,,,1,126.10,,,,,1,120.19,,,,,1,135.69,,,,,,,,,,,,,,
,,,,55~59,2,101.88,,,,,,,,,2,,,,101.88,6,138.34,,,9,264.08,,,,,2,193.42,1,98.04,,,,,,,,,,,1,107.64,1,96.71,1,133.51,,,1,98.04,2,112.17,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,275.48,,,1,110.50,,,,,3,,,,200.80,7,205.34,1,99.01,10,279.88,,,,,1,107.30,2,102.99,,,,,,,,,,,1,110.50,,,,,,,1,99.01,3,180.94,2,136.33,1,107.30,2,104.44,,,,,,,,,,,,,,,,
,,,,65~69,1,137.55,1,157.98,2,134.95,,,,,,,,,,5,174.76,2,174.52,11,314.83,,,1,194.93,1,157.98,,,1,137.55,,,,,1,157.98,1,194.93,2,133.42,,,1,137.55,,,,,4,191.48,,,,,,,1,194.93,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,315.46,,,,,,2,459.77,2,233.37,10,564.65,,,,,2,231.48,1,315.46,1,229.89,,,,,1,229.89,1,233.10,3,245.10,,,1,233.10,,,,,3,233.28,,,,,,,1,233.10,,,,,,,,,,,,,,
,,,,75~79,3,345.62,,,,,1,416.67,,,1,,,,268.82,5,424.45,1,322.58,5,478.01,1,268.82,,,4,460.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,454.55,,,,,,,,,,,,,,
,,,,80~84,1,632.91,,,,,1,781.25,,,3,,,,1048.95,2,724.64,,,1,632.91,,,,,2,537.63,,,,,,,,,,,,,1,781.25,,,,,,,,,2,576.37,,,,,,,2,687.29,,,,,,,,,,,,,,
,,,,85+,,,,,1,854.70,,,,,,,,,,,,,,,,,,,,1,854.70,,,,,,,,,,,,,1,1754.39,,,,,,,,,2,1550.39,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,58.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,2,,,,136.24,,,,,,,1,68.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,1,52.80,,,,,,,1,58.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,83.82,,,,,,,,,2,,,,63.45,,,,,,,,,,,,,,,,,,,,,1,66.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,165.02,1,82.51,,,,,1,103.95,1,,,,103.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,6,217.71,,,,,,,1,151.98,,,,,,,,,,2,196.66,,,,,,,,,,,1,98.33,,,,,,,,,,,,,3,107.60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,372.21,,,,,,,,,5,,,,179.34,,,1,139.66,2,131.41,1,139.66,,,1,197.24,,,,,,,,,,,,,2,279.33,,,,,2,279.33,,,,,,,1,131.75,,,,,,,,,,,,,,,,,,
,,,,55~59,2,211.86,,,2,99.60,,,3,180.18,3,,,,109.93,,,,,4,207.47,,,1,101.63,2,127.71,,,,,,,,,4,146.57,,,2,120.12,,,,,2,120.12,,,,,,,2,211.86,,,,,,,,,,,,,,,,,,
,,,,60~64,2,150.60,,,,,,,4,243.16,7,,,,277.67,,,1,98.14,14,389.76,,,3,199.73,1,132.63,1,112.23,,,,,3,112.61,4,225.61,,,,,,,,,2,102.72,3,112.61,,,1,174.22,3,116.60,,,,,,,,,,,,,,,,,,
,,,,65~69,2,142.05,,,1,133.51,1,115.87,2,267.02,14,,,,396.49,,,1,195.69,8,334.17,,,8,226.56,,,,,,,,,,,2,121.58,1,133.51,1,127.88,,,1,133.51,7,231.79,2,319.49,,,,,4,178.73,,,,,,,,,,,,,,,,,,
,,,,70~74,3,371.75,,,1,224.22,1,224.22,1,294.99,9,,,,639.66,,,2,218.82,7,491.57,,,1,215.98,,,1,224.22,,,,,,,,,,,2,218.82,,,,,2,214.82,,,,,2,247.83,3,239.43,,,,,,,,,,,,,,,,,,
,,,,75~79,2,497.51,,,1,310.56,1,248.76,1,401.61,3,,,,407.06,,,,,7,614.57,,,,,,,1,248.76,,,,,,,,,,,,,1,310.56,,,2,435.73,,,1,248.76,1,476.19,3,614.75,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,2,557.10,,,2,692.04,4,,,,1081.08,1,666.67,,,5,787.40,,,1,666.67,2,754.72,1,454.55,1,719.42,,,,,,,,,,,,,1,793.65,2,557.10,,,,,,,1,719.42,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,813.01,,,1,813.01,,,,,,,1,1538.46,,,,,,,,,1,917.43,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,1,79.11,,,,,,,,,,,,,,,,,,,,,,,,,1,79.11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,60.42,,,,,,,,,1,65.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,56.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,3,108.15,,,,,,,,,,,,,,,,,,3,85.01,,,,,,,,,,,1,64.02,,,,,,,,,,,,,,,,,,,2,58.50,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,108.46,,,,,,,,,,,,,,,,,,1,64.27,,,,,,,,,,,,,,,1,82.30,,,,,,,,,,,,,,,1,108.46,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,88.53,,,,,,,,,,,,,,,,,,4,118.27,,,,,,,,,,,,,1,81.23,,,,,1,109.77,1,81.23,1,74.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,94.07,,,1,90.83,,,,,,,,,,,,,,3,161.20,,,,,1,90.66,1,90.66,,,,,,,,,,,,,2,90.74,,,,,,,,,,,,,1,90.66,,,,,,,,,,,,,,,,
,,,,50~54,4,202.53,1,131.23,,,,,,,,,,,,2,131.49,,,8,292.29,,,1,131.23,1,131.23,1,143.68,,,1,131.23,2,147.71,,,,,1,131.23,,,,,,,,,,,2,262.47,1,121.21,,,,,,,,,,,,,,,,,,
,,,,55~59,4,254.61,,,,,,,,,,,,,,2,110.38,,,11,273.77,,,,,1,177.30,5,201.37,,,1,109.65,1,111.11,,,,,1,177.30,2,135.50,,,1,109.65,,,5,548.25,1,177.30,,,1,109.65,,,,,,,,,,,,,,,,
,,,,60~64,11,262.15,1,173.91,1,99.70,1,99.70,1,132.45,,,,,,3,123.05,,,11,303.78,,,,,4,147.22,8,349.50,,,3,112.70,2,130.38,,,,,,,3,170.65,,,3,312.83,1,110.62,2,116.69,3,120.87,1,104.28,1,132.45,,,,,,,,,,,,,,,,
,,,,65~69,3,128.81,1,118.20,3,221.57,,,1,120.48,1,,,,120.48,8,353.98,,,15,525.76,,,,,2,139.86,20,550.96,,,2,133.42,1,118.20,,,1,153.14,,,1,120.48,1,118.20,,,,,2,123.23,2,139.86,1,118.20,2,147.71,,,,,,,,,,,,,,,,
,,,,70~74,5,384.91,,,2,194.36,,,1,218.34,,,,,,1,280.90,,,12,507.83,,,,,2,212.09,6,314.96,,,2,237.81,,,1,218.34,3,353.36,1,175.13,1,175.13,1,218.34,,,1,206.19,1,206.19,,,2,189.39,4,258.23,,,,,,,,,,,,,,,,
,,,,75~79,2,303.49,,,,,,,,,,,,,,1,348.43,,,5,607.53,,,,,2,347.83,11,920.50,1,268.82,,,,,,,,,,,2,408.16,,,1,348.43,1,300.30,4,339.27,,,1,300.30,3,307.38,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,662.25,,,3,596.42,,,,,,,,,,,3,804.29,1,735.29,,,,,,,,,1,735.29,,,,,1,662.25,,,,,3,1045.30,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,1,826.45,,,,,,,,,,,2,1652.89,,,,,,,,,,,,,,,,,2,1020.41,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,76.63,,,,,,,,,,,,,,,,,,1,76.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.58,,,1,140.06,,,,,,,,,,,,,,,,,,
,,,,25~29,3,198.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.39,,,,,1,137.74,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,86.88,,,,,,,,,,,,,,,,,,1,112.11,,,1,59.95,,,,,,,,,,,,,,,,,,,,,1,56.66,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,111.92,,,,,,,,,,,,,,1,55.96,1,85.32,,,,,1,62.93,,,1,62.93,,,,,,,,,,,,,,,,,,,,,,,,,1,55.96,,,,,,,,,,,,,,,,,,
,,,,40~44,3,235.66,1,78.55,,,,,,,1,,,,78.55,3,113.38,,,,,1,71.74,1,71.74,,,,,1,78.55,,,,,,,,,1,79.87,1,102.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,102.51,1,97.18,,,,,,,,,,,,3,160.94,,,1,97.18,,,1,143.88,,,1,86.21,,,,,,,,,,,,,2,194.36,,,,,,,1,89.61,1,119.76,1,89.61,,,,,,,,,,,,,,,,,,
,,,,50~54,1,128.53,,,,,1,128.53,,,,,,,,4,251.89,,,,,,,1,115.47,,,,,,,,,,,,,,,,,1,173.31,,,,,,,,,1,115.47,1,173.31,,,1,115.47,,,,,,,,,,,,,,
,,,,55~59,4,224.72,,,,,1,182.82,,,,,,,,4,124.77,,,1,118.06,,,5,214.87,,,2,135.14,2,138.12,,,2,236.13,,,,,,,,,,,1,113.77,,,,,2,138.12,,,,,,,1,118.06,,,,,,,,,,,,
,,,,60~64,4,151.40,2,105.88,,,1,132.80,,,1,,,,176.37,12,293.83,,,1,104.06,2,118.98,7,199.03,,,2,122.85,1,176.37,,,,,,,1,132.80,1,104.06,4,124.65,,,,,1,107.76,2,118.98,4,168.78,,,1,114.29,,,4,154.50,,,,,,,,,,,,
,,,,65~69,3,172.51,1,121.80,,,,,,,2,,,,145.14,8,248.99,,,,,7,238.91,6,186.74,,,1,119.05,1,121.80,1,185.87,,,1,121.80,,,,,1,119.05,,,2,133.96,,,,,5,195.31,,,,,1,185.87,6,298.21,,,,,,,,,,,,
,,,,70~74,3,179.10,1,208.33,,,,,,,2,,,,174.83,8,315.96,,,,,3,196.34,11,536.06,1,190.84,3,260.64,1,208.33,1,265.25,,,,,,,1,188.32,1,190.84,,,,,2,221.98,,,3,195.44,,,,,,,3,209.50,,,,,,,,,,,,
,,,,75~79,1,337.84,1,327.87,,,1,337.84,1,337.84,3,,,,416.67,6,680.27,,,,,2,372.44,9,721.15,,,1,289.86,,,,,,,,,,,2,277.78,1,266.67,,,,,2,298.06,,,4,624.02,,,,,,,3,468.02,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,558.66,1,649.35,,,,,1,649.35,2,531.91,,,1,819.67,,,,,,,,,,,,,1,649.35,,,,,,,,,2,1470.59,,,,,,,1,819.67,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,769.23,1,1315.79,,,,,1,917.43,,,,,1,917.43,1,917.43,,,,,,,,,,,1,917.43,,,,,,,,,1,769.23,,,,,,,2,1081.08,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,1,178.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,178.25,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65.10,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,64.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,117.30,,,,,,,,,,,,,,2,105.10,,,,,,,1,69.64,,,1,58.65,1,58.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,125.05,,,,,,,,,,,,,,3,101.69,,,,,,,,,,,1,84.82,,,,,1,62.62,,,,,,,1,62.62,,,,,,,,,,,,,2,59.38,,,,,,,,,,,,,,,,
,,,,40~44,6,117.86,,,,,,,,,,,,,,6,122.57,,,1,98.81,,,1,77.52,,,1,98.81,,,,,,,,,,,,,,,,,,,,,,,,,1,77.52,1,122.55,1,77.52,,,,,,,,,,,,,,
,,,,45~49,3,131.06,,,1,87.41,,,,,,,,,,5,120.05,,,,,,,1,82.17,,,1,93.28,,,,,1,93.28,1,87.41,,,,,1,87.41,,,,,1,87.41,,,,,2,164.34,2,186.57,1,87.41,,,,,,,,,,,,,,
,,,,50~54,4,131.28,,,,,1,125.63,1,110.74,,,,,,9,244.17,,,,,2,148.37,2,172.12,,,,,,,,,,,,,,,2,151.63,2,123.38,,,,,,,,,,,,,,,,,,,1,191.20,,,,,,,,,,
,,,,55~59,6,203.87,,,,,,,,,,,,,,11,321.36,,,,,1,128.37,3,142.79,1,128.37,1,124.69,2,249.38,,,,,,,1,208.33,,,2,153.96,1,192.31,,,,,,,,,3,385.11,,,,,1,128.37,,,,,,,,,,,,
