,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,2,82.17,,,,,1,60.24,1,40.92,,,,,,,,,,,,,1,45.50,,,,,,,,,,,,,,,,,,,1,60.24,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,3,67.26,,,,,1,84.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,56.92,,,,,,,,,,,,,,1,68.54,4,113.83,,,,,1,110.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,84.13,,,1,58.14,2,97.56,1,119.90,,,,,,,,,,,,,,,,2,56.31,1,58.14,,,,,1,54.59,,,,,,,,,,,,,,,,,,,,,,,1,58.14,1,119.90,,,,,,,,,,
,,,,45~49,5,108.46,,,2,142.65,,,,,,,,,,,,5,117.15,,,,,,,2,76.51,,,,,1,154.08,,,,,,,,,,,,,1,99.50,,,,,,,,,,,,,,,1,100.81,,,,,,,,
,,,,50~54,4,87.28,,,,,,,1,83.26,,,,,,,,5,168.92,,,,,1,155.04,5,92.22,,,,,,,1,119.19,,,1,99.60,,,,,1,99.60,1,76.28,1,93.72,,,,,,,,,,,,,1,93.72,1,76.28,1,76.28,,,,
,,,,55~59,4,124.07,,,1,77.52,,,,,,,,,,1,70.13,13,233.64,,,,,2,85.76,7,169.16,1,70.13,,,2,155.04,1,77.52,,,,,,,,,,,,,1,111.61,1,91.83,1,77.52,,,,,,,,,1,91.83,,,,,,,,
,,,,60~64,8,203.77,,,1,103.73,,,,,,,,,,1,83.68,10,195.27,1,88.26,,,2,109.35,6,175.85,,,,,3,101.28,,,1,134.23,1,88.26,,,,,,,,,,,1,103.73,2,184.50,,,,,1,83.68,1,83.68,,,1,88.26,,,,,,
,,,,65~69,1,113.12,,,,,,,,,2,,,,129.28,2,129.28,8,206.99,,,,,5,287.36,17,380.91,,,1,107.30,3,167.79,,,,,,,,,,,,,,,3,172.41,1,116.82,,,,,,,,,3,184.84,,,,,1,107.30,2,114.94,,
,,,,70~74,3,225.39,,,2,220.51,,,,,,,,,,1,173.01,5,551.27,,,1,210.08,3,204.22,11,408.47,1,286.53,,,1,210.08,1,179.21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,229.89,,,,,2,193.42,,
,,,,75~79,2,328.41,,,2,393.70,1,307.69,,,,,,,,2,704.23,7,491.57,,,,,1,352.11,3,332.23,,,,,,,1,307.69,,,1,307.69,,,,,,,1,307.69,,,,,1,446.43,2,641.03,,,,,,,,,,,,,3,317.80,,
,,,,80~84,,,1,1052.63,,,,,,,,,,,,,,1,724.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,657.89,,,,,1,724.64,,,,,,,2,584.80,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,1,2173.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸膜,,淋巴結,,眼及淚腺,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,1,,,,55.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,63.53,,,,,1,42.90,,,,,,,,,,,,,1,63.53,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.56,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,46.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.95,,,,,,,,
,,,,30~34,,,,,,,1,43.98,,,,,,,,,,1,43.86,3,59.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.63,,,,,,,,,,,1,43.98,,,,,,,,
,,,,35~39,3,94.01,,,,,,,,,,,,,,,,,,1,66.80,,,,,,,3,74.02,,,,,,,,,,,,,,,,,,,,,,,1,66.80,,,,,,,1,51.31,1,51.89,1,51.31,,,,,,
,,,,40~44,3,85.15,,,,,,,1,57.08,,,,,,,,,,6,113.74,,,,,,,,,1,57.08,,,,,,,,,,,,,,,,,,,2,66.05,,,,,,,,,,,2,66.05,,,,,,,,
,,,,45~49,4,382.78,,,1,63.45,,,,,2,,,,80.10,,,,,7,136.32,,,1,63.45,1,90.33,2,126.90,,,1,71.94,1,63.45,2,92.21,,,,,,,,,,,1,63.45,,,,,,,,,,,1,69.88,1,95.69,1,71.94,1,69.88,,,,
,,,,50~54,7,204.74,1,109.53,,,2,91.87,,,,,,,,,,,,5,115.42,,,1,85.47,1,121.07,4,116.99,,,,,2,158.23,1,121.07,,,,,,,,,,,1,85.47,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,6,157.65,,,,,,,,,1,,,,87.64,1,87.64,,,16,288.70,,,,,1,70.97,4,138.07,1,79.62,,,2,100.86,2,121.88,,,2,121.88,,,,,,,,,1,87.64,,,,,,,1,87.64,,,1,87.64,,,2,80.26,,,,
,,,,60~64,6,166.34,1,85.32,1,81.77,,,,,,,,,,,,,,10,173.28,,,,,1,93.72,11,212.97,1,165.02,,,6,173.31,1,93.72,,,1,106.27,,,1,81.77,,,,,4,94.70,,,1,81.77,,,,,2,109.35,,,,,1,93.72,,,,
,,,,65~69,1,165.56,,,3,203.53,,,,,,,,,,1,106.72,,,7,187.27,,,,,,,20,427.81,4,153.37,1,134.23,2,107.99,,,,,1,105.49,,,,,,,1,106.72,3,193.30,,,1,165.56,1,165.56,1,106.72,3,208.19,2,176.99,,,3,197.50,,,,
,,,,70~74,1,173.31,1,337.84,1,273.22,,,,,,,,,,,,,,9,401.79,1,193.42,,,4,280.31,15,612.00,1,165.02,,,3,215.83,,,1,337.84,,,,,,,,,,,2,169.06,,,,,,,,,2,169.06,1,165.02,1,273.22,2,266.31,,,,
,,,,75~79,4,459.77,,,2,312.01,,,,,,,,,,,,,,3,339.75,,,,,4,366.64,3,319.15,,,,,2,350.26,1,327.87,,,1,469.48,,,,,,,,,,,,,,,,,,,1,469.48,1,297.62,,,3,319.15,,,,
,,,,80~84,,,,,1,657.89,,,,,,,,,,,,,,3,1027.40,,,,,1,657.89,4,1369.86,,,,,1,558.66,,,,,,,1,657.89,,,,,1,558.66,1,714.29,,,1,657.89,,,1,714.29,,,,,,,1,558.66,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1250.00,,,,,,,,,,,,,,,,,,,2,1190.48,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,1,82.92,,,,,,,,,,,,,,,,,,,,,,,,,1,51.76,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.71,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,59.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.18,,,,,,,,,,,1,83.33,,,,,,,,,,,,
,,,,30~34,4,72.01,,,,,,,,,,,,,,,,5,102.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.46,,,,,,,,,,,,
,,,,35~39,2,47.79,,,,,1,77.10,1,96.90,,,,,,1,64.60,1,46.27,,,2,57.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64.60,,,,,,,,,,,,
,,,,40~44,6,88.90,,,1,57.74,,,1,57.74,,,,,,1,80.52,6,100.69,1,83.82,,,,,,,1,55.80,1,83.82,1,55.37,,,,,,,1,57.74,,,,,3,100.50,,,,,,,1,128.87,,,4,72.82,,,,,,,,,,,,
,,,,45~49,6,113.53,,,,,,,1,67.52,1,,,,64.77,,,10,202.55,,,,,,,3,64.88,,,,,,,2,66.12,,,,,,,,,1,64.77,2,64.94,,,,,,,,,,,2,66.12,,,,,,,,,,,,
,,,,50~54,11,214.76,1,121.51,1,113.12,,,1,121.51,,,,,,,,11,214.76,,,,,1,175.44,1,87.49,,,,,1,175.44,,,,,1,121.51,,,,,,,1,79.30,1,79.30,,,,,,,,,1,175.44,1,113.12,,,,,,,,,,
,,,,55~59,8,174.03,,,2,101.63,,,1,90.09,1,,,,80.26,,,14,213.25,,,1,85.76,4,93.26,7,175.48,1,90.09,,,1,70.92,2,87.87,1,85.76,,,,,,,3,212.77,2,105.93,,,1,70.92,,,,,1,85.76,1,138.50,,,1,109.77,,,,,,,,
,,,,60~64,5,202.51,,,3,91.69,,,,,,,,,,,,12,203.77,,,,,1,162.07,10,189.68,1,102.46,,,2,101.16,1,132.63,,,1,80.26,,,1,132.63,,,1,80.26,,,,,1,80.26,1,102.46,1,93.20,1,162.07,,,1,132.63,,,,,,,,
,,,,65~69,3,327.51,,,2,107.35,1,105.60,,,1,,,,104.17,,,18,379.67,,,,,3,173.11,21,442.94,,,,,6,178.68,3,134.89,,,1,109.17,,,1,163.93,3,120.68,4,151.00,,,,,,,,,1,104.17,3,316.79,,,,,5,266.52,,,,,,
,,,,70~74,4,382.78,,,,,,,,,1,,,,177.62,,,10,326.80,,,,,2,157.60,7,302.51,,,,,5,200.24,,,,,,,,,,,,,4,214.59,,,1,238.66,,,1,157.23,,,,,,,,,2,189.57,,,,,,
,,,,75~79,5,503.52,,,2,400.00,,,1,487.80,1,,,,289.86,,,8,554.79,,,,,,,10,575.71,,,,,2,306.75,,,,,,,,,,,1,487.80,2,308.64,,,,,1,325.73,,,4,446.43,,,,,,,4,683.76,,,,,,
,,,,80~84,,,1,591.72,1,518.13,,,1,518.13,1,,,,735.29,,,3,570.34,,,,,1,591.72,5,843.17,,,,,3,755.67,1,609.76,,,,,,,,,,,,,,,,,1,518.13,,,1,591.72,,,,,1,591.72,2,689.66,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,1250.00,1,970.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,970.87,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,0~4,,,,,,,,,1,54.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.47,,,,,,,,,,,1,57.90,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.77,,,,,,,1,46.77,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,41.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,46.79,,,,,,,,,,2,105.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52.69,,,,,,,,
,,,,30~34,2,92.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.08,2,50.47,,,,,,,1,46.08,,,1,87.80,,,,,,,,,,
,,,,35~39,4,75.69,,,,,,,,,,,,,,1,45.75,,,2,98.04,,,,,1,49.02,,,1,61.80,,,,,,,,,,,,,,,,,1,49.02,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,69.16,,,,,2,153.02,,,,,,,,,,,,5,132.17,,,,,1,53.68,2,67.25,1,82.64,,,,,,,,,,,,,1,56.69,,,1,53.68,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,6,138.44,,,1,91.91,2,128.29,,,,,,,,,,,,6,138.09,,,,,,,2,72.07,1,64.14,,,1,130.04,2,118.55,1,64.14,,,1,130.04,,,,,2,63.92,,,,,1,64.14,,,1,91.91,1,91.91,2,260.08,,,,,,,,
,,,,50~54,5,212.22,,,1,89.77,,,,,,,,,,,,,,13,230.25,,,,,3,141.44,4,104.14,,,,,1,120.63,,,2,96.57,,,,,,,,,,,,,,,,,,,,,1,120.63,2,108.93,,,,,,,,
,,,,55~59,14,301.01,,,1,94.52,,,,,2,,,,103.09,,,1,71.58,14,270.53,,,,,1,80.84,4,108.34,,,,,,,1,71.58,1,80.84,,,,,1,142.25,2,75.93,3,87.87,,,1,80.84,,,,,,,1,142.25,,,1,80.84,,,1,113.77,,
,,,,60~64,4,95.42,1,78.25,2,109.59,,,1,78.25,1,,,,78.25,,,,,18,301.36,1,162.87,2,256.41,1,99.90,10,167.42,1,91.83,,,2,100.45,4,111.79,2,100.45,,,1,91.83,,,3,115.16,3,85.96,,,1,82.58,,,,,,,,,1,82.58,,,1,78.25,1,82.58,,
,,,,65~69,5,161.92,,,1,108.93,,,,,2,,,,217.86,,,,,17,434.12,,,,,6,147.57,16,326.93,1,108.93,,,3,149.11,,,1,108.93,1,120.77,,,,,2,127.71,4,133.42,,,1,101.42,1,101.42,,,,,2,202.84,1,154.32,1,102.25,1,101.42,3,107.45,,
,,,,70~74,1,148.15,,,2,228.05,1,148.15,1,148.15,1,,,,197.63,,,,,12,422.98,,,,,4,242.28,11,334.55,1,221.73,,,1,221.73,2,330.58,1,165.29,,,,,,,3,234.38,4,267.20,,,,,,,,,,,3,284.09,,,1,147.06,,,10,304.14,,
,,,,75~79,2,364.30,,,,,,,,,1,,,,323.62,,,,,5,581.40,,,1,323.62,1,277.78,10,686.34,,,1,523.56,2,833.33,,,,,,,,,,,,,2,555.56,,,,,,,,,,,3,351.29,,,1,277.78,,,4,299.63,,
,,,,80~84,3,1038.06,,,,,,,,,1,,,,787.40,,,,,6,858.37,,,,,,,5,1068.38,,,,,3,914.63,1,602.41,,,,,,,,,,,3,837.99,,,,,,,,,,,1,602.41,,,,,,,2,1204.82,,
,,,,85+,,,,,1,1098.90,,,,,,,,,,,,,,,,1,1282.05,,,,,1,1098.90,,,,,,,,,,,,,,,,,,,,,,,,,1,1111.11,,,,,1,1282.05,,,,,,,1,1098.90,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,59.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,59.07,1,,,,66.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,57.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,47.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,4,63.35,,,,,,,1,66.67,,,,,,,,,,1,66.67,,,,,,,,,,,,,,,,,,,1,48.03,,,,,,,,,,,,,,,,,,,1,46.62,,,,,,,,,,
,,,,35~39,1,48.80,,,,,,,,,,,,,,,,,,1,45.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.81,,,,,,,,,,
,,,,40~44,4,123.23,,,1,72.99,,,,,,,,,,,,,,11,121.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,79.79,,,1,72.99,,,,,,,,
,,,,45~49,11,149.46,,,,,1,90.42,2,68.94,1,,,,62.74,,,,,7,143.68,,,,,1,59.88,,,,,,,,,2,125.47,2,69.81,,,,,,,1,59.88,,,,,,,,,2,78.90,,,2,113.70,,,,,,,,,,
,,,,50~54,8,193.38,,,1,107.64,,,,,,,,,,1,92.76,,,8,180.22,,,,,,,3,149.48,1,83.33,2,92.55,,,,,3,140.91,1,83.33,,,,,1,81.17,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,11,201.10,1,84.18,1,119.19,,,,,1,,,,73.69,,,2,238.38,18,339.88,1,93.46,1,98.43,1,119.19,,,6,194.05,,,,,1,93.46,3,102.63,1,119.19,,,,,,,6,152.63,1,150.38,,,,,1,93.46,3,82.99,,,,,,,,,,,,
,,,,60~64,11,217.31,,,2,101.73,,,1,151.06,1,,,,98.04,1,151.06,,,22,361.72,1,151.06,,,1,127.39,4,126.98,3,85.52,1,151.06,,,1,88.73,4,86.30,,,,,,,2,111.79,6,139.76,,,5,150.24,,,,,4,106.52,1,84.67,,,3,100.47,,,,,,
,,,,65~69,6,210.75,,,,,,,,,,,,,,4,215.75,,,19,455.42,,,,,1,144.93,,,15,299.16,,,,,6,138.76,2,111.73,4,167.86,1,144.93,1,98.81,1,100.70,5,163.72,1,105.49,1,98.81,,,1,100.70,4,160.71,1,100.70,1,189.04,5,119.85,,,,,,
,,,,70~74,5,202.68,1,155.04,,,,,,,1,,,,140.85,1,138.50,,,8,273.60,,,,,1,218.82,1,185.53,11,317.64,1,185.53,,,5,275.94,2,139.66,1,140.85,,,,,,,5,177.43,,,1,218.82,1,185.53,,,5,286.53,,,1,155.04,3,158.81,,,,,,
,,,,75~79,2,591.72,1,295.86,1,255.10,,,,,,,,,,3,530.04,,,12,915.33,,,,,,,3,384.12,9,696.59,1,404.86,1,500.00,2,297.62,,,,,,,,,,,4,409.42,,,1,273.22,,,,,2,337.84,,,,,5,385.80,,,,,,
,,,,80~84,,,,,1,526.32,,,1,602.41,2,,,,649.35,1,719.42,,,3,900.90,,,,,1,602.41,,,3,840.34,,,,,3,980.39,,,1,526.32,,,,,,,2,653.59,1,847.46,,,,,,,3,635.59,,,,,3,980.39,,,,,,
,,,,85+,,,,,1,1075.27,,,,,,,,,,,,,,2,1111.11,1,1098.90,,,1,1219.51,,,,,,,,,,,,,,,,,,,,,1,1149.43,,,,,,,,,2,1000.00,,,,,3,1775.15,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他分界不明的部位,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,1,64.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
