,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,6,,,,25.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,64.96,,,,,,,,,2,12.77,1,34.41,1,20.39,,,2,64.96,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,3,,,,28.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,31.17,1,,,,10.85,,,2,62.34,,,,,,,,,,,,,1,10.85,,,,,,,,,,,,,,,,,,,,,1,10.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,12.67,,,,,,,1,7.34,,,,,1,24.89,,,,,1,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.15,,,1,34.78,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,2,12.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,29.66,1,7.60,,,,,,,,,1,15.50,,,,,2,15.21,,,2,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.50,2,55.82,,,,,,,,,,,,,,
,,,,30~34,2,29.35,,,,,,,,,1,,,,7.38,2,14.77,,,,,1,17.47,,,,,,,2,9.83,1,7.38,1,7.38,,,1,17.47,,,,,,,,,1,7.38,,,,,,,,,,,,,,,,,1,7.38,3,33.09,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,34.66,,,,,,,,,,,,4,17.98,1,21.15,,,1,8.14,,,,,,,,,1,21.15,,,,,1,15.18,,,,,,,,,2,26.27,,,,,,,,,,,1,8.14,2,42.30,1,8.14,,,,,,,,,,,,
,,,,40~44,2,14.80,,,,,1,18.49,2,14.80,2,,,,51.96,,,,,,,9,34.67,,,,,,,2,13.27,2,36.98,,,,,1,29.23,,,,,1,10.35,,,1,10.35,,,,,2,27.51,,,1,47.10,,,,,,,,,3,19.91,,,1,25.98,,,,,,,,,,
,,,,45~49,4,39.63,,,1,52.74,,,4,96.27,,,,,,,,,,,,7,53.48,1,18.45,,,,,2,56.90,1,33.39,,,,,3,28.80,1,18.45,,,,,,,,,,,,,,,,,,,,,,,,,1,61.77,1,18.45,,,,,,,,,,,,,,
,,,,50~54,4,62.28,,,1,41.36,,,1,80.58,,,,,,2,32.72,,,1,85.84,9,68.83,,,,,,,6,59.43,5,89.53,,,,,3,38.69,1,85.84,,,1,21.35,,,,,,,,,4,39.32,,,,,,,,,1,70.03,2,28.16,3,50.63,,,,,2,66.80,,,,,,,,
,,,,55~59,5,63.27,1,60.64,3,79.24,,,,,1,,,,49.12,,,,,,,8,100.63,1,101.52,,,,,6,87.94,7,84.44,1,26.41,,,1,60.64,1,49.12,,,1,26.41,1,60.64,,,,,1,26.41,3,47.97,,,1,88.73,,,,,,,1,26.41,4,60.96,,,1,101.52,,,,,,,,,,
,,,,60~64,2,23.02,1,15.34,8,58.66,1,15.34,,,1,,,,15.34,1,26.95,,,,,16,82.58,,,,,2,23.02,9,65.99,26,161.08,3,33.27,,,18,104.60,1,15.34,,,2,23.03,,,,,3,38.65,3,38.65,11,56.78,,,1,15.34,1,15.34,,,,,5,43.58,7,56.48,1,15.34,1,15.34,2,22.18,,,,,,,,
,,,,65~69,4,38.00,,,3,37.20,,,,,3,,,,24.78,3,42.22,,,,,23,124.10,1,48.19,1,16.93,,,6,43.23,22,118.70,1,46.34,,,22,118.70,6,50.83,1,26.75,2,24.80,,,,,3,32.03,2,42.25,12,77.60,,,2,33.86,3,29.59,1,16.93,1,16.93,7,42.84,4,34.13,,,4,38.00,5,42.66,,,,,,,,
,,,,70~74,2,85.54,2,53.15,6,83.71,,,,,1,,,,32.23,,,,,1,32.23,10,140.69,,,,,,,11,122.96,21,234.74,6,121.29,,,19,229.97,4,85.86,,,4,82.82,,,,,,,3,104.13,7,95.13,,,1,57.90,2,70.90,,,,,2,47.65,5,101.19,,,2,46.65,10,149.30,,,,,,,,
,,,,75~79,1,122.55,,,1,220.26,,,1,122.55,,,,,,,,,,,,10,268.74,1,122.55,,,,,7,310.42,14,300.43,2,136.43,,,13,361.51,6,206.54,,,,,,,,,1,220.26,3,227.10,2,87.64,,,1,68.21,,,,,,,2,140.25,,,,,1,122.55,10,240.67,,,,,,,,
,,,,80~84,1,523.56,,,1,384.62,,,,,,,,,,2,461.89,,,,,,,,,,,,,2,367.65,5,458.72,,,,,3,465.12,,,,,,,,,,,1,166.11,1,166.11,2,232.02,,,,,,,,,,,,,,,,,1,352.11,3,352.11,,,,,,,,
,,,,85+,,,1,1250.00,,,,,,,,,,,,,,,,,,,,1,735.29,,,,,,,,,,,1,1428.57,2,668.90,2,1069.52,,,1,456.62,,,,,,,,,,,,,,,,,1,1428.57,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48.10,,,,,,,,,,,,,,,1,7.89,,,,,,,,,,,,,1,14.55,1,21.36,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,3,,,,24.65,,,,,,,,,,,,,,,,,,,2,26.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,2,,,,10.25,,,,,,,,,,,,,,,,,1,22.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.16,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,2,,,,11.71,,,,,,,,,,,1,7.13,,,,,1,20.57,1,32.08,,,,,,,,,1,11.74,,,,,,,,,,,,,1,7.13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,27.11,2,,,,11.71,,,2,11.08,,,,,,,,,,,,,1,34.75,,,,,,,,,,,,,,,,,,,,,1,13.87,,,,,,,,,,,,,1,34.75,,,,,,,,,,,,,,
,,,,25~29,1,14.85,,,,,1,18.96,2,18.81,,,,,,,,3,12.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.64,,,,,,,,,,,,,2,12.02,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,7.25,2,9.60,5,23.52,,,,,,,1,28.74,,,2,14.50,1,7.25,,,1,28.74,,,,,1,14.21,,,,,,,,,,,2,11.58,,,,,,,1,29.71,1,29.71,,,5,16.51,,,,,,,,,,,,,,
,,,,35~39,5,43.23,,,,,,,,,1,,,,21.41,,,8,27.94,,,,,,,,,1,21.41,,,,,,,3,15.63,,,,,,,,,,,,,,,2,16.18,2,23.72,,,,,,,,,,,,,5,18.06,1,8.09,,,,,,,,,,,,
,,,,40~44,4,21.65,,,1,17.21,,,,,1,,,,17.21,1,42.57,3,23.68,,,,,,,1,9.69,1,9.69,2,20.77,,,,,1,26.53,,,,,1,44.15,,,,,,,,,1,31.93,3,16.31,,,1,9.69,,,,,1,9.69,,,4,20.10,,,,,,,,,,,,,,
,,,,45~49,4,30.12,,,,,,,1,44.11,,,,,,1,29.96,3,35.71,,,,,,,2,157.48,1,29.96,4,46.82,1,57.67,,,4,41.61,2,35.68,,,,,,,,,,,,,1,29.96,2,74.88,1,57.67,1,15.93,,,,,,,,,2,26.50,1,47.04,,,,,,,,,,,,
,,,,50~54,5,62.85,,,,,,,,,,,,,,1,52.27,6,76.65,,,,,1,52.27,,,,,7,67.28,2,32.60,,,3,45.39,,,,,,,,,,,,,,,,,1,52.27,,,1,20.40,,,,,1,20.40,2,40.79,5,63.76,,,1,20.40,2,65.53,,,,,,,,
,,,,55~59,4,67.62,1,25.42,1,50.48,,,,,1,,,,97.56,,,11,115.10,,,,,,,,,2,40.33,10,81.04,,,1,77.58,6,78.82,4,55.23,,,1,50.48,,,,,,,,,,,2,184.33,1,25.42,1,50.48,1,50.48,,,,,1,77.58,2,66.53,,,,,,,,,,,,,,
,,,,60~64,1,17.77,,,5,42.61,1,17.77,1,17.77,1,,,,97.85,4,34.77,21,152.96,,,,,,,,,10,91.75,22,140.43,1,47.06,,,15,117.21,4,37.34,,,2,22.82,,,1,17.77,1,51.39,,,3,38.70,7,47.80,,,,,2,35.55,,,1,47.06,2,25.80,4,65.50,,,3,28.37,5,46.68,,,,,,,,
,,,,65~69,2,18.41,,,3,25.54,,,,,2,,,,29.56,3,25.21,14,83.36,,,,,,,,,15,89.31,36,177.37,1,14.78,2,48.84,23,113.32,4,29.46,,,3,37.46,,,,,,,3,26.77,1,14.78,16,83.96,,,2,40.18,2,37.48,,,3,27.62,3,25.72,4,30.48,,,2,57.11,4,97.68,,,,,,,,
,,,,70~74,2,41.54,,,6,80.48,1,28.31,1,28.31,1,,,,76.57,3,62.01,9,110.43,1,133.33,1,76.57,1,133.33,2,41.10,11,116.81,22,202.54,3,65.19,,,21,238.47,2,41.54,1,28.31,2,61.63,1,28.31,,,,,3,54.61,2,41.34,7,86.06,,,1,50.97,2,95.97,,,1,28.31,6,114.37,,,,,1,50.97,9,142.61,,,,,,,,
,,,,75~79,1,59.67,,,3,103.20,,,,,,,,,,2,90.74,8,208.66,,,,,,,,,2,96.43,14,296.74,4,256.74,,,11,309.16,2,138.79,,,2,141.64,,,,,,,,,1,59.67,9,234.80,,,1,179.53,,,,,,,3,127.66,,,1,113.12,,,4,256.74,,,,,,,,
,,,,80~84,1,495.05,,,1,325.73,,,,,1,,,,325.73,1,141.84,4,316.46,,,,,,,1,420.17,,,6,492.21,2,917.43,,,2,418.41,,,,,2,194.93,,,,,,,1,311.53,,,,,,,,,,,,,1,420.17,1,141.84,,,,,,,9,559.35,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,398.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,5,20.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,2,17.06,,,,,,,,,,1,7.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,49.49,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,2,14.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,19.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.41,1,11.23,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,2,12.63,,,,,,,,,,,,,,,,,,,,,,,,,,2,12.56,,,,,,,1,13.69,,,,,,,,,,,1,13.69,,,,,1,7.65,2,27.38,,,4,14.92,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,14.28,4,,,,23.56,,,,,,,,,,,1,14.28,,,1,14.28,2,11.27,,,,,,,,,,,,,,,,,1,7.24,,,,,1,20.85,,,,,1,19.31,,,,,2,9.61,,,1,7.24,,,,,,,,,,
,,,,30~34,1,24.22,,,,,1,18.00,,,1,,,,6.94,,,,,4,14.68,,,,,1,6.94,,,2,11.06,,,,,,,,,,,,,1,24.22,,,,,,,,,2,13.88,1,6.94,,,,,1,6.94,1,6.94,,,2,11.06,,,,,,,,,,,,,,
,,,,35~39,5,27.66,,,2,12.11,1,7.60,2,28.25,1,,,,7.60,,,,,3,14.79,,,,,2,18.25,1,7.60,1,14.02,,,,,1,14.02,,,1,7.60,,,1,14.02,,,,,,,,,1,7.60,4,33.17,,,,,1,29.70,4,22.13,,,5,17.22,,,,,,,,,,,,,,
,,,,40~44,9,43.02,,,2,18.45,,,1,29.64,1,,,,24.02,,,1,9.23,6,24.97,,,,,,,4,21.05,5,18.46,1,25.01,,,,,,,,,,,,,,,,,1,37.02,,,2,29.85,1,9.23,1,9.23,,,,,1,9.23,1,24.02,6,30.44,1,9.23,,,,,,,,,,,,
,,,,45~49,7,42.49,,,2,24.60,,,,,,,,,,,,,,8,65.58,,,,,,,1,40.13,4,32.00,,,,,3,28.54,3,37.30,1,15.04,,,,,,,,,,,1,15.04,2,45.12,,,,,,,,,,,2,36.03,5,38.59,,,,,,,,,,,,,,
,,,,50~54,3,41.99,,,1,73.31,,,1,53.39,1,,,,57.44,,,,,7,68.85,,,,,,,2,34.08,6,72.34,,,1,73.31,2,34.63,2,67.02,,,,,,,,,,,,,,,2,43.23,,,1,21.62,,,,,,,2,55.34,2,61.79,1,80.45,1,73.31,,,,,,,,,,
,,,,55~59,4,104.09,,,2,33.21,,,,,1,,,,84.10,,,,,8,76.96,,,,,,,3,60.20,7,87.71,,,,,5,48.10,1,47.46,1,25.54,,,,,,,,,,,2,37.29,5,58.07,1,57.60,1,77.58,1,25.54,,,2,39.18,1,25.54,3,45.10,,,,,,,,,,,,,,
,,,,60~64,3,73.05,2,54.11,2,34.67,1,39.11,1,21.06,1,,,,39.11,,,,,13,89.58,,,,,,,8,75.54,26,179.16,3,47.63,,,10,98.12,2,33.97,2,69.59,,,,,,,,,1,98.04,5,53.28,10,78.44,,,4,44.25,,,,,2,30.72,1,64.52,3,33.08,,,1,21.06,3,35.53,,,,,,,,
,,,,65~69,5,32.93,,,3,21.55,,,3,40.43,2,,,,26.95,,,,,19,99.34,2,55.11,,,3,42.45,13,60.46,49,227.90,5,32.00,,,17,79.07,7,50.49,5,42.83,,,,,,,,,2,30.78,3,30.63,16,79.03,2,28.30,5,31.04,2,26.95,,,3,26.37,3,30.63,3,24.92,2,23.05,,,13,60.46,,,,,,,,
,,,,70~74,1,68.07,,,6,93.24,,,4,45.55,4,,,,71.23,,,,,9,82.56,,,,,1,68.07,10,114.82,35,279.49,1,69.16,,,12,165.22,3,46.61,1,23.98,1,64.56,,,,,,,1,44.11,1,23.98,10,114.85,,,2,34.97,3,46.40,,,1,68.07,8,78.22,2,47.96,,,2,34.97,8,91.93,,,,,,,,
,,,,75~79,4,322.06,,,1,53.05,,,2,70.13,2,,,,106.10,,,1,239.23,7,179.35,,,1,132.10,,,4,103.12,13,254.90,2,80.19,,,10,200.96,3,120.29,2,80.19,,,1,157.98,,,,,1,132.10,,,6,152.87,,,,,2,70.13,,,,,6,128.15,1,132.10,,,2,106.10,12,282.89,,,,,,,,
,,,,80~84,1,279.33,,,1,404.86,,,,,,,,,,,,,,1,383.14,,,,,,,2,383.14,3,304.57,,,,,8,564.57,1,383.14,,,,,,,1,126.58,,,,,,,2,323.10,,,,,,,,,,,1,263.16,,,,,2,192.86,6,338.03,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,877.19,,,,,,,,,,,,,1,714.29,5,988.14,,,,,1,869.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,546.45,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,5,,,,15.23,,,,,,,,,,,,,,,1,28.87,,,,,1,24.50,,,,,,,,,,,,,,,,,,,1,7.54,,,,,2,11.53,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14.68,,,,,,,,,,,,,,,,,,,,,,,,,1,19.11,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,7.32,,,,,,,,,,,1,23.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31.72,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,3,,,,15.28,,,,,,,1,29.47,,,,,,,1,19.11,,,,,1,19.36,,,,,,,,,1,6.91,,,,,,,,,1,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,12.94,,,2,,,,69.32,1,22.01,,,,,,,,,,,,,,,,,1,21.04,1,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,19.53,,,,,,,,,,,,,,,,,,,,1,7.14,,,,,,,,,,,1,7.14,1,29.13,1,7.14,,,,,,,,,,,,,,,1,20.25,1,13.96,,,,,2,50.52,,,4,16.32,1,25.26,,,,,,,,,,,,,,
,,,,30~34,3,37.96,,,,,1,6.84,,,2,,,,9.78,1,17.18,,,,,1,6.84,,,,,,,1,24.51,,,2,24.60,2,13.68,1,17.64,,,1,6.84,1,24.51,,,,,,,,,2,10.84,,,,,,,1,23.22,,,3,20.52,,,,,,,,,,,,,,,,
,,,,35~39,8,28.27,,,,,1,7.48,2,9.69,1,,,,27.42,2,14.96,1,24.99,,,4,14.69,,,,,,,,,1,19.26,2,10.77,2,23.35,1,7.48,,,,,,,1,24.99,,,,,1,27.42,2,11.51,1,24.99,1,7.48,2,54.84,,,,,7,20.45,1,13.74,,,,,,,,,,,,,,
,,,,40~44,8,26.43,,,1,36.48,,,2,14.16,,,,,,,,,,,,10,37.70,,,,,,,2,12.73,1,34.40,1,8.79,3,16.64,4,20.68,,,,,,,,,,,,,1,8.79,1,34.40,,,,,,,,,3,41.74,9,30.45,1,23.06,,,,,,,,,,,,,,
,,,,45~49,6,62.48,,,1,22.62,,,,,1,,,,51.63,2,26.21,,,,,12,54.41,,,,,,,1,13.11,1,13.11,6,40.17,2,20.15,1,13.11,,,,,,,,,,,,,3,29.44,1,22.62,1,13.11,,,,,,,1,34.66,7,77.42,,,1,13.11,,,,,,,,,,,,
,,,,50~54,5,55.60,1,21.47,2,31.35,,,,,1,,,,38.28,,,,,,,6,67.68,,,,,,,,,1,21.47,7,56.93,2,33.04,2,55.10,1,52.44,,,,,,,,,,,,,1,21.47,,,,,,,1,21.47,1,21.47,2,46.14,,,,,1,21.47,,,,,,,,,,
,,,,55~59,6,71.45,,,1,65.57,,,1,45.05,1,,,,24.55,1,75.82,,,,,8,73.92,,,,,,,2,31.78,4,84.57,10,104.49,,,4,57.82,3,66.50,,,,,,,,,3,80.11,2,70.32,6,55.44,,,3,69.40,1,65.57,,,2,63.86,4,49.34,1,24.55,,,1,24.55,,,,,,,,,,
,,,,60~64,5,68.96,,,2,34.47,,,1,58.72,1,,,,58.72,2,36.45,,,,,17,142.40,1,89.21,,,,,2,63.45,9,78.38,17,131.47,2,48.79,8,81.81,3,70.21,3,39.14,,,,,,,1,24.40,6,89.31,7,79.12,1,24.40,1,45.91,2,34.47,,,6,94.89,5,121.98,,,,,5,65.23,,,,,,,,,,
,,,,65~69,3,88.24,,,5,51.85,,,2,19.84,4,,,,37.33,3,35.78,,,1,42.92,20,106.20,,,,,2,31.15,1,23.75,18,102.44,54,254.99,5,44.03,20,113.05,9,45.22,5,30.08,1,13.67,,,1,93.46,3,26.03,3,35.78,16,79.57,,,2,27.34,5,30.08,3,31.11,8,48.13,1,13.67,,,2,23.29,20,94.44,,,,,,,,,,
,,,,70~74,5,62.64,,,7,84.22,,,,,2,,,,59.01,8,70.88,1,21.77,,,12,99.12,,,,,,,,,18,148.49,28,203.77,3,60.35,19,167.80,5,56.94,4,50.42,,,,,,,2,27.99,2,59.01,18,160.89,,,4,69.16,2,123.53,,,13,116.10,1,39.17,1,61.77,,,14,115.49,,,,,,,,,,
,,,,75~79,3,85.52,,,1,144.09,,,,,2,,,,139.18,3,104.49,,,,,8,190.29,,,,,,,,,8,300.53,22,365.15,2,66.16,12,184.99,4,106.89,2,61.41,,,,,,,,,1,45.93,9,162.45,2,211.19,2,150.26,1,45.93,1,118.20,2,61.41,,,,,,,8,171.53,,,,,,,,,,
,,,,80~84,3,333.33,,,1,112.99,,,,,1,,,,233.64,2,174.22,,,1,259.74,4,408.58,,,,,,,,,5,284.58,6,278.42,2,170.50,8,439.32,3,261.32,1,343.64,1,112.99,,,,,,,2,157.48,5,274.57,2,170.50,,,1,112.99,,,2,152.32,,,,,1,112.99,8,319.87,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,696.86,,,,,,,,,,,,,,,,,,,,,1,315.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
