,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,40.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39.32,,,,,,,1,35.46,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,49.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,48.57,,,,,,,,,,,,,,,,,,1,29.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,38.34,,,,,,,,,,,,,,,,,,,,2,38.34,,,,,1,37.69,,,,,,,,,,,,,,,,,1,37.69,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,44.84,,,1,43.25,,,1,53.59,,,,,,1,43.25,,,,,,,,,1,39.81,,,,,,,,,,,1,43.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,66.09,,,,,,,,,,,,,,2,131.49,,,1,65.75,,,,,,,1,66.45,,,,,,,,,1,80.97,,,,,1,65.75,1,65.75,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,87.49,1,87.49,,,1,118.76,,,,,,,,2,196.85,,,,,1,87.49,2,196.85,2,92.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,126.58,,,,,,,,,,,,,,3,173.81,1,106.84,2,115.87,3,173.81,,,1,106.84,1,88.57,,,,,,,1,106.84,,,1,88.57,,,,,1,106.84,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,101.42,,,,,,,,,,6,230.50,,,4,238.66,1,101.42,1,107.87,3,179.00,2,104.55,,,,,,,,,1,107.87,,,,,,,2,104.55,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,73.64,,,1,168.92,,,,,1,,,,73.64,5,173.97,,,,,3,131.46,,,2,216.45,1,108.23,,,,,,,1,73.64,5,173.97,,,,,1,108.23,,,1,108.23,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,195.69,4,,,,461.89,2,162.07,,,,,3,217.86,,,,,2,162.07,1,115.47,,,,,,,3,243.11,,,,,,,,,2,162.07,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,294.99,,,,,,,,,,,,,,2,589.97,,,,,1,371.75,,,,,,,,,,,,,,,1,371.75,1,371.75,,,1,371.75,,,1,371.75,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,2,833.33,,,2,833.33,,,,,,,,,,,,,,,,,,,,,1,699.30,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,1,2040.82,,,,,,,,,,,,,,,,,1,1666.67,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40.13,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,40.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.34,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,35.77,1,35.77,,,,,,,,,,,,,,,2,31.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,33.23,,,,,,,,,,1,37.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,2,100.10,,,1,50.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.05,,,,,,,,,,,,,,,,,,
,,,,30~34,1,37.02,,,,,1,29.54,1,37.02,1,,,,29.54,,,,,,,,,,,,,,,,,1,37.02,,,,,,,1,29.54,,,,,,,,,2,42.53,,,,,,,,,,,,,,,,,,
,,,,35~39,2,74.54,,,,,,,,,,,,,,1,29.92,,,2,33.20,,,,,,,1,29.92,,,,,,,,,,,,,,,,,,,,,1,29.92,,,,,,,,,,,,,,,,,,
,,,,40~44,1,37.00,1,51.71,1,51.71,,,,,,,,,,1,37.00,,,,,,,,,1,51.71,,,,,,,,,,,,,1,42.32,,,,,1,42.32,1,42.32,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,55.74,,,,,,,,,,,,,,3,95.39,,,,,1,58.82,,,2,57.24,,,,,1,58.82,,,,,,,1,74.02,,,,,1,58.82,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,96.34,,,,,,,,,,,,,,5,162.23,,,1,85.40,1,85.40,,,2,220.99,1,85.40,,,,,,,,,1,85.40,1,85.40,1,110.50,1,85.40,,,1,99.40,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,125.63,,,,,,,,,1,,,,125.63,2,203.05,1,90.50,2,181.00,2,105.21,,,,,1,90.50,,,,,,,1,90.50,,,2,112.30,,,,,,,,,1,125.63,,,,,,,,,,,,,,,,,,
,,,,60~64,4,159.17,,,1,111.11,,,,,,,,,,5,315.86,,,2,126.34,2,123.99,1,107.53,3,189.51,3,333.33,1,146.41,,,,,,,,,2,126.34,,,,,,,,,,,1,107.53,,,,,,,,,,,,,,,,
,,,,65~69,4,304.65,,,,,,,,,,,,,,3,158.14,,,3,133.33,6,394.48,,,4,262.98,3,320.17,,,,,,,,,1,76.16,,,,,1,171.23,,,2,152.32,,,4,210.86,,,,,,,,,,,,,,,,
,,,,70~74,1,175.75,,,1,103.52,,,,,1,,,,103.52,3,195.44,,,2,207.04,6,308.64,,,6,308.64,,,,,,,,,,,,,2,207.04,,,,,,,1,175.75,,,1,103.52,,,,,,,,,,,,,,,,
,,,,75~79,,,,,3,1244.81,,,,,,,,,,1,340.14,,,1,414.94,5,539.96,,,1,255.75,1,255.75,,,,,,,,,,,2,291.97,,,,,,,2,373.83,,,1,340.14,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,3,1214.57,,,1,636.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1111.11,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,28.21,,,,,1,28.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,27.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,1,42.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,1,35.75,,,,,,,1,31.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,32.00,,,,,,,1,49.29,,,,,,,,,,,,1,32.00,,,,,,,,,,,,,,,1,49.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,50.79,,,,,,,,,,,,,,1,28.84,2,76.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,97.04,,,,,,,,,1,,,,28.87,,,3,62.19,,,,,,,,,,,,,2,36.20,,,1,48.52,,,,,,,,,1,28.87,,,,,,,1,28.87,,,,,,,,,,,,,,
,,,,40~44,1,34.84,,,2,41.56,,,,,,,,,,,,1,51.49,,,,,,,1,51.49,,,,,,,1,42.11,,,,,,,,,2,41.56,,,,,,,1,34.84,1,42.11,,,,,,,,,,,,,,
,,,,45~49,2,98.77,,,,,,,,,,,,,,,,3,89.39,,,1,49.38,1,49.38,3,55.75,,,,,,,,,1,67.61,,,,,1,53.28,,,,,,,,,,,2,57.08,,,,,,,,,,,,,,
,,,,50~54,,,1,91.16,,,,,,,,,,,,,,4,125.43,,,,,1,84.82,2,99.50,1,84.82,,,,,1,109.53,,,,,,,,,,,,,,,1,84.82,,,2,87.87,,,,,,,,,,,,,,
,,,,55~59,4,187.62,,,,,,,,,1,,,,119.76,,,3,154.24,,,,,1,97.85,3,140.71,1,97.85,,,1,97.85,,,,,,,,,,,2,107.70,,,,,,,1,97.85,1,119.76,,,,,,,,,,,,,,
,,,,60~64,2,295.86,,,,,,,1,105.04,,,,,,,,8,319.49,,,,,2,109.41,4,159.74,1,105.04,,,,,1,105.04,1,105.04,,,,,,,1,147.93,,,,,1,114.16,1,147.93,,,,,,,3,184.28,,,,,,,,
,,,,65~69,1,83.06,,,,,,,,,,,,,,,,4,221.61,,,,,3,166.20,10,364.83,,,,,,,1,106.84,1,166.39,,,,,1,83.06,1,106.84,,,1,83.06,,,,,,,1,83.06,,,1,83.06,,,,,,,,
,,,,70~74,,,,,1,165.84,,,,,1,,,,96.53,,,,,,,,,3,202.16,8,383.33,,,,,3,183.04,,,,,,,,,1,96.53,1,96.53,,,,,1,165.84,2,122.03,,,,,1,96.53,2,190.29,,,,,,,,
,,,,75~79,1,302.11,,,,,1,214.13,,,1,,,,214.13,,,3,427.35,,,,,1,425.53,,,,,,,1,425.53,,,,,,,1,425.53,,,2,250.63,,,,,,,1,302.11,1,214.13,,,1,425.53,1,214.13,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,4,1680.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,840.34,,,3,2521.01,,,,,,,,
,,,,85+,1,1408.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1333.33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1408.45,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,1,28.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.53,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.37,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,44.17,,,,,,,,,,,,,,,,1,37.68,,,,,,,1,27.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,2,37.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,38.51,,,,,,,1,32.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,50.84,,,,,1,28.41,1,37.86,,,,,,2,36.45,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.41,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,27.84,,,,,1,27.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.84,1,47.53,,,,,,,,,,,,,,
,,,,40~44,6,107.72,,,,,,,1,32.68,1,,,,50.45,,,,,,,,,,,,,,,,,,,,,,,1,50.45,,,,,,,1,39.84,,,,,,,1,32.68,2,35.91,,,,,,,,,,,,
,,,,45~49,5,85.93,,,,,,,,,,,,,,5,131.16,,,1,45.52,1,49.83,,,,,2,91.03,1,45.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,138.38,,,2,167.64,,,1,83.82,,,,,,2,90.13,,,1,102.56,1,80.39,,,,,1,102.56,,,,,,,1,102.56,,,1,80.39,,,,,,,,,,,,,,,,,,,1,83.82,,,,,,,,
,,,,55~59,3,97.66,,,1,86.36,,,1,116.14,,,,,,5,261.23,1,86.36,1,94.97,4,130.21,,,,,2,99.06,1,116.14,2,189.93,,,,,,,1,116.14,2,172.71,,,,,,,,,,,2,99.06,1,116.14,1,86.36,,,,,,,,,,
,,,,60~64,2,212.31,,,,,,,,,2,,,,110.80,4,160.90,,,1,146.84,5,201.13,1,115.87,,,2,129.53,3,120.68,,,,,,,,,,,1,146.84,,,,,1,106.16,,,,,1,115.87,,,,,,,,,,,,,,
,,,,65~69,2,135.59,,,1,89.53,,,,,1,,,,89.53,6,231.48,3,203.39,4,198.91,7,270.06,,,,,3,149.18,,,1,172.12,,,,,,,,,1,111.86,1,89.53,,,,,,,,,4,198.91,2,99.45,,,,,1,89.53,,,,,,
,,,,70~74,1,88.03,1,204.50,2,123.08,,,,,2,,,,176.06,5,214.96,,,4,217.75,10,429.92,,,,,2,168.07,,,,,,,,,,,1,142.65,2,285.31,,,,,1,204.50,,,,,2,123.08,1,142.65,,,,,4,336.13,,,,,,
,,,,75~79,,,,,2,609.76,,,,,2,,,,257.40,3,354.19,,,1,192.68,2,385.36,,,,,3,354.19,1,192.68,,,,,,,,,1,192.68,,,,,1,192.68,,,,,,,,,,,,,1,304.88,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,3,724.64,,,,,1,724.64,1,625.00,,,,,,,,,,,1,724.64,,,,,,,,,,,1,724.64,,,,,1,625.00,1,625.00,,,,,,
,,,,85+,,,,,,,,,,,,,,,,2,2439.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,41.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,26.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.24,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,38.71,,,,,,,,,,,,,,,,,,,,,,,,,1,38.71,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,2,32.61,1,28.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.26,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,27.34,,,,,,,,,1,,,,27.34,1,27.34,,,,,,,,,,,1,36.38,,,,,,,,,,,,,,,,,,,,,1,27.34,2,72.75,,,,,,,,,,,,,,,,
,,,,40~44,6,76.16,,,1,30.73,1,49.98,,,,,,,,4,50.77,,,,,,,,,,,,,3,64.88,1,49.98,1,38.12,,,,,,,,,1,38.12,,,,,1,38.12,6,76.16,,,,,,,,,,,,,,,,
,,,,45~49,2,82.03,,,,,,,,,,,,,,3,47.87,,,1,58.34,2,43.93,1,41.02,,,,,,,,,,,,,1,58.34,2,82.03,,,,,,,1,41.02,,,2,52.23,1,47.28,,,,,,,,,,,,,,
,,,,50~54,3,125.00,,,,,,,,,,,,,,1,92.76,,,1,75.64,,,,,,,3,125.58,,,,,,,,,,,1,76.28,,,,,,,,,,,2,83.33,,,,,,,,,,,,,,,,
,,,,55~59,2,91.03,,,,,,,,,,,,,,8,263.50,,,1,119.19,2,192.12,,,,,,,,,,,,,,,,,1,119.19,,,,,1,96.06,,,2,91.03,,,,,,,1,86.51,,,,,,,,,,
,,,,60~64,2,106.04,,,1,110.74,,,1,101.73,,,,,,3,115.70,,,2,221.48,1,101.73,,,,,1,110.74,,,,,,,,,,,,,,,,,,,,,,,,,,,1,101.73,1,141.44,,,,,,,,,,
,,,,65~69,2,200.20,1,115.74,,,,,,,1,,,,115.74,4,163.73,3,161.03,3,161.03,5,204.67,,,,,7,286.53,2,231.48,1,115.74,,,,,1,100.10,,,,,,,,,1,115.74,,,1,172.41,,,,,1,115.74,,,,,,,,,,
,,,,70~74,,,,,1,133.87,,,,,,,,,,8,324.15,,,3,174.32,10,405.19,,,,,6,473.93,2,385.36,1,133.87,,,1,133.87,2,166.39,5,202.59,,,,,,,,,2,102.62,,,,,,,4,205.23,,,,,,,,,,
,,,,75~79,1,411.52,,,2,542.01,,,,,1,,,,271.00,5,419.11,,,1,411.52,6,631.58,,,1,411.52,2,344.23,,,,,,,,,,,2,344.23,,,,,1,172.12,,,2,210.53,,,,,,,3,315.79,,,,,,,,,,
,,,,80~84,1,574.71,,,,,,,,,,,,,,,,,,,,1,588.24,,,,,2,666.67,,,,,,,,,,,,,,,,,,,,,1,769.23,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,2,2409.64,,,,,,,,,,,,,,,,1,1315.79,,,,,1,1315.79,,,1,1315.79,,,,,,,,,,,,,,,,,,,,,,,,,1,1204.82,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,10~14,1,39.49,,,,,,,,,1,,,,26.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,1,37.82,,,,,1,37.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,1,47.33,,,,,,,,,,,,,,,,,,,,,,,,,1,31.77,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,49.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
