,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,1,139.47,,,,,,,,,1,139.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,64.23,,,1,64.23,,,,,,,,,,,,,1,54.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,1,267.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.17,,,2,69.81,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,2,43.04,,,,,,,1,50.43,,,,,,,,,,,,,,,,,,,1,57.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,130.89,1,79.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,70.35,,,,,,,,,,,,,,,,,,3,174.93,,,,,,,,,,,2,90.83,1,71.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,2,200.20,,,1,166.39,,,,,1,125.63,,,,,,,1,91.49,,,,,,,1,245.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,223.21,,,,,,,,,,,,,,,,1,93.28,1,341.30,1,341.30,,,,,,,,,,,1,93.28,,,,,,,,,,,,,,,,,,,2,108.11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,143.06,,,,,,,,,,,,,,4,210.08,1,454.55,2,217.63,1,204.50,,,,,,,,,2,196.46,,,,,,,,,,,,,,,,,,,,,,,1,143.06,,,,,,,,,,,,,,,,,,
,,,,60~64,2,205.55,,,1,116.01,,,,,,,,,,,,,,2,93.46,1,78.25,,,4,198.51,1,116.01,,,1,144.93,,,1,220.26,,,,,5,222.12,,,,,,,,,1,144.93,,,1,144.93,1,220.26,1,500.00,,,,,,,,,,,,,,,,,,
,,,,65~69,1,64.06,,,,,1,408.16,,,1,,,,64.06,,,,,2,88.26,,,4,134.77,6,277.14,1,543.48,,,3,138.57,1,408.16,,,,,,,3,171.92,1,141.84,1,408.16,,,1,64.06,,,1,418.41,,,,,2,88.38,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,214.59,,,,,,,,,,2,673.40,,,1,204.08,5,254.71,1,204.08,,,2,239.23,1,214.59,,,,,,,3,313.81,2,153.61,1,442.48,,,1,119.62,2,209.21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,310.56,,,,,3,1176.47,,,1,581.40,3,441.18,,,,,,,1,251.26,2,884.96,,,,,2,621.12,,,,,,,,,3,459.42,,,,,,,2,621.12,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,934.58,1,531.91,,,,,,,,,,2,507.61,,,1,531.91,,,3,753.77,1,2127.66,1,819.67,,,1,934.58,,,,,1,531.91,,,1,1176.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,775.19,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,32.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,1,35.04,,,,,,,,,,,,,,,1,35.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,40.11,,,,,,,,,,,,,,,,,,,,,,1,40.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,35.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.59,,,,,,,,,,,,,,,,,2,52.62,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,263.16,,,,,,,,,,,,,,,,,,,,,,,,,1,57.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,112.87,,,,,,,,,,,,,,,,,,,,1,75.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,64.56,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,64.94,,,1,92.59,,,,,2,,,,79.02,,,,,,,,,1,68.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,157.48,,,,,,,,,,,,,,,,1,80.45,,,,,,,,,,,,,,,,,,,1,80.45,,,,,,,1,80.45,1,438.60,,,,,1,120.34,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,235.29,,,,,2,,,,192.86,,,,,3,287.08,1,126.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,150.94,,,,,1,94.52,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,105.26,,,,,,,4,,,,178.81,,,5,210.44,,,1,105.26,1,99.11,,,,,,,,,,,,,3,146.20,,,1,99.11,,,,,,,1,207.04,2,134.05,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,199.60,,,,,,,,,4,,,,909.09,,,2,111.05,3,194.81,2,234.47,4,174.22,,,2,181.82,,,,,1,227.27,,,3,194.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,214.59,5,,,,295.16,2,140.15,5,145.48,4,173.54,,,7,229.81,,,2,106.04,,,,,1,134.95,1,134.95,2,99.50,,,1,61.77,,,,,,,2,99.50,1,145.77,,,1,61.77,1,145.77,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,578.03,3,178.57,2,,,,1111.11,,,,,9,516.06,1,106.95,3,154.88,,,,,,,1,198.41,1,555.56,1,106.95,2,138.99,,,,,,,,,,,1,106.95,1,106.95,,,,,4,249.07,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,595.24,,,,,,,1,,,,358.42,,,,,1,595.24,,,3,697.67,,,1,358.42,,,,,,,1,232.56,1,595.24,,,,,1,826.45,,,,,,,,,,,1,285.71,5,653.59,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,495.05,,,,,,,,,2,,,,486.62,,,1,980.39,1,769.23,,,1,769.23,1,495.05,1,478.47,,,,,,,,,,,,,,,1,1234.57,,,,,1,1234.57,,,,,,,1,980.39,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1587.30,,,,,,,,,,1,1587.30,,,1,2941.18,,,1,900.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1587.30,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,1,50.15,,,,,,,,,1,33.17,,,,,,,,,,,,,,,2,52.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,2,67.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,140.85,,,,,,,,,,,,,1,53.56,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,59.17,,,,,,,,,,,2,104.28,,,,,,,,,,,,,,,,,,,1,156.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,2,63.07,,,,,,,,,,2,40.15,,,,,,,1,55.25,,,,,,,,,,,,,,,,,,,,,,,,,1,46.66,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,91.63,,,,,,,,,,,,,,,,1,36.85,,,,,1,52.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.85,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,362.32,,,,,,,,,1,,,,66.09,,,2,103.20,,,1,48.19,1,362.32,,,,,,,,,,,,,,,,,,,,,1,48.19,,,,,,,,,5,106.41,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,71.17,1,,,,377.36,,,2,93.11,,,2,129.37,,,,,,,,,,,1,134.59,,,1,497.51,,,,,,,,,,,,,,,,,1,71.17,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,221.85,,,,,,,,,,,,,,,,1,242.13,,,1,97.47,1,97.47,,,,,,,,,,,,,,,,,,,,,3,208.48,,,,,,,,,1,401.61,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,218.34,,,1,96.43,,,,,,,,,,1,210.97,3,130.72,,,3,198.54,4,145.51,1,107.18,,,,,,,,,,,,,,,,,,,,,1,96.43,,,,,,,1,460.83,,,,,1,127.55,,,,,,,,,,,,,,,,
,,,,60~64,,,1,98.81,,,,,1,98.81,,,,,,,,4,198.12,,,1,346.02,2,171.38,1,98.81,,,2,171.38,,,1,139.28,1,110.25,,,,,,,,,1,139.28,1,328.95,,,,,1,346.02,1,139.28,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,63.21,1,134.05,,,,,,,2,,,,126.42,,,5,269.69,,,,,3,118.76,1,134.05,,,1,136.61,1,136.61,1,136.61,,,,,,,,,,,5,316.06,1,136.61,,,,,,,1,63.21,,,2,273.22,4,201.51,,,,,,,,,,,,,,,,
,,,,70~74,,,3,163.40,,,,,,,1,,,,95.97,,,1,183.82,,,2,189.75,2,296.74,,,,,4,301.66,1,352.11,,,,,,,,,,,,,1,95.97,,,,,,,,,2,286.12,,,,,4,233.10,,,,,,,,,,,,,,,,
,,,,75~79,,,1,205.34,,,,,1,763.36,,,,,,,,1,343.64,1,819.67,3,265.02,2,410.68,,,,,5,519.21,,,,,,,,,,,,,1,763.36,,,,,,,,,,,,,,,,,5,385.21,,,,,,,,,,,,,,,,
,,,,80~84,,,1,595.24,,,,,,,,,,,,,,2,1190.48,1,595.24,,,2,615.38,1,1818.18,,,1,917.43,,,1,595.24,,,,,,,,,,,1,1470.59,,,1,427.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,3225.81,,,,,,,,,,,,,,,,,,,,,1,2173.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,男性乳房,,,,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,70.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,1,51.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,51.41,,,,,,,,,,,,,,,,,,1,35.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,32.12,,,,,,,,,,,,,,,,,,,,,,1,32.12,1,49.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,145.35,,,,,1,70.92,1,208.33,,,,,,2,68.94,,,,,,,,,,,1,34.47,1,34.47,,,,,,,2,68.94,,,,,,,,,,,,,,,,,,,,,2,74.16,,,,,,,,,,,,,,,,,,
,,,,40~44,1,62.50,,,,,,,,,,,,,,,,,,,,,,,,1,46.13,,,,,,,,,1,62.50,,,,,,,,,,,,,,,,,,,,,1,46.13,3,90.47,1,62.50,,,,,,,,,,,,,,,,
,,,,45~49,1,460.83,1,84.25,,,,,,,,,,,,,,,,,,,,1,84.25,1,309.60,2,132.45,,,,,,,,,,,,,,,,,1,369.00,2,72.89,1,84.25,1,119.62,,,,,1,84.25,2,112.74,,,,,,,,,,,,,,,,,,
,,,,50~54,2,229.36,,,,,,,,,,,,,,1,724.64,,,,,,,,,,,,,,,,,1,95.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,414.94,,,,,,,,,,,,,,
,,,,55~59,1,314.47,,,2,191.02,,,,,,,,,,4,185.87,,,,,,,,,3,110.99,1,95.51,,,,,1,110.62,1,132.98,1,132.98,,,,,,,1,95.51,,,,,,,,,,,2,144.72,1,132.98,,,,,,,,,,,,,,,,,,
,,,,60~64,1,100.81,,,1,224.22,,,1,334.45,,,,,,6,180.51,,,,,,,,,3,158.81,1,100.81,1,109.41,1,100.81,1,147.93,1,334.45,2,119.90,,,,,,,,,4,138.84,1,100.81,,,,,,,,,2,125.79,,,1,465.12,,,,,,,,,,,,,,
,,,,65~69,1,131.41,,,3,122.10,,,,,1,,,,143.27,7,211.86,,,1,374.53,,,,,5,151.33,15,474.23,1,492.61,,,5,291.04,,,1,143.27,,,,,1,69.59,,,5,161.34,,,1,69.59,,,,,1,69.59,,,,,3,136.49,,,,,,,,,,,,,,
,,,,70~74,,,,,1,85.03,1,85.03,1,85.03,,,,,,2,272.11,1,85.03,,,,,,,4,229.23,1,175.75,,,,,4,229.23,3,174.52,1,175.75,1,520.83,,,,,,,1,520.83,,,1,175.75,1,328.95,,,2,114.61,,,,,4,253.97,,,,,,,,,,,,,,
,,,,75~79,1,195.31,,,1,319.49,1,319.49,,,,,,,,2,390.63,,,,,,,,,1,265.25,,,1,265.25,,,2,390.63,1,265.25,,,,,1,319.49,1,195.31,,,1,265.25,,,,,,,1,265.25,2,396.83,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,671.14,,,,,,,1,456.62,,,,,,2,424.63,,,,,,,,,,,,,,,,,3,662.25,,,1,456.62,,,,,,,,,3,986.84,,,,,,,,,1,456.62,,,1,396.83,3,612.24,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,689.66,1,2083.33,,,,,,1,833.33,,,,,,,,,1,833.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,833.33,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,2,40.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,256.41,,,,,,,,,,,1,123.15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,568.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,52.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,3,74.18,,,1,116.96,,,,,,,,,,,,,,,,1,49.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,4,78.48,,,,,,,,,,,,,,1,33.17,1,48.03,1,136.24,1,48.03,1,33.17,,,2,66.33,,,,,,,,,1,136.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,86.76,,,,,2,266.31,,,,,,,,4,77.81,,,,,,,,,1,324.68,1,59.42,1,59.42,,,,,,,,,,,,,,,,,2,118.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,65.40,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.95,,,,,,,,,,,,,,,1,291.55,,,2,73.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,95.88,,,,,1,176.06,,,1,,,,133.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,176.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,407.33,,,,,,,,,6,,,,197.50,,,,,3,154.00,1,126.26,,,,,1,213.68,,,,,,,,,2,190.11,,,,,1,213.68,1,95.06,2,102.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,138.60,,,,,,,1,102.04,3,,,,207.90,,,,,1,109.53,5,206.61,,,,,2,121.07,,,,,,,,,2,202.84,,,,,1,328.95,,,1,102.04,1,102.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,8,,,,248.60,,,,,5,157.08,11,436.85,,,,,1,75.13,,,,,1,150.38,1,75.13,6,224.89,,,1,75.13,1,75.13,4,200.40,1,529.10,,,4,149.93,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,163.40,,,,,1,515.46,5,,,,241.31,,,1,78.99,,,9,479.23,1,163.40,,,6,266.79,1,469.48,,,,,1,163.40,4,195.50,,,,,,,1,515.46,,,,,3,144.79,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,277.78,,,,,1,826.45,10,675.22,,,,,1,263.16,,,,,,,,,1,169.78,,,1,826.45,1,169.78,1,263.16,,,,,5,422.65,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,380.23,,,1,380.23,1,1219.51,2,,,,840.34,,,,,4,698.08,1,380.23,,,,,,,,,,,1,380.23,,,1,641.03,,,,,,,,,,,,,4,517.46,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,769.23,,,,,,,1,1176.47,,,,,1,1176.47,1,649.35,1,769.23,,,,,1,1176.47,,,,,,,,,,,,,2,1538.46,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,男性乳房,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
