,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,1,,42.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,1,29.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,1,29.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,2,57.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,42.19,1,42.19,1,42.19,,,,,,,,,,,,,,,,,,,,,,,,1,42.19,,,1,42.19,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,69.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,128.53,,,1,64.27,1,64.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,68.45,,,,,,,,,,,,,,,,,,,,1,68.45,,,,,,,,,1,68.45,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,2,142.76,,,2,142.76,,,,,,,,,,,,,,1,71.38,,,,,,,1,71.38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,74.68,1,74.68,2,149.37,1,,,,74.68,1,,74.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,4,384.62,5,480.77,1,96.15,,,,,,,,,,,,,,,,,,1,96.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,168.07,3,504.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,2,611.62,,,2,611.62,,,,,,,,,,,,,,,,,,1,305.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,806.45,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,,食道,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,81.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,65.19,,,,,,,,,,,,,,,,,,,,,,,,1,65.19,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,130.98,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,67.98,1,67.98,1,67.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,,,1,71.63,,,,,,,,,2,143.27,1,71.63,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,74.91,1,74.91,,,,,,,,1,,74.91,,,,,,1,74.91,,,1,74.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,1,93.63,,,,,,1,93.63,,,,,1,93.63,1,93.63,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,322.58,,,,,,,,2,,322.58,,,1,,161.29,1,161.29,,,,,1,161.29,,,,,1,161.29,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,284.09,,,1,,284.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,740.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,2000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,胰,,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,1,43.18,1,,43.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.41,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.05,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,76.63,,,,,1,76.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,76.63,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,67.57,,,1,67.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,73.75,2,,,,147.49,,,,,,,,,,,,,,,,,,,,,,,1,73.75,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,77.28,1,77.28,1,77.28,1,,,,77.28,,,,,,,,,1,77.28,1,77.28,,,,,1,77.28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,91.83,1,91.83,,,2,183.65,2,,,,183.65,,,,,,,,,,,,,1,91.83,,,,,1,91.83,1,91.83,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,156.49,,,,,,,1,,,,156.49,1,,156.49,,,,,,,,,,1,156.49,1,156.49,,,,,1,156.49,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,263.85,1,263.85,,,2,,,,527.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,1,34.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,35.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,31.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.13,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,38.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,1,,50.13,,,,,,,,,,,,,2,100.25,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,80.58,,,,,1,80.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,69.54,,,,,,3,,208.62,,,,,,,,,,,,,,,,2,139.08,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,74.85,,,,,,1,,74.85,,,1,,74.85,1,74.85,1,74.85,,,,,2,149.70,,,1,74.85,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,2,156.01,,,,,,,,,,,2,,156.01,,,,,,,1,78.00,,,,,1,78.00,1,78.00,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,91.91,3,,275.74,,,5,,459.56,1,91.91,,,,,,,,,,,1,91.91,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,150.15,1,150.15,,,,,,,,,,,,1,,150.15,,,1,,150.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,255.10,1,255.10,,,,,,,,,,,1,,255.10,,,1,255.10,,,,,,,,,,,1,255.10,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,671.14,,,,,,,,,,1,671.14,,,1,671.14,1,671.14,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,,1612.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,,,,其他男性生殖器官,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,5~9,,,,,,,1,40.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.26,,,,,,,,,,,,
,,,,20~24,,,1,34.42,,,,,1,34.42,1,,,,34.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.72,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.78,,,,,,,,,,,,,1,33.78,,,,,,,,
,,,,35~39,2,78.22,,,,,,,1,39.11,,,,,,,,,,,1,,39.11,,,,,,,,,,,,,1,39.11,,,,,,,,,,,1,39.11,,,,,,,,
,,,,40~44,,,,,2,95.69,,,2,95.69,,,,,,,,,,,,,,,,1,47.85,3,143.54,,,,,1,47.85,,,1,47.85,,,,,,,,,,,,,,,,,,
,,,,45~49,1,80.65,,,,,,,1,80.65,,,,,,,,,,,2,,161.29,,,2,161.29,,,,,,,,,,,,,1,80.65,,,,,,,,,,,,,,,,
,,,,50~54,1,69.83,,,,,,,2,139.66,,,,,,1,,69.83,,,3,,209.50,,,2,139.66,,,,,,,1,69.83,,,,,,,,,1,69.83,,,,,1,69.83,,,,,,
,,,,55~59,1,77.46,,,,,,,2,154.92,,,,,,,,,,,1,,77.46,,,1,77.46,1,77.46,,,,,,,,,,,,,,,,,1,77.46,1,77.46,,,,,,,,
,,,,60~64,1,80.45,,,,,,,5,402.25,,,,,,,,,2,160.90,5,,402.25,,,2,160.90,2,160.90,,,,,2,160.90,,,,,,,,,1,80.45,,,,,,,,,,,,
,,,,65~69,2,169.92,,,1,84.96,,,2,169.92,,,,,,,,,1,84.96,2,,169.92,1,84.96,2,169.92,2,169.92,,,,,1,84.96,,,,,,,,,,,3,254.89,,,,,,,,,,
,,,,70~74,2,268.82,,,,,,,,,,,,,,,,,1,134.41,2,,268.82,,,1,134.41,1,134.41,,,1,134.41,2,268.82,,,,,,,,,,,1,134.41,,,,,1,134.41,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,236.41,1,,236.41,,,4,945.63,2,472.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,1,,549.45,,,2,1098.90,,,1,549.45,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他內分泌腺,,,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,1,45.21,,,,,1,,,,45.21,,,,,,,,,,,,,,,,,,,,,1,45.21,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,1,35.93,,,,,,,,,,,,1,,35.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.21,,,,,,,,
,,,,35~39,,,,,,,,,1,38.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,115.70,,,,,,,,
,,,,40~44,,,,,,,1,46.21,1,46.21,,,,,,,,,,,,,,,,1,46.21,,,1,46.21,,,,,,,,,,,,,,,,,1,46.21,,,,,,,,
,,,,45~49,1,77.82,,,,,,,,,,,,,,,,,,,1,,77.82,,,,,,,,,,,1,77.82,,,,,,,,,,,,,1,77.82,1,77.82,,,,,,
,,,,50~54,,,,,,,1,70.97,3,212.92,,,,,,,,,,,,,,,,1,70.97,3,212.92,,,,,,,,,,,1,70.97,,,,,,,,,,,1,70.97,,,,
,,,,55~59,,,,,,,,,2,154.32,,,,,,,,,,,1,,77.16,1,77.16,,,,,,,,,,,,,,,,,,,1,77.16,,,1,77.16,,,,,,,,
,,,,60~64,1,82.03,,,,,,,2,164.07,,,,,,,,,,,2,,164.07,,,1,82.03,,,,,,,,,,,,,1,82.03,2,164.07,1,82.03,,,,,,,1,82.03,,,,
,,,,65~69,,,1,88.81,,,,,4,355.24,,,,,,,,,2,177.62,4,,355.24,,,3,266.43,1,88.81,,,1,88.81,,,,,,,1,88.81,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,121.80,,,,,,,,,2,243.61,3,,365.41,1,121.80,2,243.61,,,,,,,,,,,,,,,3,365.41,,,,,1,121.80,,,1,121.80,,,,
,,,,75~79,,,,,,,,,2,454.55,,,,,,,,,,,3,,681.82,,,1,227.27,,,,,,,,,,,,,,,1,227.27,1,227.27,1,227.27,1,227.27,,,1,227.27,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,1,,534.76,,,,,,,,,,,,,,,,,1,534.76,,,,,1,534.76,,,1,534.76,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,1,,1492.54,,,,,,,,,,,,,,,1,1492.54,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,甲狀腺,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,食道,,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,20~24,,,1,37.48,,,,,,,,,,,,,,,1,37.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.91,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,2,68.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,38.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,45.43,,,2,,,,90.87,,,,,,,,,,,,,,,2,90.87,,,,,,,,,1,45.43,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,1,,72.25,,,,,,,1,72.25,1,72.25,1,72.25,,,,,1,72.25,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,74.40,1,74.40,1,74.40,,,,,,,,,,,,,,1,74.40,,,1,74.40,,,,,,,,,,,1,74.40,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,77.70,2,155.40,2,,,,155.40,,,,,,1,,77.70,,,,,,,,,,,,,,,,,1,77.70,,,,,,,,,,,,,,,,
,,,,60~64,1,82.85,,,,,6,497.10,,,3,,,,248.55,,,,1,82.85,2,,165.70,,,,,1,82.85,1,82.85,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,91.83,1,91.83,3,,,,275.48,1,,91.83,5,459.14,1,,91.83,,,,,,,,,1,91.83,,,,,1,91.83,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,124.22,,,7,,,,869.57,,,,3,372.67,1,,124.22,,,1,124.22,1,124.22,2,248.45,,,,,,,1,124.22,,,1,124.22,2,248.45,,,,,,,,,,,,
,,,,75~79,,,,,1,232.02,3,696.06,1,232.02,4,,,,928.07,,,,1,232.02,,,,,,,,,,1,232.02,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,502.51,,,,,,,,,,,1,502.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,淋巴結,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39.57,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.00,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,36.08,,,,,,,,,,,,,,,,,,,,1,36.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39.31,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,44.56,,,,,,,,,,,,,1,44.56,,,,,,,1,44.56,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,4,251.57,2,125.79,1,,,,62.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,85.54,2,171.09,1,,,,85.54,,,,,,1,,85.54,,,,,,,1,85.54,,,1,85.54,1,85.54,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,150.49,,,2,,,,150.49,,,,,,,,,1,75.24,,,,,,,1,75.24,,,1,75.24,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,170.65,,,1,85.32,4,341.30,,,3,,,,255.97,1,,85.32,,,,,,,,,,,,,,,,,,,,,,1,85.32,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,4,380.59,,,5,,,,475.74,3,,285.44,,,,,,1,95.15,,,,,,,,,1,95.15,1,95.15,,,1,95.15,,,,,,,,,,,,,,,,
,,,,70~74,2,240.10,,,,,3,360.14,,,2,,,,240.10,3,,360.14,1,120.05,,,,,,,,,,,,,,3,360.14,,,1,120.05,1,120.05,,,,,,,,,,,,,,,,
,,,,75~79,,,1,222.22,,,1,222.22,,,3,,,,666.67,2,,444.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,425.53,,,,,1,,,,425.53,,,,,,,,,,,,,,,,,,,,,,,,,1,425.53,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,
