,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,110.01,,,,,,,1,,,,110.01,1,110.01,,,,,,,,,,,,,,,,,,1,246.31,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,119.05,,,,,,,,2,542.01,,,,,1,,119.05,,,,,,,1,271.00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,451.81,,,3,,,,322.23,1,150.60,,,,,,,,1,150.60,,,1,150.60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,217.86,,,,,,,,,,,,,,,,,,,,,,,,,1,217.86,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,301.20,2,1418.44,,,,,,1,301.20,1,301.20,1,301.20,,,,,,,,1,301.20,,,1,301.20,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,884.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,,,,胃,,食道,,胰,,結直腸癌,,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,40.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.19,,,1,155.28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,183.49,,,,,2,125.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,119.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,221.48,1,110.74,1,110.74,,,,,,,,,,,,,,,,,,,,,1,110.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,3,358.42,3,,,,253.16,,,,,,,1,,119.47,,,,,,,1,119.47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,145.14,1,326.80,,,,,1,145.14,2,,,,290.28,2,290.28,3,435.41,1,145.14,,,,,,,,,,1,326.80,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,1092.90,,,,,,,2,295.86,2,,,,1092.90,2,405.68,,,,,,,,1,546.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,613.50,,,,,,,2,613.50,2,,,,613.50,,,2,613.50,,,,,,,,,,1,306.75,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,383.14,,,,,,,1,909.09,1,,,,383.14,,,,,,,,,,,,,,,,,,1,383.14,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,862.07,,,,,,,,,,,,,,,,,,,,,,,,,,,1,862.07,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,食道,,喉,,腦,,,膀胱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,73.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,90.25,,,,,,,,,1,,,,185.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,230.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,259.07,,,,,,,,,,,,,,,,,,1,129.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,108.58,,,1,108.58,,,,,,,,,,,,1,108.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,230.68,,,,,2,230.68,1,115.34,,,,,,,,,,,,1,,275.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,137.93,1,307.69,,,1,137.93,,,,,,,,,,1,307.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,204.08,,,1,,,,204.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,280.90,,,1,280.90,,,,,,,,,,,,,,,,,,,1,280.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,573.07,,,,,,,,1,961.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,食道,,胸腺、心臟與中隔,,,喉,,結直腸癌,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,156.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,187.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,106.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,128.37,,,,,1,277.01,1,277.01,1,,,,277.01,,,,,,,,,,,,1,128.37,1,128.37,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,218.58,,,,,,,,1,109.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,4,310.08,,,,,4,445.43,,,,,,,,,,,,,,,,,1,111.36,,,,,,,1,255.10,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,136.05,,,1,300.30,,,6,,,,561.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,3,548.45,,,,,,,,,,,,,,1,,182.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,272.48,,,,,1,699.30,,,1,,,,272.48,,,3,817.44,2,544.96,,,,2,392.16,,,,,,,1,272.48,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,418.41,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,1,680.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,皮膚,,肝及肝內膽管,,其他內分泌腺,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腦,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,78.19,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,133.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,57.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,48.24,,,,,,,,,,,,,,1,,48.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,115.14,,,,,,,,,,,,1,,86.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,101.32,,,,,1,101.32,,,,,,,,,,,,,,,,,,,,,1,101.32,,,1,197.63,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,149.59,1,220.75,1,113.12,1,113.12,1,113.12,,,,,,,,,,2,226.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,112.36,,,,,,1,112.36,,,1,112.36,,,,,,1,112.36,,,1,263.16,1,112.36,1,112.36,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,135.32,2,186.57,,,,,,,,1,135.32,4,373.13,3,,279.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,249.07,,,,,,,,,,,,,,,1,173.01,,,,,,,,,,,,,1,173.01,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,4,781.25,,,,,,,,,,,,,,,,,,1,666.67,2,552.49,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,404.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,直腸與肛門,,肺、支氣管及氣管,,胃,,,食道,,結直腸癌,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,58.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,332.78,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,188.32,,,,,,,,,,,,,,,,1,188.32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,1,125.79,,,,,,1,125.79,,,,,1,265.25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,114.55,,,,,3,,,,226.76,,,,,1,114.55,,,,,,,,,,1,222.22,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,112.23,,,,,,,,,3,,,,336.70,,,2,224.47,,,1,,112.23,1,112.23,2,224.47,,,1,112.23,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,124.69,,,,,1,124.69,,,2,,,,173.31,1,284.09,,,2,173.31,,,,1,124.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,162.60,,,1,162.60,,,1,,,,162.60,,,,,1,162.60,,,,1,162.60,,,1,162.60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,3,,,,562.85,,,,,3,759.49,1,,253.16,1,724.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,952.38,2,,,,813.01,,,2,569.80,1,406.50,1,,406.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,1190.48,,,,,,,,,,,,,,1,595.24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,胰,,膀胱,,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,359.07,,,1,91.74,2,183.49,1,91.74,,,,,,,,,,,,1,,91.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,161.16,,,,,1,118.76,,,,,,,,,,,,,,,,,1,250.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,157.11,,,,,2,157.11,,,,,,,,1,237.53,,,,,,,,1,117.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,227.96,,,,,3,337.84,,,1,,,,112.61,2,225.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,125.79,1,125.79,,,4,503.14,,,,,,,,2,251.57,3,266.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,160.51,,,,,4,642.05,,,1,,,,370.37,1,370.37,,,,,,,,1,370.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,4,689.66,,,,,,,,,,1,641.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,2,823.05,,,1,1063.83,1,1063.83,,,2,,,,823.05,1,411.52,1,411.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,595.24,1,595.24,,,,,,1,595.24,1,595.24,1,1388.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1639.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,胃,,食道,,結直腸癌,,腎,,腎盂及其他泌尿系統,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,1,57.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,72.78,,,,,,,,,1,,,,72.78,,,,,,,,,,1,151.75,,,,,,,,,,,1,151.75,,,,,,,,,,,,,,,,,,
,,,,40~44,1,86.06,,,,,,,,,1,,,,86.06,,,,,,,,,,1,86.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,1,110.50,,,,,1,232.56,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,3,,,,384.12,,,,,,,1,,272.48,,,1,128.04,,,1,128.04,,,,,1,128.04,,,,,,,,,,,,,,,,,,
,,,,55~59,1,227.27,,,,,,,,,3,,,,229.01,,,,,,,,,,,,,,,,1,227.27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,121.80,,,,,,,1,,,,286.53,,,,,,,1,,286.53,9,769.23,1,121.80,,,,,,,1,286.53,1,121.80,,,,,,,,,,,,,,,,,,
,,,,65~69,1,156.49,,,1,156.49,,,1,156.49,2,,,,217.16,,,1,156.49,,,,,,3,469.48,1,156.49,2,312.99,,,1,156.49,,,,,,,1,156.49,,,,,,,,,,,,,,
,,,,70~74,1,617.28,,,,,1,617.28,,,1,,,,235.29,,,,,,,1,,235.29,1,235.29,1,617.28,,,,,,,1,235.29,,,1,235.29,1,235.29,,,,,,,,,,,,,,
,,,,75~79,1,383.14,,,,,,,,,1,,,,383.14,,,,,,,,,,3,1149.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,1315.79,1,649.35,,,,,,,1,,,,649.35,1,649.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,5882.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1333.33,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,,食道,,胰,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,194.93,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,52.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,148.37,,,,,,,,,,,,,,,,1,69.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,84.25,,,,,2,168.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,104.71,,,,,,,2,209.42,,,,,,,,,,,,,,,1,104.71,,,,,1,104.71,,,,,,,,,1,104.71,,,,,,,,,,,,,,
,,,,50~54,1,132.63,,,,,,,1,132.63,1,,,,132.63,,,,,,,1,,283.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,113.51,1,113.51,,,,,4,305.34,,,,,,,,,,,,,,,1,113.51,1,233.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,5,417.71,2,,,,238.38,1,119.19,,,,,,,,1,119.19,,,1,119.19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,158.98,1,158.98,,,,,2,317.97,,,,,,2,317.97,1,158.98,1,158.98,,,,2,317.97,,,,,,,,,,,,,2,218.10,,,1,158.98,,,,,,,,,,,,
,,,,70~74,,,,,1,225.73,1,225.73,3,488.60,1,,,,225.73,4,902.93,,,,,2,,451.47,1,584.80,,,,,,,1,225.73,1,584.80,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,363.64,,,1,1063.83,1,1063.83,,,,,,5,1355.01,,,,,1,,363.64,,,,,,,,,,,,,,,1,1063.83,,,1,1063.83,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,645.16,,,,,2,,1290.32,1,1449.28,,,,,1,645.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,74.96,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,52.58,,,,,,,,1,123.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,144.30,,,,,1,64.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,214.48,,,,,2,163.13,,,,,,,,,,,,,,1,,81.57,,,1,81.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,97.75,,,,,,,,,,,,,,,,,,,,,,,1,97.75,,,,,,,,,1,194.93,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,230.95,,,,,2,230.95,,,1,,,,223.71,4,304.65,,,1,115.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,237.25,1,118.62,,,3,355.87,,,1,,,,285.71,2,237.25,,,1,118.62,1,,118.62,1,118.62,2,167.64,,,1,285.71,,,,,,,1,285.71,,,,,,,,,,,,,,,,
