,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,138.50,,,1,,138.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,331.13,,,1,165.56,1,,,,165.56,,,1,,165.56,,,,,,,,,1,165.56,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,446.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,380.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,671.14,,,,,,,,,,,,,,,,,,1,,671.14,1,671.14,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,1265.82,,,,,1,,,,1265.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,胰,,造血系統及網狀內皮系統,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71.74,,,,,,,,,,
,,,,25~29,,,,,,,1,62.89,,,,,,,,,,,,,1,,62.89,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,86.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,1,,94.07,1,94.07,,,,,,,1,94.07,,,,,,,,,,,,
,,,,45~49,1,132.28,1,132.28,,,,,,,,,,,,,,2,,264.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,120.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,275.86,,,,,1,137.93,2,275.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,137.93,,,,,,,,
,,,,60~64,,,,,1,159.49,,,,,1,,,,159.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,212.31,,,,,1,212.31,2,424.63,,,,,,1,212.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,724.64,,,1,362.32,1,362.32,,,1,,,,362.32,,,,,,1,,362.32,,,,,,,,,,1,362.32,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,636.94,1,636.94,,,,,,,,,2,1273.89,,,,,,
,,,,80~84,,,,,,,,,1,1190.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,食道,,,喉,,,結直腸癌,,,腦,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,67.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,2,181.16,,,1,90.58,,,,,,,,1,,90.58,1,,90.58,1,,90.58,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,130.38,,,2,260.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,238.38,,,,,,,,,1,,,,119.19,1,119.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,133.69,,,3,401.07,1,133.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,163.13,,,3,489.40,,,,,,,,,,,,,,,,,1,163.13,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,187.27,1,187.27,3,561.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,732.60,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,636.94,1,636.94,,,2,1273.89,,,,,,,,,,,,,,2,,1273.89,,,1,636.94,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,1030.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,胰,,,骨、關節及關節軟骨,,,喉,,,結直腸癌,,膀胱,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,35~39,1,82.71,,,1,82.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,87.80,,,,,,,,,,,,,,,,,,,,,,,,,1,87.80,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,1,,125.31,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,119.62,1,119.62,,,2,239.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,130.72,,,1,130.72,,,2,261.44,1,,,,130.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,315.46,,,,,,,1,157.73,1,,,,157.73,,,,,,,,,,,,,,1,157.73,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,366.97,2,366.97,2,366.97,2,,,,366.97,1,183.49,1,,183.49,,,,,,,1,183.49,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,342.47,,,,,,,,,,,,,,,,,,,1,342.47,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,591.72,,,1,591.72,,,,,,,,,,,,,,1,,591.72,1,591.72,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,1063.83,1,1063.83,,,,,,,,,,,,,,,,,,,1,1063.83,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,喉,,,,,結締組織、皮下組織及其他軟組織,,腎,,,膀胱,,,鼻咽,,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,73.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,71.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,170.50,,,1,85.25,,,,,1,,,,85.25,,,,,,,,,1,,85.25,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,1,,114.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,131.23,,,,,1,131.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,2,245.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,155.28,2,310.56,,,,,,,,,,,,,,,,,,1,,155.28,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,186.22,,,3,558.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,297.62,,,,,,,,,,,1,,297.62,,,,2,595.24,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,1,,574.71,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,1,980.39,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,,胰,,,造血系統及網狀內皮系統,,,喉,,結直腸癌,,腦,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,30~34,1,69.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,3,227.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,87.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,203.25,,,,,1,101.63,1,101.63,,,,,,,,,,,1,,101.63,,,,,,,,,,1,101.63,,,,,,,,,,,,,,
,,,,50~54,,,1,131.93,,,1,131.93,1,131.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,248.14,,,,,,,,,1,,,,124.07,,,1,,124.07,,,,,,,1,124.07,1,124.07,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,149.03,,,2,,,,298.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,185.53,,,1,185.53,,,1,,,,185.53,1,185.53,,,,1,,185.53,,,,,,,,1,185.53,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,267.38,2,534.76,1,,,,267.38,,,,,,,,,1,,267.38,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,531.91,,,3,,,,1595.74,,,1,,531.91,,,,,,,,,1,531.91,,,,,1,531.91,,,,,,,,,,,,
,,,,80~84,,,,,1,1250.00,3,3750.00,,,1,,,,1250.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,結直腸癌,,,腎盂及其他泌尿系統,,,膀胱,,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,139.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,74.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,87.72,,,,,,,,,,,,,,1,87.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,93.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,133.69,,,2,267.38,,,1,133.69,,,,,,,,,,,,,,,,,1,133.69,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,249.07,,,1,124.53,1,124.53,1,124.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,146.20,1,146.20,2,292.40,,,1,146.20,1,,,,146.20,,,,,,,,,1,,146.20,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,3,543.48,1,181.16,1,181.16,1,,,,181.16,,,1,,181.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,3,777.20,,,1,259.07,,,,,,,,1,,259.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,478.47,,,2,956.94,1,,,,478.47,,,,,,1,,478.47,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,2,2439.02,1,1219.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,,胰,,,胸腺、心臟與中隔,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,睪丸,,腦,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,25~29,,,,,,,,,1,73.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,76.45,,,,,,,,,,1,76.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,3,273.97,,,1,91.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,2,264.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,4,506.97,,,,,1,,,,126.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,139.86,2,279.72,,,,,,,,,,,,,,,,,,1,,139.86,1,139.86,,,,,,,1,139.86,,,,,,,,,,,,
,,,,65~69,1,185.53,2,371.06,,,1,185.53,,,,,,,,,,,,,,,,,,,,,1,185.53,1,185.53,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,233.64,,,2,467.29,3,,,,700.93,,,1,,233.64,,,,,,,1,233.64,,,,,,,1,233.64,1,233.64,1,233.64,,,,,,,,
,,,,75~79,1,497.51,,,1,497.51,,,,,1,,,,497.51,,,,,,1,,497.51,,,,,,,,,,1,497.51,,,,,,,,,,,,,,
,,,,80~84,,,,,1,1176.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其他內分泌腺,,,,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,5~9,,,,,,,,,,,1,,,,118.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,67.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,77.58,1,77.58,,,,,1,77.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,85.47,,,,,,,2,170.94,,,,,,,,,,,1,,85.47,,,,,,,,,,1,85.47,,,,,,,,,,,,,,
,,,,45~49,1,88.18,,,,,,,1,88.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,255.75,,,,,,,1,127.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,374.53,,,1,124.84,,,2,249.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,124.84,,,,,,
,,,,60~64,1,137.74,,,,,,,3,413.22,,,,,,,,,,,1,,137.74,,,,1,137.74,,,,,,,,,1,137.74,1,137.74,1,137.74,,,,,,
,,,,65~69,,,,,,,1,178.25,3,534.76,,,,,,1,178.25,,,,2,,356.51,,,,,,,,1,178.25,,,,,,,1,178.25,,,1,178.25,1,178.25,,
,,,,70~74,1,225.73,,,,,,,2,451.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,469.48,,,,,,,,,,,,,,1,,469.48,,,,1,,469.48,1,469.48,3,1408.45,,,,,1,469.48,,,2,938.97,,,,,,,,
,,,,80~84,,,1,1010.10,,,1,1010.10,2,2020.20,,,,,,,,,,,,,,,,,2,2020.20,,,,,,,,,,,,,,,,,1,1010.10,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他神經系統,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,骨、關節及關節軟骨,,結直腸癌,,腦,,膀胱,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,114.94,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70.97,,,,,,,,,,,,
,,,,35~39,1,78.06,,,,,,,2,156.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82.85,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,257.29,,,,,,,,,,,,,,,,,,,,,,,,,1,85.76,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,118.34,,,,,,,,,,,,,,,,1,,118.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,135.87,,,,,,,2,271.74,,,,,,,,1,,135.87,,,,,,,,,1,135.87,,,,,,,,,,,,,,,,,,
,,,,60~64,1,129.37,,,,,,,2,258.73,,,,,,1,129.37,,,,,,,,,,,,,,,,,,,,1,129.37,,,,,,,,,,
,,,,65~69,,,,,1,173.31,,,3,519.93,,,,,,1,173.31,4,,693.24,,,,1,,173.31,,,,,,,,,,,1,173.31,1,173.31,,,,,,,,
,,,,70~74,,,1,229.89,,,,,1,229.89,,,,,,,,1,,229.89,,,,,,,,,,,,,1,229.89,,,,,1,229.89,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,401.61,,,2,,803.21,,,,,,,,,1,401.61,,,1,401.61,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,1,,1010.10,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1785.71,,,,,,,,,,1,,1785.71,,,,,,,,,1,1785.71,,,,,,,,,1,1785.71,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他神經系統,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,0~4,,,,,,,,,1,95.06,,,,,,,,1,,95.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,76.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,79.68,,,1,79.68,,,,,,,,,,1,79.68,,,,,,,,,,1,79.68,,,1,79.68,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,91.24,,,,,,,,1,91.24,,,,,,,,,,,,,,,,,,,,,,,,1,91.24,,,,,,
,,,,50~54,1,103.41,,,,,,,,,1,,,,103.41,2,206.83,,,,,,,1,,103.41,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,141.44,1,141.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,141.44,,,,,,,,
,,,,60~64,1,129.87,,,,,,,,,,,,,,4,519.48,,,,3,,389.61,1,,129.87,,,1,129.87,,,1,129.87,2,259.74,1,129.87,,,,,,,,,,
,,,,65~69,2,330.58,,,,,,,1,165.29,1,,,,165.29,2,330.58,,,,1,,165.29,1,,165.29,,,,,,,,,1,165.29,,,,,,,,,1,165.29,,
,,,,70~74,,,,,,,,,,,,,,,,2,451.47,,,,,,,2,,451.47,,,,,,,,,1,225.73,,,1,225.73,,,1,225.73,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,711.74,,,,2,,711.74,,,,,,1,355.87,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,909.09,,,,,,,1,,909.09,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1818.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
