,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,2,126.34,,,,,,,,,,2,218.10,,,3,197.37,,,,,,,1,91.49,10,349.65,,,6,220.59,1,285.71,,,,,,,,,,,,,,,,,1,91.49,,,,,1,181.82,,,,,,,,,1,91.49,4,333.33,,,,,,,,,,
,,,,80~84,,,,,,,,,1,446.43,,,,,,,,,,,,,,,,1,602.41,,,3,580.27,,,2,362.98,,,,,,,,,,,,,,,,,,,,,,,,,,,1,787.40,,,,,,,,,2,512.82,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,706.71,1,621.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,819.67,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,1,15.14,,,,,,,3,,,,16.11,,,,,1,8.32,,,,,,,,,,,,,,,,,,,,,,,,,1,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,1,12.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.04,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8.48,,,1,6.85,,,,,,,1,21.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,23.28,,,,,,,,,,,,,,,,,,,,1,7.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.52,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,7.75,,,,,,,,,,1,18.17,,,,,,,2,12.63,,,,,,,,,,,,,,,,,,,,,,,,,1,7.75,,,,,2,10.42,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,15.67,,,,,,,,,,1,35.20,,,,,,,1,15.67,1,20.69,,,,,,,,,,,,,,,,,1,15.67,,,1,19.60,1,8.01,,,,,1,8.01,1,8.01,3,14.10,,,,,,,,,,,,,,,,,,
,,,,35~39,4,19.08,,,,,,,,,,,,,,,,,,3,16.24,,,,,,,,,2,19.32,,,,,1,8.82,,,,,1,8.82,1,15.97,,,,,1,15.97,2,17.64,,,,,,,1,24.44,,,6,20.81,,,,,,,,,,,,,,,,,,
,,,,40~44,3,24.49,,,,,,,,,,,,,,1,12.63,1,23.07,6,48.98,,,,,,,2,16.33,,,1,12.63,3,31.08,,,,,1,23.07,,,,,,,,,,,4,42.74,,,1,36.11,,,,,1,44.31,3,27.55,,,1,12.63,,,,,,,,,,,,,,
,,,,45~49,2,26.62,,,1,20.36,,,,,,,,,,1,56.09,,,12,96.25,,,,,,,4,49.49,1,93.63,1,20.36,1,56.09,,,,,,,,,,,,,,,,,3,61.09,,,,,,,,,,,2,26.62,,,,,,,,,,,,,,,,,,
,,,,50~54,2,51.83,,,1,23.22,,,,,,,,,,,,1,55.01,5,76.09,,,,,,,,,6,66.60,1,23.22,3,53.61,2,30.44,1,62.70,,,,,,,,,,,1,23.22,3,69.65,,,,,,,,,2,46.44,3,53.61,1,23.22,,,2,64.37,,,,,,,,,,,,
,,,,55~59,2,37.26,,,1,22.87,,,1,57.47,2,,,,45.75,,,,,17,136.81,,,,,1,65.49,5,61.25,11,102.94,3,109.65,4,61.28,,,,,,,,,,,,,1,100.40,,,3,78.93,,,,,,,1,57.47,3,50.94,3,62.67,,,1,57.47,1,43.98,,,,,,,,,,,,
,,,,60~64,4,35.51,,,1,39.02,,,1,22.11,4,,,,26.87,2,78.03,,,17,79.10,,,1,39.02,1,12.82,7,34.37,18,98.09,3,22.22,9,50.55,7,40.64,2,22.41,,,,,,,,,1,12.82,4,25.25,9,61.38,1,88.89,2,16.23,,,,,4,27.28,3,23.62,,,,,7,48.59,,,,,,,,,,,,
,,,,65~69,2,41.63,2,37.94,2,41.63,,,,,1,,,,54.26,1,33.77,,,14,152.82,,,1,18.97,,,13,99.79,25,168.41,,,16,125.01,2,37.94,1,33.77,1,33.77,,,,,,,1,18.97,1,18.97,8,61.41,,,3,59.92,,,,,1,48.88,4,36.42,,,1,33.77,4,54.66,,,,,,,,,,,,
,,,,70~74,2,54.91,,,1,101.01,,,,,1,,,,174.52,4,81.58,,,1,37.71,1,96.25,,,1,37.71,4,71.42,17,245.24,2,82.47,17,286.10,4,88.75,,,,,1,96.25,,,,,3,66.56,1,37.71,7,118.78,,,1,96.25,,,,,5,99.44,1,101.01,,,1,37.71,8,123.72,,,,,,,,,,,,
,,,,75~79,1,184.84,,,3,169.30,,,,,,,,,,,,1,223.71,6,274.22,,,1,158.48,,,2,279.33,11,403.08,1,256.41,7,256.50,1,306.75,2,316.96,,,,,,,,,1,81.23,2,162.47,,,,,,,,,,,2,208.99,,,,,1,81.23,8,332.92,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,223.71,1,588.24,,,2,343.64,,,,,,,1,223.71,2,568.18,1,588.24,3,393.70,,,,,,,,,,,,,,,1,223.71,,,,,1,483.09,,,,,,,,,,,,,1,223.71,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1219.51,,,,,1,1315.79,1,549.45,,,,,,,,,,,,,,,1,775.19,,,,,,,,,1,549.45,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,1,7.95,,,,,,,,,,1,21.58,,,,,,,,,,,,,1,24.30,1,7.95,,,,,,,,,,,,,,,,,,,1,21.58,,,2,17.14,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,2,11.15,,,,,,,,,,,,,,,,,,1,7.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.67,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.71,,,,,,,,,,,,,,,1,31.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,7.70,,,,,,,,1,7.70,1,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.70,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,7.52,,,,,,,,,,,,,,,,,,,,,,2,12.47,,,,,,,,,,,,,1,14.53,,,,,1,7.52,,,,,,,2,15.04,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,3,31.61,1,7.71,,,,,,,,,,,,,,,,,,1,7.71,,,2,15.41,,,,,,,,,,,,,,,,,,,2,23.08,,,,,,,1,7.71,,,,,3,18.81,1,26.32,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,7.79,1,,,,20.20,,,5,17.90,,,,,,,,,1,32.99,,,,,1,7.79,,,,,,,,,,,,,,,,,1,7.79,,,,,,,2,15.57,3,16.86,,,3,16.86,,,,,,,,,,,,,,,,
,,,,35~39,1,23.52,,,2,12.36,,,,,2,,,,17.17,,,2,11.13,,,,,,,,,,,1,8.59,3,14.68,1,23.52,,,4,19.46,1,28.89,,,,,,,,,,,1,28.89,,,,,,,,,1,8.59,1,15.83,5,17.51,,,,,,,,,,,,,,,,
,,,,40~44,4,25.80,,,,,1,31.70,,,,,,,,,,1,11.47,,,1,38.52,,,1,11.47,1,11.47,2,26.68,,,1,11.47,,,1,38.52,,,,,,,,,,,,,3,18.50,,,1,27.55,2,14.69,,,,,,,5,25.20,,,1,20.40,,,,,,,,,,,,
,,,,45~49,4,50.31,1,19.17,2,43.73,1,19.17,,,,,,,,,,4,44.77,,,,,,,,,,,1,70.62,2,25.16,,,,,4,44.77,,,1,54.35,,,,,,,,,2,30.15,,,,,,,,,1,53.28,1,87.03,9,82.27,,,,,,,,,,,,,,,,
,,,,50~54,5,54.21,,,,,,,,,,,,,,,,5,63.20,,,,,,,,,,,3,53.56,4,96.15,2,45.02,,,4,65.58,,,,,1,22.51,,,1,22.51,,,2,32.79,,,,,,,,,,,,,2,31.97,,,1,42.61,,,,,,,,,,,,
,,,,55~59,3,209.79,,,3,54.65,1,24.64,,,,,,,,,,10,145.62,,,,,,,,,,,3,42.02,10,118.11,1,58.72,,,7,93.17,,,,,1,72.57,,,,,2,49.27,7,119.90,,,1,24.64,,,,,,,2,57.05,2,64.91,,,,,,,,,,,,,,,,
,,,,60~64,3,21.38,,,2,20.22,1,88.34,1,35.01,2,,,,20.53,,,25,138.73,,,,,1,24.14,,,,,12,71.06,23,113.42,4,23.89,,,19,93.70,1,13.36,3,20.71,1,44.29,,,1,13.36,4,28.51,12,66.59,1,41.61,4,38.68,5,41.16,,,,,9,47.01,3,21.38,,,1,35.01,1,41.61,,,,,,,,,,
,,,,65~69,3,26.42,,,4,65.76,1,51.63,,,3,,,,37.41,,,22,141.54,,,,,1,16.44,,,1,44.40,13,78.86,29,175.92,1,51.63,,,21,127.39,8,73.17,6,58.41,,,1,50.74,1,106.16,5,40.84,9,62.01,,,,,,,,,,,9,79.51,4,35.23,,,2,36.02,4,65.76,,,,,,,,,,
,,,,70~74,,,,,4,86.82,,,2,78.13,3,,,,53.29,1,32.57,7,120.84,,,,,,,,,1,32.57,9,132.04,23,275.35,,,,,12,143.66,1,97.75,2,65.15,,,,,1,89.93,2,99.80,8,138.10,,,1,101.94,,,,,,,2,43.41,2,43.41,2,65.15,,,15,179.58,,,,,,,,,,
,,,,75~79,2,344.23,,,1,281.69,,,,,,,,,,,,2,111.36,,,,,,,,,,,3,167.04,5,162.28,,,,,9,446.21,1,141.04,,,,,,,1,172.12,2,93.24,3,131.58,1,172.12,,,1,172.12,,,,,6,239.90,,,,,,,4,242.42,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,2,900.90,,,,,,,,,,,1,450.45,4,424.63,,,,,3,423.73,,,,,,,,,1,675.68,1,450.45,,,,,,,,,,,,,3,462.25,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,800.00,,,,,1,,,,458.72,,,,,,,,,,,,,,,,,3,943.40,,,,,1,458.72,1,1052.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,458.72,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,5,,,,24.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.94,1,34.41,1,20.39,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,3,,,,28.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,31.17,1,,,,10.85,,,2,62.34,,,,,,,,,,,,,1,10.85,,,,,,,,,,,,,,,,,,,,,1,10.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,12.67,,,,,,,1,7.34,,,,,1,24.89,,,,,1,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.15,,,1,34.78,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,7.60,,,,,,,,,1,15.50,,,,,2,15.21,,,2,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.50,2,55.82,,,,,,,,,,,,,,
,,,,30~34,2,29.35,,,,,,,,,1,,,,7.38,2,14.77,,,,,1,17.47,,,,,,,2,9.83,1,7.38,1,7.38,,,1,17.47,,,,,,,,,1,7.38,,,,,,,,,,,,,,,,,1,7.38,3,33.09,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,3,15.49,1,21.15,,,1,8.14,,,,,,,,,1,21.15,,,,,1,15.18,,,,,,,,,1,21.15,,,,,,,,,,,1,8.14,2,42.30,1,8.14,,,,,,,,,,,,
,,,,40~44,2,14.80,,,,,1,18.49,2,14.80,2,,,,51.96,,,,,,,8,33.52,,,,,,,2,13.27,2,36.98,,,,,1,29.23,,,,,1,10.35,,,1,10.35,,,,,2,27.51,,,1,47.10,,,,,,,,,3,19.91,,,1,25.98,,,,,,,,,,
,,,,45~49,3,33.58,,,1,52.74,,,3,100.17,,,,,,,,,,,,6,50.30,1,18.45,,,,,2,56.90,1,33.39,,,,,3,28.80,1,18.45,,,,,,,,,,,,,,,,,,,,,,,,,1,61.77,1,18.45,,,,,,,,,,,,,,
,,,,50~54,4,62.28,,,1,41.36,,,,,,,,,,2,32.72,,,1,85.84,7,59.15,,,,,,,6,59.43,5,89.53,,,,,2,30.71,1,85.84,,,1,21.35,,,,,,,,,3,33.59,,,,,,,,,1,70.03,2,28.16,1,21.35,,,,,2,66.80,,,,,,,,
,,,,55~59,4,59.03,1,60.64,3,79.24,,,,,1,,,,49.12,,,,,,,7,102.59,1,101.52,,,,,6,87.94,6,83.76,1,26.41,,,1,60.64,1,49.12,,,1,26.41,1,60.64,,,,,1,26.41,2,39.01,,,,,,,,,,,1,26.41,3,55.20,,,1,101.52,,,,,,,,,,
,,,,60~64,2,23.02,1,15.34,7,56.48,1,15.34,,,1,,,,15.34,1,26.95,,,,,15,82.74,,,,,2,23.02,8,64.55,25,167.82,3,33.27,,,17,106.49,1,15.34,,,2,23.03,,,,,1,15.34,1,15.34,10,55.16,,,1,15.34,1,15.34,,,,,4,39.11,7,56.48,1,15.34,1,15.34,2,22.18,,,,,,,,
,,,,65~69,4,38.00,,,3,37.20,,,,,3,,,,24.78,2,33.86,,,,,22,126.90,1,48.19,1,16.93,,,6,43.23,21,121.14,1,46.34,,,20,115.37,6,50.83,1,26.75,2,24.80,,,,,3,32.03,2,42.25,11,77.11,,,2,33.86,3,29.59,1,16.93,1,16.93,7,42.84,4,34.13,,,4,38.00,5,42.66,,,,,,,,
,,,,70~74,2,85.54,2,53.15,6,83.71,,,,,1,,,,32.23,,,,,1,32.23,10,140.69,,,,,,,10,121.04,17,205.76,6,121.29,,,19,229.97,3,75.47,,,4,82.82,,,,,,,3,104.13,6,89.90,,,1,57.90,2,70.90,,,,,2,47.65,4,93.96,,,2,46.65,9,149.65,,,,,,,,
,,,,75~79,1,122.55,,,1,220.26,,,1,122.55,,,,,,,,,,,,10,268.74,1,122.55,,,,,7,310.42,13,307.62,2,136.43,,,11,347.88,6,206.54,,,,,,,,,1,220.26,3,227.10,2,87.64,,,1,68.21,,,,,,,2,140.25,,,,,1,122.55,9,241.87,,,,,,,,
,,,,80~84,1,523.56,,,1,384.62,,,,,,,,,,2,461.89,,,,,,,,,,,,,2,367.65,4,451.47,,,,,2,453.51,,,,,,,,,,,1,166.11,1,166.11,2,232.02,,,,,,,,,,,,,,,,,1,352.11,3,352.11,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,735.29,,,,,,,,,,,1,1428.57,1,456.62,1,934.58,,,1,456.62,,,,,,,,,,,,,,,,,1,1428.57,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,骨、關節及關節軟骨,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48.10,,,,,,,,,,,,,,,1,7.89,,,,,,,,,,,,,1,14.55,1,21.36,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,3,,,,24.65,,,,,,,,,,,,,,,,,2,26.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,2,,,,10.25,,,,,,,,,,,,,,,1,22.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.16,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,2,,,,11.71,,,,,,,,,1,7.13,,,,,1,20.57,,,,,,,,,,,1,11.74,,,,,,,,,,,,,1,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,27.11,2,,,,11.71,,,2,11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,14.85,,,,,1,18.96,2,18.81,,,,,,,,3,12.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.64,,,,,,,,,,,,,2,12.02,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,7.25,2,9.60,4,22.50,,,,,,,,,2,14.50,1,7.25,,,,,,,,,1,14.21,,,,,,,,,,,1,7.25,,,,,,,1,29.71,1,29.71,,,5,16.51,,,,,,,,,,,,,,,,
,,,,35~39,5,43.23,,,,,,,,,1,,,,21.41,,,8,27.94,,,,,,,1,21.41,,,,,,,3,15.63,,,,,,,,,,,,,,,2,16.18,2,23.72,,,,,,,,,,,,,5,18.06,1,8.09,,,,,,,,,,,,,,
,,,,40~44,4,21.65,,,1,17.21,,,,,1,,,,17.21,1,42.57,3,23.68,,,,,1,9.69,1,9.69,2,20.77,,,,,1,26.53,,,,,,,,,,,,,,,1,31.93,2,12.40,,,1,9.69,,,,,1,9.69,,,4,20.10,,,,,,,,,,,,,,,,
,,,,45~49,4,30.12,,,,,,,1,44.11,,,,,,1,29.96,3,35.71,,,,,,,1,29.96,4,46.82,1,57.67,,,4,41.61,2,35.68,,,,,,,,,,,,,1,29.96,1,71.38,1,57.67,1,15.93,,,,,,,,,1,15.93,1,47.04,,,,,,,,,,,,,,
,,,,50~54,5,62.85,,,,,,,,,,,,,,1,52.27,6,76.65,,,1,52.27,,,,,6,65.41,1,20.40,,,3,45.39,,,,,,,,,,,,,,,,,1,52.27,,,1,20.40,,,,,1,20.40,2,40.79,4,60.51,,,1,20.40,2,65.53,,,,,,,,,,
,,,,55~59,4,67.62,1,25.42,1,50.48,,,,,1,,,,97.56,,,11,115.10,,,,,,,2,40.33,9,79.97,,,1,77.58,6,78.82,4,55.23,,,1,50.48,,,,,,,,,,,,,1,25.42,1,50.48,1,50.48,,,,,1,77.58,2,66.53,,,,,,,,,,,,,,,,
,,,,60~64,1,17.77,,,5,42.61,1,17.77,1,17.77,1,,,,97.85,4,34.77,20,159.66,,,,,,,9,92.81,22,140.43,1,47.06,,,14,120.74,4,37.34,,,2,22.82,,,1,17.77,1,51.39,,,3,38.70,7,47.80,,,,,2,35.55,,,1,47.06,2,25.80,4,65.50,,,3,28.37,5,46.68,,,,,,,,,,
