,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.85,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,43.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,111.11,,,,,,,1,223.71,,,,,,,,1,223.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,87.11,,,1,,,,87.11,,,1,87.11,,,1,87.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,89.45,,,,,,,,,,1,166.11,,,,,,,,,1,89.45,,,1,161.03,,,1,161.03,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,127.80,,,2,200.20,1,176.68,,,3,,,,255.97,,,,,1,176.68,,,1,100.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,164.47,1,129.03,3,,,,181.71,,,,,,,,,,,,,1,129.03,,,,,1,229.89,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,181.82,,,1,299.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,243.31,,,1,404.86,,,4,,,,607.90,,,1,404.86,,,,,,,1,420.17,,,1,420.17,,,,,,,,,1,420.17,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,328.95,1,675.68,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,胰,,胸膜,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,結直腸癌,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,1,58.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,128.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,110.74,1,110.74,,,,,,1,110.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,184.50,1,184.50,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,154.08,,,,,,,,,,,,,,,,1,154.08,,,,,,,,,,,,,1,161.29,,,1,88.42,,,,,,,,,,,,,,,,,,
,,,,55~59,3,190.23,,,,,1,99.80,,,,,,,,2,126.82,1,99.80,,,,,,,,,1,170.65,,,,,1,170.65,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,172.51,,,1,,,,205.34,1,128.87,,,1,210.08,1,128.87,,,1,128.87,2,158.35,,,2,257.73,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,1,278.55,,,,,,,,,,,1,180.18,,,,,,,1,180.18,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,418.41,,,,,,,,3,336.70,1,246.91,,,,,,,,,,,,,,,1,246.91,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,581.40,,,,,,,,,,1,324.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,813.01,,,,,,,,,,,,1,1315.79,,,,,,,,,1,813.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,83.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,91.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,72.46,,,,,,,,,,1,124.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,139.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,193.80,1,202.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,155.04,,,,,,,,,,,,,,1,87.95,,,1,155.04,1,162.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,100.20,,,1,176.99,,,,,2,,,,200.40,1,100.20,,,,,,,,,1,100.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,3,,,,376.41,,,,,,,,,,,,,,,,,,,1,196.46,1,196.46,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,273.97,,,2,215.98,,,1,,,,273.97,,,1,178.25,,,,,1,178.25,,,,,1,283.29,,,1,178.25,1,178.25,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,5,549.45,2,301.66,1,,,,404.86,2,297.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,617.28,,,2,411.52,1,574.71,1,,,,320.51,,,,,,,,,,,,,,,,,1,574.71,,,1,320.51,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,1282.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1351.35,,,,,,,,,,,,,,,,,,,,,1,4166.67,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,白血病,,肝及肝內膽管,,其他內分泌腺,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,76.63,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,106.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,64.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,169.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,212.77,,,,,1,106.38,,,,,,,,,,1,209.21,1,209.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,85.47,,,,,,,,,,,,,,,,,,,,,,,,,,1,152.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,4,240.10,1,94.61,,,2,120.05,,,1,,,,94.61,1,164.20,,,,,1,164.20,,,,,,,,,,,1,164.20,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,396.04,,,,,3,336.32,1,176.37,,,,,,1,198.02,,,1,112.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,244.50,,,,,,,,,,,,,,,,1,159.49,,,,,1,159.49,,,,,,,1,159.49,,,,,,,,,,,,,,,,,,
,,,,70~74,1,208.77,,,,,1,366.30,,,1,,,,366.30,2,265.96,,,,,,,,,1,366.30,1,366.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,564.97,,,,,,,,,3,,,,1030.93,,,,,,,,,,,,,1,564.97,,,,,,,1,564.97,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,1190.48,,,,,,,,,,,,,,,,,,,,1,617.28,,,,,1,943.40,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,3703.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1694.92,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,男性乳房,,肝及肝內膽管,,其他分界不明的部位,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,5~9,,,,,,,,,1,117.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.88,,,,,,,,,,,,,,
,,,,35~39,2,243.01,,,,,,,,,1,,,,63.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,157.98,,,,,1,157.98,,,,,,,,,,1,81.57,1,154.56,1,157.98,,,,,,,,,,,,,,,,,,,,,,,1,157.98,,,,,,,,,,
,,,,50~54,2,318.47,,,,,,,,,,,,,,,,3,163.13,1,159.24,,,1,159.24,1,85.47,,,,,,,,,1,149.48,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,172.41,,,,,,,,,,,,,,4,243.90,,,,,,,1,172.41,,,,,2,121.95,,,,,,,,,,,1,94.34,,,,,,,,,,,,
,,,,60~64,2,185.36,,,,,,,,,,,,,,,,1,181.82,,,,,1,189.04,2,136.52,1,189.04,1,109.29,1,189.04,,,,,,,,,1,109.29,,,,,,,,,,,,,,
,,,,65~69,3,296.44,1,159.24,,,2,498.75,,,1,,,,260.42,,,4,1041.67,,,,,,,1,159.24,,,1,159.24,1,260.42,,,,,1,249.38,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,369.00,,,,,,,,1,203.25,,,,,1,359.71,2,259.74,,,4,519.48,1,203.25,1,369.00,,,,,,,,,,,,,1,203.25,,,,,,,,
,,,,75~79,,,,,2,421.05,,,,,,,,,,1,367.65,,,,,,,,,1,367.65,,,,,2,985.22,,,,,,,1,625.00,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,1,564.97,,,,,,,,,1,564.97,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3333.33,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,1,47.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,44.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,2,62.87,,,,,,,,1,84.82,,,,,,,,,,,,,,,,,,,1,97.09,,,,,,,,,,,,,,,,,,
,,,,40~44,1,156.99,1,77.58,,,,,1,144.93,,,,,,,,,,,,,,1,77.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,145.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,173.31,1,,,,174.83,,,,,,,,,,,,,,,,,,,,,,,,,,,1,171.82,,,,,,,,,,,,,,
,,,,55~59,1,175.44,,,,,,,,,,,,,,1,168.35,,,,,,,,,,,1,92.85,1,92.85,,,1,92.85,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,133.60,1,189.75,,,,,2,138.41,2,,,,133.60,3,207.61,,,1,189.75,1,189.75,,,,,,,,,1,172.71,,,1,108.93,,,,,,,1,189.75,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,306.75,1,,,,153.37,2,186.92,,,,,1,153.37,1,153.37,,,1,153.37,,,,,,,,,,,4,366.97,1,239.23,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,336.70,2,735.29,1,,,,209.21,1,209.21,,,1,209.21,,,,,,,,,1,209.21,,,,,,,,,2,266.67,,,,,,,,,,,,,,,,
,,,,75~79,1,505.05,1,354.61,,,,,1,505.05,1,,,,526.32,1,354.61,,,,,,,,,,,,,1,526.32,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,1075.27,,,,,1,1075.27,,,,,,,,1,568.18,,,1,1075.27,,,,,,,,,,,,,,,,,,,,,,,,,1,1010.10,,,,,,,,,,
,,,,85+,,,,,,,,,1,2500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1369.86,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,2,101.57,,,,,,,,,,,,1,50.79,,,,,,,,,1,50.79,,,,,1,50.79,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,343.05,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.72,,,,,,,1,86.66,,,,,,,,,,,,,,,,,,
,,,,30~34,1,83.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,58.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,209.64,,,,,,,,,,,,,,,,,,1,209.64,,,,,,,,,1,103.84,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,189.39,1,87.87,,,,,,,,,,,,,,,,,,
,,,,55~59,1,88.65,,,,,1,167.50,,,2,,,,177.30,,,2,115.94,1,88.65,,,,,,,1,167.50,,,,,,,,,,,1,161.29,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,181.82,1,,,,99.11,,,1,187.97,2,128.29,,,,,,,,,,,,,,,,,,,,,1,99.11,,,,,,,,,,,,,,
,,,,65~69,,,1,222.72,,,1,222.72,,,4,,,,241.55,,,,,1,131.06,1,222.72,1,225.23,,,,,,,,,,,,,1,225.23,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,213.22,,,,,4,,,,512.82,,,,,1,321.54,,,,,,,,,,,,,,,,,2,256.41,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,308.64,,,,,,,2,,,,389.11,,,,,4,566.57,,,1,308.64,,,,,1,526.32,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1010.10,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1234.57,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,192.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53.62,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,2,91.16,,,,,,,,,,,,,,,,,,,3,143.82,,,,,,,,,,,,,,,,,,
,,,,40~44,1,63.61,,,,,,,,,,,,,,,,,,,,,,1,147.71,,,,,,,,,,,,,,,1,119.05,,,,,,,,,,,,,,,,
,,,,45~49,2,128.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,97.56,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,93.46,1,93.46,,,,,,,,,,,,,,1,93.46,,,,,,,1,193.80,,,1,93.46,,,,,,,3,189.16,,,,,,,,,,,,,,,,,,
,,,,55~59,4,169.49,,,,,,,2,175.59,,,,,,,,3,245.70,,,1,87.80,,,,,1,166.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,98.04,,,1,191.94,1,,,,98.04,1,191.94,3,142.86,2,196.08,,,,,,,1,178.89,3,142.86,,,,,,,1,191.94,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,159.36,,,,,,1,217.86,5,404.20,2,213.68,,,,,,,,,2,161.68,1,209.64,,,1,209.64,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,192.68,1,192.68,1,311.53,,,,,,,,3,934.58,,,,,,,,,,,,,,,,,2,385.36,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,523.56,,,,,,,,,,,,,,3,1570.68,1,312.50,,,,,,,,,,,,,,,,,,,,,1,312.50,,,,,,,,,,,,,,,,
,,,,80~84,1,515.46,,,,,,,,,,,,,,1,515.46,,,1,877.19,,,,,,,,,1,515.46,,,,,1,515.46,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1851.85,1,1123.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
