,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,161.29,,,,,,,,,,,,,,,,,,,,,,,,1,161.29,2,322.58,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,156.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,156.01,,,,,,,,,,1,,156.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,1,,219.78,1,,219.78,,,,,,,1,219.78,,,,,,,,,,,,,,,,
,,,,70~74,,,1,276.24,1,276.24,,,1,276.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,349.65,1,349.65,,,,,2,,,,699.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,,645.16,,,,,,,1,645.16,,,,,,,1,645.16,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,,食道,,,胰,,結直腸癌,,腎盂及其他泌尿系統,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70.32,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,140.45,,,,,,,1,140.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,1,,195.69,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,4,645.16,,,,,,1,,161.29,,,,,,,,,,,,,,2,322.58,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,326.80,,,,,,,,,,,,1,,163.40,,,,,,1,163.40,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,156.99,,,2,313.97,,,,,,,,,2,,313.97,1,,156.99,,,,,,,,,,,,1,156.99,,,,,,,,,,,,,,
,,,,65~69,,,1,210.97,,,1,210.97,,,,,,,,,,,,,,,,,,,,1,210.97,,,,,1,210.97,,,,,,,,,,,,,,,,
,,,,70~74,1,275.48,1,275.48,,,2,550.96,2,550.96,1,,,,275.48,1,,275.48,,,,1,,275.48,,,,,,,,,,1,275.48,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,371.75,,,,,,,,,2,,743.49,2,,743.49,,,,,,,,,,,,1,371.75,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,,骨、關節及關節軟骨,,,結直腸癌,,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,20~24,2,178.57,,,,,,,,,,,,,,,,,,,,1,,89.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,84.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,106.61,1,106.61,,,,,,,,,,,,,,,,,,,,,,1,106.61,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,131.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,156.49,1,156.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,162.07,,,,,,,,,,,,,1,,162.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,197.24,,,1,197.24,,,,,,,,,,,,,,,1,,197.24,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,271.00,,,,,,,,,,1,,271.00,,,,,,,1,,271.00,1,271.00,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,377.36,,,,,,,,,,,,1,377.36,1,377.36,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,531.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1219.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,,食道,,,骨、關節及關節軟骨,,,結直腸癌,,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,,91.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,102.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,125.31,,,,,,,,,1,,,,125.31,,,,,,,,,,,,,,,,,,,,,1,125.31,,,,,,,,,,,,,,
,,,,45~49,,,,,1,183.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,2,342.47,,,,,1,,,,171.23,,,,,,,,,,,,,1,171.23,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,158.23,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,335.01,,,1,167.50,,,,,,,,,,,,,,,,,,,,,,2,335.01,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,372.44,,,,,,2,,372.44,1,,186.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,255.75,1,255.75,,,,,,,,,,,,1,,255.75,,,,,,,1,,255.75,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,3,1530.61,,,1,510.20,,,,,,,,,,,,,,,,,2,,1020.41,,,1,510.20,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,胰,,結直腸癌,,,,,腎盂及其他泌尿系統,,,膀胱,,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,1,,121.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,163.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,182.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,162.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,3,544.46,,,1,181.49,,,1,181.49,2,,,,362.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,249.38,1,249.38,1,249.38,1,249.38,,,1,,,,249.38,1,,249.38,2,,498.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,787.40,,,1,,,,393.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,,喉,,,結直腸癌,,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,84.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,92.34,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,116.14,1,116.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,143.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,391.39,,,,,,,,,,,1,,195.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,3,491.80,1,163.93,1,,,,163.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,494.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,180.18,1,180.18,,,1,180.18,,,3,,,,540.54,,,,,,,,,,1,,180.18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,261.78,1,261.78,,,2,,,,523.56,1,,261.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,364.96,,,,,,,,,,,,,,,,1,,364.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,540.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,,食道,,,骨、關節及關節軟骨,,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,125.16,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,1,,89.53,1,89.53,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,135.32,,,,,2,270.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,200.40,,,,,4,801.60,,,1,,,,200.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,165.02,,,,,,,,,,,1,,165.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,170.94,,,,,5,854.70,,,,,,,,1,,170.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,357.78,,,1,,,,178.89,4,,715.56,,,,,,,,,,1,178.89,1,178.89,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,251.26,,,1,251.26,1,251.26,,,,,,,,,,,,,,,,,,,,,,1,251.26,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,359.71,2,719.42,,,,,,,,,,,,,,,,,,,,,,2,719.42,,,1,359.71,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,561.80,3,,1685.39,1,,561.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,787.40,1,787.40,2,1574.80,,,,,,,,1,,787.40,,,,1,,787.40,,,,,,,,,,,,1,787.40,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,,胰,,喉,,結直腸癌,,腎,,腦,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,5~9,,,,,1,158.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,81.77,,,,,,,,,,,,,,,,,,,,,,,,,,1,81.77,1,81.77,,,,,,,,,,,,
,,,,35~39,,,1,90.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90.50,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,103.95,,,,,,,,,,,,1,,103.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,126.90,,,,,,1,,126.90,,,,,,,,,,,,,,,,,,,,1,126.90,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,399.20,,,,,,,,,,,,,,,,,,1,199.60,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,170.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,170.65,,,,,,,,,,
,,,,60~64,,,,,,,,,1,168.35,,,,,,,,,,,,,,,,,,,,,,1,168.35,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,182.82,1,182.82,2,,,,365.63,,,,1,,182.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,476.19,,,,,,,1,238.10,,,,,,1,,238.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,675.68,,,,,,,1,,337.84,,,,1,337.84,1,337.84,,,,,,,,,,,1,337.84,,,,,,,,
,,,,80~84,,,,,,,,,1,609.76,,,,,,,,,,,,,,,1,,609.76,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,,763.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,,結直腸癌,,,睪丸,,,鼻咽,,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,1,,132.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,2,176.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,124.69,,,,,1,124.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,2,362.98,,,1,181.49,,,,,,1,,181.49,1,,181.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,4,718.13,,,1,179.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,335.57,,,,,,,,,,,,,,,,,,,,1,167.79,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,185.87,,,,,,,,,,3,,557.62,,,,,,,2,,371.75,2,371.75,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,3,689.66,2,459.77,1,229.89,,,,,,,,,1,,229.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,324.68,,,,,,,1,,,,324.68,1,,324.68,,,,,,,,,,1,324.68,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,2,1136.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,,787.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,,其它淋巴瘤,,,肺、支氣管及氣管,,,胃,,,食道,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,94.34,1,94.34,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,87.18,,,,,,,,,,,,,,1,,87.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,97.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,120.63,,,,,,,,,,,,2,,241.25,,,,1,,120.63,,,,,,,,,,1,120.63,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,167.50,,,,,,,,3,,502.51,,,,,,,,,,,,,,,,,,,,,,1,167.50,,,,,,,,,,
,,,,55~59,,,,,,,,,1,194.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,174.52,,,,,,1,,174.52,,,,1,,174.52,,,,2,349.04,,,1,174.52,,,,,1,174.52,1,174.52,,,,,,,,,,
,,,,65~69,,,,,1,176.37,,,1,176.37,,,,,,1,,176.37,,,,1,,176.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,220.26,,,,,,2,,440.53,,,,1,,220.26,1,,220.26,,,1,220.26,,,,,,,1,220.26,,,1,220.26,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,323.62,1,,323.62,1,,323.62,1,,323.62,,,,,,,,,,,,1,323.62,1,323.62,,,1,323.62,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,578.03,,,,,,,,,,,,,,,,,,,,1,578.03,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,813.01,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,,,,其他男性生殖器官,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,消化器官其他分界不明部位,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,35~39,1,87.11,,,,,,,,,,,,,,,,,,,,,,,,,,1,87.11,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,115.34,,,4,,,,461.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,303.03,1,151.52,,,,,,,2,,,,303.03,,,,,,,1,,151.52,,,,1,151.52,,,1,151.52,,,1,151.52,1,151.52,,,1,151.52,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,205.76,,,,,,,1,,205.76,1,,205.76,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,174.83,,,,,3,,,,524.48,,,,,,,,,,,,,,,,,,,1,174.83,1,174.83,,,,,,,,,1,174.83,,,,
,,,,65~69,,,,,,,,,2,353.98,1,,,,176.99,,,,,,,1,,176.99,,,,,,,,,,,,,,,,1,176.99,,,,,,,,,,
,,,,70~74,,,,,,,,,1,207.47,1,,,,207.47,1,,207.47,2,,414.94,,,,,,,1,207.47,,,,,,,1,207.47,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,,342.47,,,,,,,,,,,,,,,,,,,,,1,342.47,,,1,342.47,,,,
,,,,80~84,,,,,,,,,,,2,,,,1036.27,,,,,,,1,,518.13,,,,1,518.13,1,518.13,,,,,,,,,,,,,1,518.13,,,,,,
,,,,85+,,,,,,,,,1,806.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,806.45,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
