,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,58.67,,,1,80.58,,,,,,,,,,,,11,145.37,,,,,2,109.41,4,78.02,1,51.23,,,1,51.23,1,51.23,1,82.92,,,,,1,80.58,1,82.92,2,58.67,,,,,,,,,,,,,5,91.86,,,,,,,,,,,,,,,,
,,,,55~59,4,124.57,1,110.25,,,,,,,3,,,,351.70,1,54.82,8,150.23,,,,,1,156.99,10,190.08,,,,,3,148.22,7,97.44,1,54.82,,,,,1,72.10,2,109.65,,,,,1,84.96,,,,,1,54.82,,,2,62.29,,,,,,,,,,,,,,,,
,,,,60~64,2,86.66,,,7,106.63,,,1,90.91,2,,,,85.29,,,10,206.65,,,,,2,98.67,8,138.96,,,1,82.78,3,84.46,4,106.81,1,82.78,,,,,,,,,2,106.61,,,,,,,,,1,56.98,2,118.41,3,177.10,2,100.81,3,82.62,1,90.91,,,,,,,,,,
,,,,65~69,2,191.75,,,4,120.59,,,,,3,,,,158.23,,,11,213.30,,,,,6,147.97,9,132.47,2,253.81,,,8,142.50,6,114.88,1,153.61,,,,,,,1,95.88,3,163.04,,,1,54.35,1,110.99,,,,,1,54.35,2,106.50,1,95.88,,,3,109.45,,,,,,,,,,
,,,,70~74,3,277.26,,,1,150.83,,,2,110.74,,,,,,,,7,263.55,,,,,4,164.27,15,336.17,1,150.83,,,17,444.56,4,162.87,,,,,,,,,1,84.10,1,84.10,,,1,168.63,,,,,,,2,124.38,1,168.63,1,150.83,1,171.53,7,213.02,,,,,,,,,,
,,,,75~79,,,1,321.54,,,,,,,,,,,,,,3,315.46,,,1,250.63,3,331.13,9,500.56,,,,,17,738.49,3,709.22,,,,,,,,,,,4,387.22,,,2,389.86,,,,,,,2,315.46,,,1,315.46,1,315.46,2,339.56,,,,,,,,,,
,,,,80~84,,,1,602.41,1,649.35,,,,,2,,,,409.84,,,2,443.46,,,1,531.91,1,602.41,6,864.55,,,,,3,546.45,1,537.63,,,,,,,,,1,310.56,,,,,,,,,,,,,1,310.56,1,602.41,,,1,310.56,2,621.12,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1428.57,,,,,,,,,,,,,2,1639.34,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,48.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72.36,,,,,,,,,,,,,,,,,,,,,2,24.16,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,22.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32.47,,,,,,,,,,,,,,,,,1,22.03,,,,,,,,,,,,,,,,
,,,,25~29,1,51.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,26.38,,,,,1,37.20,,,,,,,,1,44.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.13,,,,,,,,,,
,,,,35~39,3,75.11,1,75.87,,,,,1,75.87,,,,,,5,74.70,,,,,,,1,38.71,,,1,44.27,,,,,,,,,,,,,,,,,,,,,,,,,1,44.27,,,,,1,75.13,,,1,75.87,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,2,44.81,,,,,,,1,57.47,1,118.34,2,105.99,,,2,43.07,,,,,,,1,57.47,,,,,,,,,1,52.99,,,1,52.99,1,30.82,,,1,57.47,,,2,40.12,,,,,,,,,,,,
,,,,45~49,4,119.05,,,,,,,,,,,,,,5,100.52,,,,,1,81.90,,,3,80.41,1,110.38,,,,,1,62.81,,,,,,,,,,,,,,,,,,,,,,,,,1,110.38,,,2,59.10,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,2,,,,62.56,3,136.80,,,1,72.05,,,1,83.68,2,83.47,1,55.28,,,5,151.88,1,55.28,,,,,,,,,,,2,77.43,,,2,104.11,,,,,,,,,,,1,72.05,3,156.17,1,89.37,,,,,,,,,,
,,,,55~59,6,90.74,,,,,,,4,132.36,,,,,,15,233.68,,,,,,,4,147.66,6,125.31,1,79.68,,,6,107.62,2,88.69,,,,,,,,,,,,,1,52.60,4,96.25,,,,,,,1,71.89,,,1,156.74,2,143.78,,,2,63.37,,,,,,,,
,,,,60~64,6,143.16,,,,,,,,,1,,,,83.13,10,177.78,,,,,,,4,174.52,16,218.28,2,118.91,,,5,145.35,4,90.74,1,83.13,2,81.70,,,,,,,,,1,128.21,6,102.16,1,88.26,1,59.45,1,128.21,,,1,83.13,1,130.55,3,89.37,,,,,2,85.62,,,,,,
,,,,65~69,3,127.17,,,1,54.79,,,,,2,,,,129.79,14,268.40,1,54.79,,,,,9,144.12,14,199.29,,,,,12,207.83,1,147.06,,,1,91.74,,,,,,,,,2,112.99,6,125.97,1,99.30,1,91.74,,,,,,,3,160.43,3,228.31,1,105.49,4,155.52,2,75.02,,,,,,
,,,,70~74,,,,,3,157.40,,,2,153.49,5,,,,192.53,10,230.89,,,,,,,2,159.49,12,301.20,,,,,9,250.98,2,181.65,,,2,101.16,,,1,77.28,,,,,1,175.13,9,238.10,1,175.13,1,77.28,2,104.93,,,,,2,113.06,2,116.82,,,,,4,139.52,,,,,,
,,,,75~79,,,1,471.70,1,279.33,,,,,,,,,,2,193.42,,,,,1,409.84,,,11,624.65,,,,,11,499.77,4,256.74,,,1,144.09,,,,,,,1,279.33,,,2,288.18,,,,,,,,,,,2,193.80,1,223.71,,,,,3,262.93,,,,,,
,,,,80~84,1,294.12,,,,,,,,,,,,,,,,,,,,,,6,617.28,5,723.59,,,1,502.51,7,704.23,2,386.10,,,,,,,,,,,,,1,645.16,1,578.03,1,1030.93,,,,,,,,,,,,,,,,,3,1244.81,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1315.79,,,,,,,,,,,2,1769.91,,,,,,,1,806.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,2,,,,47.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50.37,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,1,57.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.19,,,,,,,,,,,,,,,,,,,,,,,1,22.19,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,22.10,,,,,,,,,,,,,1,30.85,,,,,,,,,,,1,22.10,,,,,,,,,,,,,1,42.07,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,1,24.91,,,,,2,73.45,,,,,,,,,,,,,,,1,63.17,,,,,,,,,,,1,63.17,,,,,,,,,,,,,,,,,,
,,,,25~29,1,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,26.58,,,,,,1,40.36,1,36.91,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.58,,,1,36.91,,,,,,,1,26.58,,,,,,,,,,,,,,,,,,
,,,,35~39,3,97.78,,,,,,,,,4,,,,60.38,,,4,61.16,,,1,28.41,,,1,28.41,2,44.24,2,54.14,1,42.99,,,,,,,,,,,1,51.52,,,1,70.77,,,,,3,43.64,,,1,70.77,,,,,,,,,,,,,,,,,,
,,,,40~44,1,50.76,,,1,38.91,,,2,59.95,,,,,,,,6,64.05,,,,,2,77.82,1,57.60,2,55.39,1,96.06,3,68.54,,,1,50.76,,,,,,,,,1,38.91,,,,,,,,,,,3,63.80,,,,,,,,,,,,,,,,,,
,,,,45~49,3,92.19,,,,,,,,,1,,,,54.38,,,8,187.35,1,126.58,1,96.53,,,,,3,139.93,1,72.89,3,93.43,,,,,,,,,,,,,3,92.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,56.15,1,75.24,9,155.33,,,,,,,2,111.54,1,56.15,1,96.62,2,168.78,4,141.44,,,,,,,1,75.24,,,3,106.53,,,,,1,56.15,,,3,71.21,2,116.28,,,,,,,,,,,,,,,,,,
,,,,55~59,7,110.85,2,75.70,2,97.13,1,81.37,,,1,,,,108.23,2,82.14,12,246.81,,,,,,,3,90.77,10,145.16,2,76.37,12,174.77,1,70.77,,,,,,,1,52.85,,,3,88.37,,,,,,,1,70.77,5,106.56,6,110.40,,,,,2,141.54,,,,,,,,,,,,
,,,,60~64,1,92.08,,,2,100.25,,,,,2,,,,123.30,,,8,133.85,,,,,1,116.14,8,182.19,12,186.89,1,130.04,9,162.13,5,106.61,1,130.04,,,,,,,1,168.92,5,105.71,,,2,70.55,3,103.77,,,2,105.54,3,144.65,,,,,4,97.04,,,,,,,,,,,,
,,,,65~69,5,183.08,1,128.37,2,121.21,,,,,,,,,,3,82.76,7,160.88,,,,,,,5,108.23,24,311.16,,,8,205.18,4,114.06,1,92.51,,,,,,,3,116.01,6,135.20,,,,,1,95.79,2,107.70,4,101.86,4,104.06,1,104.06,1,55.49,2,105.60,,,,,,,,,,,,
,,,,70~74,1,162.07,,,2,202.43,,,,,1,,,,74.96,1,154.56,4,153.96,1,217.39,,,1,74.96,6,223.88,20,404.78,1,155.52,14,283.34,2,155.04,1,137.17,,,,,,,4,126.18,6,167.04,,,1,162.07,2,155.04,,,5,125.94,,,,,2,111.48,7,237.13,,,,,,,,,,,,
,,,,75~79,1,133.87,1,404.86,1,367.65,,,,,,,,,,4,296.96,3,199.73,,,,,,,1,404.86,18,596.03,1,133.87,10,495.05,,,,,,,,,,,,,4,221.48,,,1,367.65,,,,,3,255.32,,,,,,,6,270.15,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,2,369.69,1,478.47,,,,,,,2,512.82,8,640.00,,,8,1212.12,5,709.22,1,507.61,,,,,,,,,2,359.07,,,,,,,,,,,,,,,,,5,507.10,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,709.22,,,,,,,,,,,1,1492.54,,,,,2,970.87,,,,,,,,,,,1,1724.14,,,,,,,,,,,,,,,,,2,3076.92,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,5~9,,,,,,,,,1,32.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,59.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,63.65,,,,,,,,,,,1,59.24,,,,,,,,,,,1,44.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,25.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,42.34,,,,,1,63.49,,,,,,,,3,47.15,,,,,,,,,,,,,,,1,55.62,,,,,1,73.53,,,,,,,,,1,45.13,,,,,,,,,,,1,55.62,6,66.93,,,,,,,,,,,,,,
,,,,35~39,3,50.53,,,,,1,77.70,,,,,,,,1,41.63,,,1,50.71,,,,,1,50.71,,,,,2,44.04,,,,,,,,,,,,,,,,,,,,,1,56.56,1,41.63,1,38.93,,,2,113.12,,,,,,,,,,,,,,
,,,,40~44,2,43.46,,,1,66.67,,,1,58.45,,,,,,5,58.71,,,,,,,,,1,29.93,,,1,37.92,1,37.92,,,1,66.67,1,29.93,,,,,,,1,29.93,,,,,,,1,37.92,,,,,,,6,69.52,1,66.67,,,,,,,,,,,,
,,,,45~49,2,98.91,,,,,1,38.11,,,1,,,,49.46,9,101.12,,,,,1,49.46,2,48.74,2,53.66,1,38.11,,,,,1,90.66,,,,,,,,,,,1,90.66,1,67.61,,,,,,,,,,,,,5,65.33,,,,,,,,,,,,,,
,,,,50~54,1,58.31,,,,,,,,,,,,,,3,140.65,,,,,,,2,109.11,4,137.74,1,156.01,,,5,102.71,1,180.83,2,73.83,,,,,,,,,,,2,66.78,,,3,100.17,1,58.31,,,,,2,109.11,2,147.60,,,,,2,126.58,,,,,,,,
,,,,55~59,2,73.53,1,71.43,,,1,85.91,,,1,,,,82.10,12,155.42,,,,,2,60.88,3,67.43,8,158.29,3,67.43,,,8,160.97,3,104.71,,,,,,,,,,,2,73.53,,,,,,,,,,,,,1,53.05,2,71.74,,,1,119.76,1,53.05,,,,,,,,
,,,,60~64,2,79.52,1,60.64,4,112.23,,,,,3,,,,103.66,11,204.20,1,84.10,,,,,10,159.77,18,256.12,1,87.26,,,9,201.97,,,1,115.47,1,60.64,,,,,,,1,87.72,7,118.14,,,1,115.47,1,129.03,,,,,4,102.43,5,112.71,2,85.65,1,87.72,4,144.67,,,,,,,,
,,,,65~69,3,113.77,1,132.63,2,163.53,,,,,4,,,,163.60,12,192.22,,,,,,,9,144.16,13,314.24,1,144.72,,,19,251.56,5,128.70,2,127.96,,,,,,,,,1,128.53,8,149.95,,,2,82.61,,,,,,,2,81.80,2,136.15,,,1,132.63,8,145.75,,,,,,,,
,,,,70~74,1,124.69,,,3,129.59,,,1,255.10,8,,,,254.70,13,250.82,,,,,,,4,214.59,13,296.74,,,,,11,241.81,4,346.62,2,112.11,,,,,,,1,214.13,1,71.84,9,196.64,1,124.69,,,1,71.84,,,,,1,124.69,1,145.56,1,145.56,3,114.94,5,149.34,,,,,,,,
,,,,75~79,,,,,,,,,2,253.81,,,,,,3,421.94,,,,,,,1,344.83,20,620.73,,,,,7,391.28,,,1,126.90,,,,,,,,,2,159.24,4,258.73,,,,,1,257.73,,,,,3,273.22,,,,,,,10,486.85,,,,,,,,
,,,,80~84,1,952.38,,,,,,,,,3,,,,1530.61,2,468.38,,,,,,,5,929.37,8,996.26,,,,,11,774.10,1,510.20,,,,,,,1,564.97,,,2,415.80,1,450.45,,,,,,,,,,,1,510.20,,,,,,,6,621.76,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1785.71,1,1234.57,,,,,,,3,1449.28,,,,,2,1652.89,,,,,,,,,,,,,,,1,1111.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,3,,,,61.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,1,54.67,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27.77,,,,,,,,,,,,,,,1,54.67,,,,,,,,,,,,,,
,,,,15~19,,,1,67.25,,,,,,,,,,,,,,,,,,1,22.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,34.57,,,,,,,1,42.92,,,1,34.57,,,,,,,,,,,,,,,,,1,63.53,,,,,,,,,,,,,,,1,63.53,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,26.19,,,,,,,,1,26.19,,,,,,,,,,,1,26.19,,,,,1,37.88,,,,,,,,,,,,,,,2,36.27,,,,,,,,,,,,,1,26.19,,,,,,,,,,
,,,,30~34,,,,,,,1,43.37,,,,,,,,,,,,,,3,35.66,,,,,,,,,,,,,,,2,33.53,,,,,,,,,,,,,2,34.47,,,,,,,,,1,58.58,,,1,75.64,,,,,,,,,,
,,,,35~39,1,38.49,2,51.30,1,38.49,,,2,38.70,,,,,,,,,,,,5,67.12,,,,,1,27.87,,,1,41.67,,,1,66.71,1,38.49,,,,,1,63.29,1,41.67,,,,,1,55.01,1,48.95,,,,,,,,,1,41.67,1,48.95,,,,,,,,,,
,,,,40~44,2,117.72,,,1,64.68,,,,,,,,,,,,,,,,7,72.54,,,,,1,29.06,,,2,42.89,1,58.86,,,,,1,64.68,1,38.74,,,,,,,,,2,58.12,1,29.06,1,38.74,,,,,,,,,1,29.06,,,1,29.06,1,48.03,,,,
,,,,45~49,3,53.37,1,62.89,,,,,,,,,,,,1,35.86,,,,,9,85.97,,,,,,,1,35.86,4,107.93,2,71.71,,,2,39.64,,,,,,,,,1,44.31,,,2,71.71,,,,,1,35.86,,,,,2,79.78,6,137.02,,,1,62.89,,,,,,
,,,,50~54,5,106.79,,,,,,,,,,,,,,2,169.64,,,,,13,185.95,,,,,,,1,94.07,3,84.22,,,,,2,66.93,1,58.55,1,103.09,,,,,,,,,1,78.13,1,58.55,1,94.07,,,,,,,,,1,126.42,,,,,2,74.68,,,,
,,,,55~59,1,51.87,,,3,95.69,,,,,,,,,,2,78.28,,,1,51.87,15,169.55,,,,,,,4,75.26,9,121.84,,,,,7,105.98,2,76.78,3,96.65,,,,,,,,,4,88.69,,,1,83.40,,,,,,,3,77.20,5,118.12,,,1,127.88,1,85.03,,,,
,,,,60~64,4,136.52,,,3,92.88,,,1,127.23,1,,,,121.80,1,88.89,,,,,24,327.15,,,,,,,7,147.15,17,225.08,,,,,6,107.24,1,84.10,,,,,1,84.10,1,127.23,1,84.10,2,168.21,1,165.56,1,84.10,,,,,,,1,88.89,3,81.43,1,84.10,,,3,167.32,,,,
,,,,65~69,3,140.78,,,2,73.34,,,,,,,,,,1,101.83,,,,,11,158.39,,,,,,,6,148.59,30,446.03,2,139.08,,,16,236.34,4,137.17,1,143.47,1,89.13,,,,,1,99.11,9,156.22,,,,,3,141.04,,,1,99.11,2,76.51,,,,,2,114.29,7,136.00,,,,
,,,,70~74,1,68.49,,,4,173.24,,,,,1,,,,68.49,6,143.13,,,,,11,296.34,,,,,1,117.79,9,210.58,20,399.68,1,117.79,,,16,270.09,4,190.84,3,118.34,,,,,,,1,68.49,13,239.72,1,174.22,5,132.52,,,,,,,3,135.99,1,174.22,,,4,147.77,4,125.31,,,,
,,,,75~79,4,301.43,,,2,178.41,,,,,,,,,,1,239.81,,,,,7,265.86,1,380.23,,,,,5,217.20,9,371.13,1,239.23,,,7,371.75,3,239.43,2,181.98,,,,,,,1,203.67,7,284.55,,,1,203.67,1,239.23,,,,,3,171.92,1,119.62,,,,,8,330.31,,,,
,,,,80~84,,,1,487.80,,,,,,,,,,,,2,952.38,,,,,3,864.55,,,,,,,1,704.23,11,789.66,,,,,9,845.07,,,2,336.70,,,,,1,476.19,,,4,532.62,,,,,2,418.41,,,,,4,448.43,1,476.19,,,1,476.19,4,647.25,,,,
,,,,85+,,,,,,,,,,,,,,,,1,487.80,,,,,,,,,,,,,1,487.80,1,1250.00,,,,,3,813.01,,,1,877.19,,,,,,,,,1,1449.28,,,,,,,,,,,1,1587.30,,,,,,,1,990.10,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
