,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,454.55,,,,,2,,,,909.09,1,454.55,,,,,1,454.55,1,454.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,917.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,2173.91,,,,,,1,2173.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,胰,,骨、關節及關節軟骨,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.70,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,2,79.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,39.43,,,,,1,,,,39.43,,,,,,,,,,,,,,,2,78.86,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,1,61.31,,,1,61.31,,,,,1,61.31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,189.75,,,3,284.63,,,,,,,,,,,,,,,,,,,,,,,,2,189.75,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,125.47,,,1,125.47,,,,,,,,,,,,1,125.47,,,,,,,,,1,125.47,1,125.47,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,135.32,,,,,,,,,,,,,,,,,,,,1,135.32,,,1,135.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,133.33,,,,,,,,,,1,133.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,222.22,,,1,222.22,,,,,,1,222.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,442.48,1,442.48,2,884.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,1680.67,,,,,,,,2,1680.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,4545.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1990年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,1,39.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,37.81,,,,,,,,,,,,,,,,,,,,1,37.81,,,,,1,37.81,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,94.25,1,94.25,,,,,1,,,,94.25,,,,,,,,,,,,,2,188.50,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,129.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,147.06,,,3,441.18,2,,,,294.12,1,147.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,125.31,,,1,125.31,1,125.31,,,,,,,,,,,,1,125.31,1,125.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,191.94,,,,,1,,,,191.94,,,,,1,191.94,,,,,1,191.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,400.00,,,1,400.00,,,,,,,,1,400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,699.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,其他內分泌腺,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,胸腺、心臟與中隔,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,1,37.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,45.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,44.17,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.17,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,2,77.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,73.23,,,,,,1,36.62,1,36.62,,,,,,,,,,,1,36.62,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,49.04,,,,,,,1,49.04,,,,,,,,,,,,1,49.04,,,,,,,,,,,1,49.04,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,1,89.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,113.25,,,,,,,,,,,,,,1,113.25,,,,,,,,,,,,,,,,,1,113.25,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,155.04,2,310.08,,,,,,,,2,310.08,,,3,465.12,,,1,155.04,1,155.04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,2,240.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,183.49,1,183.49,1,,,,183.49,,,1,183.49,,,1,183.49,,,,,,,,,,,,,1,183.49,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,366.30,,,,,,,,,,1,366.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,699.30,,,,,,,,,,,,,,,,,1,699.30,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.98,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,34.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,44.64,,,,,1,44.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,38.34,,,,,,,,,,,,,,1,38.34,,,1,38.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,37.29,,,,,,,,,,,,1,37.29,,,,,,,,,,,,,1,37.29,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,45.35,,,,,,,,,,,,,,,,,1,45.35,,,,,,,1,45.35,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,1,82.17,1,82.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,2,223.96,,,,,,,2,,,,223.96,,,1,111.98,,,,,,,,,,,,,,,,,,,,,1,111.98,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,2,338.98,,,,,,,,,1,169.49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,124.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,124.22,1,124.22,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,1,162.34,,,,,,,,,2,324.68,1,162.34,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,2,617.28,,,,,,,1,308.64,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,680.27,,,,,,,,,,2,1360.54,2,1360.54,,,,,1,680.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,1333.33,1,,,,1333.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,甲狀腺,,男性乳房,,肝及肝內膽管,,其他分界不明的部位,,其他神經系統,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,喉,,結直腸癌,,腎,,腦,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,34.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,28.99,,,,,,,,,,,,,,,,,,,1,28.99,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,37.64,,,1,37.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.64,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,3,222.55,,,,,,,,,,,,,,,,2,148.37,,,,,,,,,,,1,74.18,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,104.49,,,,,1,104.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,167.22,1,167.22,,,,,,,,1,167.22,1,167.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,133.69,,,1,133.69,1,133.69,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,153.14,2,306.28,,,,,,,,,,,,1,153.14,,,,,1,153.14,1,153.14,1,153.14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,555.56,,,,,,,,,,1,277.78,,,,,2,555.56,,,,,,,,,,,,,1,277.78,,,,,,,,,,,,,,,,
,,,,75~79,1,617.28,,,,,,,,,,,,,,,,,,2,1234.57,1,617.28,,,,,,,,,,,,,,,2,1234.57,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,1,1315.79,,,,,,,,,,,,,1,1315.79,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,4166.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,1,39.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,44.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.40,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,75.96,,,,,,,,2,75.96,,,,,2,75.96,,,,,,,,,,,,,,,,,,,1,37.98,,,,,,,,,,,,
,,,,40~44,1,40.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,64.98,,,,,,,,,,2,129.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,104.06,,,,,1,104.06,,,,,,,,,,,,,,,,,,,,,,,,,,1,104.06,1,104.06,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,3,445.10,,,,,,,,,,,,,,,,,,,,,,,,,1,148.37,1,148.37,,,,,,,,,,
,,,,60~64,1,144.93,,,,,,,,,,,,,,,,,,1,144.93,1,144.93,,,,,1,144.93,,,1,144.93,,,,,,,,,,,,,1,144.93,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,139.66,3,418.99,1,139.66,2,279.33,,,,,,,1,139.66,2,279.33,,,,,,,,,,,,,1,139.66,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,1,259.07,1,259.07,,,,,,,1,259.07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,568.18,,,,,,,1,568.18,,,1,568.18,1,568.18,,,,,,,,,1,568.18,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,1162.79,1,1162.79,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1162.79,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,3225.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,10~14,,,,,1,31.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.66,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.57,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,38.37,,,1,,,,38.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,38.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,37.94,1,37.94,,,,,,,,,,,,,,,,,,,,,,,,1,37.94,,,,,1,37.94,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,4,,,,152.61,,,,,,,,,,,,,1,38.15,,,,,,,,,1,38.15,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,59.52,,,,,,,,2,119.05,,,,,1,59.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,139.66,1,139.66,,,,,,,1,,,,139.66,1,139.66,1,139.66,,,1,139.66,,,,,,,,,,,,,1,139.66,1,139.66,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,161.55,,,2,323.10,,,,,1,161.55,2,323.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,133.69,1,133.69,3,401.07,,,,,1,133.69,,,,,,,1,133.69,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,234.19,2,468.38,,,1,234.19,,,,,1,234.19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,531.91,2,1063.83,,,,,,,1,531.91,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,1000.00,,,,,,,1,,,,1000.00,,,,,,,,,,,,,,,,,,,,,,,,,1,1000.00,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,2857.14,,,,,,,,,,,1,2857.14,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,其他內分泌腺,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,胰,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,33.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,39.64,,,,,,,,,,,,,,,,,1,39.64,,,,,,,,,,,,,,,,,,
,,,,35~39,1,38.07,,,,,,,,,,,,,,,,1,38.07,,,,,,,,,,,1,38.07,1,38.07,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,38.67,,,,,1,38.67,,,1,,,,38.67,1,38.67,2,77.34,,,,,,,,,,,,,,,,,1,38.67,1,38.67,,,,,,,,,,,,,,,,
,,,,45~49,1,51.73,,,,,1,51.73,,,2,,,,103.47,,,,,,,,,,,,,,,,,,,1,51.73,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,188.68,,,,,,,,,,,,1,94.34,,,,,,,,,,,1,94.34,,,2,188.68,,,,,,,,,,,,,,,,,,
,,,,55~59,2,263.85,,,,,1,131.93,,,,,,,,,,,,,,,,1,131.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,172.12,,,,,,,,1,172.12,1,172.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,134.59,,,,,,,,2,269.18,1,134.59,,,,,,,,,1,134.59,,,,,,,1,134.59,,,,,1,134.59,,,,,,,,,,,,
,,,,70~74,,,1,210.53,1,210.53,,,,,1,,,,210.53,1,210.53,3,631.58,,,1,210.53,1,210.53,,,,,,,,,,,,,,,1,210.53,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,476.19,,,,,1,476.19,,,,,,,,,,,,,,,2,952.38,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,2,1980.20,,,,,,,,,,,,,,,,,,,,,1,990.10,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,2380.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,骨、關節及關節軟骨,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,34.76,,,,,,,,,,,,,,,,1,34.76,,,1,34.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,39.90,,,1,,,,39.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
