,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,408.16,1,408.16,,,2,816.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,800.00,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,1694.92,,,1,1694.92,,,,,1,,,,1694.92,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,非何杰金氏淋巴瘤,,,,,胃,,胰,,,結直腸癌,,,鼻咽,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,107.87,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,,103.41,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,127.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,315.46,,,,,,,1,315.46,,,,,,,,1,,315.46,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,328.95,,,,,,,,1,328.95,,,,1,,328.95,1,,328.95,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,401.61,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,1612.90,,,,,1,1612.90,,,,,,1,1612.90,,,,1,,1612.90,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,35~39,,,1,104.71,,,,,,,1,,,,104.71,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,117.10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,117.10,,,,,,,,
,,,,45~49,1,173.61,,,1,173.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,316.46,,,,,,,,,,,,,,,,,,1,,316.46,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,326.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,324.68,,,,,,,,,,1,,324.68,1,,324.68,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,,,1,,367.65,,,,,1,367.65,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,403.23,2,,806.45,,,,,,,1,403.23,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1459.85,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1515.15,,,1,,1515.15,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,結直腸癌,,,鼻咽,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,,
,,,,35~39,1,110.38,,,1,110.38,1,110.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,158.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,352.11,,,,,1,352.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,350.88,1,350.88,,,,1,,350.88,,,,,,,,,,,,,,,
,,,,70~74,,,1,425.53,,,,,1,425.53,,,,,,,,1,,425.53,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,632.91,,,,,,,,1,632.91,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,3030.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,皮膚,,肝及肝內膽管,,非何杰金氏淋巴瘤,,胃,,結直腸癌,,膀胱,,,,,攝護腺,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,126.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,109.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,149.03,,,1,149.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,242.72,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,352.11,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,333.33,1,333.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,358.42,2,716.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,641.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,1298.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,3333.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,,造血系統及網狀內皮系統,,,結直腸癌,,,腦,,膀胱,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,158.48,,,,,,,,,,
,,,,35~39,,,,,,,,,1,113.77,1,,,,113.77,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,2,279.33,1,139.66,,,,,,,,1,,139.66,,,,1,,139.66,,,,,,,,,,,,
,,,,50~54,2,424.63,,,,,1,212.31,,,1,,,,212.31,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,370.37,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,327.87,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,369.00,,,1,369.00,,,,,,,,1,369.00,,,,,,,1,,369.00,,,,,1,369.00,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,,1,438.60,,,2,877.19,,,,,,
,,,,75~79,,,,,1,549.45,,,,,,,,,,1,549.45,,,,1,,549.45,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1298.70,,,,,,,,,,,,,,1,1298.70,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,胰,,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,120.48,,,,
,,,,35~39,1,117.23,,,1,117.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,111.48,,,,,,,,,,,,,,,,,,,,,,,,,1,111.48,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,1,,132.45,,,,,,,,1,132.45,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,1,,195.31,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,1,,371.75,1,,371.75,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,2,668.90,,,,,,,1,,334.45,,,1,334.45,1,334.45,1,334.45,,,,
,,,,65~69,,,,,,,1,361.01,2,722.02,,,,,,,,,,,1,,361.01,,,,,,,,,,,,,,,
,,,,70~74,,,1,444.44,,,,,,,,,,,,,,1,,444.44,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,529.10,,,,,,,,,,,,,2,,1058.20,,,,1,529.10,1,529.10,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1282.05,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,食道,,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,5~9,,,,,,,1,149.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,133.69,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,121.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,111.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,126.26,,,,,,,,,,,,,,1,126.26,,,,2,,252.53,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,183.49,,,,,,,,,,,,,,1,,183.49,,,1,183.49,,,,,,,,
,,,,60~64,1,349.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,358.42,,,,,,,,,,1,358.42,,,1,358.42,1,358.42,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,2,,884.96,,,,,,,2,884.96,,,,,1,442.48,,,,
,,,,75~79,,,,,,,,,1,543.48,,,,,,,,,,,1,,543.48,,,,1,543.48,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,,1086.96,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,2777.78,1,2777.78,,,,,,,,,,,,1,,2777.78,1,,2777.78,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,喉,,,結直腸癌,,,腎盂及其他泌尿系統,,,膀胱,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,1,171.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,117.79,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,120.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,171.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,303.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,378.79,1,378.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,384.62,,,,,,,,1,384.62,,,,,,,,,,1,384.62,2,769.23,,,,,,,,
,,,,70~74,1,416.67,,,,,,,,,,,,,,1,416.67,1,,416.67,,,,1,,416.67,1,416.67,,,,,,,,,,
,,,,75~79,,,,,,,,,1,543.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,934.58,,,,,,,1,,,,934.58,1,934.58,,,,1,,934.58,,,,1,934.58,,,,,,,,,,
,,,,85+,,,1,2500.00,,,,,1,2500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,胰,,喉,,,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,,腎盂及其他泌尿系統,,,膀胱,,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,,178.89,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,1,,136.61,,,,,,,,,,,,,,,
,,,,45~49,1,119.33,1,119.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,162.60,1,162.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,268.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,392.16,,,,,,,,,,,,,1,,392.16,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,377.36,,,1,,,,377.36,,,1,,377.36,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,434.78,,,,,,1,434.78,,,,,,,,,,1,434.78,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,529.10,,,,,,
,,,,80~84,,,1,909.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,,2040.82,,,1,2040.82,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,結直腸癌,,膀胱,,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,,
,,,,30~34,1,144.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,117.65,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,156.01,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,401.61,,,1,401.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,371.75,1,371.75,,,1,,,,371.75,1,371.75,1,,371.75,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,450.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,591.72,,,,,,,1,,,,591.72,,,2,,1183.43,1,,591.72,,,,,,,,,,,,,,,
,,,,80~84,,,1,813.01,,,,,,,1,,,,813.01,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,,1785.71,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,食道,,,胰,,,胸腺、心臟與中隔,,,喉,,結直腸癌,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,127.23,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,148.15,,,,
,,,,40~44,2,253.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,118.62,,,,,,,,,,,,,,,,,,,,,,,,,1,118.62,,,,,,
,,,,50~54,,,,,,,3,439.24,1,146.41,,,,,,,,,,,1,,146.41,,,,,,,,,,1,146.41,,,,
,,,,55~59,,,,,,,1,216.45,1,216.45,,,,,,,,1,,216.45,,,,,,,,,,,,,,,1,216.45,,
,,,,60~64,,,1,406.50,,,,,1,406.50,1,,,,406.50,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,3,1167.32,,,,,,,,1,389.11,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,1,,442.48,1,442.48,,,,,,,,,2,884.96
,,,,75~79,1,588.24,,,,,,,1,588.24,,,,,,,,,,,,,,,,,,,1,588.24,1,588.24,,,,,1,588.24
,,,,80~84,,,,,,,,,1,819.67,,,,,,,,,,,,,,,,,,,,,,,,,,,1,819.67
,,,,85+,,,,,,,,,,,,,,,,,,1,,1666.67,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,食道,,,結直腸癌,,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,10~14,,,,,1,150.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,295.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,295.86,1,147.93,,,,
,,,,40~44,,,,,,,,,,,1,,,,132.28,,,,,,1,,132.28,,,,,,,,1,132.28,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,1,,117.65,,,,,,,,,,,,
,,,,50~54,3,404.31,1,134.77,,,1,134.77,,,1,,,,134.77,,,2,,269.54,,,,1,,134.77,1,134.77,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,204.50,1,204.50,1,,204.50,,,,,,,,,,,,,,,,,,
,,,,60~64,1,377.36,,,,,,,3,1132.08,,,,,,,,1,,377.36,,,,1,,377.36,,,,,,,,,,,,
,,,,65~69,1,409.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,440.53,,,1,,,,440.53,,,,,,,,,,,,,,,,,,,,1,440.53,,
,,,,75~79,,,,,,,1,584.80,,,,,,,,1,584.80,,,,,,,,,,,,1,584.80,,,,,,,,
,,,,80~84,,,,,,,,,1,819.67,2,,,,1639.34,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1562.50,,,,,,,,,,1,,1562.50,,,,,,,,,,,,,,,1,1562.50,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,胸腺、心臟與中隔,,喉,,,結直腸癌,,,膀胱,,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,1,155.52,,,,,,,,,,
,,,,40~44,,,,,1,133.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,125.31,,,1,125.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,385.11,,,,,1,128.37,,,1,,,,128.37,,,,,,,,,,,,1,128.37,,,,,,,,,,
,,,,55~59,1,185.53,,,,,,,2,371.06,1,,,,185.53,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,331.13,,,,1,,331.13,,,,,,1,331.13,,,,,,,,
,,,,65~69,,,,,1,434.78,2,869.57,2,869.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,458.72,1,458.72,,,,,1,,,,458.72,,,1,,458.72,,,,,,,,,1,458.72,,,,,,,,
,,,,75~79,,,,,,,,,1,546.45,,,,,,,,,,,,,,1,,546.45,,,,,,,,,,,,
,,,,80~84,,,,,1,793.65,1,793.65,1,793.65,1,,,,793.65,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1979年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,肺、支氣管及氣管,,胃,,腦,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
