,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,胰,,,,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,喉,,,結直腸癌,,,腦,,膀胱,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,1,79.43,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,45.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,75.13,,,,,,,,,,,,,,,,,,,,,,1,75.13,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,94.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,112.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,2,270.64,,,1,135.32,,,1,,,,135.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,1,,102.35,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,5,550.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,234.47,2,234.47,,,2,234.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,175.44,2,350.88,2,350.88,,,1,175.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,2,469.48,,,2,469.48,,,,,,,,,,,,2,,469.48,,,,,,1,234.74,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,440.53,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,食道,,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,102.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,1,,46.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,92.00,,,,,,,,,,,,1,92.00,,,,,,,,,1,92.00,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,102.67,,,,,,,1,102.67,,,,,,1,102.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,139.08,,,,,,,,,,,,,1,,139.08,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,316.12,1,105.37,,,,,2,210.75,,,,,,,,,,,,,,,,,,,,,,1,105.37,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,217.63,,,,,,,,1,108.81,,,,,,,,,,,,,,,1,108.81,1,108.81,,,,,,,,,,,,
,,,,60~64,1,114.68,,,,,,,2,229.36,,,,,,,,1,114.68,2,,229.36,,,,1,114.68,,,1,114.68,1,114.68,1,114.68,,,,,,,,,,,,,,
,,,,65~69,1,163.67,,,,,2,327.33,,,,,,,,,,1,163.67,,,,1,,163.67,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,476.19,,,,,,,,1,238.10,1,,238.10,,,,1,238.10,,,,,,,,,,,1,238.10,,,,,,,,,,
,,,,75~79,1,404.86,,,,,,,,,,,,,,,,,,,,,2,,809.72,,,,,1,404.86,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,1785.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,眼及淚腺,,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,,,,,1,46.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.15,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,83.19,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,139.86,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,109.29,,,,,,,,,1,,,,109.29,,,,,,,,,,,,,,,,,,,1,109.29,,,,,,,,,,,,,,
,,,,55~59,1,103.41,,,,,,,5,517.06,1,,,,103.41,,,,,,,,,,,,,,,,,,,,,1,103.41,,,,,,,,,,,,
,,,,60~64,2,230.15,1,115.07,,,,,2,230.15,,,,,,,,,,1,,115.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,154.56,2,,,,309.12,,,1,154.56,1,,154.56,,,,1,154.56,,,,,1,154.56,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,466.20,,,,,,2,466.20,,,1,,233.10,,,,,,,,,,1,233.10,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,384.62,,,,,,2,769.23,,,2,,769.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,751.88,,,,,,,,,,,,,,,1,,751.88,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,,食道,,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84.25,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,58.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,77.16,,,,,,,,,,,,,,1,77.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,1,,93.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,125.94,,,,,,,1,125.94,,,,,,2,251.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,468.93,,,,,,,,,1,,,,117.23,2,234.47,1,117.23,,,,,,,,,,,,,,,,,1,117.23,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,100.91,1,100.91,,,,,,,1,100.91,1,100.91,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,118.76,,,,,1,118.76,,,,,,,,2,237.53,1,118.76,,,,1,,118.76,,,,,1,118.76,,,,,,,,,,,,,,,,,,
,,,,65~69,1,143.88,1,143.88,1,143.88,,,,,,,,,,2,287.77,,,,,,,,,,,,,,,,,1,143.88,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,3,674.16,1,224.72,1,,224.72,,,,,,,,,,,,1,224.72,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,364.96,1,,364.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,喉,,結直腸癌,,腎盂及其他泌尿系統,,,膀胱,,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,1,64.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,2,95.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,2,148.92,,,,,,,,,,,,,,,,,,,,1,74.46,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,2,179.05,,,,,1,,,,89.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,113.90,,,,,,,,,1,,,,113.90,1,113.90,,,,,,,,,,,1,113.90,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,133.16,,,2,266.31,1,133.16,1,133.16,,,,,,1,133.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,5,511.77,,,2,204.71,1,,,,102.35,,,1,102.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,113.12,,,1,113.12,,,1,113.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,137.36,1,137.36,2,274.73,,,2,,,,274.73,,,1,137.36,1,,137.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,219.78,,,,,1,219.78,1,,,,219.78,1,219.78,,,,,,1,,219.78,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,2,694.44,,,,,,,,,,,,,,,,,1,,347.22,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,680.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,1,,1724.14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,,,,胰,,造血系統及網狀內皮系統,,喉,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,95.79,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,51.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,72.20,,,,,,,,,,,,,,,,,,1,72.20,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,87.26,,,,,1,87.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,102.35,,,,,2,204.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,134.59,1,134.59,,,1,134.59,1,134.59,,,,,,1,134.59,,,,,,,,,,,,,1,134.59,,,,,,,,,,,,,,,,,,
,,,,55~59,2,212.99,,,,,4,425.99,1,106.50,,,,,,1,106.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,118.06,1,118.06,,,2,236.13,1,118.06,1,,,,118.06,,,,,,,,,,,,,,,,,1,118.06,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,133.33,,,,,,,,,,1,,133.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,426.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,306.75,1,,306.75,,,,,,,,,,1,306.75,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,2,1438.85,1,719.42,,,,,,,,,,,,,1,,719.42,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,,,,食道,,胰,,喉,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,82.44,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,68.73,,,1,,,,68.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,87.41,,,,,1,87.41,,,,,,,,,,,,1,,87.41,,,,,,,,,,,,1,87.41,,,,,,,,,,,,,,
,,,,45~49,1,97.37,,,,,,,,,,,,,,1,97.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,139.47,,,,,,,,,1,,,,139.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,226.50,,,,,3,339.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,347.22,,,1,,,,115.74,,,,,,,,,,,1,115.74,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,3,396.30,3,396.30,2,,,,264.20,1,132.10,,,,,,1,,132.10,,,,,1,132.10,1,132.10,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,198.02,,,5,990.10,1,,,,198.02,1,198.02,,,,,,1,,198.02,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,331.13,,,1,331.13,1,331.13,1,,,,331.13,,,2,662.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,胰,,骨、關節及關節軟骨,,,結直腸癌,,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.37,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,55.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65.62,,,,,,,,,,,,,,,,
,,,,40~44,,,,,2,165.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,96.34,,,1,96.34,,,,,,,,,,1,96.34,,,,,,,,,,,,,,,2,192.68,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,140.65,,,1,,,,140.65,1,140.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,233.64,1,116.82,3,350.47,,,1,116.82,,,,,,1,116.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,112.36,,,,,,,2,224.72,,,,,,,,,,,,,1,,112.36,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,3,393.70,1,131.23,4,524.93,2,,,,262.47,1,131.23,1,131.23,,,,2,,262.47,,,,,,,,,1,131.23,,,,,,,,,,,,,,
,,,,70~74,,,,,2,378.07,,,3,567.11,1,,,,189.04,,,,,1,,189.04,,,,,,,,1,189.04,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,3,937.50,,,2,625.00,2,,,,625.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,2,1273.89,,,2,1273.89,,,,,,,,,,,,,,,,1,636.94,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1204.82,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其他神經系統,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,後腹膜腔及腹膜,,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89.93,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.20,,,,,,,,,,
,,,,30~34,,,,,,,1,57.67,1,57.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.46,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,79.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,79.81,,,,,,,,,,
,,,,45~49,2,191.02,1,95.51,,,6,573.07,,,,,,,,1,95.51,,,,,,1,,95.51,1,95.51,,,,,1,95.51,,,1,95.51,,,,,,,,,,,,
,,,,50~54,1,127.55,,,,,2,255.10,,,,,,,,,,,,1,,127.55,,,,2,255.10,,,1,127.55,,,,,,,,,,,,,1,127.55,,,,
,,,,55~59,3,379.27,,,1,126.42,2,252.84,,,,,,,,,,1,126.42,,,,,,,,,,,,,,,,,,,1,126.42,1,126.42,,,,,,,,
,,,,60~64,2,221.73,,,,,4,443.46,,,,,,,,,,1,110.86,,,,,,,,,2,221.73,1,110.86,,,,,2,221.73,1,110.86,,,,,1,110.86,1,110.86,,
,,,,65~69,1,134.23,,,,,6,805.37,,,1,,,,134.23,1,134.23,3,402.68,,,,,,,,,,,,,,,,,,,1,134.23,,,,,,,,,,
,,,,70~74,1,173.01,,,,,1,173.01,,,,,,,,1,173.01,5,865.05,,,,,,,1,173.01,,,,,,,,,,,1,173.01,,,2,346.02,,,,,1,173.01
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,2,615.38,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,581.40,,,,,,,,,,,,,,,,,,,,,,,1,581.40,,,,,,
,,,,85+,,,,,,,1,1219.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,,胰,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,20~24,,,,,,,1,68.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61.12,,,,,,,,,,,,
,,,,40~44,1,79.18,,,,,,,,,,,,,,,,,,,,,,,,,,1,79.18,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,187.09,,,,,1,93.55,2,187.09,,,,,,,,,,,,,1,,93.55,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,243.31,1,121.65,,,,,,,,,,,,,,,,1,,121.65,3,,364.96,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,142.86,,,,,,,1,142.86,,,,,,1,142.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,111.23,,,,,,,6,667.41,,,,,,1,111.23,,,,,,,,,,,,,,,,,1,111.23,,,1,111.23,,,,,,,,,,
,,,,65~69,,,,,,,,,3,382.17,,,,,,1,127.39,1,127.39,,,,,,,,,1,127.39,1,127.39,,,1,127.39,,,,,,,,,,,,,,
,,,,70~74,1,168.07,,,,,,,,,2,,,,336.13,,,1,168.07,4,,672.27,,,,2,336.13,,,,,1,168.07,1,168.07,,,2,336.13,,,,,,,,,,
,,,,75~79,,,,,2,607.90,1,303.95,,,1,,,,303.95,2,607.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
