,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,46.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72.52,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,74.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63.82,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55.04,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,55.59,1,41.48,,,,,,,,,,,,1,41.48,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.71,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61.96,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,2,77.37,,,,,,,1,59.42,,,1,97.75,,,,,,,,,,,,,,,1,59.42,,,,,,,1,59.42,,,,,,,,,,,,,,
,,,,30~34,1,47.28,,,,,,,,,,,,,,1,44.03,4,57.01,,,,,2,49.22,,,,,1,44.03,,,,,,,,,,,,,1,47.28,,,,,,,,,1,58.04,,,,,,,,,,,,,,
,,,,35~39,3,164.84,,,,,1,62.89,1,54.95,,,,,,,,2,63.23,,,3,59.28,,,,,,,,,1,69.35,,,,,,,1,49.29,,,,,,,,,,,,,3,88.42,,,,,,,,,,,,,,
,,,,40~44,,,1,60.06,,,,,,,,,,,,,,3,120.63,1,77.22,,,,,,,,,1,156.99,,,,,,,,,,,1,84.25,,,,,,,,,,,1,63.53,,,,,,,,,,,,,,
,,,,45~49,3,114.20,,,,,,,,,,,,,,,,4,152.26,,,,,,,,,,,4,130.34,1,93.02,,,,,1,91.24,,,,,,,,,,,,,1,93.02,3,111.65,,,,,,,,,,,,,,
,,,,50~54,5,200.72,,,,,,,,,,,,,,,,5,206.19,,,,,1,152.21,1,125.31,,,,,1,152.21,1,139.47,,,1,115.74,1,109.89,,,,,,,,,1,115.74,,,3,126.85,1,139.47,,,,,,,,,,,,
,,,,55~59,4,182.40,1,105.82,1,105.82,,,1,133.87,,,,,,,,7,169.61,,,3,139.21,5,157.13,,,,,2,267.74,,,1,101.11,,,,,,,,,,,,,,,,,,,,,,,2,117.79,,,,,,,,,,
,,,,60~64,11,277.15,,,1,108.34,,,1,179.86,1,,,,148.37,,,6,211.42,,,,,7,214.72,1,130.89,,,3,128.37,2,120.26,,,1,111.23,,,,,2,137.46,,,,,1,148.37,,,1,108.34,,,,,2,135.78,,,,,,,,,,
,,,,65~69,4,208.99,,,,,,,,,,,,,,1,143.88,4,326.26,,,4,297.18,9,250.63,1,143.06,,,6,207.18,,,,,,,,,,,1,223.71,,,,,1,174.83,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,325.73,2,235.02,1,247.52,,,1,325.73,,,,,,,,3,381.68,,,1,300.30,6,476.19,1,247.52,,,1,325.73,2,495.05,,,,,,,,,1,300.30,,,,,,,,,1,300.30,1,247.52,1,300.30,1,300.30,,,,,,,,,,
,,,,75~79,,,,,1,366.30,,,1,395.26,,,,,,,,5,1184.83,,,,,3,542.50,,,,,2,473.93,,,1,395.26,,,,,,,2,375.23,,,1,395.26,1,357.14,,,1,515.46,,,1,366.30,4,496.28,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,609.76,3,1829.27,,,1,625.00,1,609.76,,,,,,,,,,,,,,,,,,,,,3,1115.24,,,,,3,1219.51,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,1886.79,,,,,1,1886.79,1,1408.45,,,,,,,,,2,1639.34,,,,,,,,,,,,,,,1,1449.28,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,2,63.59,1,,,,71.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.35,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,1,74.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53.65,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,51.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,1,39.51,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.77,,,1,50.99,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,2,54.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,106.61,,,,,,,,,1,106.61,,,,,,,,,,,1,50.79,,,,,,,,,1,49.29,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,64.72,,,,,,,,,,,,,,1,57.74,,,,,,,,,,,,,,,,,,,1,57.08,,,1,106.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,63.29,,,,,1,59.35,,,,,,,,2,57.39,,,,,,,1,59.35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.35,,,,,,,,,,,,,,,,
,,,,40~44,3,100.98,,,,,,,,,,,,,,5,90.63,,,,,,,1,61.65,,,,,,,1,74.13,,,,,1,81.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,80.26,,,,,,,,,1,,,,98.14,5,175.93,,,1,101.94,2,89.81,1,102.25,,,,,3,92.51,,,,,,,,,,,,,,,,,,,,,3,92.51,,,,,,,,,,,,,,,,
,,,,50~54,6,170.12,1,128.37,2,131.15,,,1,117.23,,,,,,5,146.20,,,1,128.37,,,2,135.87,,,1,128.37,1,148.81,,,1,161.55,,,1,128.37,,,,,,,,,,,1,125.16,1,117.23,,,,,,,,,,,,,,,,
,,,,55~59,6,350.67,,,,,,,,,,,,,,4,162.87,,,2,104.71,1,102.77,2,129.12,,,,,2,116.89,,,,,,,1,135.50,,,,,,,,,,,,,3,114.24,,,2,137.55,2,155.76,,,,,,,,,,
,,,,60~64,1,125.79,,,2,149.59,,,,,1,,,,110.13,8,250.86,,,,,1,111.73,13,287.23,,,1,111.73,1,184.50,,,1,125.79,1,125.79,6,205.62,,,,,1,111.73,,,,,1,184.50,,,1,145.77,,,1,184.50,,,,,,,,,,
,,,,65~69,8,430.11,,,1,131.93,,,1,212.31,,,,,,4,186.31,,,,,,,16,509.72,,,2,143.99,4,292.40,,,,,1,151.52,4,197.24,,,,,1,175.13,,,,,1,131.93,,,,,,,2,141.04,,,,,,,,,,
,,,,70~74,2,224.97,,,1,209.64,,,,,1,,,,231.48,12,587.95,2,224.97,,,3,370.37,8,404.86,1,209.64,4,315.71,,,1,209.64,,,,,2,220.02,,,1,242.72,,,,,,,2,224.97,1,242.72,,,1,231.48,4,324.94,,,,,,,,,,
,,,,75~79,,,,,1,321.54,,,,,1,,,,362.32,6,845.07,,,1,492.61,,,5,706.21,,,4,840.34,1,362.32,,,,,1,362.32,,,,,1,321.54,,,,,,,1,362.32,,,,,,,2,460.83,,,,,,,,,,
,,,,80~84,1,649.35,,,,,,,,,1,,,,709.22,,,,,,,1,917.43,3,1395.35,,,1,990.10,1,1351.35,,,,,,,,,,,,,,,,,,,,,1,709.22,,,,,3,671.14,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,1234.57,1,1754.39,1,1298.70,,,3,2173.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,64.47,,,,,,,,1,49.09,,,,,,,,,,,,,,,,,,,,,,,,,2,114.74,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53.68,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,58.79,,,,,,,,,,1,57.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,51.81,,,,,,,1,51.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,69.16,,,,,,,,,,,,,,,,,,
,,,,30~34,5,119.39,,,,,,,,,1,,,,49.78,2,64.96,,,1,65.62,1,60.24,1,45.89,,,,,,,,,,,2,64.96,,,,,,,,,,,,,1,65.62,,,,,,,,,,,,,,,,,,
,,,,35~39,2,56.23,,,,,,,,,,,,,,3,95.79,,,,,,,,,1,62.19,1,128.21,,,,,,,1,58.41,,,,,,,,,1,62.19,,,1,65.62,,,,,,,,,,,,,,,,,,
,,,,40~44,4,91.87,1,56.15,,,1,157.98,,,,,,,,8,132.43,,,,,,,,,1,56.15,,,,,,,,,,,,,,,,,,,,,,,1,83.47,,,,,,,,,,,,,,,,,,
,,,,45~49,6,199.87,1,74.24,,,,,,,,,,,,3,101.63,1,73.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,170.29,,,1,148.59,,,,,,,,,,3,141.18,,,1,112.87,2,148.59,,,,,,,,,,,1,155.52,,,,,1,112.87,1,112.87,,,,,1,121.95,,,,,,,,,,,,,,,,,,,,
,,,,55~59,5,284.74,,,2,211.86,,,1,184.16,2,,,,121.21,8,185.74,,,,,4,210.86,,,2,200.80,3,121.85,,,,,,,3,154.64,,,,,,,,,1,131.58,,,1,131.58,,,,,,,,,,,,,,,,,,
,,,,60~64,5,219.20,,,3,143.40,,,,,1,,,,126.74,9,393.36,,,1,195.69,9,243.77,,,2,118.41,4,168.28,,,,,,,,,,,,,1,111.98,,,,,,,,,,,1,195.69,,,,,,,,,,,,,,
,,,,65~69,1,207.04,,,1,130.72,,,,,2,,,,129.53,6,219.06,,,4,194.17,14,359.44,,,1,130.72,2,139.08,2,137.74,,,1,207.04,,,,,,,,,,,,,3,173.51,,,,,1,160.77,,,,,,,,,,,,,,
,,,,70~74,3,227.62,,,1,242.72,,,,,1,,,,212.77,7,566.80,1,242.72,3,314.80,8,370.71,,,2,235.85,2,235.85,1,218.34,,,1,212.77,2,207.25,,,,,3,242.91,,,,,1,283.29,1,218.34,1,242.72,4,303.49,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,301.20,5,482.16,,,3,469.48,5,400.96,,,3,347.62,3,371.75,1,429.18,1,429.18,,,3,406.50,,,,,,,,,1,335.57,1,301.20,,,,,5,457.46,,,,,,,,,,,,,,
,,,,80~84,1,641.03,,,,,,,,,1,,,,892.86,,,,,,,4,1075.27,,,1,641.03,,,1,892.86,2,990.10,2,1709.40,,,,,,,,,,,,,1,892.86,1,892.86,1,892.86,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,1666.67,,,,,,,,,,,,,,,1,1449.28,,,,,,,,,,,,,,,1,1298.70,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,淋巴結,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,1,111.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.83,,,,,,,,,,,,,,,,,,
,,,,25~29,1,52.19,,,,,,,1,69.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,67.98,,,,,,,,,,,1,60.17,,,,,,,,,,,1,62.66,,,,,,,1,48.03,1,67.98,,,,,,,,,,,,,,,,,,
,,,,35~39,6,104.04,,,,,1,45.33,,,1,,,,63.01,3,54.14,,,,,,,1,45.33,1,57.21,,,,,,,,,,,,,,,,,1,63.01,,,,,2,59.97,,,,,,,,,,,,,,,,,,
,,,,40~44,5,79.97,1,57.31,,,,,1,57.31,1,,,,79.30,,,1,54.35,,,1,146.41,2,55.79,,,,,,,1,71.12,,,,,,,1,57.31,,,,,,,,,3,66.56,,,,,,,,,,,,,,,,,,
,,,,45~49,9,191.25,1,89.29,,,,,,,,,,,,7,137.55,,,,,1,67.25,1,89.29,,,,,6,161.68,,,1,67.25,,,1,92.68,,,,,,,1,71.28,,,1,92.68,,,,,,,,,,,,,,,,,,
,,,,50~54,6,162.73,1,135.69,,,,,,,1,,,,112.36,5,343.17,,,1,145.56,2,148.59,6,187.62,1,112.36,1,145.56,1,113.12,1,112.36,,,,,1,113.12,2,148.59,,,,,1,112.36,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,6,170.75,1,100.60,,,,,,,1,,,,100.60,5,120.83,,,,,,,7,163.17,,,2,109.47,1,128.87,,,,,,,1,100.60,,,1,144.30,,,1,105.49,1,128.87,3,204.22,,,,,,,,,,,,,,,,,,
,,,,60~64,7,186.07,1,200.80,1,200.80,,,,,,,,,,6,183.82,,,,,4,195.69,11,292.40,,,3,115.65,,,1,112.99,1,114.16,,,,,1,120.05,,,1,149.25,,,2,128.62,1,114.16,,,1,149.25,1,114.16,,,,,,,,,,,,
,,,,65~69,6,177.94,,,,,,,,,6,,,,215.44,10,250.82,,,,,1,143.27,10,359.07,,,2,148.15,3,222.22,1,198.41,,,,,,,,,,,1,127.39,,,,,,,1,198.41,,,5,174.34,,,,,,,,,,,,
,,,,70~74,3,222.55,1,207.90,,,,,,,,,,,,11,414.47,,,,,1,194.93,11,470.89,,,2,196.08,,,1,256.41,,,,,,,1,207.90,,,1,197.24,,,5,232.88,,,,,1,224.72,1,256.41,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,3,,,,583.66,8,501.25,,,2,407.33,,,9,679.76,,,1,284.90,2,332.23,,,,,,,1,284.90,2,389.11,,,,,1,398.41,2,389.11,1,480.77,,,,,3,393.18,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,1190.48,2,,,,704.23,1,602.41,,,,,2,1005.03,6,809.72,,,,,,,1,591.72,,,,,,,2,892.86,,,,,,,1,591.72,,,,,,,1,917.43,,,,,,,,,,,,
,,,,85+,1,1388.89,,,,,,,1,1111.11,,,,,,,,,,,,,,2,1234.57,,,,,,,,,,,1,1694.92,,,1,1388.89,,,,,,,,,,,,,,,1,1111.11,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,199.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58.48,,,,,,,,,,,,,,,,,,,,,1,58.48,,,,,,,,,,,,
,,,,20~24,,,,,1,53.97,,,,,,,,,,,,1,53.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53.97,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64.43,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,49.89,,,,,,,,,,,,,,,,,,,,3,59.75,,,,,1,51.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,4,75.29,,,,,,,,,,,,,,,,,,,,1,45.75,,,,,,,,,,,,,1,49.43,,,,,,,,,,,1,63.21,,,,,,,,,1,49.43,1,57.50,,,,,,,,
,,,,40~44,7,107.16,,,,,,,,,,,,,,1,66.98,,,,,6,91.19,,,,,,,1,51.71,,,,,,,1,146.84,,,,,,,,,1,64.89,1,73.37,,,,,,,,,,,,,,,,,,
,,,,45~49,15,228.76,,,,,1,162.60,,,1,,,,66.09,1,64.02,,,1,66.09,1,88.50,,,,,,,4,80.08,2,176.99,,,,,,,2,93.98,,,,,1,66.09,1,66.09,,,1,66.09,,,1,66.09,,,,,,,,,,,,
,,,,50~54,8,256.90,,,,,,,,,,,,,,1,215.98,,,,,6,243.80,,,,,1,102.77,3,175.85,,,,,1,102.77,1,105.82,,,,,,,,,2,115.94,1,105.82,,,,,,,,,,,,,,,,,,
,,,,55~59,11,237.79,1,110.99,,,1,130.89,1,106.16,,,,,,2,117.23,,,,,9,228.37,1,106.16,,,4,135.09,4,252.21,,,,,1,106.16,2,212.31,1,106.16,1,145.99,,,2,108.52,3,112.15,,,,,,,,,2,108.52,,,1,130.89,,,,,,
,,,,60~64,10,221.29,,,1,149.48,,,,,1,,,,197.63,,,,,,,10,261.30,,,1,109.77,,,10,318.67,,,,,2,130.29,4,162.01,,,,,,,,,3,220.43,,,,,,,,,,,2,170.21,,,1,144.51,1,109.77,,
,,,,65~69,5,220.56,,,,,,,,,,,,,,1,124.22,,,,,7,266.36,,,1,144.09,1,196.08,14,344.83,1,124.22,1,119.76,4,153.96,2,133.42,,,,,1,159.49,,,4,223.09,,,,,1,144.09,,,1,169.78,,,,,,,5,195.24,,
,,,,70~74,1,187.62,,,2,227.27,,,,,2,,,,227.01,3,206.33,,,,,5,268.10,,,,,1,174.52,8,279.04,1,174.52,,,2,199.60,3,211.27,,,,,,,1,216.45,3,190.48,,,,,,,,,4,261.27,1,239.23,,,,,2,218.82,,
,,,,75~79,,,,,,,,,,,,,,,,1,286.53,,,,,3,377.83,,,,,,,6,592.30,,,,,3,392.16,1,401.61,,,,,,,1,286.53,1,338.98,,,,,,,,,1,341.30,,,,,,,1,452.49,,
,,,,80~84,1,588.24,,,,,,,,,,,,,,1,909.09,,,,,2,1169.59,,,1,568.18,1,588.24,1,568.18,,,,,,,2,1136.36,,,,,,,,,1,909.09,,,,,,,,,,,,,,,2,711.74,1,1098.90,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1169.59,1,1030.93,,,,,,,,,,,,,,,,,2,1438.85,,,,,,,,,,,,,,,,,1,1351.35,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,82.92,,,,,,,,,,,,,,,,,,1,58.24,,,,,,,1,180.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,78.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,48.05,,,,,,,,,,,,,,,,,,1,62.50,,,,,,,1,39.56,,,,,,,,,1,39.56,,,,,,,,,,,,,,,,,,,,,,
