,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.07,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.68,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,15.51,,,,,1,15.51,,,,,,,,1,15.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,3,36.16,,,,,1,14.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,31.40,,,,,,,,,,,,,,1,15.70,,,,,,,1,15.70,,,,,,,1,15.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,69.54,,,,,,,,,1,,,,17.39,,,,,,,1,17.39,,,,,,,,,,,,,,,,,,,1,17.39,,,,,,,1,17.39,,,,,,,,,,,,,,,,,,
,,,,45~49,3,55.20,1,23.28,,,,,,,,,,,,2,46.55,,,,,,,,,,,,,,,,,,,,,,,1,87.80,1,23.28,,,,,,,2,46.55,,,,,,,,,,,,,,,,,,
,,,,50~54,2,267.38,,,,,1,41.58,1,41.58,1,,,,41.58,1,41.58,,,1,41.58,,,,,2,63.43,,,,,,,1,41.58,,,,,1,41.58,,,,,,,,,2,63.43,,,,,,,,,,,,,,,,,,
,,,,55~59,4,143.47,,,,,,,,,,,,,,5,179.34,,,1,132.63,1,49.16,,,2,71.74,,,1,49.16,,,,,,,,,1,49.16,1,132.63,1,49.16,,,,,1,132.63,,,,,,,,,,,,,,,,,,
,,,,60~64,2,78.90,,,,,,,,,,,,,,6,236.69,1,54.35,,,3,118.34,,,,,,,,,,,,,,,,,,,1,54.35,,,,,1,54.35,,,,,1,54.35,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,141.04,,,,,,,,11,357.84,,,2,84.57,4,130.12,,,4,130.12,,,,,,,,,,,1,42.28,1,42.28,,,,,,,1,42.28,,,1,42.28,1,141.04,,,,,,,,,,,,,,
,,,,70~74,1,61.12,,,,,,,,,1,,,,183.15,2,91.66,,,1,183.15,4,183.32,,,4,183.32,1,61.12,,,,,,,1,61.12,,,2,366.30,1,61.12,,,,,1,61.12,,,,,2,91.66,,,,,,,,,,,,,,
,,,,75~79,,,,,1,163.67,,,,,,,,,,2,215.05,,,,,3,491.00,,,3,491.00,,,,,,,1,313.48,,,,,,,,,,,,,1,313.48,,,,,2,327.33,,,,,,,,,,,,,,
,,,,80~84,,,,,1,440.53,,,,,,,,,,1,763.36,,,1,440.53,1,440.53,,,1,440.53,,,,,,,1,763.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.64,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,14.52,,,,,2,,,,29.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.52,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.12,,,,,,,,,,,,,,
,,,,25~29,1,15.77,,,,,,,1,71.48,,,,,,,,1,15.77,,,1,71.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,24.34,,,,,,,,,,,,,,,,1,72.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,45.75,,,1,15.25,,,,,,,,,,,,3,197.63,,,,,,,1,15.25,1,15.25,,,2,30.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,40.61,,,,,,,,,1,,,,17.02,,,2,132.10,,,,,2,34.05,,,1,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.05,3,40.61,,,,,,,,,,
,,,,45~49,11,185.15,,,,,1,80.84,,,,,,,,2,42.52,3,63.78,,,,,,,2,161.68,1,21.26,,,,,1,80.84,,,,,,,,,,,1,80.84,,,2,33.66,1,21.26,,,1,21.26,3,63.78,,,,,,,,,,
,,,,50~54,2,60.64,1,123.92,1,40.14,,,,,,,,,,,,4,121.29,,,,,,,,,2,60.64,,,,,,,1,123.92,,,,,,,,,,,,,,,,,,,,,1,40.14,1,40.14,,,,,,,,
,,,,55~59,5,236.74,,,,,,,,,,,,,,1,47.35,3,142.05,,,,,,,2,94.70,2,267.02,,,3,142.05,,,,,1,133.51,,,,,,,1,47.35,,,,,1,133.51,,,,,,,,,,,,,,,,
,,,,60~64,3,120.00,,,,,,,,,,,,,,1,56.12,4,557.10,,,,,,,4,160.00,,,,,2,112.23,,,,,,,,,,,,,2,80.00,,,,,1,56.12,,,1,139.28,,,,,1,56.12,,,,,,
,,,,65~69,1,43.40,,,,,,,1,144.51,,,,,,1,43.40,11,367.16,,,,,,,2,66.76,2,66.76,,,4,173.61,3,100.13,2,86.81,,,,,,,,,3,100.13,,,1,43.40,1,144.51,,,1,43.40,3,100.13,1,43.40,1,43.40,,,,,,
,,,,70~74,1,56.15,,,1,56.15,,,,,,,,,,2,112.30,11,470.09,2,85.47,,,,,2,112.30,3,128.21,1,56.15,4,170.94,1,56.15,,,,,,,1,56.15,1,56.15,,,,,,,1,178.89,,,2,112.30,,,,,5,213.68,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,186.22,3,279.33,,,,,1,141.44,,,2,186.22,,,,,,,,,,,1,272.48,,,,,,,,,,,,,,,2,282.89,,,,,2,186.22,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,427.35,,,,,,,,,,,,,1,800.00,,,,,,,,,,,,,,,2,557.10,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1470.59,,,1,1470.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,1,18.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.75,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,14.17,,,,,,,,,,,,,,1,14.17,,,,,,,,,1,14.17,,,,,,,,,,,1,14.17,,,,,,,,,,,,,,,3,35.95,,,,,,,,,,,,,,
,,,,35~39,2,29.15,,,,,,,,,,,,,,1,14.57,3,43.72,,,,,,,1,14.57,,,,,,,,,,,,,,,,,1,14.57,,,,,,,,,3,36.05,,,,,,,,,,,,,,
,,,,40~44,2,32.92,,,1,68.87,,,,,,,,,,,,4,65.84,,,,,3,39.86,,,,,1,16.46,,,,,,,,,,,,,1,16.46,,,,,,,,,1,16.46,,,,,,,,,,,,,,
,,,,45~49,2,39.58,,,,,,,1,19.79,,,,,,,,5,78.69,,,,,,,1,19.79,,,1,76.86,,,,,,,,,,,,,,,,,,,1,19.79,1,19.79,,,,,,,,,,,,,,,,
,,,,50~54,4,112.58,,,,,,,,,,,,,,1,120.34,6,168.87,,,1,36.74,2,73.48,,,1,120.34,,,1,36.74,,,,,,,,,,,,,,,,,,,1,36.74,2,73.48,,,,,,,,,,,,,,
,,,,55~59,1,44.17,,,1,44.17,,,,,,,,,,,,6,200.60,1,44.17,,,3,100.30,1,44.17,,,,,1,44.17,,,1,44.17,,,,,3,100.30,1,137.55,,,,,,,1,44.17,2,88.34,,,,,,,,,,,,,,
,,,,60~64,2,111.48,1,55.74,,,,,,,,,,,,1,55.74,6,241.45,,,1,144.72,2,80.48,2,111.48,1,144.72,4,160.97,,,,,1,55.74,,,,,,,4,160.97,,,1,55.74,,,,,1,55.74,2,111.48,,,,,,,,,,,,
,,,,65~69,1,149.25,,,1,149.25,1,46.79,,,,,,,,2,93.59,8,285.00,,,,,4,142.50,5,178.13,,,3,106.88,,,,,1,46.79,,,,,1,46.79,2,71.25,,,1,149.25,,,4,142.50,,,3,140.38,,,,,,,,,,,,
,,,,70~74,2,101.73,,,,,,,,,1,,,,50.86,,,7,274.29,,,,,4,156.74,12,470.22,,,2,101.73,1,50.86,,,3,152.59,,,,,1,170.65,6,305.19,1,170.65,,,,,2,78.37,,,5,254.32,,,,,,,,,,,,
,,,,75~79,1,123.15,,,1,123.15,,,,,,,,,,,,2,502.51,,,,,1,123.15,5,413.22,1,123.15,5,413.22,,,1,123.15,,,,,1,123.15,,,,,,,,,,,1,123.15,,,2,246.31,,,,,,,,,,,,
,,,,80~84,1,757.58,,,,,,,,,,,,,,1,757.58,1,757.58,,,,,,,4,1509.43,,,1,377.36,,,,,,,,,,,,,,,,,,,,,,,,,1,377.36,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,1,1351.35,,,,,,,,,,,,,,,,,1,826.45,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,14.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.32,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,15.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,14.32,1,,,,14.32,5,60.81,,,,,,,,,,,,,,,,,,,,,,,,,,,1,80.58,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,35.50,,,,,,,1,14.26,,,,,,1,14.26,,,2,28.51,,,,,,,,,,,,,,,1,14.26,,,1,14.26,,,,,,,1,69.69,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,47.42,,,,,,,,,1,,,,71.28,3,38.81,,,1,15.81,1,15.81,1,15.81,,,2,31.62,,,,,,,,,,,,,,,,,1,15.81,,,1,15.81,,,,,,,,,,,,,,,,,,
,,,,45~49,5,74.82,1,18.80,,,1,18.80,,,1,,,,18.80,8,119.71,,,3,44.89,2,37.61,,,2,29.93,,,,,,,,,,,1,73.26,1,73.26,1,73.26,,,1,18.80,1,18.80,,,,,,,,,,,,,,,,,,,,
,,,,50~54,6,195.82,,,2,224.97,,,,,,,,,,4,101.19,,,1,32.64,1,112.49,,,2,50.59,,,1,32.64,,,,,,,1,32.64,,,,,,,1,32.64,4,101.19,,,,,,,,,,,,,,,,,,,,
,,,,55~59,7,228.46,,,,,,,,,1,,,,42.90,9,293.73,,,2,85.80,5,163.19,,,1,42.90,,,,,,,,,,,1,136.43,,,,,,,1,136.43,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,6,326.26,,,,,,,,,1,,,,54.38,3,163.13,,,4,160.64,4,160.64,,,2,108.75,1,153.61,,,,,,,,,5,200.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,50.81,,,1,50.81,1,50.81,,,,,,,,4,153.32,2,101.63,3,114.99,6,229.97,1,50.81,1,156.01,2,101.63,2,76.66,,,1,50.81,3,152.44,1,50.81,,,,,,,1,156.01,,,1,50.81,1,50.81,1,156.01,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,4,,,,192.03,4,192.03,,,3,111.69,7,260.61,,,1,48.01,1,48.01,1,48.01,,,,,,,7,260.61,,,,,,,3,111.69,3,111.69,,,,,4,148.92,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,147.17,4,425.99,,,1,106.50,6,441.50,,,2,147.17,,,,,1,106.50,1,106.50,,,3,714.29,,,,,,,1,238.10,,,,,,,2,147.17,,,,,,,,,,,,,,
,,,,80~84,1,332.23,,,,,,,,,,,,,,1,332.23,,,,,4,890.87,,,3,668.15,,,,,,,,,1,332.23,1,332.23,,,,,,,3,668.15,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,781.25,,,,,1,781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,15.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,14.53,,,1,14.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,14.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,3,40.62,,,,,,,,,1,16.19,,,,,,,,,,,,,,,,,,,,,,,2,32.37,,,2,32.37,,,,,,,,,,,,
,,,,30~34,3,43.12,,,,,,,1,14.37,,,,,,1,14.37,1,14.37,,,,,,,1,14.37,,,,,,,,,,,,,,,,,1,14.37,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,13.89,,,,,,,,,,,,,,,,3,35.20,,,,,,,1,13.89,,,,,,,,,1,13.89,,,,,,,,,1,13.89,,,,,,,,,,,,,1,13.89,,,,,,,,
,,,,40~44,8,102.95,1,15.70,,,1,15.70,,,,,,,,,,4,51.47,,,,,,,,,,,2,31.41,1,15.70,,,1,15.70,,,,,,,2,25.74,,,,,,,1,15.70,,,1,71.28,1,15.70,,,,,,,,,,
,,,,45~49,8,114.38,,,,,,,1,72.46,,,,,,,,5,71.49,,,1,17.81,1,17.81,2,28.60,,,4,71.25,1,17.81,1,17.81,,,,,,,1,17.81,2,28.60,2,28.60,,,,,,,3,42.89,3,42.89,,,,,,,,,,,,
,,,,50~54,5,108.93,,,1,27.77,,,,,2,,,,43.57,,,5,108.93,1,27.77,,,2,43.57,2,43.57,,,3,83.31,,,,,,,,,,,,,3,65.36,,,,,1,27.77,,,,,,,1,27.77,,,,,,,,,,
,,,,55~59,2,86.81,,,,,,,,,,,,,,,,11,367.77,,,,,3,130.21,2,86.81,,,2,86.81,1,145.56,,,,,,,,,1,43.40,1,43.40,,,,,,,,,1,43.40,2,66.87,,,1,145.56,,,,,,,,
,,,,60~64,2,313.97,,,,,,,3,159.15,,,,,,,,9,356.86,,,,,1,53.05,2,79.30,,,2,79.30,2,106.10,2,79.30,,,,,1,53.05,1,53.05,2,79.30,,,,,,,,,,,2,106.10,1,53.05,,,2,106.10,,,,,,
,,,,65~69,4,215.63,,,,,,,,,1,,,,158.98,,,4,161.03,,,1,53.91,1,158.98,11,442.83,1,53.91,7,281.80,,,,,,,,,,,,,2,107.82,1,158.98,,,,,,,3,120.77,,,,,,,3,120.77,,,,,,
,,,,70~74,2,74.21,,,,,,,,,2,,,,95.42,,,6,222.63,,,2,74.21,4,190.84,9,333.95,1,47.71,3,143.13,,,1,47.71,,,,,,,,,4,190.84,,,2,333.89,1,47.71,1,47.71,1,166.94,,,1,47.71,2,95.42,5,185.53,,,,,,
,,,,75~79,,,,,,,1,87.64,,,,,,,,,,4,254.78,,,,,,,6,382.17,,,3,191.08,,,1,87.64,,,,,,,,,1,233.10,1,87.64,,,,,,,1,87.64,,,,,1,87.64,1,87.64,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,1,295.86,2,591.72,1,578.03,,,,,1,295.86,,,,,,,,,,,,,,,,,,,1,295.86,,,,,,,1,295.86,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1315.79,,,,,,,,,,,1,675.68,,,,,1,1250.00,,,,,1,675.68,,,,,,,1,675.68,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,151.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,15.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,14.84,,,1,,,,14.84,,,1,14.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,14.82,,,,,,,,,,,,,,4,50.16,,,,,,,,,1,14.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,4,47.76,2,28.15,,,,,,,,,,,,2,28.15,,,,,2,23.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,7,89.04,,,,,,,1,72.62,,,,,,3,46.26,,,2,30.84,1,72.62,,,,,1,15.42,,,,,1,15.42,,,,,,,,,,,,,2,30.84,,,,,,,,,,,,,,,,,,,,
,,,,45~49,6,84.91,,,,,,,,,,,,,,8,113.22,1,17.66,2,142.45,3,52.98,,,,,1,17.66,,,,,1,71.23,,,,,,,,,,,,,1,17.66,,,,,,,,,,,,,,,,,,,,
,,,,50~54,8,151.57,,,1,23.83,,,2,47.65,,,,,,6,142.96,,,,,,,,,2,37.89,,,1,23.83,,,1,92.51,,,,,,,,,1,23.83,1,23.83,1,23.83,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,43.33,,,,,,,,,,,,,,3,129.98,,,,,,,1,144.30,1,43.33,1,43.33,,,,,1,144.30,,,,,,,,,,,,,1,43.33,,,,,1,43.33,,,,,,,,,,,,,,
,,,,60~64,6,308.32,,,1,157.73,,,,,,,,,,7,271.32,1,51.39,2,77.52,3,116.28,2,77.52,,,,,,,2,315.46,1,51.39,1,51.39,1,51.39,1,51.39,,,,,2,102.77,,,,,,,1,51.39,,,,,,,,,,,,,,
