,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,215.05,,,,,,,,,,,,,,,,,1,,215.05,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,238.66,,,1,238.66,,,1,238.66,,,,,,1,238.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,171.23,1,,,,171.23,1,171.23,,,,,,,1,,171.23,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,,1,,186.92,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,1,,190.11,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,2,645.16,,,,,,,,,,,,,,,,,,,,,1,322.58,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,507.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,800.00,,,1,,,,800.00,,,,,,,,,,,,1,800.00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,小腸,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,消化器官其他分界不明部位,,,,,造血系統及網狀內皮系統,,喉,,,腎,,,膀胱,,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,1,,91.91,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,130.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,1,182.48,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,184.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,2,364.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,190.84,1,,190.84,,,,,,,,,1,190.84,,,,,,,,,,,,,,,,
,,,,70~74,,,1,301.20,,,1,301.20,1,301.20,,,,,,,,,,,,,,,,,,,1,301.20,,,,,,,,,,,,,,,,
,,,,75~79,1,478.47,,,1,478.47,,,,,1,,,,478.47,,,,,,,,,,,,,,3,1435.41,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,813.01,,,,,,,,,,,,,,,,,,1,,813.01,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,食道,,,胰,,,結直腸癌,,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,15~19,,,1,113.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99.80,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,160.00,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,257.73,1,257.73,,,,,,,,,,,,,,
,,,,55~59,,,,,1,185.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,181.49,,,,,,,,,,,,,,,,1,,181.49,1,,181.49,,,,1,181.49,,,,,,,1,181.49,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,,,1,,188.32,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,284.90,,,,,,,,,,,,1,,284.90,,,,2,,569.80,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,476.19,,,2,952.38,1,,,,476.19,2,952.38,,,,1,,476.19,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,763.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1250.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,膀胱,,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,30~34,1,102.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,194.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,149.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,263.85,1,263.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,386.10,,,,,,,,,,,,,,1,,193.05,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,197.24,,,,,,,2,394.48,,,,,,,,,,,2,,394.48,,,,1,197.24,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,267.38,,,1,267.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,896.86,1,,448.43,1,,448.43,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,877.19,,,,,1,877.19,,,,,,,,,,,1,,877.19,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1063.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,喉,,,膀胱,,,鼻咽,,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,106.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,112.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,148.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,241.55,,,,,,,,,,,,,,,1,,241.55,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,339.56,1,169.78,1,169.78,1,,,,169.78,,,,,,,,,1,,169.78,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,196.46,,,,,1,,,,196.46,,,1,,196.46,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,256.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,404.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,800.00,,,,,2,,,,1600.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1020.41,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,,眼及淚腺,,,喉,,結直腸癌,,睪丸,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,1,,147.06,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,134.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,112.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,100.30,,,,,1,100.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,2,212.31,1,,,,106.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,142.65,1,142.65,1,142.65,,,,,,,,,,,,
,,,,50~54,,,,,1,210.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,1,,236.41,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,177.94,1,,,,177.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,200.00,,,,,,,,,,,,,,,1,,200.00,,,,1,200.00,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,225.73,2,451.47,,,,,,,,5,1128.67,,,,,,,,,,,,1,225.73,,,,,,,1,225.73,,,,,,,,
,,,,75~79,,,,,1,406.50,,,1,406.50,,,,,,,,,,,,,,,,,,,1,406.50,,,,,,,,,,,,,,,,
,,,,80~84,1,735.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,735.29,1,735.29,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1010.10,,,,,,,,,,,,,,,,,,,,,,1,1010.10,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,胰,,喉,,,結直腸癌,,,腦,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,40~44,1,107.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,2,269.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,245.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,186.92,1,186.92,,,,,,,,,,,,,1,,186.92,1,,186.92,1,186.92,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,392.93,,,,,,,,,,,,,,
,,,,70~74,,,,,2,439.56,1,219.78,,,1,,,,219.78,,,1,,219.78,1,,219.78,,,,1,219.78,1,219.78,1,219.78,,,,,,,,,,,,,,
,,,,75~79,,,,,1,392.16,1,392.16,1,392.16,,,,,,,,1,,392.16,,,,,,,2,784.31,,,1,392.16,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,684.93,,,,,,,,,,,,,1,,684.93,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,1030.93,,,,,1,1030.93,,,,,,1,1030.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,其他神經系統,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,5~9,,,,,,,1,140.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,107.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,104.82,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,136.43,,,,,,,,,,1,136.43,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,1,,189.39,,,,1,,189.39,1,189.39,1,189.39,,,,,1,189.39,1,189.39,,,,,,,,
,,,,65~69,,,,,,,1,193.42,1,193.42,,,,,,,,,,,,,,,,,,,,,,,,,,,1,193.42,,,1,193.42,,,1,193.42
,,,,70~74,,,1,216.92,,,,,,,,,,,,,,1,,216.92,,,,,,,,,,,,,,,,,,,,,,,1,216.92,,
,,,,75~79,,,,,,,3,1075.27,,,1,,,,358.42,,,,,,,,,,,,1,358.42,,,1,358.42,,,,,,,,,,,,,1,358.42
,,,,80~84,,,,,,,,,,,,,,,,,,,,,1,,699.30,,,,,,,,,,1,699.30,,,,,,,,,,,1,699.30
,,,,85+,,,,,1,1136.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,小腸,,不明原發部位,,主唾液腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,114.81,,,,,,
,,,,45~49,,,,,,,,,2,256.41,,,,,,,,1,,128.21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,155.28,,,2,310.56,,,,,,,,,,,,,,1,,155.28,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,261.10,,,,,,,1,,,,261.10,,,,,,,,,,,,,,,,2,522.19,1,261.10,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,197.63,,,,1,,197.63,,,,,,,,,,,,,,,,,,,,1,197.63,,
,,,,65~69,1,192.31,,,,,,,1,192.31,2,,,,384.62,2,384.62,1,,192.31,,,,1,,192.31,,,1,192.31,1,192.31,1,192.31,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,1,,224.22,,,,,,,,,,1,224.22,1,224.22,,,,,,,1,224.22,,
,,,,75~79,,,,,,,1,332.23,1,332.23,,,,,,1,332.23,,,,1,,332.23,,,,1,332.23,,,,,,,,,,,,,,,1,332.23,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,606.06,,,1,606.06,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1111.11,,,,1,,1111.11,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,,結直腸癌,,,腎盂及其他泌尿系統,,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,138.12,,,,,,,,,,,,,,
,,,,45~49,1,117.10,,,,,1,117.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,151.98,,,,,1,151.98,,,,,,,,,,,,,1,,151.98,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,240.96,,,,,,,,,,,,,,,,,,,,,,,,,1,240.96,,,,,,,,,,,,
,,,,60~64,2,438.60,,,1,219.30,,,,,1,,,,219.30,,,1,,219.30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,185.87,,,,,,2,,371.75,,,,,,1,185.87,,,,,1,185.87,,,,,,,,,,
,,,,70~74,1,219.78,,,,,,,1,219.78,1,,,,219.78,,,,,,3,,659.34,,,,,,1,219.78,,,,,2,439.56,,,,,,,,,,
,,,,75~79,,,1,318.47,,,,,1,318.47,2,,,,636.94,,,,,,1,,318.47,1,,318.47,,,1,318.47,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,568.18,1,568.18,,,,,,,,,,1,568.18,,,,,,,1,568.18,,,,,,,,,,
,,,,85+,,,,,,,,,1,1052.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其他神經系統,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,胰,,,結直腸癌,,,腎盂及其他泌尿系統,,膀胱,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,25~29,,,,,1,121.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,124.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,110.38,,,,,,,,,1,,,,110.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,144.09,,,,,,,,,,,,,,,,1,,144.09,,,,1,,144.09,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,219.78,,,,,,,,,,1,219.78,,,,1,,219.78,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,2,490.20,,,,,,,,,,,,1,,245.10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,,,,,,1,190.11,1,190.11,1,190.11,,,,,,,,,,,,,,
,,,,70~74,,,1,227.79,1,227.79,,,,,3,,,,683.37,,,,,,,,,1,,227.79,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,2,549.45,,,1,274.73,,,,,,1,274.73,1,,274.73,,,,1,,274.73,,,,,1,274.73,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,1123.60,,,1,,561.80,,,,,,,,,,,1,561.80,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1010.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,,胰,,,結直腸癌,,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,35~39,1,134.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,108.58,,,,,,,,,,,,,,1,108.58,1,,108.58,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,139.66,,,,,,,,,,,,,,2,,279.33,,,,,,,,,,,1,139.66,1,139.66,,,,,,,,,,,,
,,,,55~59,,,,,,,1,187.27,,,,,,,,1,187.27,,,,,,,,,,,,,,,,,,1,187.27,,,,,,,,,,
,,,,60~64,,,,,,,1,253.81,1,253.81,,,,,,,,,,,,,,,,,,,1,253.81,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,207.90,1,207.90,1,207.90,2,,,,415.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,219.30,,,,,1,219.30,,,2,,,,438.60,,,,,,,,,,,,,,,,,,,,2,438.60,,,,,,,,,,
,,,,75~79,,,,,,,1,274.73,,,2,,,,549.45,,,,,,1,,274.73,1,,274.73,1,274.73,1,274.73,,,,,2,549.45,,,,,,,,,,
