,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,351.49,2,351.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,217.39,,,,,,,,,,1,,217.39,,,,,,1,,217.39,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,328.95,1,328.95,,,,,,,,,1,328.95,1,,328.95,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,537.63,1,537.63,,,1,537.63,,,1,,,,537.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,1234.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,甲狀腺,,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,,眼及淚腺,,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,20~24,,,,,1,77.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,102.56,,,,,,,,,1,,102.56,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,154.80,,,,,,,,1,,154.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,170.36,,,,,1,170.36,,,,,,,,,,,1,,170.36,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,416.67,,,,,,,,1,,208.33,1,208.33,,,,,,,,,,,,,1,208.33,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,303.95,,,,,,,,2,,607.90,,,1,,303.95,,,,1,303.95,1,303.95,,,1,303.95,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,531.91,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,1,,1123.60,,,,,,,,,,,,1,1123.60,,,,,,,,,,,,
,,,,85+,1,2777.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,,胸膜,,腦,,,膀胱,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,1,,109.65,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,130.72,,,,,,,,,,1,,130.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,1,182.15,1,,182.15,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,160.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,156.99,,,1,,,,156.99,1,,156.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,169.78,,,,,,,,,1,,,,169.78,,,,,,,,,1,,169.78,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,197.24,,,,,1,197.24,1,,,,197.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,291.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,1098.90,2,,,,1098.90,1,,549.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,結締組織、皮下組織及其他軟組織,,膀胱,,,鼻咽,,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,,71.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,95.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,118.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,170.36,,,1,,,,170.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,3,470.22,2,313.48,1,,,,156.74,,,,,,1,,156.74,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,3,,,,511.95,1,,170.65,,,,,,1,,170.65,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,187.27,,,1,187.27,,,1,187.27,1,,,,187.27,3,,561.80,,,,,,1,,187.27,1,187.27,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,293.26,,,1,,,,293.26,,,,,,,,,,,,,,1,293.26,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,471.70,,,,,,,,,,,,3,,1415.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,1030.93,,,,,,1,,1030.93,1,1030.93,,,,,,,,,2,2061.86,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,2777.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,,,,喉,,,結直腸癌,,腎盂及其他泌尿系統,,,膀胱,,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,177.46,,,,,1,88.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,112.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,165.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,176.06,,,1,,,,176.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,154.80,,,2,309.60,1,154.80,2,,,,309.60,,,,1,154.80,,,,1,,154.80,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,168.92,3,506.76,,,,,,1,,168.92,,,1,,168.92,,,,1,168.92,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,183.82,3,551.47,,,,,,1,,183.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,269.54,,,,,,,,,,,,,,,1,269.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,471.70,,,1,471.70,1,,,,471.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,970.87,1,,,,970.87,,,,,,,,,,,,1,970.87,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,胃,,,食道,,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,73.53,,,,,,,,,,,,,,1,73.53,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,77.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,212.31,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,142.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,180.83,1,,180.83,1,180.83,,,,1,,180.83,,,,,,,,,1,180.83,1,180.83,,,,,,,,,,
,,,,55~59,,,,,,,,,,,2,,,,299.40,,,,,,1,,149.70,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,164.47,3,,,,493.42,2,,328.95,4,657.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,187.97,,,,,,,,,,,,,,,1,187.97,1,,187.97,1,,187.97,1,187.97,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,255.10,,,1,255.10,3,765.31,,,,,,1,,255.10,,,,,,,,,1,255.10,,,,,1,255.10,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,823.05,,,,2,823.05,3,,1234.57,,,,,,,,,,,,1,411.52,,,4,1646.09,,,,,,,,
,,,,80~84,1,952.38,,,,,,,,,,,,,,,,,,,2,,1904.76,,,,,,,,1,952.38,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,1,2500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,胰,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.64,,,,,,,,,,,,,,,,
,,,,50~54,,,1,182.48,1,182.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,159.49,2,318.98,,,,,,,,,,,,,,,,,,,,,,,,,1,159.49,,,,,,,,,,,,,,,,
,,,,60~64,2,331.13,,,1,165.56,,,,,,,,,,,,,,,,,,,,,1,165.56,,,,,1,165.56,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,383.14,9,,,,1724.14,1,,191.57,1,191.57,,,,1,,191.57,,,1,191.57,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,238.66,,,,,,,,,,,,1,,238.66,,,,,,1,,238.66,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,380.23,1,380.23,1,380.23,2,,,,760.46,2,,760.46,,,1,,380.23,,,,,,,,,,1,380.23,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1063.83,3,,3191.49,,,,,,,,,,,1,1063.83,,,1,1063.83,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,食道,,,結直腸癌,,,腦,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,35~39,1,78.37,,,1,78.37,,,,,,,,,,,,,1,78.37,,,,,,,1,78.37,1,78.37,,,,,,,,,,,,,,,,,,
,,,,40~44,1,98.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,133.87,1,133.87,1,133.87,,,,,,,,,,2,,267.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,,180.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,165.84,,,,,,,,,,2,,331.67,1,165.84,,,,,,,,,,,,,1,165.84,,,,,,,,,,,,,,
,,,,60~64,,,,,1,161.55,,,1,161.55,,,,,,1,,161.55,,,,,,1,,161.55,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,4,753.30,,,,,,,,,,,,,1,188.32,1,,188.32,,,,,,,,1,188.32,,,,,,,,,,,,,,,,
,,,,70~74,1,232.02,,,2,464.04,,,,,1,,,,232.02,2,,464.04,1,232.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,373.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,917.43,,,,,1,917.43,,,,,,,,,,,1,917.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,2,4166.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,骨、關節及關節軟骨,,,喉,,,結直腸癌,,腦,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,103.95,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,157.73,,,1,,,,78.86,,,,,,,,,,,,,,,,,,1,78.86,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,93.63,,,,,,1,,93.63,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,118.62,,,,,1,118.62,,,,,,,,,,,1,118.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,172.71,,,1,,,,172.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,172.12,,,,,,,,,,,,,,,,,1,172.12,,,,,,,,,,,2,344.23,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,327.87,,,1,,,,163.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,185.87,,,3,,,,557.62,1,,185.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,437.64,1,218.82,1,218.82,1,218.82,1,218.82,2,,,,437.64,,,,2,437.64,,,,1,,218.82,,,,,,,,,2,437.64,,,,,,,,,,,,
,,,,75~79,,,,,,,5,1886.79,,,,,,,,,,,1,377.36,,,,,,,1,377.36,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,724.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,2000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,胰,,結直腸癌,,,腦,,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,81.37,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,1,,78.74,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,76.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,86.36,,,,,,,,,,,,,,,1,,86.36,,,,,,2,172.71,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,,109.89,,,,,,1,,109.89,1,109.89,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,324.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,357.78,1,178.89,1,,,,178.89,,,,,,1,,178.89,,,,,,1,178.89,,,1,178.89,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,481.54,,,3,,,,481.54,,,,1,160.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,184.16,,,,,3,552.49,,,4,,,,736.65,,,,,,,,,,,,1,184.16,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,222.72,1,222.72,,,4,,,,890.87,2,,445.43,,,2,,445.43,,,,,,,,1,222.72,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,340.14,3,,,,1020.41,2,,680.27,,,1,,340.14,,,,,,,,,,1,340.14,,,,,,,,,,,,,,
,,,,80~84,,,1,729.93,,,,,,,1,,,,729.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1694.92,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,胰,,,造血系統及網狀內皮系統,,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90.17,,,,,,,,,,,,,,,,,,
,,,,30~34,1,81.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,81.43,,,,,,,,,,,,
,,,,35~39,1,80.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,109.41,,,,,1,109.41,,,,,,,,,,,1,109.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,3,453.86,,,,,,,,,,,2,302.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,159.49,,,,,,,,,1,,,,159.49,,,,,,,,,,,,,,1,159.49,,,,,,,,,,,,,,,,,,
,,,,65~69,1,181.49,1,181.49,,,1,181.49,1,181.49,2,,,,362.98,,,,1,181.49,,,,,,,,,,,1,181.49,,,,,1,181.49,,,,,,,,,,
,,,,70~74,,,1,234.74,,,,,1,234.74,1,,,,234.74,,,,1,234.74,,,,,,,1,234.74,,,,,1,234.74,,,,,1,234.74,,,,,,,,
,,,,75~79,,,,,1,336.70,,,,,3,,,,1010.10,2,,673.40,,,1,,336.70,1,,336.70,,,,,,,,,,,,,1,336.70,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,1226.99,2,,1226.99,,,,,,,,,1,613.50,,,,,,,,,,,1,613.50,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1666.67,,,,,,,,,,,,,,,,,,,,,,,,1,1666.67,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,食道,,,胰,,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,30~34,,,,,1,85.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
