,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.87,,,,,1,57.87,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,57.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,70.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,131.75,,,,,,,,,1,,131.75,,,,,,,,,,,1,131.75,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,182.15,1,182.15,,,,,,,,,,,,1,,182.15,,,,,,,,,,,,,,,,1,182.15,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,166.11,,,,,,,,,1,,,,166.11,,,,,,,,,,1,,166.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,210.97,,,,,,,1,210.97,,,,,,,,,,,,,,,,,,,,1,210.97,1,210.97,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,354.61,,,,,,,,,1,,,,354.61,,,,,,,1,,354.61,,,,,,,,,,,,1,354.61,1,354.61,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,740.74,,,,,1,,,,740.74,,,,,,,1,,740.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,1666.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,,,,結直腸癌,,,腎,,,睪丸,,,腦,,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,1,,65.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,53.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,57.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,,55.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,,58.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,66.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,111.23,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,163.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,175.75,,,,,2,351.49,,,,,,,,1,,175.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,200.80,3,602.41,,,,,,,,,1,,200.80,,,,1,,200.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,355.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1408.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,後腹膜腔及腹膜,,,胃,,,食道,,胸腺、心臟與中隔,,結直腸癌,,睪丸,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,5~9,,,1,58.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47.04,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,43.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,,50.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,52.38,2,104.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,54.61,1,54.61,,,1,,,,54.61,,,,,,,,,,1,,54.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,59.74,1,59.74,,,,,,,,,,,,,,,,,,,,,,1,59.74,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,103.09,1,103.09,,,1,103.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,103.09,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,155.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,178.57,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,2,,,,390.63,1,,195.31,,,,,,,,,,,,,,1,195.31,,,1,195.31,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,2,,625.00,1,,312.50,,,,,,,1,312.50,1,312.50,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,675.68,,,,,,,,,,,,,,,,,,,,1,675.68,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,白血病,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,,胰,,,胸腺、心臟與中隔,,,結直腸癌,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,53.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49.78,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,1,,55.34,1,55.34,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,87.41,,,,,,,,,1,,87.41,1,,87.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,108.46,,,,,1,108.46,1,108.46,,,,,,1,,108.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,146.20,,,1,146.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,146.20,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,174.52,,,,2,,349.04,,,,,,,1,174.52,1,174.52,,,1,174.52,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,168.63,,,,,1,168.63,1,,,,168.63,,,,,,,,,,,,,1,168.63,1,168.63,1,168.63,,,1,168.63,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,283.29,2,,,,566.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,後腹膜腔及腹膜,,,胃,,,食道,,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,1,,48.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.80,,,2,97.61,,,,,,,,,,,,,,,,,,
,,,,40~44,1,51.89,,,,,,,1,51.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,106.16,1,106.16,,,1,106.16,,,,,,,,,,,,,,,,,1,,106.16,,,1,106.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,138.89,,,,,1,,,,138.89,3,,416.67,,,,,,,,,,1,138.89,,,1,138.89,,,,,1,138.89,,,,,,,,,,,,,,,,
,,,,60~64,1,174.22,,,,,,,3,522.65,1,,,,174.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,167.22,,,,,,,,,,,,,,,,1,,167.22,1,,167.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,,257.73,,,,,,,,,,1,257.73,,,,,1,257.73,1,257.73,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,537.63,,,,,,,,,,,,,,,,,,,,1,537.63,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1020.41,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,,食道,,,胸腺、心臟與中隔,,喉,,睪丸,,腦,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,55.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,100.76,,,,,,,,,1,,,,50.38,,,,,,,1,,50.38,,,,,,,,,,1,50.38,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,61.27,,,,,,,,,1,,,,61.27,1,,61.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,107.76,,,,,,,,,,,,,1,,107.76,,,,1,,107.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,121.80,,,,,,,,,,,,,,1,,121.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,181.16,,,,,,,1,181.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,172.12,,,,2,,344.23,,,,,,,1,172.12,1,172.12,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,235.85,1,235.85,,,,,,,,,,,,,,,,,,2,,471.70,,,,,,,,1,235.85,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,471.70,,,,,,,,,,,,,,,,,,,,,,,1,,471.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,,1149.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,,淋巴結,,,結直腸癌,,,結締組織、皮下組織及其他軟組織,,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,1,,54.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.91,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,39.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,44.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,48.10,,,,,,,1,48.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,49.58,,,1,49.58,,,,,,,,,,1,,49.58,,,,1,,49.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,114.16,,,,,,,,,,,,,,1,,57.08,,,,,,,,,,,,1,57.08,1,57.08,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,,96.81,,,,1,,96.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,115.21,,,2,230.41,2,230.41,,,1,,,,115.21,1,,115.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,166.11,,,1,166.11,,,,,,1,,166.11,,,,,,,,,,,,,,,,1,166.11,2,332.23,,,,,,,,,,,,,,,,,,
,,,,65~69,1,180.83,,,1,180.83,1,180.83,2,361.66,,,,,,,,,1,,180.83,1,,180.83,,,,,,1,180.83,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,227.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,877.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1176.47,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,2777.78,,,1,,,,2777.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,食道,,造血系統及網狀內皮系統,,結直腸癌,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,,36.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,45.62,,,,,1,45.62,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.62,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,133.99,,,,,,,,,,,,,,2,,89.33,,,,,,,,,,,,,,,,1,44.66,,,,,1,44.66,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,3,,144.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,105.21,1,52.60,,,,,,,,,,,,4,,210.42,,,,,,,1,,52.60,,,1,52.60,,,,,,,,,1,52.60,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,90.58,,,1,,,,90.58,,,,,,,1,,90.58,,,,,,1,90.58,,,,,1,90.58,,,,,,,,,,,,,,,,,,
,,,,55~59,1,104.28,,,1,104.28,,,,,,,,,,1,,104.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,2,,314.47,,,,,,,,,,,,,,,,1,157.23,,,1,157.23,1,157.23,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,2,,375.94,1,,187.97,1,,187.97,1,,187.97,2,375.94,,,,,,,,,,,,,1,187.97,1,187.97,,,,,,,,,,
,,,,70~74,2,443.46,,,,,,,1,221.73,,,,,,,,,,,,,,,2,,443.46,,,,,,,,,,,,,,,,,1,221.73,,,,,,,,,,
,,,,75~79,,,1,387.60,,,,,,,,,,,,,,,,,,,,,,,,2,775.19,,,1,387.60,,,,,1,387.60,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1190.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,後腹膜腔及腹膜,,,胃,,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,1,39.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,44.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.39,,,,,,,,,,,,,,,,
,,,,35~39,3,131.00,,,,,1,43.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,138.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,199.10,,,,,,,2,99.55,,,,,,,,,,,,,,,,,,,,,,2,99.55,,,1,49.78,,,,,,,,,,,,,,,,,,
,,,,50~54,1,78.86,,,1,78.86,,,3,236.59,,,,,,1,,78.86,,,,,,,,,,,,,,,,,,,,1,78.86,1,78.86,,,,,,,,,,,,,,
,,,,55~59,1,98.91,,,,,,,1,98.91,,,,,,2,,197.82,,,,,,,1,,98.91,,,,,,,,,,,,,,,1,98.91,,,,,,,,,,,,
,,,,60~64,,,1,143.06,,,,,2,286.12,1,,,,143.06,1,,143.06,,,,,,,,,,1,143.06,,,,,,,,,1,143.06,,,1,143.06,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,198.81,2,,397.61,1,,198.81,1,,198.81,,,,,,,,,,1,198.81,1,198.81,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,202.84,1,,202.84,,,,,,,,,,,,,,,,,,,,,,,,2,405.68,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,380.23,,,,,,,,,,,,,,,,,,,,1,380.23,,,,,,,,,,,,,,,,
,,,,80~84,1,1162.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1162.79,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,,2173.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,1,,52.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,33.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,85.84,,,,,,,,,1,,,,42.92,,,,,,,,,,,,,,,,,,,,,1,42.92,1,42.92,,,,,,,,,,,,,,,,
,,,,40~44,5,222.72,2,89.09,1,44.54,,,,,3,,,,133.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,48.08,,,,,1,48.08,,,2,,,,96.15,,,,2,,96.15,1,,48.08,1,,48.08,,,1,48.08,,,,,,,1,48.08,,,,,,,,,,,,,,,,
,,,,50~54,2,134.41,1,67.20,,,,,,,4,,,,268.82,,,,1,,67.20,,,,1,,67.20,,,,,2,134.41,,,1,67.20,1,67.20,,,,,,,,,,,,,,,,
