,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,1,56.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49.78,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,2,,,,43.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.37,,,,,1,45.43,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,1,40.77,,,,,,,,,,,,,,,,,,,,,1,40.77,,,1,38.11,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.40,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,38.55,1,39.17,,,,,,,,,,,,1,39.17,,,1,38.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,40.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,58.40,,,,,,,,,,,,,,
,,,,40~44,2,90.01,,,,,,,,,5,,,,76.88,,,,,1,49.55,1,45.00,,,,,1,49.55,2,46.71,,,,,,,,,2,44.58,,,,,,,,,,,4,61.50,,,,,,,,,,,,,,
,,,,45~49,1,57.05,,,,,,,,,1,,,,70.18,,,,,,,1,70.18,2,59.77,1,70.18,1,57.05,,,,,,,,,,,,,1,70.18,,,,,,,,,3,99.40,,,,,,,,,,,,,,
,,,,50~54,3,148.88,,,,,2,100.35,,,4,,,,135.59,,,,,,,,,1,94.52,,,2,208.99,3,101.69,,,,,,,,,1,104.49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,97.66,1,78.74,,,,,,,9,,,,270.35,,,,,,,,,1,78.74,,,3,130.15,,,,,,,,,,,3,130.15,,,,,,,,,2,97.13,3,130.15,,,1,97.66,,,,,,,,,,
,,,,60~64,1,86.51,,,,,1,107.64,,,7,,,,335.73,,,,,1,107.64,3,148.59,4,191.85,,,,,3,101.76,,,,,1,107.64,,,,,,,,,,,,,1,107.64,1,115.87,,,1,107.64,,,,,,,,,,
,,,,65~69,,,2,238.95,,,,,,,8,,,,273.22,,,,,2,189.21,1,96.71,12,409.84,1,119.47,4,191.30,3,358.42,1,94.61,1,96.71,1,94.61,,,2,95.65,,,,,,,,,,,2,105.60,1,94.61,1,94.61,,,,,,,,,,
,,,,70~74,,,,,1,118.48,,,,,9,,,,388.10,,,1,121.36,,,2,133.78,9,388.10,,,5,215.61,,,2,133.78,,,,,1,118.48,2,135.59,,,1,121.36,,,,,3,200.67,,,,,4,271.19,,,,,,,,,,
,,,,75~79,2,219.06,,,,,,,1,227.79,5,,,,400.96,,,,,,,,,5,618.81,,,4,320.77,1,210.97,2,219.06,,,,,1,299.40,,,,,,,,,,,1,299.40,,,,,,,,,,,,,,,,
,,,,80~84,1,571.43,1,571.43,,,,,1,427.35,1,,,,534.76,,,,,,,1,571.43,,,,,4,671.14,1,427.35,,,,,,,,,1,427.35,,,,,,,,,,,,,,,1,534.76,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,980.39,,,,,,,,,1,1265.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其他男性生殖器官,,其他神經系統,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,50.08,,,,,,,,1,46.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55.22,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49.53,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,44.19,,,,,,,,,,1,45.64,,,,,,,,,,,,,,,,,,,,,1,45.64,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,38.24,,,,,,,1,42.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.21,1,38.12,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,2,40.68,,,,,,1,38.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,41.88,,,1,41.88,,,,,,,,,,,,,,,,1,42.05,,,1,36.87,,,,,1,41.88,,,,,,,,,,,1,42.05,,,,,,,,,,,,,,,,,,
,,,,40~44,2,45.55,,,,,,,1,42.46,1,,,,42.46,2,47.59,,,,,,,,,,,1,46.15,1,46.15,2,98.23,,,2,92.29,,,,,,,,,,,3,127.39,,,,,,,,,,,,,,,,,,
,,,,45~49,2,60.22,,,,,,,,,,,,,,2,113.77,,,,,,,,,,,2,113.77,,,3,83.61,,,,,1,54.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,103.31,,,,,,,,,,,,,,,,,,,,,,1,103.31,1,103.31,3,155.20,2,96.71,,,1,103.63,1,90.66,,,1,103.31,,,,,,,1,90.66,,,,,,,,,,,,,,,,,,
,,,,55~59,3,131.75,,,,,1,81.70,1,94.97,,,,,,4,175.67,,,,,,,,,3,131.75,5,221.73,5,151.15,1,96.99,,,1,94.97,,,,,,,,,,,,,1,81.70,,,,,,,,,,,,,,,,
,,,,60~64,4,138.22,,,,,1,89.13,,,,,,,,5,172.77,,,,,,,,,2,97.42,6,207.33,,,3,146.13,1,89.13,2,112.87,,,1,107.41,,,1,107.41,1,118.91,2,237.81,,,,,3,146.13,,,,,,,,,,,,
,,,,65~69,1,122.10,,,1,97.66,,,,,,,,,,4,141.74,,,,,1,97.66,,,2,195.31,6,212.62,3,162.78,2,111.23,1,122.10,2,99.85,,,,,,,,,2,204.29,,,,,,,2,108.52,,,,,,,,,,,,
,,,,70~74,1,147.71,1,116.69,1,147.71,,,,,,,,,,7,292.64,,,,,,,,,2,130.38,11,459.87,2,130.38,,,2,233.37,6,349.85,,,,,,,1,147.71,3,174.93,2,116.62,,,1,116.55,1,116.69,,,,,,,,,,,,
,,,,75~79,1,200.40,,,4,466.74,,,,,,,,,,2,550.96,,,,,,,,,2,232.02,5,583.43,6,442.48,1,202.43,1,200.40,3,348.03,,,,,,,,,2,201.41,,,,,,,6,442.48,,,,,,,,,,,,
,,,,80~84,,,,,1,432.90,,,,,,,,,,3,819.67,,,,,1,432.90,,,,,4,987.65,2,493.83,,,,,1,432.90,,,,,,,,,,,,,,,,,2,546.45,,,,,,,,,,,,
,,,,85+,,,,,1,1149.43,,,,,,,,,,,,,,,,,,,,,,,,1,1149.43,,,,,,,,,,,,,,,,,,,,,,,1,833.33,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,1,,,,64.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,53.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,40.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,42.92,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.92,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,38.26,,,,,,,,,,,,,,,,1,43.48,,,,,,,1,38.26,1,39.17,,,,,,,,,,,,,,,,,1,38.26,,,,,1,43.48,,,1,38.26,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,37.66,1,37.66,,,,,,,2,40.14,,,1,37.66,,,,,,,,,,,,,,,1,42.96,,,,,,,,,1,40.93,,,,,,,,,,
,,,,40~44,2,46.39,,,,,1,41.03,,,,,,,,1,47.26,2,43.93,,,,,1,47.26,1,41.03,,,2,46.39,1,47.26,,,,,,,1,47.26,,,,,1,45.56,1,41.03,,,,,,,3,64.77,,,,,,,,,,
,,,,45~49,5,91.88,,,1,59.63,,,,,,,,,,,,2,53.12,,,,,2,55.59,,,,,1,54.23,,,,,,,,,,,,,,,1,59.63,,,,,,,,,1,59.63,,,,,,,,,,
,,,,50~54,2,196.27,,,1,97.75,,,,,,,,,,1,97.75,2,92.76,,,,,1,98.14,2,92.76,,,2,92.59,,,,,,,,,1,87.95,,,1,98.14,1,87.95,,,,,1,87.95,,,1,87.95,,,,,,,,,,
,,,,55~59,1,81.77,1,81.77,,,,,2,95.10,,,,,,,,9,270.60,,,,,,,2,95.10,1,81.77,1,81.77,3,132.98,,,,,,,,,1,93.46,,,1,93.46,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,111.73,,,1,103.84,,,,,,,,,,,,8,276.34,1,103.84,,,1,90.50,4,193.42,1,103.84,4,138.17,2,96.71,,,,,,,,,1,120.92,,,2,181.00,1,103.84,,,,,1,103.84,,,,,,,1,120.92,,,,
,,,,65~69,1,97.85,,,,,,,,,,,,,,,,4,203.46,,,,,3,375.47,6,305.19,,,5,254.32,1,97.85,,,1,97.85,,,,,,,1,97.85,4,203.46,1,97.85,1,97.85,,,1,97.85,1,97.85,1,105.93,1,97.85,4,144.67,,,,
,,,,70~74,,,1,147.71,3,168.44,,,1,116.14,,,,,,2,112.30,8,325.47,,,1,116.14,1,116.14,7,284.78,1,147.71,4,162.73,1,116.14,2,125.23,,,,,,,2,232.29,3,326.09,6,244.10,2,217.39,1,147.71,,,,,,,,,,,3,195.06,,,,
,,,,75~79,1,201.61,,,4,458.19,,,,,1,,,,265.25,,,2,177.30,,,,,1,158.23,6,398.67,,,3,199.34,1,201.61,,,,,1,201.61,,,,,,,3,297.32,1,201.61,,,,,1,201.61,1,158.23,,,,,2,316.46,,,,
,,,,80~84,,,,,,,,,,,1,,,,584.80,,,1,473.93,,,,,2,450.45,1,366.30,,,,,1,366.30,1,473.93,,,,,1,473.93,,,1,584.80,1,584.80,,,,,,,,,,,,,,,1,584.80,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,2,1515.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸膜,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,40.32,,,,,,,,1,40.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.42,,,,,,,,,,,,,,
,,,,30~34,1,45.25,,,,,1,40.47,,,1,,,,40.47,,,,,,,1,45.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,45.07,,,,,,,,2,39.42,,,,,,,,,,,,,2,42.90,,,,,,,,,,,,,,,,,,,1,45.07,,,,,,,,,,,,,,,,
,,,,40~44,2,45.91,,,,,,,,,,,,,,3,64.32,,,,,1,45.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,69.60,,,,,1,51.55,,,,,,,,,,,,,,2,103.09,3,78.80,,,,,1,51.55,,,,,,,1,51.55,,,,,,,2,52.53,,,,,,,,,,,2,52.53,,,,,,,,
,,,,50~54,1,81.30,,,,,,,1,89.53,,,,,,2,89.33,,,,,1,89.53,2,89.33,,,1,89.13,2,85.03,,,,,,,,,,,,,,,2,85.22,,,,,,,,,1,89.13,,,,,,,,,,
,,,,55~59,2,166.11,,,1,96.90,,,,,,,,,,9,395.60,,,1,93.37,2,89.45,,,,,,,1,83.06,1,93.37,1,83.06,1,96.90,,,,,1,96.90,1,93.37,2,193.80,,,1,93.37,,,,,,,2,186.74,1,83.06,,,,,,
,,,,60~64,,,,,,,1,89.29,,,,,,,,4,138.07,,,,,1,89.29,7,241.63,,,,,4,138.07,3,146.41,,,,,,,,,,,,,1,107.64,1,107.64,,,1,89.29,1,107.64,2,235.85,1,107.64,1,117.92,,,,,,
,,,,65~69,1,128.53,,,2,107.07,1,114.16,1,128.53,,,,,,5,188.96,,,,,2,228.31,12,453.51,1,128.53,,,1,114.16,1,100.81,1,114.16,,,,,1,114.16,,,,,2,201.61,1,100.81,,,,,,,2,107.07,,,1,100.81,,,,,,
,,,,70~74,,,1,110.38,,,,,,,1,,,,110.38,9,359.57,,,,,1,110.38,7,279.66,,,,,3,187.27,2,287.36,2,220.75,,,,,,,1,110.99,,,3,187.27,,,1,110.38,,,1,110.38,5,312.11,1,143.68,5,313.09,,,,,,
,,,,75~79,,,,,,,,,,,3,,,,278.81,5,310.95,1,153.85,1,234.74,1,234.74,9,559.70,1,234.74,,,5,521.92,1,234.74,,,,,,,,,,,1,234.74,4,248.76,,,,,,,,,1,153.85,,,2,208.77,,,,,,
,,,,80~84,,,,,1,325.73,,,,,,,,,,,,,,,,1,571.43,6,867.05,1,325.73,,,5,722.54,,,,,,,,,1,325.73,1,476.19,,,2,651.47,,,,,,,1,476.19,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,2,,,,1025.64,,,,,,,,,3,869.57,,,,,,,1,666.67,,,,,,,,,,,,,,,1,934.58,,,,,,,1,666.67,,,1,1136.36,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,男性乳房,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55.80,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,51.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,39.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,39.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.61,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,40.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40.47,1,46.00,,,1,40.47,,,,,,,,,,,,
,,,,35~39,1,46.53,,,,,,,,,1,,,,39.62,,,,,,,,,1,46.53,1,39.62,,,1,38.79,,,,,,,,,,,1,46.53,,,,,,,,,,,2,39.20,,,,,,,,,,,,
,,,,40~44,2,43.04,,,,,,,,,,,,,,,,1,44.39,,,1,46.84,,,,,1,46.84,,,,,,,,,,,,,,,1,44.39,1,44.39,1,39.81,,,,,,,,,,,,,,,,,,
,,,,45~49,3,49.34,,,,,1,50.56,,,,,,,,1,50.56,8,131.58,,,,,,,,,,,,,2,48.67,,,,,,,1,50.56,,,2,101.11,,,,,,,1,46.93,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,4,100.15,,,,,,,2,141.94,1,70.97,,,2,77.37,,,,,,,1,70.97,,,,,,,,,,,,,1,70.97,,,,,,,,,,,,
,,,,55~59,1,95.60,,,,,,,,,,,,,,,,13,441.43,,,,,,,2,191.20,,,3,152.28,,,1,95.60,,,,,1,102.56,,,,,,,,,2,105.32,,,2,101.52,,,,,,,,,,,,
,,,,60~64,1,104.60,,,,,,,1,110.01,2,,,,95.88,,,8,267.11,1,88.50,,,3,143.82,7,233.72,,,2,209.21,2,107.24,,,,,,,3,143.82,,,1,104.60,1,110.01,,,,,3,160.86,,,,,2,95.88,,,,,,,,
,,,,65~69,2,203.46,,,,,1,101.73,,,2,,,,203.46,,,9,341.17,,,2,114.88,3,181.27,3,172.31,1,101.73,4,151.63,4,212.77,1,101.73,,,1,131.93,5,265.96,,,2,106.38,,,,,,,1,101.73,,,,,3,113.72,,,,,,,,
,,,,70~74,1,112.36,1,144.72,3,122.80,,,1,112.36,2,,,,126.50,,,5,316.26,,,,,6,342.47,9,368.40,,,6,342.47,,,,,1,144.72,,,5,316.26,,,3,171.23,3,189.75,,,,,2,128.78,,,1,116.01,2,232.02,,,,,,,,
,,,,75~79,1,176.68,1,151.06,2,162.87,1,151.06,,,,,,,,,,2,175.75,,,,,2,191.94,6,352.11,,,5,293.43,,,1,151.06,,,,,5,293.43,,,,,,,,,,,,,1,210.08,,,3,263.62,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,2,613.50,,,,,,,3,728.16,,,1,546.45,1,436.68,,,,,,,3,540.54,,,,,,,,,,,1,436.68,,,1,306.75,2,485.44,,,,,,,,
,,,,85+,1,884.96,,,,,,,,,,,,,,,,1,884.96,,,,,,,2,947.87,,,1,1020.41,,,,,1,606.06,,,1,1020.41,,,,,,,,,,,,,,,,,1,606.06,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他內分泌腺,,,,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,2,67.39,,,,,,,1,56.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,60.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,43.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.60,,,,,1,46.60,,,,,,,,,,,,,,
