,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,42.68,,,,,,,,,,,,,,,,,,,,,1,42.68,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,1,40.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,1,49.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,83.68,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,92.08,,,,,1,92.08,1,92.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,76.22,,,1,76.22,,,,,,,,1,76.22,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,84.82,,,,,2,169.64,,,1,,,,84.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,103.09,,,,,,,,,,,,,,,,,,,,,,,,,1,103.09,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,337.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,253.81,,,,,1,253.81,,,1,,,,253.81,,,,,,,,,,,,1,253.81,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,2,769.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,813.01,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,1,2857.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1991年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,,食道,,消化器官其他分界不明部位,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.85,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,47.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47.64,,,,,,,,,,,,
,,,,35~39,,,1,59.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.00,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,99.11,1,,,,99.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,76.10,,,,,,,1,76.10,,,,,,1,76.10,1,76.10,,,,,,,,,,1,76.10,,,,,,,,,1,76.10,,,,,,,,,,,,
,,,,55~59,1,86.51,,,,,,,,,,,,,,,,,,1,,86.51,,,1,86.51,1,86.51,1,86.51,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,2,192.86,,,,,,2,192.86,,,1,,96.43,,,,,,,1,96.43,1,96.43,1,96.43,,,,,,,,,,,1,96.43,,,,,,
,,,,65~69,,,,,,,1,154.56,2,309.12,1,,,,154.56,,,,,2,,309.12,1,154.56,,,,,1,154.56,,,,,,,,,,,1,154.56,,,,,,,,,,
,,,,70~74,,,,,1,237.53,,,1,237.53,,,,,,4,950.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,374.53,,,,,,,,,1,,,,374.53,,,,,,,,,,,,,,2,749.06,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,781.25,,,,,1,,781.25,,,,,,,,,,,,,,,1,781.25,,,,,1,781.25,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,,消化器官其他分界不明部位,,喉,,結直腸癌,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,45.48,,,,,,,,,,,,,1,45.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,57.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,67.34,2,134.68,,,,,,,,,,,,,,,1,67.34,,,,,1,67.34,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,95.15,,,,,,,1,95.15,,,,,,,,,,1,,95.15,,,1,95.15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,80.65,1,80.65,,,,,,,,,,,,2,161.29,,,,,,,,1,80.65,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,86.66,1,86.66,,,2,173.31,,,,,,3,259.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,93.11,1,93.11,,,,,1,93.11,,,,,,3,279.33,,,,,,,,,,,,,,,,1,93.11,,,,,,,,,,,,,,,,,,
,,,,65~69,2,292.83,1,146.41,,,,,,,,,,,,,,1,146.41,,,,,,,,1,146.41,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,236.97,1,236.97,,,,,,,,,,,,1,236.97,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,359.71,,,,,,,2,719.42,,,,,,3,1079.14,,,1,,359.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,689.66,,,,,,,,,,,,,,,,,,,,,,,,,1,689.66,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,2439.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,喉,,結直腸癌,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,1,48.01,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,1,,44.64,,,,,1,44.64,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,54.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,2,189.57,,,,,,,,,,,,1,,94.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,82.30,2,164.61,,,2,,,,164.61,,,,,,,,,,2,164.61,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,255.97,,,,,3,255.97,1,85.32,3,,,,255.97,1,85.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,3,269.30,,,,,1,89.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,136.61,,,,,2,273.22,1,136.61,,,,,,1,136.61,1,136.61,1,,136.61,,,1,136.61,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,480.77,1,240.38,1,,,,240.38,2,480.77,2,480.77,1,,240.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,353.36,1,353.36,,,1,353.36,,,,,,,,1,353.36,,,1,,353.36,1,353.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,,625.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2439.02,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,食道,,結直腸癌,,,腎,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.45,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,1,51.81,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,2,86.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,44.11,,,,,,,,,,,,,,,,,,,,,,,,,1,44.11,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,59.99,2,119.98,,,,,,1,59.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,268.82,,,2,179.21,1,89.61,,,,,,,,1,89.61,,,1,,89.61,,,,,,,,,1,89.61,1,89.61,,,,,,,,,,,,,,,,,,
,,,,50~54,1,88.18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,176.37,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,81.17,,,3,243.51,,,1,81.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,3,268.58,,,1,89.53,1,89.53,2,179.05,,,,,,1,89.53,1,89.53,,,,1,89.53,,,,,,,,,,,1,89.53,,,,,,,,,,,,,,,,
,,,,65~69,,,2,254.13,2,254.13,,,1,127.06,1,,,,127.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,220.26,,,1,220.26,,,1,220.26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,220.26,,,,,,,,,,,,,,
,,,,75~79,1,361.01,,,,,1,361.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,胸腺、心臟與中隔,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,1,45.50,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,48.66,,,,,,,2,97.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,58.14,,,,,,,,,,,,,,1,58.14,1,,58.14,,,,,,,,,,,1,58.14,,,,,,,,,,,,,,,,,,
,,,,45~49,1,82.51,,,,,,,2,165.02,,,,,,,,1,82.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,93.72,,,,,,,,,,,,,,,,1,93.72,,,,,,,,1,93.72,,,,,,,1,93.72,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,4,321.80,,,,,,1,80.45,2,160.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,3,276.75,,,,,,,1,92.25,,,,,,1,92.25,1,92.25,,,,1,92.25,,,,,,,2,184.50,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,116.82,1,116.82,1,116.82,,,,,,4,467.29,4,467.29,,,,1,116.82,,,2,233.64,1,116.82,,,,,,,1,116.82,,,,,,,,,,,,,,
,,,,70~74,1,210.08,,,,,,,,,1,,,,210.08,1,210.08,1,210.08,,,,1,210.08,,,,,,,,,,,,,1,210.08,,,,,,,,,,,,,,
,,,,75~79,1,352.11,1,352.11,,,2,704.23,2,704.23,,,,,,1,352.11,1,352.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,其他分界不明的部位,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,,食道,,結直腸癌,,腎,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,1,55.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.95,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,43.63,,,,,,,,,,,,,,,,,,,1,43.63,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,2,,,,95.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,57.08,,,2,114.16,,,,,,,,,,1,57.08,,,,,,,,1,57.08,,,,,1,57.08,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,71.94,2,143.88,,,,,,,,,,,,1,71.94,,,,,,,,,,,,,,1,71.94,,,,,,,,,,,,,,,,,,
,,,,50~54,2,203.05,,,1,101.52,,,,,2,,,,203.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,4,323.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,80.91,,,,,,,,,,,,,,,,
,,,,60~64,1,93.72,,,2,187.44,,,1,93.72,1,,,,93.72,,,,,1,,93.72,1,93.72,1,93.72,,,,,,,,,1,93.72,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,218.58,,,,,2,,,,218.58,1,109.29,,,1,,109.29,,,,,,,1,109.29,,,,,2,218.58,,,,,,,,,,,,,,,,
,,,,70~74,,,,,4,773.69,1,193.42,,,1,,,,193.42,,,,,1,,193.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,2,668.90,,,,,,,,,1,,,,334.45,,,,,,,,,,,,,,,,,,,,1,334.45,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,657.89,,,,,,,,,,,,,,,,,1,657.89,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51.76,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.71,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.18,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,92.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,46.27,,,,,,,,,1,,,,46.27,1,46.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,55.80,,,,,,,,1,55.80,,,,,,,2,111.61,,,,,,,1,55.80,,,,,,,,,,,,
,,,,45~49,2,135.04,,,,,1,67.52,,,4,,,,270.09,,,,,1,,67.52,,,,,1,67.52,,,1,67.52,,,,,,,1,67.52,,,,,,,,,,,,
,,,,50~54,3,296.74,,,,,,,,,4,,,,395.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,85.76,,,,,,,,,3,,,,257.29,1,85.76,,,,,,,,,,1,85.76,1,85.76,1,85.76,,,,,1,85.76,,,,,,,,,,,,,,
,,,,60~64,,,1,93.20,,,,,,,1,,,,93.20,,,,,1,,93.20,,,,,,,,,,,,,,,1,93.20,,,,,,,,,,,,,,
,,,,65~69,,,1,105.60,1,105.60,,,,,5,,,,527.98,,,,,4,,422.39,,,3,316.79,,,,,,,,,,,,,3,316.79,,,,,,,,,,,,
,,,,70~74,2,355.24,,,,,,,1,177.62,2,,,,355.24,,,,,1,,177.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,325.73,,,,,,,,,2,,,,651.47,,,,,2,,651.47,,,1,325.73,,,,,1,325.73,,,1,325.73,2,651.47,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,609.76,,,,,,,,,,1,609.76,1,609.76,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,1250.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,何杰金氏淋巴瘤,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,食道,,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,1,53.65,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,2,105.37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52.69,,,,,,,,,,,,,,,,
,,,,30~34,2,92.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.32,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,45.75,,,1,45.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,53.68,,,,,,,,,,,,,,,,,,,,,1,53.68,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,2,127.39,,,,,,,,,,,,,,,,,,,,,,,1,63.69,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,3,297.91,1,99.30,1,,,,99.30,,,,,,,,,,,,,,,,,,,,1,99.30,,,,,,,,,,,,,,,,
,,,,55~59,1,87.87,,,,,4,351.49,,,,,,,,,,,,,,,,,,,,,,,1,87.87,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,91.83,,,,,6,550.96,,,1,,,,91.83,1,91.83,,,1,,91.83,,,1,91.83,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,204.50,4,,,,409.00,,,,,,,,,,,,,,,,,,,,,,1,102.25,1,102.25,,,,,,,,,,,,
,,,,70~74,,,,,,,1,165.29,2,330.58,2,,,,330.58,,,,,2,,330.58,1,165.29,,,,,2,330.58,,,2,330.58,,,,,2,330.58,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,655.74,,,,,,,,,,,,,,,,,,1,327.87,,,,,1,327.87,,,,,,,,,,,,
,,,,80~84,1,617.28,,,,,1,617.28,,,2,,,,1234.57,,,1,617.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,1098.90,,,,,,,1,,,,1098.90,,,,,,,,,,,,,,,,,,,,,,,,1,1098.90,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他男性生殖器官,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
