,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,食道,,消化器官其他分界不明部位,,,結直腸癌,,,膀胱,,,鼻咽,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,134.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,2,,252.84,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,176.68,,,,,,,,,1,,,,176.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,132.63,,,1,132.63,,,1,,,,132.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,148.15,1,148.15,1,148.15,,,,,,,,,,1,,148.15,,,,1,,148.15,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,162.07,,,,,,,1,162.07,2,,,,324.15,1,162.07,,,,,,,,,,1,162.07,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,249.38,,,,,2,498.75,,,2,,,,498.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,2,,,,719.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,1,,617.28,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,900.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,胰,,,喉,,,結直腸癌,,腦,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,87.87,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,81.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,88.18,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,175.13,,,,,,,,,,,,,,,,1,175.13,,,,,,,,,,,,,,,,
,,,,50~54,1,136.80,,,,,,,,,,,,,,1,136.80,,,,,,,,,,1,136.80,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,296.74,1,148.37,,,1,148.37,,,2,,,,296.74,,,1,,148.37,,,,1,,148.37,,,,,,,1,148.37,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,2,324.68,2,,,,324.68,,,1,,162.34,1,,162.34,,,,2,324.68,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,221.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,754.72,,,1,,,,377.36,,,2,,754.72,1,,377.36,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,529.10,,,,,1,,,,529.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,食道,,,喉,,,結直腸癌,,睪丸,,膀胱,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,85.47,,,,,,,,,,,,,,,,,,
,,,,40~44,1,123.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,144.30,1,144.30,,,1,144.30,1,144.30,,,,,,1,144.30,,,,,,,,,,1,144.30,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,139.28,,,,,,,2,278.55,,,,,,,,1,,139.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,163.13,,,,,1,163.13,,,2,,,,326.26,,,,,,1,,163.13,,,,,,,,1,163.13,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,423.73,1,211.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,357.14,,,1,357.14,,,,,2,,,,714.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,1,,961.54,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,睪丸,,,膀胱,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,1,,94.52,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,89.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,84.89,1,84.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,110.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,119.90,1,119.90,,,,,,,,,,,,,,,,,1,119.90,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,154.08,,,,,,,,,1,,,,154.08,,,,,,1,,154.08,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,155.04,1,155.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,141.04,,,,,,,,,3,,,,423.13,,,3,,423.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,199.20,,,4,,796.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,336.70,,,,,,,,,,,,,,,,1,,336.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,510.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,1052.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,食道,,,消化器官其他分界不明部位,,,胰,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,83.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,2,271.00,,,,,,,,,,,,,1,,135.50,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,3,412.65,,,1,,,,137.55,,,1,,137.55,1,,137.55,,,,1,137.55,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,165.02,,,,,1,165.02,,,,,,,,1,165.02,,,,,,,,,,,,1,165.02,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,190.11,1,190.11,,,2,,,,380.23,,,,,,,,,,,,,,2,380.23,1,190.11,,,,,,,,,,,,,,,,
,,,,70~74,,,1,337.84,,,1,337.84,,,4,,,,1351.35,,,1,,337.84,,,,1,,337.84,,,,,,,1,337.84,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,469.48,1,469.48,,,,,,,,,,,,,,,,,1,469.48,1,469.48,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,,喉,,,結直腸癌,,,腦,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,83.33,,,,,,,,,,,,,,,,,,
,,,,30~34,1,87.11,,,,,1,87.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,96.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,128.87,,,,,,,,,,,,,,,,,,,,,,,,,1,128.87,1,128.87,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,2,261.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,175.44,,,,,,1,175.44,,,,,,,,,,,,1,175.44,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,138.50,,,1,138.50,1,138.50,3,,,,415.51,,,,,,,,,1,,138.50,,,1,138.50,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,324.15,1,162.07,,,,,,,,,,,,,,,,,,,1,162.07,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,373.83,,,4,,,,747.66,1,186.92,1,,186.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,305.81,,,,,,,,1,305.81,,,,,,,1,,305.81,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,487.80,1,487.80,1,487.80,,,1,,,,487.80,,,,,,1,,487.80,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,1030.93,1,1030.93,,,,,,,,,,,,,,1,1030.93,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,,,,肺、支氣管及氣管,,後腹膜腔及腹膜,,,胃,,,骨、關節及關節軟骨,,,造血系統及網狀內皮系統,,喉,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,87.80,,,,,,,,,,,,,,
,,,,35~39,1,94.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,123.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,1,,130.04,1,,130.04,,,,,,,,,2,260.08,,,,,,,,,,,,
,,,,50~54,,,,,,,1,177.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,142.25,1,142.25,,,,,,,,,,,,,,,,,,,1,142.25,,,,,1,142.25,,,,,,,,,,,,,,
,,,,60~64,1,162.87,1,162.87,,,1,162.87,1,162.87,,,,,,2,325.73,,,,,,,,,,,,1,162.87,,,,,,,,,,,,,,,,,,
,,,,65~69,1,186.57,,,,,1,186.57,,,1,,,,186.57,5,932.84,,,,1,,186.57,,,,,,,,1,186.57,,,,,,,,,,,,,,,,
,,,,70~74,,,1,269.54,,,3,808.63,,,1,,,,269.54,3,808.63,,,,,,,,,,,,,,1,269.54,,,,,2,539.08,,,,,,,,,,
,,,,75~79,,,,,,,3,1570.68,,,,,,,,1,523.56,1,,523.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,後腹膜腔及腹膜,,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,腦,,膀胱,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,40~44,,,,,,,,,1,117.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,2,257.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,128.87,,,,,,,,
,,,,55~59,,,,,,,,,2,300.75,,,,,,,,1,,150.38,,,,,,,,,1,150.38,,,,,1,150.38,1,150.38,,,,,,,,,,
,,,,60~64,1,151.06,1,151.06,,,1,151.06,2,302.11,1,,,,151.06,1,151.06,,,,1,,151.06,,,,,,,,,,1,151.06,,,,,,,1,151.06,,,,,,
,,,,65~69,,,,,,,,,3,567.11,,,,,,,,1,,189.04,,,,,,,1,189.04,,,1,189.04,,,2,378.07,,,,,1,189.04,1,189.04,1,189.04,,
,,,,70~74,2,512.82,,,,,,,1,256.41,,,,,,,,1,,256.41,,,,,,,,,,,,,,,1,256.41,,,,,1,256.41,,,,,,
,,,,75~79,,,,,,,1,500.00,,,,,,,,1,500.00,1,,500.00,,,,1,,500.00,,,,,,,,,,,,,,,1,500.00,,,1,500.00,,
,,,,80~84,,,,,1,847.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,847.46,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,食道,,喉,,,結直腸癌,,,腎盂及其他泌尿系統,,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,2,248.14,,,,,,,,,,,,,,,,,,,1,124.07,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,165.02,,,,,1,165.02,,,,,,,,,,,,,,,,,,,,,1,165.02,,,,,,,,,,,,,,,,,,
,,,,55~59,2,327.33,,,,,2,327.33,,,,,,,,,,,,,1,,163.67,,,,,,2,327.33,,,,,,,,,,,,,,,,,,
,,,,60~64,1,148.15,,,1,148.15,4,592.59,,,,,,,,,,,,,,,,,,,1,148.15,,,1,148.15,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,6,1084.99,1,180.83,1,,,,180.83,,,,,,2,,361.66,1,,180.83,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,239.23,,,,,2,478.47,,,,,,,,1,239.23,1,,239.23,,,,,,,1,239.23,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,3,1522.84,,,,,,,,,,,,,,,,,,,,,,,1,507.61,,,,,,,,,,,,,,,,
,,,,85+,,,1,1587.30,1,1587.30,1,1587.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,30~34,,,,,1,93.02,,,,,,,,,,,,,,,1,,93.02,,,,,,,,1,93.02,,,,,1,93.02,,,,,,,,,,
,,,,40~44,1,107.18,,,,,,,1,107.18,,,,,,,,1,,107.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,3,411.52,,,,,,,,,,,,,,,,,,,,,,,,,,,1,137.17,,,,,,,,,,
,,,,50~54,,,,,,,,,1,144.51,,,,,,,,3,,433.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,179.21,1,179.21,,,,,1,179.21,1,,,,179.21,,,1,,179.21,,,,,,,,,,,,,,,1,179.21,,,1,179.21,,,,,,,,
,,,,60~64,2,292.83,1,146.41,,,,,4,585.65,,,,,,,,3,,439.24,,,,,,,2,292.83,1,146.41,,,,,,,,,,,1,146.41,,,,,,
,,,,65~69,1,187.97,,,,,1,187.97,1,187.97,,,,,,1,187.97,1,,187.97,,,,,,,,,1,187.97,1,187.97,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,3,672.65,,,,,,,,5,,1121.08,1,,224.22,2,,448.43,,,,,,,,,,,,,,,1,224.22,,,,,,
,,,,75~79,,,,,,,,,3,1408.45,,,,,,,,,,,,,,,,,,,,,,,1,469.48,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,833.33,1,833.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1538.46,,,,,,,,1,,1538.46,,,,,,,,,,,2,3076.92,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,後腹膜腔及腹膜,,,胃,,,喉,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,25~29,2,182.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,94.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,97.37,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,103.41,,,,,,,,,,,,,,,,,,1,103.41,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,138.12,,,,,,,,,,,,,,,,,,,,,,,,1,138.12,,,,,,,,
,,,,50~54,1,133.87,,,,,,,,,3,,,,401.61,,,1,,133.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,183.82,,,1,,183.82,,,,,,,1,183.82,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,148.81,,,,,,,4,,,,595.24,,,2,,297.62,1,,148.81,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,180.18,1,180.18,,,,,1,,,,180.18,1,180.18,1,,180.18,,,,,,,,,,,,,,,,,1,180.18,,,,,,,,,,
,,,,70~74,1,222.72,,,,,,,,,4,,,,890.87,,,1,,222.72,,,,,,,,,,,1,222.72,,,1,222.72,,,,,1,222.72,,,,,,
,,,,75~79,,,,,,,,,1,404.86,3,,,,1214.57,,,,,,,,,1,,404.86,,,,,,,,,1,404.86,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,781.25,,,,,,,,1,,781.25,,,,,,,,,1,781.25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
