,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,1,45.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,64.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,169.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,212.77,,,1,106.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,85.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,94.61,1,94.61,1,94.61,1,94.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,3,336.32,,,,,1,,,,112.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,159.49,,,,1,,159.49,,,1,159.49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,208.77,,,,,,,1,208.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,3,1030.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,,617.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,1,1694.92,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,皮膚,,男性乳房,,肝及肝內膽管,,,,,肺、支氣管及氣管,,胃,,,食道,,,喉,,腦,,膀胱,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.88,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,63.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,81.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,2,,,,170.94,1,85.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,94.34,,,,,,1,,94.34,,,,,1,94.34,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,109.29,1,,109.29,,,,,,1,109.29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,318.47,1,159.24,,,,,,,,,,,,1,159.24,1,,159.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,203.25,1,203.25,2,,406.50,1,,203.25,,,,,,,1,203.25,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,367.65,,,1,367.65,,,,,,1,367.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,564.97,,,,,,,1,564.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,,胰,,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,膀胱,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,1,47.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,44.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,49.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,77.58,,,,,,,,,,,,,,,,,1,,77.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,110.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,,,,,1,92.85,1,92.85,1,92.85,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,108.93,,,,,1,108.93,1,108.93,2,,,,217.86,,,,,,,,,,,,,,,,,1,108.93,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,306.75,1,153.37,1,,,,153.37,,,1,,153.37,1,,153.37,,,1,153.37,,,,,,,3,460.12,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,209.21,1,,,,209.21,1,209.21,,,,,,,,,,,1,209.21,,,,,1,209.21,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,354.61,,,,,,,1,,,,354.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,568.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1369.86,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,食道,,,胸腺、心臟與中隔,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,2,101.57,,,,,1,50.79,,,,,,,,,,,1,,50.79,,,1,50.79,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,1,44.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,58.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,1,103.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,87.87,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,88.65,,,,,2,177.30,,,1,,,,88.65,1,88.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,99.11,,,,,,,,1,99.11,,,,,,,,,,,,,1,99.11,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,262.12,,,,,,,,1,131.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,213.22,3,639.66,,,,,,,,,,,,,,,,,,,,1,213.22,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,308.64,,,1,308.64,,,,,,,,2,617.28,1,,308.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,1234.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,食道,,結直腸癌,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53.62,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,143.82,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,63.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,97.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,97.56,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,93.46,1,93.46,,,,,,,,,,,,,,1,,93.46,,,,,,1,93.46,,,,,2,186.92,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,175.59,,,,,,,2,175.59,,,,,,,,,,,,,,1,87.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,98.04,,,,,1,,,,98.04,,,1,,98.04,2,,196.08,,,1,98.04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,128.53,,,,,,,,4,,514.14,,,,,,1,128.53,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,192.68,1,192.68,,,,,,,,,,,,,,,,,,,,,,2,385.36,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,,312.50,,,,,,,,,,,,,,1,312.50,,,,,,,,,,,,,,,,,,
,,,,80~84,1,515.46,,,,,,,,,,,,,,1,515.46,,,,,,,,,1,515.46,,,1,515.46,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1123.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,胰,,,造血系統及網狀內皮系統,,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.90,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,53.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,61.96,,,,,,,,,,,,,,,,,1,61.96,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,85.03,,,,,,,,,,,,,,,,,,,,1,85.03,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,102.88,,,1,102.88,,,1,102.88,,,,,,,,,,,,,,,,,,,,,,1,102.88,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,86.96,,,1,86.96,,,,,2,,,,173.91,1,86.96,,,,,,,,,,,1,86.96,,,1,86.96,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,96.81,1,96.81,,,,,,1,96.81,1,,96.81,,,,,,,,1,96.81,1,96.81,1,96.81,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,121.07,,,3,363.20,1,121.07,,,3,,,,363.20,1,121.07,,,,,,,,,1,121.07,,,,,,,1,121.07,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,188.68,2,377.36,,,1,188.68,1,,,,188.68,,,,,,,,,,,,,,,1,188.68,1,188.68,,,1,188.68,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,287.36,,,,,,1,,287.36,,,,,1,287.36,1,287.36,,,,,2,574.71,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,515.46,,,,,,,1,515.46,,,,,,,,,,,1,515.46,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,,胰,,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,1,54.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,49.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,149.55,,,,,2,99.70,,,,,,,,,,,,,1,,49.85,,,,,,,,,,,1,49.85,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,61.16,,,,,,,,,,1,,61.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,77.22,,,1,,77.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,112.23,1,112.23,,,,,,,3,,,,336.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,173.46,,,,,3,260.19,1,86.73,,,,,,,,1,,86.73,,,,,,,,1,86.73,,,,,,,1,86.73,,,,,,,,,,,,,,,,
,,,,60~64,1,96.15,,,,,3,288.46,2,192.31,,,,,,1,96.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,113.51,,,2,,,,227.01,1,113.51,,,,1,,113.51,,,,,1,113.51,1,113.51,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,177.94,,,,,,,,,3,,,,533.81,,,,,,,,,,,,,1,177.94,,,,,1,177.94,,,,,,,,,,,,,,,,,,
,,,,75~79,1,282.49,,,,,1,282.49,1,282.49,2,,,,564.97,2,564.97,1,,282.49,,,,,,1,282.49,,,,,1,282.49,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,526.32,,,,,1,526.32,1,,,,526.32,,,1,,526.32,,,,,,,,,,,,,,,,,,1,526.32,1,526.32,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,,食道,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,49.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,60.35,,,,,,,,,,,,,,,,,,,,2,120.70,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,71.99,,,2,143.99,1,71.99,,,,,,,,,,,,,,,,1,71.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,111.23,1,111.23,,,,,,,1,,,,111.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,88.81,,,1,88.81,,,1,88.81,1,,,,88.81,,,,,,1,,88.81,,,,,,,1,88.81,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,93.37,,,,,,,,,2,,,,186.74,2,186.74,,,,,,,,,,,,,,,1,93.37,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,222.47,3,,,,333.70,,,,,,,,,1,111.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,2,331.13,2,331.13,,,,,4,,,,662.25,,,1,,165.56,,,,2,331.13,,,1,165.56,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,2,543.48,,,,,,,2,,,,543.48,,,,,,,,,,,,,,,,,1,271.74,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,497.51,2,,,,995.02,,,,,,,,,1,497.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,,胰,,造血系統及網狀內皮系統,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,52.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.97,,,,,,,,,,,,,,,,,,
,,,,35~39,1,50.56,,,,,,,,,,,,,,,,1,,50.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58.17,,,,,,,,,,,,,,,,,,
,,,,45~49,2,136.71,,,,,1,68.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,107.76,,,,,,,,,,1,,107.76,1,,107.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,91.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,91.58,,,,,,,,,,,,,,
,,,,60~64,1,92.00,1,92.00,2,183.99,2,183.99,,,,,,,,1,92.00,,,,,,,1,92.00,,,,,,,,,,,,,,,1,92.00,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,2,,216.45,,,2,216.45,,,1,108.23,,,1,108.23,1,108.23,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,151.29,,,,,1,,,,151.29,2,302.57,1,,151.29,,,,,,1,151.29,,,,,,,,,,,,,1,151.29,,,,,,,,,,,,
,,,,75~79,,,1,277.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,277.78,,,,,,,4,1111.11,,,,,,,,,,,,
,,,,80~84,,,,,2,961.54,,,1,480.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,480.77,,,,,,,,,,,,
,,,,85+,,,,,,,1,840.34,,,,,,,,,,,,,,,,,,,,1,840.34,,,,,,,,,1,840.34,1,840.34,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,,胰,,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,膀胱,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,1,67.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,51.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,50.58,,,,,,,,,1,,,,50.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,2,112.87,,,,,,,,,,,,,,,,,,,,,,1,56.43,,,1,56.43,,,,,,,,,,,,,,,,
,,,,45~49,2,126.58,,,,,,,,,,,,,,,,,,,,,,,,1,63.29,,,,,,,1,63.29,,,,,,,,,,,,,,,,,,
,,,,50~54,1,100.81,,,,,,,,,1,,,,100.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,99.01,,,1,99.01,,,,,,,,,,1,,99.01,,,,,,1,99.01,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,4,367.31,,,,,4,367.31,,,3,,,,275.48,,,,,,,,,,,,,1,91.83,,,,,,,,,1,91.83,,,,,,,,,,,,,,
,,,,65~69,,,,,1,105.60,3,316.79,1,105.60,3,,,,316.79,,,,,,,,,,,,,1,105.60,1,105.60,,,1,105.60,,,,,,,,,,,,,,,,,,
