,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,314.47,1,314.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,500.00,,,,,,,1,,,,500.00,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,1351.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,結直腸癌,,,腎,,,鼻咽,,,攝護腺,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,
,,,,35~39,,,1,224.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,320.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,518.13,,,,,,,,,,,,,,,,,,,,1,,518.13,,,,,,,,,,,
,,,,60~64,,,1,403.23,,,,,1,403.23,,,,,,1,,403.23,,,,,,,,,,,,,,,,,
,,,,65~69,,,2,666.67,,,,,1,333.33,1,,,,333.33,,,,1,,333.33,1,,333.33,,,,,,,,,,,
,,,,70~74,,,2,854.70,1,427.35,1,427.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,1,,746.27,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,1,,1333.33,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其他內分泌腺,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,,結直腸癌,,,攝護腺,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,
,,,,25~29,,,,,1,223.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,217.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,259.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,623.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,793.65,1,396.83,,,,,,,,,1,,396.83,,,,,,,,,,,,,,
,,,,55~59,1,523.56,,,,,,,,,,,,,,,,,1,,523.56,1,,523.56,,,,,,,,,,,
,,,,60~64,,,,,1,465.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,347.22,,,,,,,,,,,,,,,,,2,,694.44,,,,,,,,
,,,,75~79,,,,,,,2,1538.46,,,,,,,,2,,1538.46,,,,1,,769.23,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,2,,2631.58,1,,1315.79,,,,,,,,,,,,,,
,,,,85+,,,1,2564.10,,,,,,,1,,,,2564.10,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,食道,,,,,結直腸癌,,,腦,,,膀胱,,,鼻咽,,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,
,,,,40~44,,,,,1,237.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,302.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,384.62,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,549.45,,,,,,,,,,,,,1,,549.45,,,,1,,549.45,,,,,,,,
,,,,60~64,,,,,1,473.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,350.88,5,1754.39,,,1,350.88,,,,,,,,,,,,,,,,,,1,350.88,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,,396.83,,,,,,,,,,1,396.83,,,,,,
,,,,75~79,,,,,1,735.29,1,735.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,1265.82,,,,,,,,,,1,1265.82,,,,,,
,,,,85+,,,,,,,,,,,,,,,,2,,4761.90,,,,1,,2380.95,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,胰,,,結直腸癌,,,腦,,,膀胱,,鼻咽,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,25~29,,,,,,,1,247.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,230.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,244.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,236.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,1,,265.96,1,,265.96,,,,,,,,,,,
,,,,50~54,,,,,,,4,1581.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,534.76,,,,
,,,,60~64,,,1,492.61,,,2,985.22,,,,,,,,1,,492.61,,,,1,,492.61,,,,,,,,,,,
,,,,65~69,1,373.13,,,,,1,373.13,1,373.13,1,,,,373.13,,,,,,,,,,1,,373.13,1,373.13,1,373.13,,,,
,,,,70~74,,,,,,,,,,,2,,,,787.40,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,671.14,1,671.14,,,1,,,,671.14,,,,1,,671.14,,,,,,,,,,,1,671.14,,
,,,,80~84,,,,,,,,,,,,,,,,1,,1265.82,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,2439.02,,,,,,2,,4878.05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,胃,,,,,喉,,,結直腸癌,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,
,,,,45~49,2,543.48,,,,,,,1,271.74,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,680.27,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,476.19,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,408.16,,,,,,,4,1632.65,,,,,,1,,408.16,1,,408.16,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,3,1145.04,1,,,,381.68,,,,1,,381.68,,,,,,,,,,,,,,
,,,,75~79,1,636.94,1,636.94,,,1,636.94,1,636.94,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,1369.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,,,,喉,,,結直腸癌,,,腎盂及其他泌尿系統,,,腦,,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,,,,,,
,,,,30~34,,,1,237.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,226.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,263.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,467.29,,,,,1,467.29,,,,,,,,,,,,1,,467.29,,,,,,,,,,,
,,,,60~64,,,1,505.05,,,,,,,1,,,,505.05,1,,505.05,1,,505.05,,,,,,,,,,,,,,
,,,,65~69,1,434.78,2,869.57,,,1,434.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,3,1162.79,1,387.60,1,387.60,,,,,,,,,,,,,,,,,,,,1,387.60,,,,,,
,,,,75~79,,,2,1086.96,,,1,543.48,,,,,,,,,,,1,,543.48,,,,1,,543.48,1,543.48,,,,,,
,,,,80~84,,,1,1282.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,肝及肝內膽管,,肺、支氣管及氣管,,胃,,食道,,,,,結直腸癌,,,鼻咽,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,,,,
,,,,20~24,,,1,321.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,255.10,,,,1,,255.10,,,,,,,,,,,,,,
,,,,55~59,,,,,1,416.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,505.05,,,1,,,,505.05,1,,505.05,,,,,,,,,,,,,,,,,
,,,,65~69,1,483.09,,,1,483.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,400.00,1,400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,3,1415.09,,,1,471.70,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,不明原發部位,,肝及肝內膽管,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,喉,,,,,結直腸癌,,,腎,,,腎盂及其他泌尿系統,,,攝護腺,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,
,,,,40~44,,,,,1,236.97,,,1,236.97,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,1,,236.41,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,293.26,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,389.11,,,,,1,389.11,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,2,1010.10,,,1,505.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,400.00,1,400.00,1,400.00,,,,,,,,,,,,,1,,400.00,,,,,,,,,,,,,,
,,,,75~79,,,2,1000.00,,,,,,,,,,,,,,,,,,,,,1,,500.00,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,,1724.14,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,小腸,,白血病,,皮膚,,肝及肝內膽管,,肺、支氣管及氣管,,結直腸癌,,,,,腎,,,膽囊及肝外膽管,,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,,,,
,,,,25~29,,,1,261.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,226.76,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,,252.53,,,,,,,,,,,,,,,,,
,,,,55~59,1,381.68,,,1,381.68,,,1,381.68,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,540.54,,,,,1,540.54,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,3,1515.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,5,2136.75,1,427.35,,,,,,,,,,,,1,,427.35,,,,,,,,,,,
,,,,75~79,,,,,,,2,943.40,1,471.70,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,1,,1851.85,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,,結直腸癌,,,腎,,,腎盂及其他泌尿系統,,,膀胱,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,,,,
,,,,40~44,1,229.36,,,,,,,,,,,,,,1,,229.36,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,215.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,260.42,,,,,,,,,,,,,,,,,,1,260.42,,,,,,
,,,,55~59,,,2,666.67,,,,,1,333.33,,,,,,,,,,,,1,,333.33,,,,,,,,,,,
,,,,65~69,,,1,531.91,,,,,1,531.91,1,,,,531.91,,,,,,,,,,1,,531.91,,,1,531.91,,,,
,,,,70~74,,,1,469.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,826.45,1,826.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,1724.14,,,1,1724.14,,,,,,,,,,,2,,3448.28,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1979年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,其他女性生殖器官,,胰,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,354.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,403.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,606.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,775.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,甲狀腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,505.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,442.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,361.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,胃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,403.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,492.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮,,白血病,,肺、支氣管及氣管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,448.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,348.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,740.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,子宮頸,,白血病,,肝及肝內膽管,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,226.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,478.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,338.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,649.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1985年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,白血病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,389.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1986年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,甲狀腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,406.50,1,406.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1987年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,肝及肝內膽管,,直腸與肛門,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,346.02,,,1,346.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,529.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1988年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,皮膚,,肺、支氣管及氣管,,結直腸癌,,腦,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,263.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,361.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,531.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,558.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1989年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,子宮體,,肝及肝內膽管,,肺、支氣管及氣管,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,
