,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,喉,,結直腸癌,,,睪丸,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.30,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,85.03,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,101.73,,,,,,1,101.73,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,96.53,,,,,,,1,96.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,2,197.04,2,197.04,,,1,,,,98.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,180.51,1,180.51,1,180.51,3,,,,541.52,1,,180.51,,,,,1,,180.51,,,,,,,1,180.51,,,,,,,,,,,,,,
,,,,70~74,,,1,270.27,,,,,,,1,,,,270.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,956.94,,,1,,,,478.47,1,,478.47,1,478.47,,,,,,,,1,478.47,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,1176.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1992年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,食道,,喉,,,結直腸癌,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,77.46,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,54.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,1,61.65,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,1,85.62,,,,,1,85.62,,,,,,,,,,,,,,
,,,,40~44,1,96.90,,,,,1,96.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,103.31,,,,,,,,1,,103.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,192.86,,,,,1,96.43,,,,,,,,1,,96.43,1,96.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,99.21,1,99.21,,,2,198.41,,,1,,,,99.21,,,,,,,,1,,99.21,,,,,1,99.21,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,4,487.21,,,,,,,,1,,121.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,170.36,,,2,340.72,2,340.72,1,170.36,,,,,,3,,511.07,,,1,170.36,,,,,,,,,,,,1,170.36,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,2,,552.49,,,,,,,,1,276.24,,,,,,,,,1,276.24,,,,,,,,,,
,,,,75~79,,,,,1,460.83,,,,,1,,,,460.83,1,,460.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胰,,造血系統及網狀內皮系統,,喉,,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,鼻咽,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,30~34,1,60.06,,,,,,,,,,,,,,1,,60.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,81.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,90.74,,,,,1,90.74,,,,,,,,,,,,,,,1,,90.74,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,108.93,1,108.93,1,108.93,1,108.93,,,,,,,,,,,,,,,,,,1,108.93,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,95.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,95.15,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,102.56,1,102.56,,,,,,,,,,,1,102.56,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,234.74,1,117.37,,,,,1,117.37,,,,,,,,,,,,,1,,117.37,,,1,117.37,,,,,,,,,,,,,,,,,,
,,,,65~69,1,152.91,,,1,152.91,1,152.91,,,1,,,,152.91,,,,1,152.91,,,1,,152.91,,,,,1,152.91,,,,,,,,,,,,,,,,
,,,,70~74,1,287.36,,,1,287.36,1,287.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,421.94,1,,,,421.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,925.93,,,1,925.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,1,68.63,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,63.61,,,,,1,,,,63.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55.28,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,76.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,90.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,108.46,1,108.46,1,,,,108.46,,,,1,108.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,96.43,,,,,2,,,,192.86,1,,96.43,1,96.43,,,,,,,,,,,,1,96.43,,,,,,,,,,,,,,
,,,,55~59,2,205.97,,,1,102.99,,,,,1,,,,102.99,,,,,,,,,,,1,102.99,1,102.99,,,,,,,,,,,,,,,,,,
,,,,60~64,2,218.34,,,1,109.17,,,1,109.17,1,,,,109.17,,,,,,,,1,,109.17,,,,,1,109.17,,,,,,,,,,,,,,,,
,,,,65~69,1,151.29,,,1,151.29,,,,,3,,,,453.86,,,,,,,,,,,1,151.29,1,151.29,,,,,,,1,151.29,,,,,,,,,,
,,,,70~74,,,1,272.48,1,272.48,,,1,272.48,1,,,,272.48,,,,1,272.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,406.50,1,406.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,白血病,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,結直腸癌,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,113.25,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,88.89,,,,,,,,,,,,,,,,,,,,,,,,1,88.89,,,,,,,,,,,,,,
,,,,35~39,,,,,1,71.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,84.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,1,105.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,101.73,1,101.73,,,1,101.73,,,,,,,,,,,,,1,101.73,1,,101.73,1,101.73,,,,,,,,,,,2,203.46,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,101.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,107.76,1,,,,107.76,1,,107.76,,,1,107.76,,,,,,1,107.76,,,,,1,107.76,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,293.69,2,,,,293.69,1,,146.84,,,,,,,,,,,,,,1,146.84,,,,,,,,,1,146.84,,,,
,,,,70~74,1,236.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,236.41,,,2,472.81,,,,,,
,,,,75~79,,,,,,,,,2,823.05,,,,,,1,,411.52,1,411.52,,,,,,,,,,,,,,,,,,,,1,411.52,,,,,,
,,,,80~84,,,,,,,,,1,877.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,食道,,胰,,,胸腺、心臟與中隔,,眼及淚腺,,喉,,結締組織、皮下組織及其他軟組織,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,40~44,,,,,,,1,85.91,1,85.91,,,,,,,,,,,,,,,,1,85.91,,,,,,,2,171.82,,,,,,,,,,,,
,,,,45~49,2,197.82,,,,,,,,,,,,,,,,,,,1,98.91,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,206.40,,,1,,,,103.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,101.63,,,,,1,101.63,,,,,,,,1,,101.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,214.59,,,,,1,107.30,,,,,,,,2,,214.59,,,,,,,,1,107.30,,,1,107.30,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,4,559.44,1,139.86,,,,,,1,,139.86,,,1,139.86,1,,139.86,,,,,,,,,,,1,139.86,,,,,,,,,,
,,,,70~74,,,1,233.10,1,233.10,1,233.10,,,,,,,,3,,699.30,1,233.10,,,,,,,,1,233.10,,,1,233.10,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,390.63,,,,,,1,390.63,,,,,,,,,,,,,,1,390.63,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,869.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,白血病,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,,胰,,結直腸癌,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,,,,,,,1,60.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,63.73,,,,,1,63.73,,,,,,,,,,,1,63.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,193.24,,,1,96.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,5,525.76,,,,,2,210.30,,,,,,,,,,,,,,,,,,1,105.15,,,,,,,,,,,,,,,,,,,,
,,,,55~59,5,498.01,,,,,3,298.80,,,,,,,,1,,99.60,,,,,,,,,,1,99.60,1,99.60,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,214.13,,,1,,,,107.07,1,,107.07,,,1,107.07,,,,,,1,107.07,,,,,,,,,,,,,,,,,,
,,,,65~69,3,407.61,1,135.87,,,2,271.74,,,,,,,,2,,271.74,,,,,,,,,,1,135.87,1,135.87,1,135.87,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,211.42,,,,,,1,,211.42,,,3,634.25,1,,211.42,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,383.14,,,,,1,383.14,,,1,,,,383.14,1,,383.14,,,,,,,,,,1,383.14,,,,,1,383.14,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,813.01,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,1,2083.33,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,其他內分泌腺,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,,,,,,,1,63.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,61.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,63.86,1,63.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,80.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,92.76,,,,,1,92.76,,,,,,,,,,,,,,,,,,,,,,2,185.53,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,109.17,,,1,,,,109.17,,,,,,,,,,,,,1,109.17,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,5,493.58,,,,,,,,1,,98.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,328.59,,,,,,,,1,,109.53,,,,,,,,1,109.53,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,130.89,1,,130.89,,,,,1,,130.89,,,2,261.78,,,1,130.89,,,,,,,,,,,,,,
,,,,70~74,,,,,,,3,563.91,1,187.97,,,,,,1,,187.97,1,187.97,1,187.97,2,,375.94,1,187.97,1,187.97,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,398.41,1,398.41,,,,,,,,1,,398.41,,,,,,,,,,1,398.41,,,,,1,398.41,1,398.41,,,,,,,,,,
,,,,80~84,,,,,,,1,699.30,,,,,,,,,,,,,,,,,,,,1,699.30,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胰,,,結直腸癌,,腦,,膀胱,,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,35~39,1,63.01,1,63.01,,,,,,,,,,,,,,,,,,,2,,126.02,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,76.34,1,76.34,,,,,,,,,,1,,76.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,90.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,218.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,300.30,1,100.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,3,330.40,,,,,3,330.40,,,,,,,,,,,,,,,,,,1,110.13,,,,,,,,,,,,,,,,,,
,,,,65~69,1,122.40,6,734.39,,,,,6,734.39,1,,,,122.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,2,370.37,,,,,,,1,,,,185.19,,,,,,1,185.19,,,,1,185.19,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,361.01,,,,,,,,,,,1,361.01,,,,,,,,,,2,722.02,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,1,,671.14,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,2,3703.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,116.55,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,64.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,219.46,,,,,1,73.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,86.88,,,,,2,173.76,,,,,,,,,,,,,,,1,,86.88,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,107.87,,,,,1,107.87,,,,,,,,,,,1,107.87,,,,,,1,107.87,,,,,,,,,1,107.87,,,1,107.87,,,,,,
,,,,55~59,,,,,,,2,213.45,,,,,,,,,,,1,106.72,,,,,,,,,,,,,,1,106.72,,,,,,,,,1,106.72,,
,,,,60~64,3,327.51,,,1,109.17,3,327.51,,,,,,,,,,,,,,,,,,,,,,,,1,109.17,1,109.17,,,,,1,109.17,,,,,,
,,,,65~69,,,,,,,1,119.62,,,,,,,,,,,3,358.85,,,1,,119.62,1,119.62,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,178.89,,,,,1,178.89,,,,,,,,1,,178.89,2,357.78,1,178.89,,,,,,1,178.89,,,1,178.89,1,178.89,,,,,,,,,,,,
,,,,75~79,2,638.98,1,319.49,,,1,319.49,1,319.49,,,,,,,,,1,319.49,,,,,,,,,,,,,,1,319.49,,,,,,,,,1,319.49,,
,,,,85+,,,,,,,,,,,1,,,,1562.50,,,,2,3125.00,,,,,,,,,,,,,,1,1562.50,,,1,1562.50,1,1562.50,2,3125.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,,胰,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,69.83,,,1,69.83,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,67.61,,,,,,,,,,,,,,,,,,,,1,67.61,,,,,,,,,,,,,,,,
,,,,35~39,1,63.65,,,,,,,2,127.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
